"Status","Year","Age","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","30-39","Office of Gas and Electricity Markets","G6/G7","185","185","58910","57060"
"In post","2021","30-39","Office of Gas and Electricity Markets","SCS level","5","5","[c]","[c]"
"In post","2021","30-39","Office of Gas and Electricity Markets","SEO/HEO","145","140","36060","35720"
"In post","2021","30-39","Office of Qualifications and Examinations Regulation","EO","10","10","24170","24290"
"In post","2021","30-39","Office of Qualifications and Examinations Regulation","G6/G7","35","35","53770","48350"
"In post","2021","30-39","Office of Qualifications and Examinations Regulation","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Office of Qualifications and Examinations Regulation","SEO/HEO","40","40","35840","35850"
"In post","2021","30-39","Office of Rail and Road","AA/AO","5","5","[c]","[c]"
"In post","2021","30-39","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Office of Rail and Road","G6/G7","50","50","59980","58190"
"In post","2021","30-39","Office of Rail and Road","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Office of Rail and Road","SEO/HEO","30","30","39510","41920"
"In post","2021","30-39","Other Cabinet Office Agencies","AA/AO","5","5","[c]","[c]"
"In post","2021","30-39","Other Cabinet Office Agencies","EO","30","25","24070","22640"
"In post","2021","30-39","Other Cabinet Office Agencies","G6/G7","80","80","50480","49460"
"In post","2021","30-39","Other Cabinet Office Agencies","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other Cabinet Office Agencies","SEO/HEO","160","155","32800","33750"
"In post","2021","30-39","Scotland Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Scotland Office","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Scotland Office","G6/G7","20","20","56820","56120"
"In post","2021","30-39","Scotland Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Scotland Office","SEO/HEO","10","10","36640","36800"
"In post","2021","30-39","Scottish Government","AA/AO","1240","1160","23080","22820"
"In post","2021","30-39","Scottish Government","EO","1390","1340","29900","29350"
"In post","2021","30-39","Scottish Government","G6/G7","715","695","58730","60120"
"In post","2021","30-39","Scottish Government","SCS level","15","15","83010","83230"
"In post","2021","30-39","Scottish Government","SEO/HEO","1995","1925","38390","37880"
"In post","2021","30-39","The National Archives","AA/AO","10","10","20230","20430"
"In post","2021","30-39","The National Archives","EO","10","10","[c]","[c]"
"In post","2021","30-39","The National Archives","G6/G7","15","15","47900","45810"
"In post","2021","30-39","The National Archives","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","The National Archives","SEO/HEO","80","80","34140","34560"
"In post","2021","30-39","UK Export Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","UK Export Finance","G6/G7","25","25","67870","69700"
"In post","2021","30-39","UK Export Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","UK Export Finance","SEO/HEO","55","55","43860","44080"
"In post","2021","30-39","UK Supreme Court","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","UK Supreme Court","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","UK Supreme Court","SEO/HEO","5","5","[c]","[c]"
"In post","2021","30-39","United Kingdom Statistics Authority","AA/AO","145","115","19630","19130"
"In post","2021","30-39","United Kingdom Statistics Authority","EO","170","160","23560","23050"
"In post","2021","30-39","United Kingdom Statistics Authority","G6/G7","290","275","51720","49120"
"In post","2021","30-39","United Kingdom Statistics Authority","SCS level","10","10","75810","72220"
"In post","2021","30-39","United Kingdom Statistics Authority","SEO/HEO","695","665","33670","36030"
"In post","2021","30-39","Wales Office","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Wales Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Wales Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Wales Office","SEO/HEO","5","5","[c]","[c]"
"In post","2021","30-39","Water Services Regulation Authority","EO","5","5","[c]","[c]"
"In post","2021","30-39","Water Services Regulation Authority","G6/G7","15","15","73520","76540"
"In post","2021","30-39","Water Services Regulation Authority","SEO/HEO","45","45","47510","45810"
"In post","2021","30-39","Welsh Government","AA/AO","195","185","23300","23830"
"In post","2021","30-39","Welsh Government","EO","275","260","28590","28850"
"In post","2021","30-39","Welsh Government","G6/G7","175","170","59010","60830"
"In post","2021","30-39","Welsh Government","SCS level","15","15","77230","77900"
"In post","2021","30-39","Welsh Government","SEO/HEO","625","590","39460","37410"
"In post","2021","40-49","Attorney General's Departments","AA/AO","320","285","22610","21950"
"In post","2021","40-49","Attorney General's Departments","EO","400","360","28320","28430"
"In post","2021","40-49","Attorney General's Departments","G6/G7","1590","1445","58530","57400"
"In post","2021","40-49","Attorney General's Departments","SCS level","115","110","82090","80000"
"In post","2021","40-49","Attorney General's Departments","SEO/HEO","330","320","36500","37730"
"In post","2021","40-49","Attorney General's Departments","Unknown","5","5","[c]","[c]"
"In post","2021","40-49","Cabinet Office","AA/AO","90","80","21410","20860"
"In post","2021","40-49","Cabinet Office","EO","95","90","27200","27500"
"In post","2021","40-49","Cabinet Office","G6/G7","830","810","61050","57930"
"In post","2021","40-49","Cabinet Office","SCS level","395","390","91300","79760"
"In post","2021","40-49","Cabinet Office","SEO/HEO","430","420","36650","35700"
"In post","2021","40-49","Chancellor's other departments","EO","15","15","30360","31210"
"In post","2021","40-49","Chancellor's other departments","G6/G7","65","60","79390","73920"
"In post","2021","40-49","Chancellor's other departments","SCS level","5","5","[c]","[c]"
"In post","2021","40-49","Chancellor's other departments","SEO/HEO","25","25","43790","44800"
"In post","2021","40-49","Charity Commission","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Charity Commission","EO","20","20","24660","24440"
"In post","2021","40-49","Charity Commission","G6/G7","30","25","55750","52590"
"In post","2021","40-49","Charity Commission","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Charity Commission","SEO/HEO","70","70","32260","29420"
"In post","2021","40-49","Competition and Markets Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Competition and Markets Authority","EO","5","5","[c]","[c]"
"In post","2021","40-49","Competition and Markets Authority","G6/G7","125","115","69180","72430"
"In post","2021","40-49","Competition and Markets Authority","SCS level","50","45","107720","100770"
"In post","2021","40-49","Competition and Markets Authority","SEO/HEO","40","35","39320","37680"
"In post","2021","40-49","Department for Business, Energy and Industrial Strategy","AA/AO","275","245","21410","20880"
"In post","2021","40-49","Department for Business, Energy and Industrial Strategy","EO","355","330","26250","25830"
"In post","2021","40-49","Department for Business, Energy and Industrial Strategy","G6/G7","1035","990","58060","57670"
"In post","2021","40-49","Department for Business, Energy and Industrial Strategy","SCS level","170","160","82550","75000"
"In post","2021","40-49","Department for Business, Energy and Industrial Strategy","SEO/HEO","1220","1165","38540","39210"
"In post","2021","40-49","Department for Digital, Culture, Media and Sport","EO","20","20","27350","26360"
"In post","2021","40-49","Department for Digital, Culture, Media and Sport","G6/G7","155","150","59730","59040"
"In post","2021","40-49","Department for Digital, Culture, Media and Sport","SCS level","50","50","86850","77440"
"In post","2021","40-49","Department for Digital, Culture, Media and Sport","SEO/HEO","55","55","37610","34360"
"In post","2021","40-49","Department for Education","AA/AO","15","15","21750","21000"
"In post","2021","40-49","Department for Education","EO","160","150","26620","26000"
"In post","2021","40-49","Department for Education","G6/G7","950","905","56770","54400"
"In post","2021","40-49","Department for Education","SCS level","140","130","83700","75510"
"In post","2021","40-49","Department for Education","SEO/HEO","855","805","36030","36780"
"In post","2021","40-49","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Department for Environment, Food and Rural Affairs","AA/AO","475","425","21320","21050"
"In post","2021","40-49","Department for Environment, Food and Rural Affairs","EO","515","470","26260","25640"
"In post","2021","40-49","Department for Environment, Food and Rural Affairs","G6/G7","795","765","54330","53600"
"In post","2021","40-49","Department for Environment, Food and Rural Affairs","SCS level","110","105","82370","76130"
"In post","2021","40-49","Department for Environment, Food and Rural Affairs","SEO/HEO","1155","1090","35140","35900"
"In post","2021","40-49","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Department for International Trade","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Department for International Trade","EO","25","25","27900","27580"
"In post","2021","40-49","Department for International Trade","G6/G7","225","220","57000","56270"
"In post","2021","40-49","Department for International Trade","SCS level","65","60","87040","78480"
"In post","2021","40-49","Department for International Trade","SEO/HEO","130","125","36620","38380"
"In post","2021","40-49","Department for Transport","AA/AO","1255","1110","21830","21590"
"In post","2021","40-49","Department for Transport","EO","925","900","28100","26780"
"In post","2021","40-49","Department for Transport","G6/G7","585","570","60460","57580"
"In post","2021","40-49","Department for Transport","SCS level","100","100","88180","80000"
"In post","2021","40-49","Department for Transport","SEO/HEO","1005","980","38170","37660"
"In post","2021","40-49","Department for Work and Pensions","AA/AO","6510","5485","21120","21010"
"In post","2021","40-49","Department for Work and Pensions","EO","11745","10715","28030","27570"
"In post","2021","40-49","Department for Work and Pensions","G6/G7","980","945","57590","55000"
"In post","2021","40-49","Department for Work and Pensions","SCS level","100","95","89430","80980"
"In post","2021","40-49","Department for Work and Pensions","SEO/HEO","3005","2885","35960","34290"
"In post","2021","40-49","Department of Health and Social Care","AA/AO","130","115","21720","21730"
"In post","2021","40-49","Department of Health and Social Care","EO","230","210","26510","27140"
"In post","2021","40-49","Department of Health and Social Care","G6/G7","1190","1130","57940","54370"
"In post","2021","40-49","Department of Health and Social Care","SCS level","290","270","92370","89810"
"In post","2021","40-49","Department of Health and Social Care","SEO/HEO","1005","920","37100","37450"
"In post","2021","40-49","ESTYN","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","ESTYN","EO","5","5","[c]","[c]"
"In post","2021","40-49","ESTYN","G6/G7","15","15","74370","74730"
"In post","2021","40-49","ESTYN","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","ESTYN","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Food Standards Agency","EO","80","80","27200","26750"
"In post","2021","40-49","Food Standards Agency","G6/G7","90","90","56250","55300"
"In post","2021","40-49","Food Standards Agency","SCS level","10","10","[c]","[c]"
"In post","2021","40-49","Food Standards Agency","SEO/HEO","180","175","36660","37910"
"In post","2021","40-49","Foreign, Commonwealth and Development Office","AA/AO","105","105","25130","24750"
"In post","2021","40-49","Foreign, Commonwealth and Development Office","EO","190","180","29540","29970"
"In post","2021","40-49","Foreign, Commonwealth and Development Office","G6/G7","1035","1005","60820","60060"
"In post","2021","40-49","Foreign, Commonwealth and Development Office","SCS level","250","245","83870","77680"
"In post","2021","40-49","Foreign, Commonwealth and Development Office","SEO/HEO","645","630","38200","38230"
"In post","2021","40-49","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","HM Land Registry","AA/AO","305","290","22470","22350"
"In post","2021","40-49","HM Land Registry","EO","390","345","27550","27130"
"In post","2021","40-49","HM Land Registry","G6/G7","100","95","62160","60520"
"In post","2021","40-49","HM Land Registry","SCS level","15","15","91140","81910"
"In post","2021","40-49","HM Land Registry","SEO/HEO","460","435","38230","38450"
"In post","2021","40-49","HM Revenue and Customs","AA/AO","4215","3655","20790","20140"
"In post","2021","40-49","HM Revenue and Customs","EO","3140","2915","26180","25560"
"In post","2021","40-49","HM Revenue and Customs","G6/G7","2085","2035","56950","52580"
