"Status","Year","Age","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","65+","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Department for Digital, Culture, Media and Sport","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","65+","Department for Education","AA/AO","10","5","[c]","[c]"
"In post","2021","65+","Department for Education","EO","10","10","26130","26000"
"In post","2021","65+","Department for Education","G6/G7","25","25","58500","54910"
"In post","2021","65+","Department for Education","SEO/HEO","25","20","37300","36540"
"In post","2021","65+","Department for Environment, Food and Rural Affairs","AA/AO","70","60","22370","21050"
"In post","2021","65+","Department for Environment, Food and Rural Affairs","EO","45","35","27160","26520"
"In post","2021","65+","Department for Environment, Food and Rural Affairs","G6/G7","25","20","59030","58900"
"In post","2021","65+","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","65+","Department for Environment, Food and Rural Affairs","SEO/HEO","65","55","37570","36970"
"In post","2021","65+","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","65+","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","65+","Department for International Trade","SEO/HEO","10","10","[c]","[c]"
"In post","2021","65+","Department for Transport","AA/AO","190","135","22880","21590"
"In post","2021","65+","Department for Transport","EO","210","150","27910","26780"
"In post","2021","65+","Department for Transport","G6/G7","25","20","66250","59540"
"In post","2021","65+","Department for Transport","SEO/HEO","55","40","40930","37500"
"In post","2021","65+","Department for Work and Pensions","AA/AO","1165","855","21350","21010"
"In post","2021","65+","Department for Work and Pensions","EO","1205","840","28140","27570"
"In post","2021","65+","Department for Work and Pensions","G6/G7","40","30","62710","60510"
"In post","2021","65+","Department for Work and Pensions","SEO/HEO","210","150","37970","34290"
"In post","2021","65+","Department of Health and Social Care","AA/AO","40","30","22200","21960"
"In post","2021","65+","Department of Health and Social Care","EO","40","35","28180","28170"
"In post","2021","65+","Department of Health and Social Care","G6/G7","55","45","63120","62290"
"In post","2021","65+","Department of Health and Social Care","SCS level","45","35","104470","105240"
"In post","2021","65+","Department of Health and Social Care","SEO/HEO","70","50","37300","37750"
"In post","2021","65+","ESTYN","G6/G7","5","5","[c]","[c]"
"In post","2021","65+","Food Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Food Standards Agency","EO","30","20","27860","26750"
"In post","2021","65+","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","65+","Food Standards Agency","SEO/HEO","10","10","36340","36120"
"In post","2021","65+","Foreign, Commonwealth and Development Office","AA/AO","25","20","26080","25430"
"In post","2021","65+","Foreign, Commonwealth and Development Office","EO","15","10","30740","30430"
"In post","2021","65+","Foreign, Commonwealth and Development Office","G6/G7","55","40","62750","61010"
"In post","2021","65+","Foreign, Commonwealth and Development Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","65+","Foreign, Commonwealth and Development Office","SEO/HEO","35","30","40620","40600"
"In post","2021","65+","HM Land Registry","AA/AO","20","15","22580","22350"
"In post","2021","65+","HM Land Registry","EO","50","35","28000","27130"
"In post","2021","65+","HM Land Registry","G6/G7","10","5","[c]","[c]"
"In post","2021","65+","HM Land Registry","SEO/HEO","45","25","37260","33840"
"In post","2021","65+","HM Revenue and Customs","AA/AO","710","530","21310","21400"
"In post","2021","65+","HM Revenue and Customs","EO","370","255","28360","28130"
"In post","2021","65+","HM Revenue and Customs","G6/G7","105","70","63200","59880"
"In post","2021","65+","HM Revenue and Customs","SCS level","5","5","[c]","[c]"
"In post","2021","65+","HM Revenue and Customs","SEO/HEO","350","235","38100","38430"
"In post","2021","65+","HM Treasury","EO","[c]","[c]","[c]","[c]"
"In post","2021","65+","HM Treasury","G6/G7","5","5","[c]","[c]"
"In post","2021","65+","HM Treasury","SEO/HEO","5","5","[c]","[c]"
"In post","2021","65+","Home Office","AA/AO","360","280","22360","21430"
"In post","2021","65+","Home Office","EO","270","180","28930","28810"
"In post","2021","65+","Home Office","G6/G7","20","20","64310","63180"
"In post","2021","65+","Home Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","65+","Home Office","SEO/HEO","95","80","38240","36950"
"In post","2021","65+","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Ministry of Defence","AA/AO","800","710","20890","20920"
"In post","2021","65+","Ministry of Defence","EO","405","365","27140","26930"
"In post","2021","65+","Ministry of Defence","G6/G7","150","120","62350","59670"
"In post","2021","65+","Ministry of Defence","SCS level","5","5","[c]","[c]"
"In post","2021","65+","Ministry of Defence","SEO/HEO","535","460","37700","36460"
"In post","2021","65+","Ministry of Defence","Unknown","90","85","42530","39700"
"In post","2021","65+","Ministry of Housing, Communities and Local Government","AA/AO","15","10","22900","22560"
"In post","2021","65+","Ministry of Housing, Communities and Local Government","EO","10","5","[c]","[c]"
"In post","2021","65+","Ministry of Housing, Communities and Local Government","G6/G7","55","35","66200","65270"
"In post","2021","65+","Ministry of Housing, Communities and Local Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","65+","Ministry of Housing, Communities and Local Government","SEO/HEO","10","10","38980","38230"
"In post","2021","65+","Ministry of Justice","AA/AO","1220","900","21790","20600"
"In post","2021","65+","Ministry of Justice","EO","165","125","27870","27380"
"In post","2021","65+","Ministry of Justice","G6/G7","30","25","70870","69590"
"In post","2021","65+","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","65+","Ministry of Justice","SEO/HEO","180","140","39990","37790"
"In post","2021","65+","Ministry of Justice","Unknown","315","245","30960","28200"
"In post","2021","65+","National Crime Agency","AA/AO","10","10","26700","27400"
"In post","2021","65+","National Crime Agency","EO","15","15","35520","36410"
"In post","2021","65+","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","65+","National Crime Agency","SEO/HEO","15","15","46030","44910"
"In post","2021","65+","Office for Standards in Education","AA/AO","5","5","[c]","[c]"
"In post","2021","65+","Office for Standards in Education","EO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Office for Standards in Education","G6/G7","15","15","76760","75500"
"In post","2021","65+","Office for Standards in Education","SEO/HEO","10","10","44090","45840"
"In post","2021","65+","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Office of Gas and Electricity Markets","G6/G7","5","5","[c]","[c]"
"In post","2021","65+","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","65+","Office of Gas and Electricity Markets","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","65+","Office of Qualifications and Examinations Regulation","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","65+","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","65+","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Other Cabinet Office Agencies","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","65+","Other Cabinet Office Agencies","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","65+","Other Cabinet Office Agencies","SEO/HEO","5","5","[c]","[c]"
"In post","2021","65+","Scotland Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Scotland Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","65+","Scotland Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","65+","Scottish Government","AA/AO","195","160","23370","22230"
"In post","2021","65+","Scottish Government","EO","80","60","30760","30080"
"In post","2021","65+","Scottish Government","G6/G7","35","30","66390","68470"
"In post","2021","65+","Scottish Government","SCS level","5","5","[c]","[c]"
"In post","2021","65+","Scottish Government","SEO/HEO","95","70","41450","40110"
"In post","2021","65+","The National Archives","AA/AO","10","10","21500","21410"
"In post","2021","65+","The National Archives","EO","[c]","[c]","[c]","[c]"
"In post","2021","65+","The National Archives","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","65+","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","65+","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"In post","2021","65+","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","65+","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","65+","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"In post","2021","65+","UK Supreme Court","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","65+","UK Supreme Court","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","65+","United Kingdom Statistics Authority","AA/AO","170","95","19850","19520"
"In post","2021","65+","United Kingdom Statistics Authority","EO","40","35","25530","24920"
"In post","2021","65+","United Kingdom Statistics Authority","G6/G7","10","5","[c]","[c]"
"In post","2021","65+","United Kingdom Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","65+","United Kingdom Statistics Authority","SEO/HEO","25","20","34670","33020"
"In post","2021","65+","Welsh Government","AA/AO","50","40","23930","23830"
"In post","2021","65+","Welsh Government","EO","30","25","29120","28850"
"In post","2021","65+","Welsh Government","G6/G7","20","15","64980","60830"
"In post","2021","65+","Welsh Government","SCS level","10","10","95030","88870"
"In post","2021","65+","Welsh Government","SEO/HEO","55","45","40740","37410"
"In post","2021","Unknown","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Work and Pensions","AA/AO","5","5","[c]","[c]"
"In post","2021","Unknown","Department for Work and Pensions","EO","15","10","27760","27570"
"In post","2021","Unknown","Department for Work and Pensions","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Work and Pensions","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department of Health and Social Care","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Northern Ireland Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Northern Ireland Office","EO","5","5","[c]","[c]"
"In post","2021","Unknown","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Northern Ireland Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Welsh Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Attorney General's Departments","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Department for Environment, Food and Rural Affairs","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Department for Work and Pensions","AA/AO","20","[c]","21210","21010"
"Leaver CS","2021","16-19","Department for Work and Pensions","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Department of Health and Social Care","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Foreign, Commonwealth and Development Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","HM Revenue and Customs","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2021","16-19","HM Revenue and Customs","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","16-19","HM Treasury","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Home Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Home Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Ministry of Defence","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Ministry of Defence","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Ministry of Defence","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Ministry of Justice","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Scotland Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Scottish Government","AA/AO","15","[c]","21040","21150"
"Leaver CS","2021","16-19","United Kingdom Statistics Authority","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Attorney General's Departments","AA/AO","35","[c]","21540","21950"
"Leaver CS","2021","20-29","Attorney General's Departments","EO","20","[c]","26660","26970"
"Leaver CS","2021","20-29","Attorney General's Departments","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Attorney General's Departments","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Cabinet Office","AA/AO","60","[c]","20790","20370"
"Leaver CS","2021","20-29","Cabinet Office","EO","20","[c]","26230","26000"
"Leaver CS","2021","20-29","Cabinet Office","G6/G7","15","[c]","55120","54700"
"Leaver CS","2021","20-29","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Cabinet Office","SEO/HEO","50","[c]","32700","32000"
"Leaver CS","2021","20-29","Chancellor's other departments","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chancellor's other departments","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Charity Commission","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Competition and Markets Authority","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Competition and Markets Authority","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Competition and Markets Authority","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Business, Energy and Industrial Strategy","AA/AO","50","[c]","22370","24300"
"Leaver CS","2021","20-29","Department for Business, Energy and Industrial Strategy","EO","25","[c]","24760","24250"
"Leaver CS","2021","20-29","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Business, Energy and Industrial Strategy","SEO/HEO","45","[c]","33880","33570"
"Leaver CS","2021","20-29","Department for Digital, Culture, Media and Sport","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Digital, Culture, Media and Sport","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Digital, Culture, Media and Sport","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Digital, Culture, Media and Sport","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Education","AA/AO","15","[c]","21890","21000"
"Leaver CS","2021","20-29","Department for Education","EO","40","[c]","24970","25500"
"Leaver CS","2021","20-29","Department for Education","G6/G7","10","[c]","55860","54160"
"Leaver CS","2021","20-29","Department for Education","SEO/HEO","45","[c]","36460","36780"
"Leaver CS","2021","20-29","Department for Environment, Food and Rural Affairs","AA/AO","95","[c]","21960","21050"
"Leaver CS","2021","20-29","Department for Environment, Food and Rural Affairs","EO","60","[c]","21900","18200"
"Leaver CS","2021","20-29","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Environment, Food and Rural Affairs","SEO/HEO","30","[c]","35450","33730"
"Leaver CS","2021","20-29","Department for International Trade","AA/AO","45","[c]","18750","18200"
"Leaver CS","2021","20-29","Department for International Trade","EO","10","[c]","25050","25730"
"Leaver CS","2021","20-29","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for International Trade","SEO/HEO","20","[c]","34100","32250"
"Leaver CS","2021","20-29","Department for Transport","AA/AO","85","[c]","21280","21590"
"Leaver CS","2021","20-29","Department for Transport","EO","10","[c]","26050","29640"
"Leaver CS","2021","20-29","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Transport","SEO/HEO","35","[c]","28940","34170"
"Leaver CS","2021","20-29","Department for Work and Pensions","AA/AO","415","[c]","21760","21010"
"Leaver CS","2021","20-29","Department for Work and Pensions","EO","210","[c]","28900","27570"
"Leaver CS","2021","20-29","Department for Work and Pensions","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Work and Pensions","SEO/HEO","35","[c]","33810","32050"
"Leaver CS","2021","20-29","Department of Health and Social Care","AA/AO","105","[c]","20680","20150"
"Leaver CS","2021","20-29","Department of Health and Social Care","EO","60","[c]","25420","25830"
"Leaver CS","2021","20-29","Department of Health and Social Care","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department of Health and Social Care","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department of Health and Social Care","SEO/HEO","65","[c]","34310","32650"
"Leaver CS","2021","20-29","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Food Standards Agency","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Foreign, Commonwealth and Development Office","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Foreign, Commonwealth and Development Office","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Foreign, Commonwealth and Development Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Foreign, Commonwealth and Development Office","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Foreign, Commonwealth and Development Office","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Land Registry","AA/AO","40","[c]","22580","22350"
"Leaver CS","2021","20-29","HM Land Registry","EO","15","[c]","27640","27130"
"Leaver CS","2021","20-29","HM Land Registry","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Revenue and Customs","AA/AO","295","[c]","20470","20000"
"Leaver CS","2021","20-29","HM Revenue and Customs","EO","160","[c]","25140","24500"
"Leaver CS","2021","20-29","HM Revenue and Customs","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Revenue and Customs","SEO/HEO","45","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Revenue and Customs","Unknown","110","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Treasury","AA/AO","20","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Treasury","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Treasury","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Treasury","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Home Office","AA/AO","125","[c]","21550","21430"
"Leaver CS","2021","20-29","Home Office","EO","110","[c]","26860","27760"
"Leaver CS","2021","20-29","Home Office","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Home Office","SEO/HEO","70","[c]","38720","38920"
"Leaver CS","2021","20-29","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Defence","AA/AO","180","[c]","20770","19560"
"Leaver CS","2021","20-29","Ministry of Defence","EO","135","[c]","22260","21000"
"Leaver CS","2021","20-29","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Defence","SEO/HEO","105","[c]","31590","30420"
"Leaver CS","2021","20-29","Ministry of Defence","Unknown","40","[c]","27910","27540"
"Leaver CS","2021","20-29","Ministry of Housing, Communities and Local Government","AA/AO","20","[c]","22170","22560"
"Leaver CS","2021","20-29","Ministry of Housing, Communities and Local Government","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Housing, Communities and Local Government","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Housing, Communities and Local Government","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Justice","AA/AO","1280","[c]","20050","19930"
"Leaver CS","2021","20-29","Ministry of Justice","EO","110","[c]","24860","26410"
"Leaver CS","2021","20-29","Ministry of Justice","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Justice","SEO/HEO","65","[c]","31990","30850"
"Leaver CS","2021","20-29","Ministry of Justice","Unknown","135","[c]","[c]","[c]"
"Leaver CS","2021","20-29","National Crime Agency","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","National Crime Agency","EO","10","[c]","32630","32840"
"Leaver CS","2021","20-29","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Northern Ireland Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Office for Standards in Education","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Office for Standards in Education","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Office for Standards in Education","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Office for Standards in Education","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Office of Gas and Electricity Markets","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Office of Gas and Electricity Markets","EO","10","[c]","24890","23450"
"Leaver CS","2021","20-29","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Office of Gas and Electricity Markets","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Office of Qualifications and Examinations Regulation","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other Cabinet Office Agencies","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other Cabinet Office Agencies","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other Cabinet Office Agencies","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other Cabinet Office Agencies","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Scotland Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Scottish Government","AA/AO","95","[c]","21900","21490"
"Leaver CS","2021","20-29","Scottish Government","EO","40","[c]","27630","27150"
"Leaver CS","2021","20-29","Scottish Government","SEO/HEO","15","[c]","35320","34370"
"Leaver CS","2021","20-29","The National Archives","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","The National Archives","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","UK Export Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","UK Supreme Court","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","UK Supreme Court","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","United Kingdom Statistics Authority","AA/AO","60","[c]","19320","19130"
"Leaver CS","2021","20-29","United Kingdom Statistics Authority","EO","15","[c]","23650","23050"
"Leaver CS","2021","20-29","United Kingdom Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","United Kingdom Statistics Authority","SEO/HEO","25","[c]","32280","31300"
"Leaver CS","2021","20-29","Wales Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Wales Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Welsh Government","AA/AO","15","[c]","21530","22160"
"Leaver CS","2021","20-29","Welsh Government","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Welsh Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Attorney General's Departments","AA/AO","10","[c]","22170","22520"
"Leaver CS","2021","30-39","Attorney General's Departments","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Attorney General's Departments","G6/G7","50","[c]","54780","52110"
"Leaver CS","2021","30-39","Attorney General's Departments","SEO/HEO","10","[c]","37990","38760"
"Leaver CS","2021","30-39","Cabinet Office","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Cabinet Office","G6/G7","50","[c]","60600","57680"
"Leaver CS","2021","30-39","Cabinet Office","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Cabinet Office","SEO/HEO","25","[c]","35680","35590"
"Leaver CS","2021","30-39","Chancellor's other departments","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Chancellor's other departments","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Competition and Markets Authority","G6/G7","15","[c]","67870","72070"
"Leaver CS","2021","30-39","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Competition and Markets Authority","SEO/HEO","10","[c]","38550","34850"
"Leaver CS","2021","30-39","Department for Business, Energy and Industrial Strategy","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Business, Energy and Industrial Strategy","EO","20","[c]","25790","24410"
"Leaver CS","2021","30-39","Department for Business, Energy and Industrial Strategy","G6/G7","35","[c]","56530","53600"
"Leaver CS","2021","30-39","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Business, Energy and Industrial Strategy","SEO/HEO","35","[c]","35690","35560"
"Leaver CS","2021","30-39","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Digital, Culture, Media and Sport","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
