"Status","Year","Age","Organisation","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","30-39","Standards and Testing Agency","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Standards and Testing Agency","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Standards and Testing Agency","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Standards and Testing Agency","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Standards and Testing Agency","G7","Female","10","10","[c]","[c]"
"In post","2021","30-39","Standards and Testing Agency","G7","Male","5","5","[c]","[c]"
"In post","2021","30-39","Standards and Testing Agency","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Standards and Testing Agency","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Standards and Testing Agency","SEO","Female","15","15","[c]","[c]"
"In post","2021","30-39","Standards and Testing Agency","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Student Awards Agency for Scotland","AA","Female","10","10","[c]","[c]"
"In post","2021","30-39","Student Awards Agency for Scotland","AA","Male","5","5","[c]","[c]"
"In post","2021","30-39","Student Awards Agency for Scotland","EO","Female","5","5","[c]","[c]"
"In post","2021","30-39","Student Awards Agency for Scotland","EO","Male","10","10","[c]","[c]"
"In post","2021","30-39","Student Awards Agency for Scotland","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Student Awards Agency for Scotland","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Student Awards Agency for Scotland","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Student Awards Agency for Scotland","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Student Awards Agency for Scotland","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Student Awards Agency for Scotland","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Student Awards Agency for Scotland","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Student Awards Agency for Scotland","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Submarine Delivery Agency","Unknown","Female","150","140","36340","35630"
"In post","2021","30-39","Submarine Delivery Agency","Unknown","Male","280","280","41090","39980"
"In post","2021","30-39","Teaching Regulation Agency","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Teaching Regulation Agency","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Teaching Regulation Agency","EO","Female","10","5","[c]","[c]"
"In post","2021","30-39","Teaching Regulation Agency","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Teaching Regulation Agency","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Teaching Regulation Agency","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Teaching Regulation Agency","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Teaching Regulation Agency","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Teaching Regulation Agency","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Teaching Regulation Agency","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","The National Archives","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","The National Archives","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","The National Archives","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","The National Archives","AO","Male","5","5","[c]","[c]"
"In post","2021","30-39","The National Archives","EO","Female","5","5","[c]","[c]"
"In post","2021","30-39","The National Archives","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","The National Archives","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","The National Archives","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","The National Archives","G7","Female","10","10","[c]","[c]"
"In post","2021","30-39","The National Archives","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","The National Archives","HEO","Female","25","25","[c]","[c]"
"In post","2021","30-39","The National Archives","HEO","Male","10","10","[c]","[c]"
"In post","2021","30-39","The National Archives","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","The National Archives","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","The National Archives","SEO","Female","25","25","[c]","[c]"
"In post","2021","30-39","The National Archives","SEO","Male","15","15","[c]","[c]"
"In post","2021","30-39","Transport Scotland","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Transport Scotland","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Transport Scotland","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Transport Scotland","AO","Male","5","5","[c]","[c]"
"In post","2021","30-39","Transport Scotland","EO","Female","5","5","[c]","[c]"
"In post","2021","30-39","Transport Scotland","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Transport Scotland","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Transport Scotland","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Transport Scotland","G7","Female","10","10","[c]","[c]"
"In post","2021","30-39","Transport Scotland","G7","Male","15","15","[c]","[c]"
"In post","2021","30-39","Transport Scotland","HEO","Female","15","10","[c]","[c]"
"In post","2021","30-39","Transport Scotland","HEO","Male","20","20","[c]","[c]"
"In post","2021","30-39","Transport Scotland","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Transport Scotland","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Transport Scotland","SEO","Female","20","20","[c]","[c]"
"In post","2021","30-39","Transport Scotland","SEO","Male","15","15","[c]","[c]"
"In post","2021","30-39","UK Export Finance","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","UK Export Finance","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","UK Export Finance","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","UK Export Finance","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","UK Export Finance","G6","Female","5","5","[c]","[c]"
"In post","2021","30-39","UK Export Finance","G6","Male","10","10","[c]","[c]"
"In post","2021","30-39","UK Export Finance","G7","Female","5","5","[c]","[c]"
"In post","2021","30-39","UK Export Finance","G7","Male","10","10","[c]","[c]"
"In post","2021","30-39","UK Export Finance","HEO","Female","10","10","[c]","[c]"
"In post","2021","30-39","UK Export Finance","HEO","Male","10","10","[c]","[c]"
"In post","2021","30-39","UK Export Finance","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","UK Export Finance","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","UK Export Finance","SEO","Female","15","15","[c]","[c]"
"In post","2021","30-39","UK Export Finance","SEO","Male","20","20","[c]","[c]"
"In post","2021","30-39","UK Hydrographic Office","AO","Female","5","5","[c]","[c]"
"In post","2021","30-39","UK Hydrographic Office","AO","Male","5","5","[c]","[c]"
"In post","2021","30-39","UK Hydrographic Office","EO","Female","15","15","[c]","[c]"
"In post","2021","30-39","UK Hydrographic Office","EO","Male","35","35","26990","26740"
"In post","2021","30-39","UK Hydrographic Office","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","UK Hydrographic Office","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","UK Hydrographic Office","HEO","Female","40","40","33340","33290"
"In post","2021","30-39","UK Hydrographic Office","HEO","Male","65","65","33420","33290"
"In post","2021","30-39","UK Hydrographic Office","SEO","Female","15","15","[c]","[c]"
"In post","2021","30-39","UK Hydrographic Office","SEO","Male","25","25","[c]","[c]"
"In post","2021","30-39","UK Intellectual Property Office","AO","Female","25","20","[c]","[c]"
"In post","2021","30-39","UK Intellectual Property Office","AO","Male","20","20","[c]","[c]"
"In post","2021","30-39","UK Intellectual Property Office","EO","Female","70","65","25020","23320"
"In post","2021","30-39","UK Intellectual Property Office","EO","Male","55","55","26250","25810"
"In post","2021","30-39","UK Intellectual Property Office","G6","Female","10","10","[c]","[c]"
"In post","2021","30-39","UK Intellectual Property Office","G6","Male","5","5","[c]","[c]"
"In post","2021","30-39","UK Intellectual Property Office","G7","Female","20","20","[c]","[c]"
"In post","2021","30-39","UK Intellectual Property Office","G7","Male","35","35","57690","57730"
"In post","2021","30-39","UK Intellectual Property Office","HEO","Female","25","20","[c]","[c]"
"In post","2021","30-39","UK Intellectual Property Office","HEO","Male","20","20","[c]","[c]"
"In post","2021","30-39","UK Intellectual Property Office","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","UK Intellectual Property Office","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","UK Intellectual Property Office","SEO","Female","35","35","40300","40640"
"In post","2021","30-39","UK Intellectual Property Office","SEO","Male","70","70","41590","40800"
"In post","2021","30-39","UK Space Agency","EO","Female","5","5","[c]","[c]"
"In post","2021","30-39","UK Space Agency","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","UK Space Agency","G6","Female","5","5","[c]","[c]"
"In post","2021","30-39","UK Space Agency","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","UK Space Agency","G7","Female","10","10","[c]","[c]"
"In post","2021","30-39","UK Space Agency","G7","Male","20","20","[c]","[c]"
"In post","2021","30-39","UK Space Agency","HEO","Female","10","10","[c]","[c]"
"In post","2021","30-39","UK Space Agency","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","UK Space Agency","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","UK Space Agency","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","UK Space Agency","SEO","Female","20","20","[c]","[c]"
"In post","2021","30-39","UK Space Agency","SEO","Male","15","15","[c]","[c]"
"In post","2021","30-39","UK Supreme Court","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","UK Supreme Court","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","UK Supreme Court","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","UK Supreme Court","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","UK Supreme Court","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","UK Supreme Court","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","UK Supreme Court","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","UK Supreme Court","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","UK Supreme Court","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","UK Supreme Court","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","United Kingdom Statistics Authority","AA","Female","20","15","[c]","[c]"
"In post","2021","30-39","United Kingdom Statistics Authority","AA","Male","5","5","[c]","[c]"
"In post","2021","30-39","United Kingdom Statistics Authority","AO","Female","75","60","19460","19520"
"In post","2021","30-39","United Kingdom Statistics Authority","AO","Male","45","40","20000","19520"
"In post","2021","30-39","United Kingdom Statistics Authority","EO","Female","105","95","23530","23050"
"In post","2021","30-39","United Kingdom Statistics Authority","EO","Male","65","65","23630","23050"
"In post","2021","30-39","United Kingdom Statistics Authority","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","United Kingdom Statistics Authority","G6","Female","20","15","[c]","[c]"
"In post","2021","30-39","United Kingdom Statistics Authority","G6","Male","30","25","[c]","[c]"
"In post","2021","30-39","United Kingdom Statistics Authority","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","United Kingdom Statistics Authority","G7","Female","125","115","49930","49100"
"In post","2021","30-39","United Kingdom Statistics Authority","G7","Male","110","110","50370","49100"
"In post","2021","30-39","United Kingdom Statistics Authority","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","United Kingdom Statistics Authority","HEO","Female","190","175","30140","29540"
"In post","2021","30-39","United Kingdom Statistics Authority","HEO","Male","145","145","30220","29540"
"In post","2021","30-39","United Kingdom Statistics Authority","HEO","Unknown","5","5","[c]","[c]"
"In post","2021","30-39","United Kingdom Statistics Authority","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","United Kingdom Statistics Authority","SCS level","Male","5","5","[c]","[c]"
"In post","2021","30-39","United Kingdom Statistics Authority","SEO","Female","180","170","37060","36980"
"In post","2021","30-39","United Kingdom Statistics Authority","SEO","Male","170","165","36880","36480"
"In post","2021","30-39","United Kingdom Statistics Authority","SEO","Unknown","5","5","[c]","[c]"
"In post","2021","30-39","Valuation Office Agency","AA","Female","15","10","[c]","[c]"
"In post","2021","30-39","Valuation Office Agency","AA","Male","10","10","[c]","[c]"
"In post","2021","30-39","Valuation Office Agency","AO","Female","75","60","21240","21100"
"In post","2021","30-39","Valuation Office Agency","AO","Male","40","40","21220","21100"
"In post","2021","30-39","Valuation Office Agency","EO","Female","70","60","26290","25860"
"In post","2021","30-39","Valuation Office Agency","EO","Male","70","70","26110","25860"
"In post","2021","30-39","Valuation Office Agency","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Valuation Office Agency","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Valuation Office Agency","G7","Female","30","30","55980","54990"
"In post","2021","30-39","Valuation Office Agency","G7","Male","30","30","55850","54990"
"In post","2021","30-39","Valuation Office Agency","HEO","Female","70","65","32490","32100"
"In post","2021","30-39","Valuation Office Agency","HEO","Male","80","80","32210","32100"
"In post","2021","30-39","Valuation Office Agency","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Valuation Office Agency","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Valuation Office Agency","SEO","Female","65","60","42280","42160"
"In post","2021","30-39","Valuation Office Agency","SEO","Male","65","65","42480","42000"
"In post","2021","30-39","Vehicle Certification Agency","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Vehicle Certification Agency","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Vehicle Certification Agency","EO","Female","10","5","[c]","[c]"
"In post","2021","30-39","Vehicle Certification Agency","EO","Male","10","10","[c]","[c]"
"In post","2021","30-39","Vehicle Certification Agency","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Vehicle Certification Agency","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Vehicle Certification Agency","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Vehicle Certification Agency","HEO","Male","20","20","[c]","[c]"
"In post","2021","30-39","Vehicle Certification Agency","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Vehicle Certification Agency","SEO","Male","10","10","[c]","[c]"
"In post","2021","30-39","Veterinary Medicines Directorate","AO","Female","5","5","[c]","[c]"
"In post","2021","30-39","Veterinary Medicines Directorate","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Veterinary Medicines Directorate","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Veterinary Medicines Directorate","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Veterinary Medicines Directorate","G7","Female","10","10","[c]","[c]"
"In post","2021","30-39","Veterinary Medicines Directorate","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Veterinary Medicines Directorate","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Veterinary Medicines Directorate","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Veterinary Medicines Directorate","SEO","Female","5","5","[c]","[c]"
"In post","2021","30-39","Veterinary Medicines Directorate","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Wales Office","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Wales Office","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Wales Office","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Wales Office","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Wales Office","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Wales Office","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Wales Office","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Wales Office","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Wales Office","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Wales Office","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Wales Office","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Wales Office","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Water Services Regulation Authority","EO","Female","5","5","[c]","[c]"
"In post","2021","30-39","Water Services Regulation Authority","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Water Services Regulation Authority","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Water Services Regulation Authority","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Water Services Regulation Authority","G7","Female","5","5","[c]","[c]"
"In post","2021","30-39","Water Services Regulation Authority","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Water Services Regulation Authority","HEO","Female","15","15","[c]","[c]"
"In post","2021","30-39","Water Services Regulation Authority","HEO","Male","15","15","[c]","[c]"
"In post","2021","30-39","Water Services Regulation Authority","SEO","Female","5","5","[c]","[c]"
"In post","2021","30-39","Water Services Regulation Authority","SEO","Male","10","10","[c]","[c]"
"In post","2021","30-39","Welsh Government (excl. agencies)","AO","Female","120","110","23260","23830"
"In post","2021","30-39","Welsh Government (excl. agencies)","AO","Male","75","75","23370","23830"
"In post","2021","30-39","Welsh Government (excl. agencies)","EO","Female","165","150","28650","28850"
"In post","2021","30-39","Welsh Government (excl. agencies)","EO","Male","105","105","28580","28850"
"In post","2021","30-39","Welsh Government (excl. agencies)","G6","Female","10","10","[c]","[c]"
"In post","2021","30-39","Welsh Government (excl. agencies)","G6","Male","10","10","[c]","[c]"
"In post","2021","30-39","Welsh Government (excl. agencies)","G7","Female","80","75","58310","60830"
"In post","2021","30-39","Welsh Government (excl. agencies)","G7","Male","70","70","56970","56620"
"In post","2021","30-39","Welsh Government (excl. agencies)","HEO","Female","275","250","36520","37410"
"In post","2021","30-39","Welsh Government (excl. agencies)","HEO","Male","135","135","36180","37410"
"In post","2021","30-39","Welsh Government (excl. agencies)","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Welsh Government (excl. agencies)","SCS level","Male","5","5","[c]","[c]"
"In post","2021","30-39","Welsh Government (excl. agencies)","SEO","Female","130","120","45540","47000"
"In post","2021","30-39","Welsh Government (excl. agencies)","SEO","Male","75","75","45400","47000"
"In post","2021","30-39","Welsh Revenue Authority","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Welsh Revenue Authority","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Welsh Revenue Authority","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Welsh Revenue Authority","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Welsh Revenue Authority","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Welsh Revenue Authority","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Welsh Revenue Authority","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Welsh Revenue Authority","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Welsh Revenue Authority","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Welsh Revenue Authority","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Welsh Revenue Authority","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Welsh Revenue Authority","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Welsh Revenue Authority","SEO","Female","5","5","[c]","[c]"
"In post","2021","30-39","Welsh Revenue Authority","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Wilton Park","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Wilton Park","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Wilton Park","EO","Female","5","5","[c]","[c]"
"In post","2021","30-39","Wilton Park","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Wilton Park","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Wilton Park","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Accountant in Bankruptcy","AA","Female","5","5","[c]","[c]"
"In post","2021","40-49","Accountant in Bankruptcy","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Accountant in Bankruptcy","EO","Female","10","10","[c]","[c]"
"In post","2021","40-49","Accountant in Bankruptcy","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Accountant in Bankruptcy","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Accountant in Bankruptcy","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Accountant in Bankruptcy","HEO","Female","5","5","[c]","[c]"
"In post","2021","40-49","Accountant in Bankruptcy","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Accountant in Bankruptcy","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Accountant in Bankruptcy","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Advisory, Conciliation and Arbitration Service","AO","Female","10","5","[c]","[c]"
"In post","2021","40-49","Advisory, Conciliation and Arbitration Service","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Advisory, Conciliation and Arbitration Service","EO","Female","50","50","25010","24250"
"In post","2021","40-49","Advisory, Conciliation and Arbitration Service","EO","Male","25","25","[c]","[c]"
"In post","2021","40-49","Advisory, Conciliation and Arbitration Service","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Advisory, Conciliation and Arbitration Service","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Advisory, Conciliation and Arbitration Service","G7","Female","10","10","[c]","[c]"
"In post","2021","40-49","Advisory, Conciliation and Arbitration Service","G7","Male","5","5","[c]","[c]"
"In post","2021","40-49","Advisory, Conciliation and Arbitration Service","HEO","Female","70","65","33330","31450"
"In post","2021","40-49","Advisory, Conciliation and Arbitration Service","HEO","Male","45","45","33330","34270"
"In post","2021","40-49","Advisory, Conciliation and Arbitration Service","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Advisory, Conciliation and Arbitration Service","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Advisory, Conciliation and Arbitration Service","SEO","Female","15","15","[c]","[c]"
"In post","2021","40-49","Advisory, Conciliation and Arbitration Service","SEO","Male","25","25","[c]","[c]"
"In post","2021","40-49","Animal and Plant Health Agency","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Animal and Plant Health Agency","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Animal and Plant Health Agency","AO","Female","110","95","21500","21050"
"In post","2021","40-49","Animal and Plant Health Agency","AO","Male","55","55","21820","21050"
"In post","2021","40-49","Animal and Plant Health Agency","EO","Female","110","95","26750","26270"
"In post","2021","40-49","Animal and Plant Health Agency","EO","Male","70","70","26630","26000"
"In post","2021","40-49","Animal and Plant Health Agency","G6","Female","15","15","[c]","[c]"
"In post","2021","40-49","Animal and Plant Health Agency","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Animal and Plant Health Agency","G7","Female","35","35","51180","51940"
"In post","2021","40-49","Animal and Plant Health Agency","G7","Male","25","25","[c]","[c]"
"In post","2021","40-49","Animal and Plant Health Agency","HEO","Female","65","55","30950","30230"
"In post","2021","40-49","Animal and Plant Health Agency","HEO","Male","35","35","32170","31610"
"In post","2021","40-49","Animal and Plant Health Agency","SEO","Female","100","90","39470","37910"
"In post","2021","40-49","Animal and Plant Health Agency","SEO","Male","70","70","38810","37730"
"In post","2021","40-49","Attorney General's Office","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Attorney General's Office","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Attorney General's Office","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Attorney General's Office","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Attorney General's Office","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Attorney General's Office","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Attorney General's Office","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Attorney General's Office","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Cabinet Office (excl. agencies)","AO","Female","50","45","21300","20920"
"In post","2021","40-49","Cabinet Office (excl. agencies)","AO","Male","35","35","21560","20800"
"In post","2021","40-49","Cabinet Office (excl. agencies)","EO","Female","70","65","27200","27500"
"In post","2021","40-49","Cabinet Office (excl. agencies)","EO","Male","25","25","[c]","[c]"
"In post","2021","40-49","Cabinet Office (excl. agencies)","G6","Female","150","150","71990","68330"
"In post","2021","40-49","Cabinet Office (excl. agencies)","G6","Male","130","130","72100","68610"
"In post","2021","40-49","Cabinet Office (excl. agencies)","G7","Female","275","260","55290","54700"
"In post","2021","40-49","Cabinet Office (excl. agencies)","G7","Male","275","275","55540","54700"
"In post","2021","40-49","Cabinet Office (excl. agencies)","HEO","Female","135","130","34250","34550"
"In post","2021","40-49","Cabinet Office (excl. agencies)","HEO","Male","130","130","34250","34550"
"In post","2021","40-49","Cabinet Office (excl. agencies)","SCS level","Female","185","180","86860","76140"
"In post","2021","40-49","Cabinet Office (excl. agencies)","SCS level","Male","210","210","95210","89950"
"In post","2021","40-49","Cabinet Office (excl. agencies)","SEO","Female","100","95","40430","40590"
"In post","2021","40-49","Cabinet Office (excl. agencies)","SEO","Male","65","65","40870","40600"
"In post","2021","40-49","Centre for Environment, Fisheries and Aquaculture Science","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Centre for Environment, Fisheries and Aquaculture Science","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Centre for Environment, Fisheries and Aquaculture Science","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Centre for Environment, Fisheries and Aquaculture Science","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Centre for Environment, Fisheries and Aquaculture Science","EO","Female","20","15","[c]","[c]"
"In post","2021","40-49","Centre for Environment, Fisheries and Aquaculture Science","EO","Male","15","15","[c]","[c]"
"In post","2021","40-49","Centre for Environment, Fisheries and Aquaculture Science","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Centre for Environment, Fisheries and Aquaculture Science","G6","Male","10","10","[c]","[c]"
"In post","2021","40-49","Centre for Environment, Fisheries and Aquaculture Science","G7","Female","15","15","[c]","[c]"
"In post","2021","40-49","Centre for Environment, Fisheries and Aquaculture Science","G7","Male","10","10","[c]","[c]"
"In post","2021","40-49","Centre for Environment, Fisheries and Aquaculture Science","HEO","Female","25","25","[c]","[c]"
"In post","2021","40-49","Centre for Environment, Fisheries and Aquaculture Science","HEO","Male","25","25","[c]","[c]"
"In post","2021","40-49","Centre for Environment, Fisheries and Aquaculture Science","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Centre for Environment, Fisheries and Aquaculture Science","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Centre for Environment, Fisheries and Aquaculture Science","SEO","Female","25","25","[c]","[c]"
"In post","2021","40-49","Centre for Environment, Fisheries and Aquaculture Science","SEO","Male","20","20","[c]","[c]"
"In post","2021","40-49","Charity Commission","AO","Female","[c]","[c]","[c]","[c]"
