"Status","Year","Age","Organisation","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","20-29","Companies House","AO","Female","25","25","[c]","[c]"
"In post","2021","20-29","Companies House","AO","Male","30","30","[c]","[c]"
"In post","2021","20-29","Companies House","EO","Female","25","25","[c]","[c]"
"In post","2021","20-29","Companies House","EO","Male","25","25","[c]","[c]"
"In post","2021","20-29","Companies House","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Companies House","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Companies House","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Companies House","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Companies House","HEO","Female","5","5","[c]","[c]"
"In post","2021","20-29","Companies House","HEO","Male","10","10","[c]","[c]"
"In post","2021","20-29","Companies House","SEO","Female","5","5","[c]","[c]"
"In post","2021","20-29","Companies House","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Competition and Markets Authority","AO","Female","10","10","[c]","[c]"
"In post","2021","20-29","Competition and Markets Authority","AO","Male","10","10","[c]","[c]"
"In post","2021","20-29","Competition and Markets Authority","EO","Female","15","15","[c]","[c]"
"In post","2021","20-29","Competition and Markets Authority","EO","Male","15","15","[c]","[c]"
"In post","2021","20-29","Competition and Markets Authority","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Competition and Markets Authority","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Competition and Markets Authority","G7","Female","20","20","[c]","[c]"
"In post","2021","20-29","Competition and Markets Authority","G7","Male","15","15","[c]","[c]"
"In post","2021","20-29","Competition and Markets Authority","HEO","Female","25","25","[c]","[c]"
"In post","2021","20-29","Competition and Markets Authority","HEO","Male","25","25","[c]","[c]"
"In post","2021","20-29","Competition and Markets Authority","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Competition and Markets Authority","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Competition and Markets Authority","SEO","Female","5","5","[c]","[c]"
"In post","2021","20-29","Competition and Markets Authority","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Criminal Injuries Compensation Authority","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Criminal Injuries Compensation Authority","AO","Male","5","5","[c]","[c]"
"In post","2021","20-29","Criminal Injuries Compensation Authority","EO","Female","10","10","[c]","[c]"
"In post","2021","20-29","Criminal Injuries Compensation Authority","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Criminal Injuries Compensation Authority","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Criminal Injuries Compensation Authority","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Criminal Injuries Compensation Authority","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Criminal Injuries Compensation Authority","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Criminal Injuries Compensation Authority","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Criminal Injuries Compensation Authority","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Crown Commercial Service","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Crown Commercial Service","AO","Male","10","5","[c]","[c]"
"In post","2021","20-29","Crown Commercial Service","EO","Female","20","20","[c]","[c]"
"In post","2021","20-29","Crown Commercial Service","EO","Male","25","25","[c]","[c]"
"In post","2021","20-29","Crown Commercial Service","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Crown Commercial Service","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Crown Commercial Service","HEO","Female","20","20","[c]","[c]"
"In post","2021","20-29","Crown Commercial Service","HEO","Male","30","30","[c]","[c]"
"In post","2021","20-29","Crown Commercial Service","SEO","Female","15","15","[c]","[c]"
"In post","2021","20-29","Crown Commercial Service","SEO","Male","15","15","[c]","[c]"
"In post","2021","20-29","Crown Office and Procurator Fiscal Service","AO","Female","145","135","21570","21490"
"In post","2021","20-29","Crown Office and Procurator Fiscal Service","AO","Male","55","55","21710","21490"
"In post","2021","20-29","Crown Office and Procurator Fiscal Service","EO","Female","60","60","26060","26570"
"In post","2021","20-29","Crown Office and Procurator Fiscal Service","EO","Male","35","35","25990","25410"
"In post","2021","20-29","Crown Office and Procurator Fiscal Service","HEO","Female","10","10","[c]","[c]"
"In post","2021","20-29","Crown Office and Procurator Fiscal Service","HEO","Male","5","5","[c]","[c]"
"In post","2021","20-29","Crown Office and Procurator Fiscal Service","SEO","Female","55","55","37040","37940"
"In post","2021","20-29","Crown Office and Procurator Fiscal Service","SEO","Male","20","20","[c]","[c]"
"In post","2021","20-29","Crown Prosecution Service","AO","Female","305","300","21640","21950"
"In post","2021","20-29","Crown Prosecution Service","AO","Male","120","120","21610","21950"
"In post","2021","20-29","Crown Prosecution Service","EO","Female","185","180","26510","26970"
"In post","2021","20-29","Crown Prosecution Service","EO","Male","70","70","26240","25920"
"In post","2021","20-29","Crown Prosecution Service","G7","Female","45","45","49800","48080"
"In post","2021","20-29","Crown Prosecution Service","G7","Male","20","20","[c]","[c]"
"In post","2021","20-29","Crown Prosecution Service","HEO","Female","80","80","35830","38000"
"In post","2021","20-29","Crown Prosecution Service","HEO","Male","35","35","35570","38000"
"In post","2021","20-29","Crown Prosecution Service","SEO","Female","15","15","[c]","[c]"
"In post","2021","20-29","Crown Prosecution Service","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Debt Management Office","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Debt Management Office","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Debt Management Office","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Debt Management Office","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Debt Management Office","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Debt Management Office","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Debt Management Office","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Debt Management Office","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Defence Electronics and Components Agency","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Defence Electronics and Components Agency","AA","Male","15","15","[c]","[c]"
"In post","2021","20-29","Defence Electronics and Components Agency","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Defence Electronics and Components Agency","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Defence Electronics and Components Agency","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Defence Electronics and Components Agency","EO","Male","5","5","[c]","[c]"
"In post","2021","20-29","Defence Electronics and Components Agency","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Defence Electronics and Components Agency","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Defence Equipment and Support","EO","Female","375","365","21910","20450"
"In post","2021","20-29","Defence Equipment and Support","EO","Male","675","675","22820","23000"
"In post","2021","20-29","Defence Equipment and Support","G7","Female","5","5","[c]","[c]"
"In post","2021","20-29","Defence Equipment and Support","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Defence Equipment and Support","HEO","Female","300","295","28430","29370"
"In post","2021","20-29","Defence Equipment and Support","HEO","Male","485","485","29640","30200"
"In post","2021","20-29","Defence Equipment and Support","SEO","Female","75","70","37750","37400"
"In post","2021","20-29","Defence Equipment and Support","SEO","Male","135","135","37640","37400"
"In post","2021","20-29","Defence Science and Technology Laboratory","AA","Female","5","5","[c]","[c]"
"In post","2021","20-29","Defence Science and Technology Laboratory","AA","Male","10","10","[c]","[c]"
"In post","2021","20-29","Defence Science and Technology Laboratory","AO","Female","15","15","[c]","[c]"
"In post","2021","20-29","Defence Science and Technology Laboratory","AO","Male","45","45","19140","17710"
"In post","2021","20-29","Defence Science and Technology Laboratory","EO","Female","40","40","22390","22780"
"In post","2021","20-29","Defence Science and Technology Laboratory","EO","Male","50","50","22770","22780"
"In post","2021","20-29","Defence Science and Technology Laboratory","G7","Female","10","10","[c]","[c]"
"In post","2021","20-29","Defence Science and Technology Laboratory","G7","Male","10","10","[c]","[c]"
"In post","2021","20-29","Defence Science and Technology Laboratory","HEO","Female","180","180","28190","28650"
"In post","2021","20-29","Defence Science and Technology Laboratory","HEO","Male","355","355","28040","28650"
"In post","2021","20-29","Defence Science and Technology Laboratory","SEO","Female","65","65","37400","37320"
"In post","2021","20-29","Defence Science and Technology Laboratory","SEO","Male","125","125","37350","37320"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","AO","Female","20","20","[c]","[c]"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","AO","Male","10","10","[c]","[c]"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","Female","110","110","27560","27680"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","Male","70","70","28160","27680"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6","Female","10","10","[c]","[c]"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6","Male","15","15","[c]","[c]"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","G7","Female","225","220","55030","53380"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","G7","Male","235","235","55100","53600"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","HEO","Female","350","345","34130","33570"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","HEO","Male","365","360","34300","33570"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO","Female","220","215","40800","40050"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO","Male","205","205","40900","40050"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","EO","Female","75","70","27630","26180"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","EO","Male","30","30","27230","26180"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","G6","Female","10","10","[c]","[c]"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","G6","Male","5","5","[c]","[c]"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","G7","Female","90","90","54950","51730"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","G7","Male","85","85","56690","52680"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","HEO","Female","205","205","36690","34020"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","HEO","Male","175","170","37450","34020"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Education (excl. agencies)","AO","Female","15","10","[c]","[c]"
"In post","2021","20-29","Department for Education (excl. agencies)","AO","Male","5","5","[c]","[c]"
"In post","2021","20-29","Department for Education (excl. agencies)","EO","Female","185","185","27050","26150"
"In post","2021","20-29","Department for Education (excl. agencies)","EO","Male","120","120","26750","25000"
"In post","2021","20-29","Department for Education (excl. agencies)","G6","Female","10","10","[c]","[c]"
"In post","2021","20-29","Department for Education (excl. agencies)","G6","Male","10","10","[c]","[c]"
"In post","2021","20-29","Department for Education (excl. agencies)","G7","Female","120","120","52560","53420"
"In post","2021","20-29","Department for Education (excl. agencies)","G7","Male","65","65","52340","53420"
"In post","2021","20-29","Department for Education (excl. agencies)","HEO","Female","260","260","31930","32870"
"In post","2021","20-29","Department for Education (excl. agencies)","HEO","Male","160","160","32270","32870"
"In post","2021","20-29","Department for Education (excl. agencies)","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Education (excl. agencies)","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Education (excl. agencies)","SEO","Female","180","180","39890","40230"
"In post","2021","20-29","Department for Education (excl. agencies)","SEO","Male","105","100","39520","39780"
"In post","2021","20-29","Department for Education (excl. agencies)","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Education (excl. agencies)","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","AO","Female","25","20","[c]","[c]"
"In post","2021","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","AO","Male","15","15","[c]","[c]"
"In post","2021","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","Female","75","75","26560","26570"
"In post","2021","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","Male","85","85","26600","25190"
"In post","2021","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","G6","Female","10","10","[c]","[c]"
"In post","2021","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","G7","Female","75","75","52380","52560"
"In post","2021","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","G7","Male","55","55","52120","52290"
