"Status","Year","Age","Disability","Function_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Declared disabled","Unknown","East of England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Unknown","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Unknown","Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Analysis","London","10","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Analysis","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Analysis","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Analysis","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Analysis","Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Commercial","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Commercial","East of England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Commercial","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Commercial","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Commercial","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Communications","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Communications","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Communications","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Communications","Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Counter Fraud","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Counter Fraud","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Counter Fraud","Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Counter Fraud","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Debt","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Debt","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Debt","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Debt","Scotland","10","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Debt","Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Debt","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Debt","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Digital, Data & Technology","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Digital, Data & Technology","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Digital, Data & Technology","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Digital, Data & Technology","Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Digital, Data & Technology","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Finance","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Finance","East of England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Finance","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Finance","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Finance","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Finance","South West (England)","20","20","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Finance","Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Grants Management","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Human Resources","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Human Resources","London","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Human Resources","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Human Resources","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Human Resources","Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Legal","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Legal","East of England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Legal","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Legal","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Legal","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Legal","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Legal","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Legal","Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Legal","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Legal","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","No function","East Midlands (England)","15","15","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","No function","East of England","10","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","No function","London","45","40","23960","24300"
"In post","2021","16-19","Declared non-disabled","No function","North East (England)","10","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","No function","North West (England)","30","30","20640","20140"
"In post","2021","16-19","Declared non-disabled","No function","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","No function","Scotland","15","15","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","No function","South East (England)","15","15","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","No function","South West (England)","20","20","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","No function","Wales","35","30","20270","20140"
"In post","2021","16-19","Declared non-disabled","No function","West Midlands (England)","20","20","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","No function","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Project Delivery","East of England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Project Delivery","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Project Delivery","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Project Delivery","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Project Delivery","South West (England)","50","50","18450","17780"
"In post","2021","16-19","Declared non-disabled","Project Delivery","Wales","15","15","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Project Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Property","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Property","East of England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Property","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Property","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Property","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Property","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Property","South East (England)","10","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Property","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Property","Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Property","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Property","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Security","East of England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Security","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Security","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Security","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Security","South East (England)","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Security","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Security","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Unknown","East Midlands (England)","10","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Unknown","East of England","15","15","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Unknown","London","20","20","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Unknown","North East (England)","35","35","21430","21010"
"In post","2021","16-19","Declared non-disabled","Unknown","North West (England)","40","35","21100","21010"
"In post","2021","16-19","Declared non-disabled","Unknown","Scotland","55","50","21350","21150"
"In post","2021","16-19","Declared non-disabled","Unknown","South East (England)","20","20","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Unknown","South West (England)","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Unknown","Wales","15","15","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Unknown","West Midlands (England)","15","15","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Unknown","Yorkshire and The Humber","25","25","[c]","[c]"
"In post","2021","16-19","Undeclared","Analysis","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Digital, Data & Technology","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Finance","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","No function","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","No function","East of England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","No function","London","5","5","[c]","[c]"
"In post","2021","16-19","Undeclared","No function","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","No function","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","No function","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","No function","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","No function","Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","No function","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","No function","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Property","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Analysis","London","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Analysis","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Analysis","Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Commercial","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Commercial","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Commercial","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Communications","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Communications","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Communications","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Communications","Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Counter Fraud","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Counter Fraud","Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Debt","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Debt","North East (England)","10","10","[c]","[c]"
"In post","2021","16-19","Unknown","Debt","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Debt","Scotland","10","10","[c]","[c]"
"In post","2021","16-19","Unknown","Debt","Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Debt","West Midlands (England)","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Debt","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Digital, Data & Technology","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Digital, Data & Technology","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Digital, Data & Technology","Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Finance","East of England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Finance","Scotland","10","5","[c]","[c]"
"In post","2021","16-19","Unknown","Finance","Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Human Resources","Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Legal","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Legal","East of England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Legal","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Legal","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Legal","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Legal","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Legal","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Legal","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Legal","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","No function","East Midlands (England)","10","10","[c]","[c]"
"In post","2021","16-19","Unknown","No function","East of England","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","No function","London","20","20","[c]","[c]"
"In post","2021","16-19","Unknown","No function","North East (England)","20","20","[c]","[c]"
"In post","2021","16-19","Unknown","No function","North West (England)","40","40","20430","20140"
"In post","2021","16-19","Unknown","No function","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","No function","Scotland","20","15","[c]","[c]"
"In post","2021","16-19","Unknown","No function","South East (England)","20","20","[c]","[c]"
"In post","2021","16-19","Unknown","No function","South West (England)","10","10","[c]","[c]"
"In post","2021","16-19","Unknown","No function","Wales","40","35","19540","19850"
"In post","2021","16-19","Unknown","No function","West Midlands (England)","10","10","[c]","[c]"
"In post","2021","16-19","Unknown","No function","Yorkshire and The Humber","35","30","20190","20140"
"In post","2021","16-19","Unknown","Project Delivery","East of England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Project Delivery","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Project Delivery","Scotland","10","10","[c]","[c]"
"In post","2021","16-19","Unknown","Project Delivery","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Project Delivery","South West (England)","40","40","17040","16780"
"In post","2021","16-19","Unknown","Project Delivery","Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Property","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Property","East of England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Property","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Property","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Property","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Property","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Property","Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Property","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Property","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Security","East of England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Security","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Security","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Security","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Security","South East (England)","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Security","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Security","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Unknown","East of England","10","10","[c]","[c]"
"In post","2021","16-19","Unknown","Unknown","London","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Unknown","Scotland","25","25","[c]","[c]"
"In post","2021","16-19","Unknown","Unknown","South East (England)","20","20","[c]","[c]"
"In post","2021","16-19","Unknown","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Unknown","Unknown","35","35","18640","15940"
"In post","2021","16-19","Unknown","Unknown","Wales","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Unknown","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2021","20-29","Declared disabled","Analysis","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Analysis","East of England","5","5","[c]","[c]"
"In post","2021","20-29","Declared disabled","Analysis","London","70","70","36890","35170"
"In post","2021","20-29","Declared disabled","Analysis","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Analysis","North West (England)","15","15","[c]","[c]"
"In post","2021","20-29","Declared disabled","Analysis","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Analysis","South East (England)","25","25","[c]","[c]"
"In post","2021","20-29","Declared disabled","Analysis","South West (England)","5","5","[c]","[c]"
"In post","2021","20-29","Declared disabled","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Analysis","Wales","20","20","[c]","[c]"
"In post","2021","20-29","Declared disabled","Analysis","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Analysis","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2021","20-29","Declared disabled","Commercial","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Commercial","East of England","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Commercial","London","15","15","[c]","[c]"
"In post","2021","20-29","Declared disabled","Commercial","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Commercial","North West (England)","10","10","[c]","[c]"
"In post","2021","20-29","Declared disabled","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Commercial","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Commercial","South East (England)","5","5","[c]","[c]"
"In post","2021","20-29","Declared disabled","Commercial","South West (England)","10","10","[c]","[c]"
"In post","2021","20-29","Declared disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Commercial","Wales","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Commercial","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Commercial","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Communications","East Midlands (England)","10","10","[c]","[c]"
"In post","2021","20-29","Declared disabled","Communications","East of England","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Communications","London","25","25","[c]","[c]"
"In post","2021","20-29","Declared disabled","Communications","North East (England)","10","10","[c]","[c]"
"In post","2021","20-29","Declared disabled","Communications","North West (England)","10","10","[c]","[c]"
"In post","2021","20-29","Declared disabled","Communications","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Communications","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Communications","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Communications","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Communications","Wales","15","15","[c]","[c]"
"In post","2021","20-29","Declared disabled","Communications","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Communications","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2021","20-29","Declared disabled","Counter Fraud","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Counter Fraud","East of England","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Counter Fraud","London","20","20","[c]","[c]"
"In post","2021","20-29","Declared disabled","Counter Fraud","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Counter Fraud","North West (England)","5","5","[c]","[c]"
"In post","2021","20-29","Declared disabled","Counter Fraud","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Counter Fraud","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Counter Fraud","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Counter Fraud","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Counter Fraud","Wales","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Counter Fraud","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Counter Fraud","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Debt","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Debt","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Debt","North East (England)","5","5","[c]","[c]"
"In post","2021","20-29","Declared disabled","Debt","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Debt","Scotland","10","10","[c]","[c]"
"In post","2021","20-29","Declared disabled","Debt","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Debt","Wales","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Debt","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Debt","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Digital, Data & Technology","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Digital, Data & Technology","East of England","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Digital, Data & Technology","London","45","45","35970","32540"
"In post","2021","20-29","Declared disabled","Digital, Data & Technology","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Digital, Data & Technology","North West (England)","10","10","[c]","[c]"
"In post","2021","20-29","Declared disabled","Digital, Data & Technology","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Digital, Data & Technology","Scotland","5","5","[c]","[c]"
"In post","2021","20-29","Declared disabled","Digital, Data & Technology","South East (England)","10","10","[c]","[c]"
"In post","2021","20-29","Declared disabled","Digital, Data & Technology","South West (England)","20","20","[c]","[c]"
"In post","2021","20-29","Declared disabled","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Digital, Data & Technology","Wales","10","10","[c]","[c]"
"In post","2021","20-29","Declared disabled","Digital, Data & Technology","West Midlands (England)","10","10","[c]","[c]"
"In post","2021","20-29","Declared disabled","Digital, Data & Technology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Finance","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Finance","East of England","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Finance","London","20","20","[c]","[c]"
"In post","2021","20-29","Declared disabled","Finance","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Finance","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Finance","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Finance","Scotland","5","5","[c]","[c]"
"In post","2021","20-29","Declared disabled","Finance","South East (England)","5","5","[c]","[c]"
