"Status","Year","Age","Disability","Function_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","20-29","Declared non-disabled","Communications","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Communications","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Counter Fraud","London","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Digital, Data & Technology","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Digital, Data & Technology","London","20","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Digital, Data & Technology","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Digital, Data & Technology","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Digital, Data & Technology","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Digital, Data & Technology","South West (England)","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Digital, Data & Technology","Wales","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Digital, Data & Technology","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Finance","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Finance","London","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Finance","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Finance","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Finance","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Finance","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Grants Management","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Grants Management","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Grants Management","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Grants Management","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Grants Management","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Grants Management","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Human Resources","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Human Resources","London","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Human Resources","North East (England)","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Human Resources","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Human Resources","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Human Resources","South West (England)","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Human Resources","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Human Resources","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Internal Audit","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Legal","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Legal","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Legal","London","35","[c]","29250","26830"
"Leaver CS","2021","20-29","Declared non-disabled","Legal","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Legal","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Legal","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Legal","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Legal","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Legal","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Legal","Yorkshire and The Humber","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","No function","East Midlands (England)","100","[c]","20480","18880"
"Leaver CS","2021","20-29","Declared non-disabled","No function","East of England","100","[c]","22910","21570"
"Leaver CS","2021","20-29","Declared non-disabled","No function","London","225","[c]","28820","26410"
"Leaver CS","2021","20-29","Declared non-disabled","No function","North East (England)","40","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","No function","North West (England)","95","[c]","22330","21170"
"Leaver CS","2021","20-29","Declared non-disabled","No function","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","No function","Scotland","30","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","No function","South East (England)","150","[c]","23350","21000"
"Leaver CS","2021","20-29","Declared non-disabled","No function","South West (England)","155","[c]","22040","19930"
"Leaver CS","2021","20-29","Declared non-disabled","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","No function","Wales","85","[c]","20910","21590"
"Leaver CS","2021","20-29","Declared non-disabled","No function","West Midlands (England)","95","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","No function","Yorkshire and The Humber","95","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Project Delivery","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Project Delivery","London","20","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Project Delivery","North West (England)","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Project Delivery","Scotland","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Project Delivery","South East (England)","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Project Delivery","South West (England)","70","[c]","26430","26020"
"Leaver CS","2021","20-29","Declared non-disabled","Project Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Project Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Property","East Midlands (England)","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Property","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Property","London","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Property","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Property","North West (England)","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Property","Scotland","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Property","South East (England)","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Property","South West (England)","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Property","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Property","West Midlands (England)","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Property","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Security","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Security","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Security","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Security","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Security","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Security","South East (England)","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Security","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Security","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Unknown","East Midlands (England)","30","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Unknown","East of England","35","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Unknown","London","280","[c]","30020","28500"
"Leaver CS","2021","20-29","Declared non-disabled","Unknown","North East (England)","85","[c]","22190","21010"
"Leaver CS","2021","20-29","Declared non-disabled","Unknown","North West (England)","155","[c]","23560","21010"
"Leaver CS","2021","20-29","Declared non-disabled","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Unknown","Scotland","70","[c]","23350","21150"
"Leaver CS","2021","20-29","Declared non-disabled","Unknown","South East (England)","60","[c]","22950","21920"
"Leaver CS","2021","20-29","Declared non-disabled","Unknown","South West (England)","70","[c]","23770","21010"
"Leaver CS","2021","20-29","Declared non-disabled","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Unknown","Wales","75","[c]","22510","21010"
"Leaver CS","2021","20-29","Declared non-disabled","Unknown","West Midlands (England)","45","[c]","24820","21220"
"Leaver CS","2021","20-29","Declared non-disabled","Unknown","Yorkshire and The Humber","95","[c]","24500","21010"
"Leaver CS","2021","20-29","Undeclared","Analysis","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","Analysis","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","Commercial","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","Communications","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","Digital, Data & Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","Digital, Data & Technology","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","Human Resources","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","Legal","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","Legal","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","No function","East Midlands (England)","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","No function","East of England","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","No function","London","25","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","No function","North West (England)","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","No function","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","No function","South East (England)","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","No function","South West (England)","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","No function","Wales","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","No function","West Midlands (England)","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","No function","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","Project Delivery","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","Property","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","Security","London","[c]","[c]","[c]","[c]"
