"Status","Year","Age","Parent_department","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","20-29","Department for Work and Pensions","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Work and Pensions","London","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Work and Pensions","London","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Work and Pensions","Outside London","Heterosexual / straight","165","[c]","25610","27570"
"Leaver Dept.","2021","20-29","Department for Work and Pensions","Outside London","LGBO","30","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Work and Pensions","Outside London","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Work and Pensions","Outside London","Unknown","70","[c]","25670","27570"
"Leaver Dept.","2021","20-29","Department for Work and Pensions","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Work and Pensions","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department of Health and Social Care","London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department of Health and Social Care","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department of Health and Social Care","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department of Health and Social Care","London","Unknown","45","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department of Health and Social Care","Outside London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department of Health and Social Care","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department of Health and Social Care","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department of Health and Social Care","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Food Standards Agency","London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Food Standards Agency","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Food Standards Agency","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Food Standards Agency","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Food Standards Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Foreign, Commonwealth and Development Office","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Foreign, Commonwealth and Development Office","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Foreign, Commonwealth and Development Office","London","Unknown","105","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Foreign, Commonwealth and Development Office","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Foreign, Commonwealth and Development Office","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Foreign, Commonwealth and Development Office","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Foreign, Commonwealth and Development Office","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Foreign, Commonwealth and Development Office","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Foreign, Commonwealth and Development Office","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Foreign, Commonwealth and Development Office","Overseas","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","HM Revenue and Customs","London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","HM Revenue and Customs","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","HM Revenue and Customs","London","Unknown","130","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","HM Revenue and Customs","Outside London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","HM Revenue and Customs","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","HM Revenue and Customs","Outside London","Unknown","440","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","HM Revenue and Customs","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","HM Revenue and Customs","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","HM Revenue and Customs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","HM Treasury","London","Heterosexual / straight","45","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","HM Treasury","London","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","HM Treasury","London","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","HM Treasury","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","HM Treasury","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","HM Treasury","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Home Office","London","Heterosexual / straight","160","[c]","35190","33960"
"Leaver Dept.","2021","20-29","Home Office","London","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Home Office","London","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Home Office","London","Unknown","45","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Home Office","Outside London","Heterosexual / straight","95","[c]","23780","24110"
"Leaver Dept.","2021","20-29","Home Office","Outside London","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Home Office","Outside London","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Home Office","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Ministry of Defence","London","Heterosexual / straight","35","[c]","37740","37640"
"Leaver Dept.","2021","20-29","Ministry of Defence","London","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Ministry of Defence","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Ministry of Defence","London","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Ministry of Defence","Outside London","Heterosexual / straight","170","[c]","27110","26600"
"Leaver Dept.","2021","20-29","Ministry of Defence","Outside London","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Ministry of Defence","Outside London","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Ministry of Defence","Outside London","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Ministry of Defence","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Ministry of Defence","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Ministry of Housing, Communities and Local Government","London","Heterosexual / straight","110","[c]","33580","32560"
"Leaver Dept.","2021","20-29","Ministry of Housing, Communities and Local Government","London","LGBO","20","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Ministry of Housing, Communities and Local Government","London","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Ministry of Housing, Communities and Local Government","London","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Ministry of Housing, Communities and Local Government","Outside London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Ministry of Housing, Communities and Local Government","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Ministry of Housing, Communities and Local Government","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Ministry of Housing, Communities and Local Government","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Ministry of Justice","London","Heterosexual / straight","120","[c]","32900","30850"
"Leaver Dept.","2021","20-29","Ministry of Justice","London","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Ministry of Justice","London","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Ministry of Justice","London","Unknown","40","[c]","32560","30850"
"Leaver Dept.","2021","20-29","Ministry of Justice","Outside London","Heterosexual / straight","155","[c]","21320","19930"
"Leaver Dept.","2021","20-29","Ministry of Justice","Outside London","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Ministry of Justice","Outside London","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Ministry of Justice","Outside London","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","National Crime Agency","London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","National Crime Agency","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","National Crime Agency","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","National Crime Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","National Crime Agency","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Northern Ireland Office","London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Northern Ireland Office","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Office for Standards in Education","London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Office for Standards in Education","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Office for Standards in Education","Outside London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Office for Standards in Education","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Office of Gas and Electricity Markets","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Office of Gas and Electricity Markets","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Office of Gas and Electricity Markets","London","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Office of Gas and Electricity Markets","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Office of Gas and Electricity Markets","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Office of Gas and Electricity Markets","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Office of Qualifications and Examinations Regulation","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Office of Qualifications and Examinations Regulation","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Office of Qualifications and Examinations Regulation","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Office of Rail and Road","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Office of Rail and Road","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other Cabinet Office Agencies","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other Cabinet Office Agencies","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other Cabinet Office Agencies","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Scotland Office","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Scotland Office","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Scotland Office","London","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Scotland Office","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Scotland Office","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Scotland Office","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Scottish Government","Outside London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Scottish Government","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Scottish Government","Outside London","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Scottish Government","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Scottish Government","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Scottish Government","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Scottish Government","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","The National Archives","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","The National Archives","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","UK Export Finance","London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","UK Export Finance","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","United Kingdom Statistics Authority","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","United Kingdom Statistics Authority","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","United Kingdom Statistics Authority","London","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","United Kingdom Statistics Authority","Outside London","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","United Kingdom Statistics Authority","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","United Kingdom Statistics Authority","Outside London","Unknown","35","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Wales Office","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Wales Office","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Wales Office","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Wales Office","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Welsh Government","Outside London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Welsh Government","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Welsh Government","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Welsh Government","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Attorney General's Departments","London","Heterosexual / straight","35","[c]","46520","51250"
"Leaver Dept.","2021","30-39","Attorney General's Departments","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Attorney General's Departments","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Attorney General's Departments","London","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Attorney General's Departments","Outside London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Attorney General's Departments","Outside London","LGBO","[c]","[c]","[c]","[c]"
