"Status","Year","Function_of_post","Parent_department","Region_ITL3","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Finance","Scottish Government","Inverclyde, East Renfrewshire and Renfrewshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Scottish Government","Inverness and Nairn and Moray, Badenoch and Strathspey","AA/AO","5","5","[c]","[c]"
"In post","2021","Finance","Scottish Government","Inverness and Nairn and Moray, Badenoch and Strathspey","EO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Scottish Government","Inverness and Nairn and Moray, Badenoch and Strathspey","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Scottish Government","Inverness and Nairn and Moray, Badenoch and Strathspey","SEO/HEO","15","15","39760","37530"
"In post","2021","Finance","Scottish Government","North Lanarkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Scottish Government","North Lanarkshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Scottish Government","North Lanarkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Scottish Government","Perth and Kinross and Stirling","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Scottish Government","Perth and Kinross and Stirling","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","The National Archives","Hounslow and Richmond upon Thames","EO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","The National Archives","Hounslow and Richmond upon Thames","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Finance","The National Archives","Hounslow and Richmond upon Thames","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Finance","UK Export Finance","Westminster","EO","15","15","29670","29000"
"In post","2021","Finance","UK Export Finance","Westminster","G6/G7","10","10","68450","67340"
"In post","2021","Finance","UK Export Finance","Westminster","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Finance","UK Export Finance","Westminster","SEO/HEO","15","15","41300","39960"
"In post","2021","Finance","UK Supreme Court","Westminster","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Finance","UK Supreme Court","Westminster","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","United Kingdom Statistics Authority","Monmouthshire and Newport","AA/AO","10","10","[c]","[c]"
"In post","2021","Finance","United Kingdom Statistics Authority","Monmouthshire and Newport","EO","10","10","23420","23050"
"In post","2021","Finance","United Kingdom Statistics Authority","Monmouthshire and Newport","G6/G7","15","15","53200","52020"
"In post","2021","Finance","United Kingdom Statistics Authority","Monmouthshire and Newport","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Finance","United Kingdom Statistics Authority","Monmouthshire and Newport","SEO/HEO","15","15","32900","31270"
"In post","2021","Finance","United Kingdom Statistics Authority","South Hampshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","United Kingdom Statistics Authority","South Hampshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Finance","United Kingdom Statistics Authority","South Hampshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","United Kingdom Statistics Authority","Westminster","EO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","United Kingdom Statistics Authority","Westminster","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Finance","United Kingdom Statistics Authority","Westminster","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Wales Office","Cardiff and Vale of Glamorgan","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Wales Office","Westminster","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Water Services Regulation Authority","Birmingham","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Water Services Regulation Authority","Birmingham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Water Services Regulation Authority","Birmingham","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Finance","Welsh Government","Central Valleys","EO","5","5","[c]","[c]"
"In post","2021","Finance","Welsh Government","Central Valleys","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Welsh Government","Central Valleys","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Charity Commission","Somerset","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Department for Environment, Food and Rural Affairs","Berkshire","AA/AO","70","65","21050","21050"
"In post","2021","Grants Management","Department for Environment, Food and Rural Affairs","Berkshire","EO","30","25","25580","25440"
"In post","2021","Grants Management","Department for Environment, Food and Rural Affairs","Berkshire","G6/G7","15","15","53670","52290"
"In post","2021","Grants Management","Department for Environment, Food and Rural Affairs","Berkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Department for Environment, Food and Rural Affairs","Berkshire","SEO/HEO","40","40","33870","31900"
"In post","2021","Grants Management","Department for Environment, Food and Rural Affairs","Bristol, City of","AA/AO","10","10","21050","21050"
"In post","2021","Grants Management","Department for Environment, Food and Rural Affairs","Bristol, City of","EO","10","10","25610","25190"
"In post","2021","Grants Management","Department for Environment, Food and Rural Affairs","Bristol, City of","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Department for Environment, Food and Rural Affairs","Bristol, City of","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Grants Management","Department for Environment, Food and Rural Affairs","Cambridgeshire CC","AA/AO","15","15","21050","21050"
"In post","2021","Grants Management","Department for Environment, Food and Rural Affairs","Cambridgeshire CC","EO","15","15","25740","26200"
"In post","2021","Grants Management","Department for Environment, Food and Rural Affairs","Cambridgeshire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Department for Environment, Food and Rural Affairs","Cambridgeshire CC","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Grants Management","Department for Environment, Food and Rural Affairs","Cheshire East","AA/AO","45","40","20910","21050"
"In post","2021","Grants Management","Department for Environment, Food and Rural Affairs","Cheshire East","EO","40","35","25520","25190"
"In post","2021","Grants Management","Department for Environment, Food and Rural Affairs","Cheshire East","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Department for Environment, Food and Rural Affairs","Cheshire East","SEO/HEO","15","10","32000","30230"
"In post","2021","Grants Management","Department for Environment, Food and Rural Affairs","Cornwall and Isles of Scilly","EO","5","5","[c]","[c]"
"In post","2021","Grants Management","Department for Environment, Food and Rural Affairs","Cornwall and Isles of Scilly","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Department for Environment, Food and Rural Affairs","Devon CC","AA/AO","80","70","21020","21050"
"In post","2021","Grants Management","Department for Environment, Food and Rural Affairs","Devon CC","EO","55","50","25860","25900"
"In post","2021","Grants Management","Department for Environment, Food and Rural Affairs","Devon CC","G6/G7","5","5","[c]","[c]"
"In post","2021","Grants Management","Department for Environment, Food and Rural Affairs","Devon CC","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Department for Environment, Food and Rural Affairs","Devon CC","SEO/HEO","40","40","32090","30640"
"In post","2021","Grants Management","Department for Environment, Food and Rural Affairs","East Cumbria","AA/AO","130","115","21050","21050"
"In post","2021","Grants Management","Department for Environment, Food and Rural Affairs","East Cumbria","EO","55","50","25690","25770"
"In post","2021","Grants Management","Department for Environment, Food and Rural Affairs","East Cumbria","G6/G7","5","5","[c]","[c]"
"In post","2021","Grants Management","Department for Environment, Food and Rural Affairs","East Cumbria","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Department for Environment, Food and Rural Affairs","East Cumbria","SEO/HEO","35","30","32910","30810"
"In post","2021","Grants Management","Department for Environment, Food and Rural Affairs","East Riding of Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Department for Environment, Food and Rural Affairs","East Riding of Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Department for Environment, Food and Rural Affairs","East Sussex CC","EO","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Department for Environment, Food and Rural Affairs","Gwynedd","AA/AO","5","5","[c]","[c]"
"In post","2021","Grants Management","Department for Environment, Food and Rural Affairs","Gwynedd","EO","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Department for Environment, Food and Rural Affairs","Heart of Essex","EO","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Department for Environment, Food and Rural Affairs","Heart of Essex","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Department for Environment, Food and Rural Affairs","Leeds","AA/AO","25","25","21050","21050"
"In post","2021","Grants Management","Department for Environment, Food and Rural Affairs","Leeds","EO","10","10","25210","25190"
"In post","2021","Grants Management","Department for Environment, Food and Rural Affairs","Leeds","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Department for Environment, Food and Rural Affairs","Leeds","SEO/HEO","10","10","33350","31180"
"In post","2021","Grants Management","Department for Environment, Food and Rural Affairs","Lincolnshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Department for Environment, Food and Rural Affairs","Lincolnshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Department for Environment, Food and Rural Affairs","Mid Kent","EO","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Department for Environment, Food and Rural Affairs","Mid Kent","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Department for Environment, Food and Rural Affairs","Mid Lancashire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Department for Environment, Food and Rural Affairs","North Northamptonshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Department for Environment, Food and Rural Affairs","North Northamptonshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Department for Environment, Food and Rural Affairs","North Yorkshire CC","EO","5","5","[c]","[c]"
"In post","2021","Grants Management","Department for Environment, Food and Rural Affairs","North Yorkshire CC","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Grants Management","Department for Environment, Food and Rural Affairs","Northumberland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Department for Environment, Food and Rural Affairs","Northumberland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Department for Environment, Food and Rural Affairs","Norwich and East Norfolk","EO","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Department for Environment, Food and Rural Affairs","Nottingham","AA/AO","25","25","21050","21050"
"In post","2021","Grants Management","Department for Environment, Food and Rural Affairs","Nottingham","EO","20","20","25520","25600"
"In post","2021","Grants Management","Department for Environment, Food and Rural Affairs","Nottingham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Department for Environment, Food and Rural Affairs","Nottingham","SEO/HEO","15","15","31790","31040"
"In post","2021","Grants Management","Department for Environment, Food and Rural Affairs","Oxfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Department for Environment, Food and Rural Affairs","Oxfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Department for Environment, Food and Rural Affairs","Peterborough","EO","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Department for Environment, Food and Rural Affairs","Shropshire CC","EO","5","5","[c]","[c]"
"In post","2021","Grants Management","Department for Environment, Food and Rural Affairs","Shropshire CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Department for Environment, Food and Rural Affairs","Somerset","AA/AO","10","10","[c]","[c]"
"In post","2021","Grants Management","Department for Environment, Food and Rural Affairs","Somerset","EO","5","5","[c]","[c]"
"In post","2021","Grants Management","Department for Environment, Food and Rural Affairs","Somerset","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Department for Environment, Food and Rural Affairs","South Hampshire","EO","5","5","[c]","[c]"
"In post","2021","Grants Management","Department for Environment, Food and Rural Affairs","South Hampshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Department for Environment, Food and Rural Affairs","Tyneside","AA/AO","135","120","21050","21050"
"In post","2021","Grants Management","Department for Environment, Food and Rural Affairs","Tyneside","EO","70","65","25400","25190"
"In post","2021","Grants Management","Department for Environment, Food and Rural Affairs","Tyneside","G6/G7","5","5","[c]","[c]"
"In post","2021","Grants Management","Department for Environment, Food and Rural Affairs","Tyneside","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Department for Environment, Food and Rural Affairs","Tyneside","SEO/HEO","45","45","32440","30990"
"In post","2021","Grants Management","Department for Environment, Food and Rural Affairs","West Cumbria","AA/AO","295","255","20960","21050"
"In post","2021","Grants Management","Department for Environment, Food and Rural Affairs","West Cumbria","EO","80","70","25240","25100"
"In post","2021","Grants Management","Department for Environment, Food and Rural Affairs","West Cumbria","G6/G7","5","5","[c]","[c]"
"In post","2021","Grants Management","Department for Environment, Food and Rural Affairs","West Cumbria","SEO/HEO","40","35","32520","30970"
"In post","2021","Grants Management","Department for Environment, Food and Rural Affairs","West Surrey","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Department for Environment, Food and Rural Affairs","West Surrey","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Department for Environment, Food and Rural Affairs","Westminster","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Department for Environment, Food and Rural Affairs","Wiltshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Department for Environment, Food and Rural Affairs","Worcestershire","AA/AO","60","55","20950","21050"
"In post","2021","Grants Management","Department for Environment, Food and Rural Affairs","Worcestershire","EO","45","45","25540","25190"
"In post","2021","Grants Management","Department for Environment, Food and Rural Affairs","Worcestershire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Department for Environment, Food and Rural Affairs","Worcestershire","SEO/HEO","25","20","32040","30610"
"In post","2021","Grants Management","Department for Environment, Food and Rural Affairs","York","AA/AO","45","45","21050","21050"
"In post","2021","Grants Management","Department for Environment, Food and Rural Affairs","York","EO","55","50","25210","24920"
"In post","2021","Grants Management","Department for Environment, Food and Rural Affairs","York","G6/G7","5","5","[c]","[c]"
"In post","2021","Grants Management","Department for Environment, Food and Rural Affairs","York","SEO/HEO","20","20","32440","30370"
"In post","2021","Grants Management","HM Land Registry","Kingston upon Hull, City of","EO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Attorney General's Departments","Berkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Attorney General's Departments","Birmingham","EO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Attorney General's Departments","Birmingham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Attorney General's Departments","Birmingham","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Human Resources","Attorney General's Departments","Brighton and Hove","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Attorney General's Departments","Bristol, City of","EO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Attorney General's Departments","Cardiff and Vale of Glamorgan","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Attorney General's Departments","Devon CC","EO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Attorney General's Departments","Devon CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Attorney General's Departments","Flintshire and Wrexham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Attorney General's Departments","Kingston upon Hull, City of","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Attorney General's Departments","Leeds","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Attorney General's Departments","Leeds","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Attorney General's Departments","Leicester","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Attorney General's Departments","Liverpool","EO","10","10","[c]","[c]"
"In post","2021","Human Resources","Attorney General's Departments","Liverpool","G6/G7","10","10","53980","51610"
"In post","2021","Human Resources","Attorney General's Departments","Liverpool","SEO/HEO","15","15","32770","30610"
"In post","2021","Human Resources","Attorney General's Departments","Manchester","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Attorney General's Departments","Mid Lancashire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Attorney General's Departments","Norwich and East Norfolk","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Attorney General's Departments","Nottingham","EO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Attorney General's Departments","Nottingham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Attorney General's Departments","Nottingham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Attorney General's Departments","Sheffield","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Attorney General's Departments","South Hampshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Attorney General's Departments","South Hampshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Attorney General's Departments","South Hampshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Attorney General's Departments","South Teesside","EO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Attorney General's Departments","Swansea","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Attorney General's Departments","Tyneside","EO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Attorney General's Departments","Tyneside","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Attorney General's Departments","Wakefield","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Attorney General's Departments","Wakefield","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Attorney General's Departments","Westminster","AA/AO","10","10","23780","23800"
"In post","2021","Human Resources","Attorney General's Departments","Westminster","EO","20","20","27770","27350"
"In post","2021","Human Resources","Attorney General's Departments","Westminster","G6/G7","30","30","59600","54760"
"In post","2021","Human Resources","Attorney General's Departments","Westminster","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Attorney General's Departments","Westminster","SEO/HEO","50","45","36070","34820"
"In post","2021","Human Resources","Attorney General's Departments","York","EO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Attorney General's Departments","York","G6/G7","10","10","[c]","[c]"
"In post","2021","Human Resources","Attorney General's Departments","York","SEO/HEO","10","10","34320","34550"
"In post","2021","Human Resources","Cabinet Office","Birmingham","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Cabinet Office","Bristol, City of","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Cabinet Office","Bristol, City of","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Cabinet Office","Camden and City of London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Cabinet Office","City of Edinburgh","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Cabinet Office","Greater Manchester South East","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Cabinet Office","Greater Manchester South West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Cabinet Office","Greater Manchester South West","EO","10","10","24360","23850"
"In post","2021","Human Resources","Cabinet Office","Greater Manchester South West","G6/G7","25","25","52300","52630"
"In post","2021","Human Resources","Cabinet Office","Greater Manchester South West","SEO/HEO","55","55","36780","37300"
"In post","2021","Human Resources","Cabinet Office","Leeds","EO","5","5","[c]","[c]"
"In post","2021","Human Resources","Cabinet Office","Leeds","G6/G7","15","10","53180","51190"
"In post","2021","Human Resources","Cabinet Office","Leeds","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Cabinet Office","Leeds","SEO/HEO","30","25","35900","36550"
"In post","2021","Human Resources","Cabinet Office","Liverpool","EO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Cabinet Office","Liverpool","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Cabinet Office","Manchester","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Cabinet Office","Manchester","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Human Resources","Cabinet Office","North Hampshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Cabinet Office","North Hampshire","EO","5","5","[c]","[c]"
"In post","2021","Human Resources","Cabinet Office","North Hampshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Cabinet Office","North Hampshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Cabinet Office","North Hampshire","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Human Resources","Cabinet Office","Nottingham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Cabinet Office","Sheffield","EO","5","5","[c]","[c]"
"In post","2021","Human Resources","Cabinet Office","Sheffield","G6/G7","15","15","52190","51190"
"In post","2021","Human Resources","Cabinet Office","Sheffield","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Cabinet Office","Sheffield","SEO/HEO","20","20","36080","37300"
"In post","2021","Human Resources","Cabinet Office","Tower Hamlets","EO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Cabinet Office","Tower Hamlets","G6/G7","5","5","[c]","[c]"
"In post","2021","Human Resources","Cabinet Office","Tower Hamlets","SEO/HEO","20","20","40230","40600"
"In post","2021","Human Resources","Cabinet Office","Tyneside","AA/AO","155","140","20800","20800"
"In post","2021","Human Resources","Cabinet Office","Tyneside","EO","90","80","24790","23850"
"In post","2021","Human Resources","Cabinet Office","Tyneside","G6/G7","15","15","54100","52620"
"In post","2021","Human Resources","Cabinet Office","Tyneside","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Cabinet Office","Tyneside","SEO/HEO","80","80","34070","32960"
"In post","2021","Human Resources","Cabinet Office","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Cabinet Office","Unknown","EO","10","10","[c]","[c]"
"In post","2021","Human Resources","Cabinet Office","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Cabinet Office","Unknown","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Human Resources","Cabinet Office","Westminster","AA/AO","10","10","[c]","[c]"
"In post","2021","Human Resources","Cabinet Office","Westminster","EO","90","85","28000","27500"
"In post","2021","Human Resources","Cabinet Office","Westminster","G6/G7","185","175","59260","58660"
"In post","2021","Human Resources","Cabinet Office","Westminster","SCS level","35","35","90430","79760"
"In post","2021","Human Resources","Cabinet Office","Westminster","SEO/HEO","185","180","36820","35590"
"In post","2021","Human Resources","Chancellor's other departments","Camden and City of London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Chancellor's other departments","Camden and City of London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Chancellor's other departments","Camden and City of London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Chancellor's other departments","Camden and City of London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Chancellor's other departments","Westminster","EO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Chancellor's other departments","Westminster","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Chancellor's other departments","Westminster","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Charity Commission","Sefton","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Charity Commission","Sefton","EO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Charity Commission","Sefton","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Charity Commission","Sefton","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Human Resources","Charity Commission","Somerset","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Competition and Markets Authority","Tower Hamlets","EO","5","5","[c]","[c]"
"In post","2021","Human Resources","Competition and Markets Authority","Tower Hamlets","G6/G7","15","15","61530","60110"
"In post","2021","Human Resources","Competition and Markets Authority","Tower Hamlets","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Competition and Markets Authority","Tower Hamlets","SEO/HEO","15","15","40640","38660"
"In post","2021","Human Resources","Department for Business, Energy and Industrial Strategy","Aberdeen City and Aberdeenshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Business, Energy and Industrial Strategy","Antrim and Newtownabbey","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Business, Energy and Industrial Strategy","Birmingham","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Business, Energy and Industrial Strategy","Birmingham","EO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Business, Energy and Industrial Strategy","Birmingham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Business, Energy and Industrial Strategy","Birmingham","SEO/HEO","15","15","37610","39490"
"In post","2021","Human Resources","Department for Business, Energy and Industrial Strategy","Blackpool","EO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Business, Energy and Industrial Strategy","Blackpool","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Business, Energy and Industrial Strategy","Bristol, City of","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Business, Energy and Industrial Strategy","Cardiff and Vale of Glamorgan","AA/AO","15","10","22000","22490"
"In post","2021","Human Resources","Department for Business, Energy and Industrial Strategy","Cardiff and Vale of Glamorgan","EO","40","35","25340","24730"
"In post","2021","Human Resources","Department for Business, Energy and Industrial Strategy","Cardiff and Vale of Glamorgan","G6/G7","20","20","54600","51100"
"In post","2021","Human Resources","Department for Business, Energy and Industrial Strategy","Cardiff and Vale of Glamorgan","SEO/HEO","35","35","37050","39820"
"In post","2021","Human Resources","Department for Business, Energy and Industrial Strategy","Devon CC","EO","10","10","[c]","[c]"
"In post","2021","Human Resources","Department for Business, Energy and Industrial Strategy","Devon CC","G6/G7","20","20","50170","47960"
"In post","2021","Human Resources","Department for Business, Energy and Industrial Strategy","Devon CC","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Business, Energy and Industrial Strategy","Devon CC","SEO/HEO","35","35","34030","32810"
"In post","2021","Human Resources","Department for Business, Energy and Industrial Strategy","Glasgow City","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Business, Energy and Industrial Strategy","Hackney and Newham","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Business, Energy and Industrial Strategy","Hackney and Newham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Business, Energy and Industrial Strategy","Hackney and Newham","SEO/HEO","10","5","[c]","[c]"
"In post","2021","Human Resources","Department for Business, Energy and Industrial Strategy","Harrow and Hillingdon","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Business, Energy and Industrial Strategy","Hertfordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Business, Energy and Industrial Strategy","Leeds","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Business, Energy and Industrial Strategy","Lincolnshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Business, Energy and Industrial Strategy","Manchester","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Business, Energy and Industrial Strategy","Monmouthshire and Newport","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Business, Energy and Industrial Strategy","Monmouthshire and Newport","EO","15","10","24550","23320"
