"Status","Year","Age","Organisation","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","30-39","Scotland Office (incl. Office of the Advocate General for Scotland)","London","Female","10","10","[c]","[c]"
"In post","2021","30-39","Scotland Office (incl. Office of the Advocate General for Scotland)","London","Male","5","5","[c]","[c]"
"In post","2021","30-39","Scotland Office (incl. Office of the Advocate General for Scotland)","Outside London","Female","15","15","[c]","[c]"
"In post","2021","30-39","Scotland Office (incl. Office of the Advocate General for Scotland)","Outside London","Male","5","5","[c]","[c]"
"In post","2021","30-39","Scottish Courts and Tribunals Service","Outside London","Female","285","255","28040","26550"
"In post","2021","30-39","Scottish Courts and Tribunals Service","Outside London","Male","120","120","28300","29350"
"In post","2021","30-39","Scottish Fiscal Commission","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Scottish Fiscal Commission","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Scottish Forestry","Outside London","Female","20","15","[c]","[c]"
"In post","2021","30-39","Scottish Forestry","Outside London","Male","20","20","[c]","[c]"
"In post","2021","30-39","Scottish Government (excl. agencies)","London","Female","5","5","[c]","[c]"
"In post","2021","30-39","Scottish Government (excl. agencies)","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Scottish Government (excl. agencies)","Outside London","Female","1105","1035","41510","38540"
"In post","2021","30-39","Scottish Government (excl. agencies)","Outside London","Male","815","810","41530","38540"
"In post","2021","30-39","Scottish Government (excl. agencies)","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Scottish Government (excl. agencies)","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Scottish Housing Regulator","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Scottish Housing Regulator","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Scottish Prison Service","Outside London","Female","495","465","30180","30930"
"In post","2021","30-39","Scottish Prison Service","Outside London","Male","585","585","29660","29970"
"In post","2021","30-39","Scottish Public Pensions Agency","Outside London","Female","40","35","29500","27150"
"In post","2021","30-39","Scottish Public Pensions Agency","Outside London","Male","35","35","29560","26160"
"In post","2021","30-39","Serious Fraud Office","London","Female","75","70","46460","41920"
"In post","2021","30-39","Serious Fraud Office","London","Male","75","75","45030","41140"
"In post","2021","30-39","Social Security Scotland","Outside London","Female","170","160","31400","27150"
"In post","2021","30-39","Social Security Scotland","Outside London","Male","140","140","31210","27150"
"In post","2021","30-39","Standards and Testing Agency","London","Female","15","10","[c]","[c]"
"In post","2021","30-39","Standards and Testing Agency","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Standards and Testing Agency","Outside London","Female","20","20","[c]","[c]"
"In post","2021","30-39","Standards and Testing Agency","Outside London","Male","10","10","[c]","[c]"
"In post","2021","30-39","Student Awards Agency for Scotland","Outside London","Female","25","25","[c]","[c]"
"In post","2021","30-39","Student Awards Agency for Scotland","Outside London","Male","20","20","[c]","[c]"
"In post","2021","30-39","Submarine Delivery Agency","Outside London","Female","150","140","36360","35870"
"In post","2021","30-39","Submarine Delivery Agency","Outside London","Male","280","280","41130","39990"
"In post","2021","30-39","Submarine Delivery Agency","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Submarine Delivery Agency","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Teaching Regulation Agency","Outside London","Female","15","15","[c]","[c]"
"In post","2021","30-39","Teaching Regulation Agency","Outside London","Male","5","5","[c]","[c]"
"In post","2021","30-39","The National Archives","London","Female","70","70","34860","34260"
"In post","2021","30-39","The National Archives","London","Male","40","40","33940","34670"
"In post","2021","30-39","Transport Scotland","Outside London","Female","55","55","42470","40930"
"In post","2021","30-39","Transport Scotland","Outside London","Male","60","55","40400","38540"
"In post","2021","30-39","UK Export Finance","London","Female","40","40","53510","50400"
"In post","2021","30-39","UK Export Finance","London","Male","50","50","51850","49980"
"In post","2021","30-39","UK Hydrographic Office","Outside London","Female","85","80","33750","33290"
"In post","2021","30-39","UK Hydrographic Office","Outside London","Male","135","130","33460","33290"
"In post","2021","30-39","UK Intellectual Property Office","London","Female","5","5","[c]","[c]"
"In post","2021","30-39","UK Intellectual Property Office","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","UK Intellectual Property Office","Outside London","Female","180","170","33580","29950"
"In post","2021","30-39","UK Intellectual Property Office","Outside London","Male","200","195","38130","39210"
"In post","2021","30-39","UK Space Agency","London","Female","30","30","44490","40050"
"In post","2021","30-39","UK Space Agency","London","Male","25","25","[c]","[c]"
"In post","2021","30-39","UK Space Agency","Outside London","Female","20","20","[c]","[c]"
"In post","2021","30-39","UK Space Agency","Outside London","Male","20","20","[c]","[c]"
"In post","2021","30-39","UK Supreme Court","London","Female","5","5","[c]","[c]"
"In post","2021","30-39","UK Supreme Court","London","Male","5","5","[c]","[c]"
"In post","2021","30-39","United Kingdom Statistics Authority","London","Female","45","40","43530","39030"
"In post","2021","30-39","United Kingdom Statistics Authority","London","Male","40","35","46950","52100"
"In post","2021","30-39","United Kingdom Statistics Authority","London","Unknown","10","10","[c]","[c]"
"In post","2021","30-39","United Kingdom Statistics Authority","Outside London","Female","670","605","33350","30130"
"In post","2021","30-39","United Kingdom Statistics Authority","Outside London","Male","535","525","35600","36030"
"In post","2021","30-39","United Kingdom Statistics Authority","Outside London","Unknown","10","10","[c]","[c]"
"In post","2021","30-39","Valuation Office Agency","London","Female","45","40","42270","38180"
"In post","2021","30-39","Valuation Office Agency","London","Male","45","45","44840","37500"
"In post","2021","30-39","Valuation Office Agency","Outside London","Female","285","250","30870","26280"
"In post","2021","30-39","Valuation Office Agency","Outside London","Male","265","260","32460","31100"
"In post","2021","30-39","Vehicle Certification Agency","Outside London","Female","15","15","[c]","[c]"
"In post","2021","30-39","Vehicle Certification Agency","Outside London","Male","40","40","37400","37970"
"In post","2021","30-39","Vehicle Certification Agency","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Vehicle Certification Agency","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Veterinary Medicines Directorate","Outside London","Female","25","25","[c]","[c]"
"In post","2021","30-39","Veterinary Medicines Directorate","Outside London","Male","5","5","[c]","[c]"
"In post","2021","30-39","Wales Office","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Wales Office","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Wales Office","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Wales Office","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Water Services Regulation Authority","London","Female","10","5","[c]","[c]"
"In post","2021","30-39","Water Services Regulation Authority","London","Male","10","10","[c]","[c]"
"In post","2021","30-39","Water Services Regulation Authority","Outside London","Female","30","30","[c]","[c]"
"In post","2021","30-39","Water Services Regulation Authority","Outside London","Male","20","20","[c]","[c]"
"In post","2021","30-39","Welsh Government (excl. agencies)","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Welsh Government (excl. agencies)","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Welsh Government (excl. agencies)","Outside London","Female","775","715","37020","37410"
"In post","2021","30-39","Welsh Government (excl. agencies)","Outside London","Male","475","470","37970","37410"
"In post","2021","30-39","Welsh Government (excl. agencies)","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Welsh Government (excl. agencies)","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Welsh Revenue Authority","Outside London","Female","15","15","[c]","[c]"
"In post","2021","30-39","Welsh Revenue Authority","Outside London","Male","10","10","[c]","[c]"
"In post","2021","30-39","Wilton Park","Outside London","Female","15","15","[c]","[c]"
"In post","2021","30-39","Wilton Park","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Accountant in Bankruptcy","Outside London","Female","25","20","[c]","[c]"
"In post","2021","40-49","Accountant in Bankruptcy","Outside London","Male","10","10","[c]","[c]"
"In post","2021","40-49","Advisory, Conciliation and Arbitration Service","London","Female","35","30","43840","39240"
"In post","2021","40-49","Advisory, Conciliation and Arbitration Service","London","Male","25","25","[c]","[c]"
"In post","2021","40-49","Advisory, Conciliation and Arbitration Service","Outside London","Female","125","115","30090","30950"
"In post","2021","40-49","Advisory, Conciliation and Arbitration Service","Outside London","Male","80","80","31820","30990"
"In post","2021","40-49","Animal and Plant Health Agency","London","Female","15","15","[c]","[c]"
"In post","2021","40-49","Animal and Plant Health Agency","London","Male","20","20","[c]","[c]"
"In post","2021","40-49","Animal and Plant Health Agency","Outside London","Female","415","370","31780","29180"
"In post","2021","40-49","Animal and Plant Health Agency","Outside London","Male","240","240","32080","29180"
"In post","2021","40-49","Attorney General's Office","London","Female","5","5","[c]","[c]"
"In post","2021","40-49","Attorney General's Office","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Cabinet Office (excl. agencies)","London","Female","615","590","60560","57880"
"In post","2021","40-49","Cabinet Office (excl. agencies)","London","Male","585","585","66420","60640"
"In post","2021","40-49","Cabinet Office (excl. agencies)","Outside London","Female","330","310","47220","40580"
"In post","2021","40-49","Cabinet Office (excl. agencies)","Outside London","Male","265","265","50280","49700"
"In post","2021","40-49","Cabinet Office (excl. agencies)","Unknown","Female","25","25","[c]","[c]"
"In post","2021","40-49","Cabinet Office (excl. agencies)","Unknown","Male","20","20","[c]","[c]"
"In post","2021","40-49","Centre for Environment, Fisheries and Aquaculture Science","Outside London","Female","95","80","33630","30440"
"In post","2021","40-49","Centre for Environment, Fisheries and Aquaculture Science","Outside London","Male","85","80","37170","35900"
"In post","2021","40-49","Charity Commission","London","Female","15","10","[c]","[c]"
"In post","2021","40-49","Charity Commission","London","Male","10","10","[c]","[c]"
"In post","2021","40-49","Charity Commission","Outside London","Female","65","60","34810","29440"
"In post","2021","40-49","Charity Commission","Outside London","Male","45","40","36560","29160"
"In post","2021","40-49","Companies House","Outside London","Female","130","110","31800","27460"
"In post","2021","40-49","Companies House","Outside London","Male","135","130","36730","36530"
"In post","2021","40-49","Competition and Markets Authority","London","Female","110","100","71750","74480"
"In post","2021","40-49","Competition and Markets Authority","London","Male","95","95","72380","72430"
"In post","2021","40-49","Competition and Markets Authority","Outside London","Female","5","5","[c]","[c]"
"In post","2021","40-49","Competition and Markets Authority","Outside London","Male","10","10","[c]","[c]"
"In post","2021","40-49","Criminal Injuries Compensation Authority","Outside London","Female","50","40","26920","22710"
"In post","2021","40-49","Criminal Injuries Compensation Authority","Outside London","Male","35","30","26180","23700"
"In post","2021","40-49","Crown Commercial Service","London","Female","5","5","[c]","[c]"
"In post","2021","40-49","Crown Commercial Service","London","Male","10","10","[c]","[c]"
"In post","2021","40-49","Crown Commercial Service","Outside London","Female","95","85","38670","35570"
"In post","2021","40-49","Crown Commercial Service","Outside London","Male","85","85","42470","36480"
"In post","2021","40-49","Crown Office and Procurator Fiscal Service","Outside London","Female","335","305","41100","34150"
"In post","2021","40-49","Crown Office and Procurator Fiscal Service","Outside London","Male","100","100","45130","42250"
"In post","2021","40-49","Crown Prosecution Service","London","Female","310","275","47100","50520"
"In post","2021","40-49","Crown Prosecution Service","London","Male","145","145","47500","50520"
"In post","2021","40-49","Crown Prosecution Service","Outside London","Female","985","865","41940","44130"
"In post","2021","40-49","Crown Prosecution Service","Outside London","Male","465","465","43490","48080"
"In post","2021","40-49","Crown Prosecution Service","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Crown Prosecution Service","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Crown Prosecution Service Inspectorate","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Crown Prosecution Service Inspectorate","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Crown Prosecution Service Inspectorate","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Crown Prosecution Service Inspectorate","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Debt Management Office","London","Female","10","10","[c]","[c]"
"In post","2021","40-49","Debt Management Office","London","Male","15","15","[c]","[c]"
"In post","2021","40-49","Defence Electronics and Components Agency","Outside London","Female","20","15","[c]","[c]"
"In post","2021","40-49","Defence Electronics and Components Agency","Outside London","Male","70","70","29340","27460"
"In post","2021","40-49","Defence Equipment and Support","London","Female","5","5","[c]","[c]"
"In post","2021","40-49","Defence Equipment and Support","London","Male","30","25","[c]","[c]"
"In post","2021","40-49","Defence Equipment and Support","Outside London","Female","810","745","38880","36890"
"In post","2021","40-49","Defence Equipment and Support","Outside London","Male","1320","1310","42330","40900"
"In post","2021","40-49","Defence Equipment and Support","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Defence Equipment and Support","Overseas","Male","10","10","[c]","[c]"
"In post","2021","40-49","Defence Science and Technology Laboratory","Outside London","Female","400","360","42080","46080"
"In post","2021","40-49","Defence Science and Technology Laboratory","Outside London","Male","615","610","46610","46090"
"In post","2021","40-49","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Female","425","390","57330","55590"
"In post","2021","40-49","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Male","450","445","58720","56170"
"In post","2021","40-49","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","Female","65","60","46020","42120"
"In post","2021","40-49","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","Male","45","45","48230","49080"
"In post","2021","40-49","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Department for Digital, Culture, Media and Sport","London","Female","140","130","57790","56850"
"In post","2021","40-49","Department for Digital, Culture, Media and Sport","London","Male","130","130","58330","58600"
"In post","2021","40-49","Department for Digital, Culture, Media and Sport","Outside London","Female","5","5","[c]","[c]"
"In post","2021","40-49","Department for Digital, Culture, Media and Sport","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Department for Education (excl. agencies)","London","Female","315","280","57810","56190"
"In post","2021","40-49","Department for Education (excl. agencies)","London","Male","180","180","57650","56240"
"In post","2021","40-49","Department for Education (excl. agencies)","Outside London","Female","535","495","43040","40230"
"In post","2021","40-49","Department for Education (excl. agencies)","Outside London","Male","425","420","45050","42990"
"In post","2021","40-49","Department for Education (excl. agencies)","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Department for Education (excl. agencies)","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Female","290","260","52830","54280"
"In post","2021","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Male","240","240","53500","53200"
"In post","2021","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","Female","510","470","41020","37240"
"In post","2021","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","Male","405","400","44050","46960"
"In post","2021","40-49","Department for International Trade","London","Female","175","170","50900","51970"
"In post","2021","40-49","Department for International Trade","London","Male","180","175","54220","51970"
"In post","2021","40-49","Department for International Trade","Outside London","Female","20","20","[c]","[c]"
"In post","2021","40-49","Department for International Trade","Outside London","Male","30","30","[c]","[c]"
"In post","2021","40-49","Department for International Trade","Overseas","Female","10","10","[c]","[c]"
"In post","2021","40-49","Department for International Trade","Overseas","Male","35","35","63140","60080"
"In post","2021","40-49","Department for Transport (excl. agencies)","London","Female","280","260","54830","54760"
"In post","2021","40-49","Department for Transport (excl. agencies)","London","Male","385","380","56720","54760"
"In post","2021","40-49","Department for Transport (excl. agencies)","Outside London","Female","55","50","41730","38650"
"In post","2021","40-49","Department for Transport (excl. agencies)","Outside London","Male","60","60","54310","49300"
"In post","2021","40-49","Department for Work and Pensions (excl. agencies)","London","Female","1400","1245","34220","31060"
"In post","2021","40-49","Department for Work and Pensions (excl. agencies)","London","Male","780","770","36420","31060"
"In post","2021","40-49","Department for Work and Pensions (excl. agencies)","Outside London","Female","12720","10855","26810","27570"
"In post","2021","40-49","Department for Work and Pensions (excl. agencies)","Outside London","Male","6575","6435","28260","27570"
"In post","2021","40-49","Department for Work and Pensions (excl. agencies)","Unknown","Female","125","115","29870","27570"
"In post","2021","40-49","Department for Work and Pensions (excl. agencies)","Unknown","Male","75","70","31530","27570"
"In post","2021","40-49","Department of Health and Social Care (excl. agencies)","London","Female","255","235","55550","53360"
"In post","2021","40-49","Department of Health and Social Care (excl. agencies)","London","Male","175","175","64240","66230"
"In post","2021","40-49","Department of Health and Social Care (excl. agencies)","Outside London","Female","170","155","45430","49530"
"In post","2021","40-49","Department of Health and Social Care (excl. agencies)","Outside London","Male","130","130","46740","49530"
"In post","2021","40-49","Disclosure Scotland","Outside London","Female","35","30","32690","29190"
"In post","2021","40-49","Disclosure Scotland","Outside London","Male","35","35","31860","28170"
"In post","2021","40-49","Driver and Vehicle Licensing Agency","Outside London","Female","875","750","25700","21590"
"In post","2021","40-49","Driver and Vehicle Licensing Agency","Outside London","Male","670","660","30860","26130"
"In post","2021","40-49","Driver and Vehicle Standards Agency","London","Female","30","30","32370","30780"
"In post","2021","40-49","Driver and Vehicle Standards Agency","London","Male","60","60","31710","30780"
"In post","2021","40-49","Driver and Vehicle Standards Agency","Outside London","Female","365","330","30040","26780"
"In post","2021","40-49","Driver and Vehicle Standards Agency","Outside London","Male","740","735","30600","27680"
"In post","2021","40-49","Education and Skills Funding Agency","London","Female","55","50","51890","54160"
"In post","2021","40-49","Education and Skills Funding Agency","London","Male","40","40","56640","54400"
"In post","2021","40-49","Education and Skills Funding Agency","Outside London","Female","265","245","41990","37100"
"In post","2021","40-49","Education and Skills Funding Agency","Outside London","Male","195","190","44990","43120"
"In post","2021","40-49","Education Scotland","Outside London","Female","60","60","54090","52480"
"In post","2021","40-49","Education Scotland","Outside London","Male","25","25","[c]","[c]"
"In post","2021","40-49","ESTYN","Outside London","Female","15","15","[c]","[c]"
"In post","2021","40-49","ESTYN","Outside London","Male","10","10","[c]","[c]"
"In post","2021","40-49","FCDO Services","London","Female","10","10","[c]","[c]"
"In post","2021","40-49","FCDO Services","London","Male","25","25","[c]","[c]"
"In post","2021","40-49","FCDO Services","Outside London","Female","80","75","41940","33050"
"In post","2021","40-49","FCDO Services","Outside London","Male","90","90","40710","40330"
"In post","2021","40-49","FCDO Services","Overseas","Female","5","5","[c]","[c]"
"In post","2021","40-49","FCDO Services","Overseas","Male","30","30","40990","39330"
"In post","2021","40-49","Food Standards Agency","London","Female","80","75","45690","40960"
"In post","2021","40-49","Food Standards Agency","London","Male","75","75","43480","40960"
"In post","2021","40-49","Food Standards Agency","Outside London","Female","80","75","39680","37910"
"In post","2021","40-49","Food Standards Agency","Outside London","Male","120","120","35700","30810"
"In post","2021","40-49","Food Standards Scotland","Outside London","Female","30","30","40790","38540"
"In post","2021","40-49","Food Standards Scotland","Outside London","Male","35","35","35470","32140"
"In post","2021","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","London","Female","525","485","55480","57400"
"In post","2021","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","London","Male","470","465","56980","58030"
"In post","2021","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","Female","160","150","41360","39630"
"In post","2021","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","Male","130","130","43240","42660"
"In post","2021","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","Female","295","295","56370","58030"
"In post","2021","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","Male","380","380","54530","56110"
"In post","2021","40-49","Forestry and Land Scotland","Outside London","Female","90","85","34040","30160"
"In post","2021","40-49","Forestry and Land Scotland","Outside London","Male","140","140","33710","31060"
"In post","2021","40-49","Government Actuary's Department","London","Female","15","15","[c]","[c]"
"In post","2021","40-49","Government Actuary's Department","London","Male","30","30","85170","89720"
"In post","2021","40-49","Government Actuary's Department","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Government Actuary's Department","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Government Internal Audit Agency","London","Female","25","25","[c]","[c]"
"In post","2021","40-49","Government Internal Audit Agency","London","Male","25","25","[c]","[c]"
"In post","2021","40-49","Government Internal Audit Agency","Outside London","Female","45","45","44100","40650"
"In post","2021","40-49","Government Internal Audit Agency","Outside London","Male","35","35","45310","43550"
"In post","2021","40-49","Government Legal Department","London","Female","480","410","59240","63730"
"In post","2021","40-49","Government Legal Department","London","Male","215","210","60490","65680"
"In post","2021","40-49","Government Legal Department","Outside London","Female","20","20","[c]","[c]"
"In post","2021","40-49","Government Legal Department","Outside London","Male","15","15","[c]","[c]"
"In post","2021","40-49","Government Property Agency","London","Female","5","5","[c]","[c]"
"In post","2021","40-49","Government Property Agency","London","Male","10","10","[c]","[c]"
"In post","2021","40-49","Government Property Agency","Outside London","Female","15","15","[c]","[c]"
"In post","2021","40-49","Government Property Agency","Outside London","Male","30","30","[c]","[c]"
"In post","2021","40-49","Government Property Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Government Property Agency","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Health and Safety Executive","London","Female","20","20","[c]","[c]"
"In post","2021","40-49","Health and Safety Executive","London","Male","15","15","[c]","[c]"
"In post","2021","40-49","Health and Safety Executive","Outside London","Female","330","300","41970","41000"
"In post","2021","40-49","Health and Safety Executive","Outside London","Male","300","295","49710","46320"
"In post","2021","40-49","HM Courts and Tribunals Service","London","Female","610","550","31110","24690"
"In post","2021","40-49","HM Courts and Tribunals Service","London","Male","310","305","31510","26410"
"In post","2021","40-49","HM Courts and Tribunals Service","Outside London","Female","2110","1775","24300","20650"
"In post","2021","40-49","HM Courts and Tribunals Service","Outside London","Male","740","720","24830","20690"
"In post","2021","40-49","HM Courts and Tribunals Service","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","HM Courts and Tribunals Service","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","HM Land Registry","London","Female","40","40","44980","37330"
"In post","2021","40-49","HM Land Registry","London","Male","40","40","54090","44260"
"In post","2021","40-49","HM Land Registry","Outside London","Female","750","675","31480","27130"
"In post","2021","40-49","HM Land Registry","Outside London","Male","435","425","34460","33840"
"In post","2021","40-49","HM Prison and Probation Service","London","Female","675","645","39270","35230"
"In post","2021","40-49","HM Prison and Probation Service","London","Male","650","640","37330","35310"
"In post","2021","40-49","HM Prison and Probation Service","Outside London","Female","5245","4825","31440","30210"
"In post","2021","40-49","HM Prison and Probation Service","Outside London","Male","4880","4810","31850","31650"
"In post","2021","40-49","HM Prison and Probation Service","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","HM Prison and Probation Service","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","HM Revenue and Customs (excl. agencies)","London","Female","775","715","45010","36240"
"In post","2021","40-49","HM Revenue and Customs (excl. agencies)","London","Male","810","805","46780","41760"
"In post","2021","40-49","HM Revenue and Customs (excl. agencies)","Outside London","Female","6565","5785","29850","25560"
"In post","2021","40-49","HM Revenue and Customs (excl. agencies)","Outside London","Male","5740","5640","31930","31810"
"In post","2021","40-49","HM Treasury (excl. agencies)","London","Female","110","100","59090","63000"
"In post","2021","40-49","HM Treasury (excl. agencies)","London","Male","100","100","65700","67450"
"In post","2021","40-49","HM Treasury (excl. agencies)","Outside London","Female","10","5","[c]","[c]"
"In post","2021","40-49","HM Treasury (excl. agencies)","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Home Office (incl. agencies)","London","Female","1905","1725","41380","35200"
"In post","2021","40-49","Home Office (incl. agencies)","London","Male","1545","1530","43240","36440"
"In post","2021","40-49","Home Office (incl. agencies)","Outside London","Female","2795","2470","28300","25310"
"In post","2021","40-49","Home Office (incl. agencies)","Outside London","Male","2680","2630","29020","25650"
"In post","2021","40-49","Home Office (incl. agencies)","Overseas","Female","55","50","[c]","[c]"
"In post","2021","40-49","Home Office (incl. agencies)","Overseas","Male","65","65","[c]","[c]"
"In post","2021","40-49","Insolvency Service","London","Female","45","40","40250","42790"
"In post","2021","40-49","Insolvency Service","London","Male","35","35","39600","39000"
"In post","2021","40-49","Insolvency Service","Outside London","Female","260","245","32980","31000"
"In post","2021","40-49","Insolvency Service","Outside London","Male","165","160","34130","33720"
"In post","2021","40-49","Institute for Apprenticeships and Technical Education","London","Female","10","10","[c]","[c]"
"In post","2021","40-49","Institute for Apprenticeships and Technical Education","London","Male","10","10","[c]","[c]"
"In post","2021","40-49","Institute for Apprenticeships and Technical Education","Outside London","Female","15","15","[c]","[c]"
"In post","2021","40-49","Institute for Apprenticeships and Technical Education","Outside London","Male","15","15","[c]","[c]"
"In post","2021","40-49","Legal Aid Agency","London","Female","30","30","45220","42540"
"In post","2021","40-49","Legal Aid Agency","London","Male","30","30","48150","44510"
"In post","2021","40-49","Legal Aid Agency","Outside London","Female","150","135","26610","21850"
"In post","2021","40-49","Legal Aid Agency","Outside London","Male","110","110","27500","22570"
"In post","2021","40-49","Maritime and Coastguard Agency","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Maritime and Coastguard Agency","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Maritime and Coastguard Agency","Outside London","Female","110","100","35060","31780"
"In post","2021","40-49","Maritime and Coastguard Agency","Outside London","Male","195","195","41390","36980"
"In post","2021","40-49","Medicines and Healthcare Products Regulatory Agency","London","Female","160","150","55670","53830"
"In post","2021","40-49","Medicines and Healthcare Products Regulatory Agency","London","Male","85","80","55670","53830"
"In post","2021","40-49","Medicines and Healthcare Products Regulatory Agency","Outside London","Female","50","45","47210","44620"
"In post","2021","40-49","Medicines and Healthcare Products Regulatory Agency","Outside London","Male","40","40","52200","53620"
"In post","2021","40-49","Met Office","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Met Office","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Met Office","Outside London","Female","215","185","41460","39670"
"In post","2021","40-49","Met Office","Outside London","Male","330","320","44120","42000"
"In post","2021","40-49","Met Office","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Met Office","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","London","Female","295","275","47060","42200"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","London","Male","390","385","47530","44910"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Outside London","Female","3560","3340","31800","26670"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Outside London","Male","3350","3325","33380","33000"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Overseas","Female","110","110","42130","41600"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Overseas","Male","105","105","45080","41600"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Unknown","Female","20","15","[c]","[c]"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Unknown","Male","40","40","33730","28280"
"In post","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","London","Female","185","175","57180","53870"
"In post","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","London","Male","185","185","56900","53720"
"In post","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","Outside London","Female","110","100","39450","36340"
"In post","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","Outside London","Male","70","70","43380","41960"
"In post","2021","40-49","Ministry of Justice (excl. agencies)","London","Female","500","470","47850","43470"
"In post","2021","40-49","Ministry of Justice (excl. agencies)","London","Male","405","400","50740","52570"
