"Status","Year","Age","Organisation","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","London","Male","370","370","35950","35700"
"In post","2021","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","Female","130","130","29450","26120"
"In post","2021","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","Male","100","100","30150","27080"
"In post","2021","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","Female","110","110","37810","34220"
"In post","2021","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","Male","90","90","37020","34220"
"In post","2021","20-29","Forestry and Land Scotland","Outside London","Female","45","45","26660","25830"
"In post","2021","20-29","Forestry and Land Scotland","Outside London","Male","60","60","25250","25140"
"In post","2021","20-29","Government Actuary's Department","London","Female","20","20","[c]","[c]"
"In post","2021","20-29","Government Actuary's Department","London","Male","40","40","37460","36410"
"In post","2021","20-29","Government Internal Audit Agency","London","Female","10","10","[c]","[c]"
"In post","2021","20-29","Government Internal Audit Agency","London","Male","10","10","[c]","[c]"
"In post","2021","20-29","Government Internal Audit Agency","Outside London","Female","10","10","[c]","[c]"
"In post","2021","20-29","Government Internal Audit Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Government Legal Department","London","Female","200","200","36750","33460"
"In post","2021","20-29","Government Legal Department","London","Male","130","130","36250","33050"
"In post","2021","20-29","Government Legal Department","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Government Legal Department","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Government Property Agency","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Government Property Agency","London","Male","5","5","[c]","[c]"
"In post","2021","20-29","Government Property Agency","Outside London","Female","10","10","[c]","[c]"
"In post","2021","20-29","Government Property Agency","Outside London","Male","5","5","[c]","[c]"
"In post","2021","20-29","Government Property Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Government Property Agency","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Health and Safety Executive","London","Female","15","15","[c]","[c]"
"In post","2021","20-29","Health and Safety Executive","London","Male","5","5","[c]","[c]"
"In post","2021","20-29","Health and Safety Executive","Outside London","Female","125","120","27640","26370"
"In post","2021","20-29","Health and Safety Executive","Outside London","Male","100","100","28200","26370"
"In post","2021","20-29","HM Courts and Tribunals Service","London","Female","505","505","25110","22680"
"In post","2021","20-29","HM Courts and Tribunals Service","London","Male","275","275","25160","22680"
"In post","2021","20-29","HM Courts and Tribunals Service","Outside London","Female","945","915","20110","18890"
"In post","2021","20-29","HM Courts and Tribunals Service","Outside London","Male","435","435","20190","19450"
"In post","2021","20-29","HM Courts and Tribunals Service","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","HM Courts and Tribunals Service","Unknown","Male","5","5","[c]","[c]"
"In post","2021","20-29","HM Land Registry","London","Female","25","25","[c]","[c]"
"In post","2021","20-29","HM Land Registry","London","Male","25","25","[c]","[c]"
"In post","2021","20-29","HM Land Registry","Outside London","Female","605","590","24700","22350"
"In post","2021","20-29","HM Land Registry","Outside London","Male","455","450","25630","22350"
"In post","2021","20-29","HM Prison and Probation Service","London","Female","900","895","30620","30220"
"In post","2021","20-29","HM Prison and Probation Service","London","Male","455","450","31690","32640"
"In post","2021","20-29","HM Prison and Probation Service","Outside London","Female","5140","5030","25090","24120"
"In post","2021","20-29","HM Prison and Probation Service","Outside London","Male","3975","3965","25800","25380"
"In post","2021","20-29","HM Revenue and Customs (excl. agencies)","London","Female","505","500","36960","36160"
"In post","2021","20-29","HM Revenue and Customs (excl. agencies)","London","Male","615","615","38030","36160"
"In post","2021","20-29","HM Revenue and Customs (excl. agencies)","Outside London","Female","4060","3925","25370","25560"
"In post","2021","20-29","HM Revenue and Customs (excl. agencies)","Outside London","Male","4665","4595","25580","25560"
"In post","2021","20-29","HM Treasury (excl. agencies)","London","Female","440","440","38340","32960"
"In post","2021","20-29","HM Treasury (excl. agencies)","London","Male","515","515","39400","34140"
"In post","2021","20-29","HM Treasury (excl. agencies)","Outside London","Female","15","15","[c]","[c]"
"In post","2021","20-29","HM Treasury (excl. agencies)","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Home Office (incl. agencies)","London","Female","1080","1070","35630","35050"
"In post","2021","20-29","Home Office (incl. agencies)","London","Male","855","850","35870","35050"
"In post","2021","20-29","Home Office (incl. agencies)","Outside London","Female","1745","1665","24020","24880"
"In post","2021","20-29","Home Office (incl. agencies)","Outside London","Male","1590","1545","24010","24880"
"In post","2021","20-29","Home Office (incl. agencies)","Overseas","Female","5","5","[c]","[c]"
"In post","2021","20-29","Home Office (incl. agencies)","Overseas","Male","10","10","[c]","[c]"
"In post","2021","20-29","Home Office (incl. agencies)","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Home Office (incl. agencies)","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Insolvency Service","London","Female","15","15","[c]","[c]"
"In post","2021","20-29","Insolvency Service","London","Male","10","10","[c]","[c]"
"In post","2021","20-29","Insolvency Service","Outside London","Female","110","110","22800","20880"
"In post","2021","20-29","Insolvency Service","Outside London","Male","80","80","23200","20880"
"In post","2021","20-29","Institute for Apprenticeships and Technical Education","London","Female","10","10","[c]","[c]"
"In post","2021","20-29","Institute for Apprenticeships and Technical Education","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Institute for Apprenticeships and Technical Education","Outside London","Female","10","10","[c]","[c]"
"In post","2021","20-29","Institute for Apprenticeships and Technical Education","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Legal Aid Agency","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Legal Aid Agency","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Legal Aid Agency","Outside London","Female","65","65","20530","19930"
"In post","2021","20-29","Legal Aid Agency","Outside London","Male","35","35","20450","19930"
"In post","2021","20-29","Maritime and Coastguard Agency","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Maritime and Coastguard Agency","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Maritime and Coastguard Agency","Outside London","Female","80","80","27290","26590"
"In post","2021","20-29","Maritime and Coastguard Agency","Outside London","Male","110","110","30230","29350"
"In post","2021","20-29","Medicines and Healthcare Products Regulatory Agency","London","Female","130","130","34010","32640"
"In post","2021","20-29","Medicines and Healthcare Products Regulatory Agency","London","Male","55","55","30870","27400"
"In post","2021","20-29","Medicines and Healthcare Products Regulatory Agency","Outside London","Female","15","15","[c]","[c]"
"In post","2021","20-29","Medicines and Healthcare Products Regulatory Agency","Outside London","Male","20","20","[c]","[c]"
"In post","2021","20-29","Met Office","London","Female","10","10","[c]","[c]"
"In post","2021","20-29","Met Office","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Met Office","Outside London","Female","145","145","30210","31580"
"In post","2021","20-29","Met Office","Outside London","Male","120","120","29970","30930"
"In post","2021","20-29","Met Office","Overseas","Female","5","5","[c]","[c]"
"In post","2021","20-29","Met Office","Overseas","Male","10","10","[c]","[c]"
"In post","2021","20-29","Ministry of Defence (excl. agencies)","London","Female","335","335","37150","37000"
"In post","2021","20-29","Ministry of Defence (excl. agencies)","London","Male","390","390","37230","37000"
"In post","2021","20-29","Ministry of Defence (excl. agencies)","Outside London","Female","1380","1355","27170","26670"
"In post","2021","20-29","Ministry of Defence (excl. agencies)","Outside London","Male","1580","1575","27460","26610"
"In post","2021","20-29","Ministry of Defence (excl. agencies)","Overseas","Female","30","30","[c]","[c]"
"In post","2021","20-29","Ministry of Defence (excl. agencies)","Overseas","Male","20","20","[c]","[c]"
"In post","2021","20-29","Ministry of Defence (excl. agencies)","Unknown","Female","5","5","[c]","[c]"
"In post","2021","20-29","Ministry of Defence (excl. agencies)","Unknown","Male","10","10","[c]","[c]"
"In post","2021","20-29","Ministry of Housing, Communities and Local Government (excl. agencies)","London","Female","285","285","38350","33210"
"In post","2021","20-29","Ministry of Housing, Communities and Local Government (excl. agencies)","London","Male","270","265","38700","33960"
"In post","2021","20-29","Ministry of Housing, Communities and Local Government (excl. agencies)","Outside London","Female","55","55","32940","30190"
"In post","2021","20-29","Ministry of Housing, Communities and Local Government (excl. agencies)","Outside London","Male","40","40","32320","30190"
"In post","2021","20-29","Ministry of Justice (excl. agencies)","London","Female","485","480","35120","32870"
"In post","2021","20-29","Ministry of Justice (excl. agencies)","London","Male","265","265","35780","32870"
"In post","2021","20-29","Ministry of Justice (excl. agencies)","Outside London","Female","120","120","28190","24000"
"In post","2021","20-29","Ministry of Justice (excl. agencies)","Outside London","Male","75","75","29200","24850"
"In post","2021","20-29","Ministry of Justice (excl. agencies)","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Ministry of Justice (excl. agencies)","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","National Crime Agency","London","Female","190","190","34540","32260"
"In post","2021","20-29","National Crime Agency","London","Male","145","145","35370","36200"
"In post","2021","20-29","National Crime Agency","Outside London","Female","375","375","30250","30640"
"In post","2021","20-29","National Crime Agency","Outside London","Male","225","225","30370","30640"
"In post","2021","20-29","National Crime Agency","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","National Crime Agency","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","National Infrastructure Commission","London","Female","10","10","[c]","[c]"
"In post","2021","20-29","National Infrastructure Commission","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","National Records of Scotland","Outside London","Female","20","20","[c]","[c]"
"In post","2021","20-29","National Records of Scotland","Outside London","Male","25","25","[c]","[c]"
"In post","2021","20-29","National Savings and Investments","London","Female","10","10","[c]","[c]"
"In post","2021","20-29","National Savings and Investments","London","Male","10","10","[c]","[c]"
"In post","2021","20-29","National Savings and Investments","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","National Savings and Investments","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Northern Ireland Office","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Northern Ireland Office","London","Male","15","15","[c]","[c]"
