"Status","Year","Organisation","Profession_of_post","Region_ITL1","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Valuation Office Agency","Finance","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Finance","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Finance","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Finance","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Finance","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Human Resources","East of England","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Human Resources","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Human Resources","London","G6/G7","5","5","[c]","[c]"
"In post","2021","Valuation Office Agency","Human Resources","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Human Resources","London","SEO/HEO","10","10","41760","38430"
"In post","2021","Valuation Office Agency","Human Resources","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Human Resources","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Human Resources","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Human Resources","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Human Resources","North West (England)","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Valuation Office Agency","Human Resources","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Human Resources","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Human Resources","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Human Resources","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Human Resources","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Human Resources","Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Human Resources","Wales","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Valuation Office Agency","Human Resources","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Human Resources","Yorkshire and The Humber","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Human Resources","Yorkshire and The Humber","EO","5","5","[c]","[c]"
"In post","2021","Valuation Office Agency","Human Resources","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Human Resources","Yorkshire and The Humber","SEO/HEO","15","15","36290","32680"
"In post","2021","Valuation Office Agency","Knowledge and Information Management","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Knowledge and Information Management","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Knowledge and Information Management","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Knowledge and Information Management","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Knowledge and Information Management","Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Knowledge and Information Management","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Operational Delivery","East Midlands (England)","AA/AO","15","15","21120","21100"
"In post","2021","Valuation Office Agency","Operational Delivery","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Operational Delivery","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Operational Delivery","East Midlands (England)","SEO/HEO","10","10","34650","32100"
"In post","2021","Valuation Office Agency","Operational Delivery","East of England","AA/AO","15","15","21090","21100"
"In post","2021","Valuation Office Agency","Operational Delivery","East of England","EO","10","10","[c]","[c]"
"In post","2021","Valuation Office Agency","Operational Delivery","East of England","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Operational Delivery","East of England","SEO/HEO","10","10","37760","39640"
"In post","2021","Valuation Office Agency","Operational Delivery","London","AA/AO","35","30","24940","24960"
"In post","2021","Valuation Office Agency","Operational Delivery","London","EO","20","15","31030","30250"
"In post","2021","Valuation Office Agency","Operational Delivery","London","G6/G7","20","20","63970","62080"
"In post","2021","Valuation Office Agency","Operational Delivery","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Operational Delivery","London","SEO/HEO","30","30","41240","42250"
"In post","2021","Valuation Office Agency","Operational Delivery","North East (England)","AA/AO","195","185","20820","20880"
"In post","2021","Valuation Office Agency","Operational Delivery","North East (England)","EO","55","50","25560","25860"
"In post","2021","Valuation Office Agency","Operational Delivery","North East (England)","G6/G7","10","10","55030","53960"
"In post","2021","Valuation Office Agency","Operational Delivery","North East (England)","SEO/HEO","35","30","34380","32110"
"In post","2021","Valuation Office Agency","Operational Delivery","North West (England)","AA/AO","20","15","20810","21100"
"In post","2021","Valuation Office Agency","Operational Delivery","North West (England)","EO","5","5","[c]","[c]"
"In post","2021","Valuation Office Agency","Operational Delivery","North West (England)","G6/G7","10","10","56700","54990"
"In post","2021","Valuation Office Agency","Operational Delivery","North West (England)","SEO/HEO","25","25","37260","37750"
"In post","2021","Valuation Office Agency","Operational Delivery","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Operational Delivery","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Operational Delivery","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Operational Delivery","South East (England)","AA/AO","25","20","20870","21100"
"In post","2021","Valuation Office Agency","Operational Delivery","South East (England)","EO","5","5","[c]","[c]"
"In post","2021","Valuation Office Agency","Operational Delivery","South East (England)","G6/G7","5","5","[c]","[c]"
"In post","2021","Valuation Office Agency","Operational Delivery","South East (England)","SEO/HEO","15","15","35270","33250"
"In post","2021","Valuation Office Agency","Operational Delivery","South West (England)","AA/AO","240","215","20810","21100"
"In post","2021","Valuation Office Agency","Operational Delivery","South West (England)","EO","45","40","25350","25500"
"In post","2021","Valuation Office Agency","Operational Delivery","South West (England)","G6/G7","10","10","59470","56060"
"In post","2021","Valuation Office Agency","Operational Delivery","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Operational Delivery","South West (England)","SEO/HEO","30","30","35570","32860"
"In post","2021","Valuation Office Agency","Operational Delivery","Wales","AA/AO","50","45","21040","21100"
"In post","2021","Valuation Office Agency","Operational Delivery","Wales","EO","10","10","25700","25860"
"In post","2021","Valuation Office Agency","Operational Delivery","Wales","G6/G7","15","15","56560","54990"
"In post","2021","Valuation Office Agency","Operational Delivery","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Operational Delivery","Wales","SEO/HEO","15","15","35210","32780"
"In post","2021","Valuation Office Agency","Operational Delivery","West Midlands (England)","AA/AO","25","25","20750","21100"
"In post","2021","Valuation Office Agency","Operational Delivery","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Operational Delivery","West Midlands (England)","G6/G7","5","5","[c]","[c]"
"In post","2021","Valuation Office Agency","Operational Delivery","West Midlands (England)","SEO/HEO","20","20","36900","37750"
"In post","2021","Valuation Office Agency","Operational Delivery","Yorkshire and The Humber","AA/AO","120","105","20850","21100"
"In post","2021","Valuation Office Agency","Operational Delivery","Yorkshire and The Humber","EO","30","30","25630","25860"
"In post","2021","Valuation Office Agency","Operational Delivery","Yorkshire and The Humber","G6/G7","10","10","[c]","[c]"
"In post","2021","Valuation Office Agency","Operational Delivery","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Operational Delivery","Yorkshire and The Humber","SEO/HEO","30","30","36480","37750"
"In post","2021","Valuation Office Agency","Operational Research","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Operational Research","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Operational Research","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Operational Research","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Policy","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Policy","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Policy","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Policy","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Policy","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Policy","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Policy","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Project Delivery","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Project Delivery","East of England","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Project Delivery","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Project Delivery","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Project Delivery","London","G6/G7","5","5","[c]","[c]"
"In post","2021","Valuation Office Agency","Project Delivery","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Project Delivery","London","SEO/HEO","10","10","43210","43300"
"In post","2021","Valuation Office Agency","Project Delivery","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Project Delivery","North East (England)","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Valuation Office Agency","Project Delivery","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Project Delivery","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Project Delivery","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Project Delivery","North West (England)","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Valuation Office Agency","Project Delivery","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Project Delivery","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Project Delivery","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Project Delivery","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Project Delivery","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Project Delivery","Wales","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Valuation Office Agency","Project Delivery","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Project Delivery","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Project Delivery","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Project Delivery","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Project Delivery","Yorkshire and The Humber","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Valuation Office Agency","Property","East Midlands (England)","AA/AO","10","5","[c]","[c]"
"In post","2021","Valuation Office Agency","Property","East Midlands (England)","EO","45","35","26250","26000"
