"Status","Year","Disability","Organisation","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Department for Education (excl. agencies)","Department for Education","Security","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Education (excl. agencies)","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Commercial","20","15","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Communications","25","25","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","70","65","43580","43320"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Economics","15","15","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Finance","40","40","40730","37190"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Human Resources","45","40","43230","39300"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Operational Delivery","15","15","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Policy","255","245","40060","35900"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Project Delivery","35","35","39390","35900"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Property","45","45","34610","30160"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Science and Engineering","15","15","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Social Research","5","5","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Statistics","5","5","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Department for International Trade","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Department for International Trade","Communications","5","5","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Department for International Trade","Digital, Data and Technology","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Department for International Trade","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Department for International Trade","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Department for International Trade","Human Resources","15","15","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Department for International Trade","International Trade","90","90","46700","48680"
"In post","2021","Declared disabled","Department for International Trade","Department for International Trade","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Department for International Trade","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Department for International Trade","Operational Delivery","15","15","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Department for International Trade","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Department for International Trade","Other","15","15","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Department for International Trade","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Department for International Trade","Policy","15","15","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Department for International Trade","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Department for International Trade","Property","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Department for International Trade","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Department for International Trade","Security","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Department for International Trade","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Department for International Trade","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","Department for Transport","Commercial","5","5","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","Department for Transport","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","Department for Transport","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","Department for Transport","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","Department for Transport","Digital, Data and Technology","10","5","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","Department for Transport","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","Department for Transport","Finance","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","Department for Transport","Human Resources","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","Department for Transport","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","Department for Transport","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","Department for Transport","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","Department for Transport","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","Department for Transport","Operational Delivery","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","Department for Transport","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","Department for Transport","Other","20","15","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","Department for Transport","Policy","65","65","46880","45890"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","Department for Transport","Project Delivery","20","20","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","Department for Transport","Property","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","Department for Transport","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","Department for Transport","Security","5","5","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","Department for Transport","Social Research","5","5","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","Department for Transport","Statistics","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","Department for Transport","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","15220","13360","27040","27570"
"In post","2021","Declared disabled","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Commercial","10","5","[c]","[c]"
