"Status","Year","Disability","Organisation","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared non-disabled","National Crime Agency","National Crime Agency","Commercial","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","National Crime Agency","National Crime Agency","Communications","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","National Crime Agency","National Crime Agency","Digital, Data and Technology","95","95","44750","43450"
"In post","2021","Declared non-disabled","National Crime Agency","National Crime Agency","Finance","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","National Crime Agency","National Crime Agency","Human Resources","75","70","43240","40730"
"In post","2021","Declared non-disabled","National Crime Agency","National Crime Agency","Legal","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","National Crime Agency","National Crime Agency","Operational Delivery","1475","1435","42970","40210"
"In post","2021","Declared non-disabled","National Crime Agency","National Crime Agency","Project Delivery","35","35","48070","45480"
"In post","2021","Declared non-disabled","National Crime Agency","National Crime Agency","Property","20","15","[c]","[c]"
"In post","2021","Declared non-disabled","National Crime Agency","National Crime Agency","Security","10","5","[c]","[c]"
"In post","2021","Declared non-disabled","National Infrastructure Commission","HM Treasury","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","National Infrastructure Commission","HM Treasury","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","National Infrastructure Commission","HM Treasury","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","National Infrastructure Commission","HM Treasury","Policy","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","National Records of Scotland","Scottish Government","Unknown","205","190","36460","35110"
"In post","2021","Declared non-disabled","National Savings and Investments","Chancellor's other departments","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","National Savings and Investments","Chancellor's other departments","Communications","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","National Savings and Investments","Chancellor's other departments","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","National Savings and Investments","Chancellor's other departments","Digital, Data and Technology","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","National Savings and Investments","Chancellor's other departments","Finance","30","25","[c]","[c]"
"In post","2021","Declared non-disabled","National Savings and Investments","Chancellor's other departments","Human Resources","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","National Savings and Investments","Chancellor's other departments","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","National Savings and Investments","Chancellor's other departments","Other","90","90","54170","44800"
"In post","2021","Declared non-disabled","National Savings and Investments","Chancellor's other departments","Project Delivery","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","National Savings and Investments","Chancellor's other departments","Property","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","National Savings and Investments","Chancellor's other departments","Security","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","National Savings and Investments","Chancellor's other departments","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Northern Ireland Office","Northern Ireland Office","Communications","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Northern Ireland Office","Northern Ireland Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Northern Ireland Office","Northern Ireland Office","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Northern Ireland Office","Northern Ireland Office","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Northern Ireland Office","Northern Ireland Office","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Northern Ireland Office","Northern Ireland Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Northern Ireland Office","Northern Ireland Office","Other","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Northern Ireland Office","Northern Ireland Office","Policy","50","50","51590","49960"
"In post","2021","Declared non-disabled","Northern Ireland Office","Northern Ireland Office","Property","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Northern Ireland Office","Northern Ireland Office","Security","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Office for Budget Responsibility","HM Treasury","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Office for Budget Responsibility","HM Treasury","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Commercial","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Communications","35","30","42490","39850"
"In post","2021","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Digital, Data and Technology","60","60","46330","39850"
"In post","2021","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Finance","35","30","43340","32010"
"In post","2021","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Human Resources","45","40","40650","39460"
"In post","2021","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Inspector of Education and Training","665","650","67090","75500"
"In post","2021","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Legal","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Operational Delivery","185","170","29000","25620"
"In post","2021","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Other","210","200","29280","25880"
"In post","2021","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Policy","55","50","52710","42850"
"In post","2021","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Project Delivery","30","30","[c]","[c]"
"In post","2021","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Property","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Social Research","35","30","41510","35010"
"In post","2021","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Statistics","95","90","40350","39850"
"In post","2021","Declared non-disabled","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Communications","35","30","42370","36480"
"In post","2021","Declared non-disabled","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Corporate Finance","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Counter Fraud","10","5","[c]","[c]"
"In post","2021","Declared non-disabled","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Digital, Data and Technology","90","90","51440","46160"
"In post","2021","Declared non-disabled","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Economics","50","50","46920","46250"
"In post","2021","Declared non-disabled","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Finance","35","35","51620","46250"
"In post","2021","Declared non-disabled","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Human Resources","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Legal","70","70","61590","62380"
"In post","2021","Declared non-disabled","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Operational Delivery","145","145","33420","27120"
"In post","2021","Declared non-disabled","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Other","450","440","44680","37510"
"In post","2021","Declared non-disabled","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Policy","75","70","37930","34240"
"In post","2021","Declared non-disabled","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Project Delivery","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Property","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Science and Engineering","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Communications","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Finance","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Human Resources","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Legal","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Operational Delivery","50","50","42600","36540"
"In post","2021","Declared non-disabled","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Operational Research","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Policy","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Project Delivery","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Property","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Statistics","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Office of Rail and Road","Office of Rail and Road","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Office of Rail and Road","Office of Rail and Road","Communications","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Office of Rail and Road","Office of Rail and Road","Digital, Data and Technology","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Office of Rail and Road","Office of Rail and Road","Economics","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Office of Rail and Road","Office of Rail and Road","Finance","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Office of Rail and Road","Office of Rail and Road","Human Resources","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Office of Rail and Road","Office of Rail and Road","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Office of Rail and Road","Office of Rail and Road","Legal","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Office of Rail and Road","Office of Rail and Road","Operational Delivery","120","115","53860","53700"
"In post","2021","Declared non-disabled","Office of Rail and Road","Office of Rail and Road","Policy","60","55","58550","56470"
"In post","2021","Declared non-disabled","Office of Rail and Road","Office of Rail and Road","Property","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Office of Rail and Road","Office of Rail and Road","Science and Engineering","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Office of Rail and Road","Office of Rail and Road","Statistics","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Office of the Public Guardian","Ministry of Justice","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Office of the Public Guardian","Ministry of Justice","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Office of the Public Guardian","Ministry of Justice","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Office of the Public Guardian","Ministry of Justice","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Office of the Public Guardian","Ministry of Justice","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Office of the Public Guardian","Ministry of Justice","Knowledge and Information Management","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Office of the Public Guardian","Ministry of Justice","Legal","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Office of the Public Guardian","Ministry of Justice","Operational Delivery","905","835","21850","19930"
"In post","2021","Declared non-disabled","Office of the Public Guardian","Ministry of Justice","Policy","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Office of the Public Guardian","Ministry of Justice","Project Delivery","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Office of the Public Guardian","Ministry of Justice","Property","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Office of the Scottish Charity Regulator","Scottish Government","Unknown","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Commercial","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Communications","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Digital, Data and Technology","35","35","39230","40720"
"In post","2021","Declared non-disabled","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Finance","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Human Resources","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Knowledge and Information Management","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Operational Delivery","225","210","31090","26050"
"In post","2021","Declared non-disabled","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Planning","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Planning Inspectors","250","220","58270","58810"
"In post","2021","Declared non-disabled","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Project Delivery","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Statistics","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Public Health England","Department of Health and Social Care","Commercial","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Public Health England","Department of Health and Social Care","Communications","55","50","47160","41030"
"In post","2021","Declared non-disabled","Public Health England","Department of Health and Social Care","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Public Health England","Department of Health and Social Care","Digital, Data and Technology","75","70","43250","41030"
"In post","2021","Declared non-disabled","Public Health England","Department of Health and Social Care","Finance","100","100","42020","38010"
"In post","2021","Declared non-disabled","Public Health England","Department of Health and Social Care","Human Resources","95","95","43680","37480"
"In post","2021","Declared non-disabled","Public Health England","Department of Health and Social Care","Knowledge and Information Management","355","325","39800","37450"
"In post","2021","Declared non-disabled","Public Health England","Department of Health and Social Care","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Public Health England","Department of Health and Social Care","Medicine","210","175","99870","98440"
"In post","2021","Declared non-disabled","Public Health England","Department of Health and Social Care","Operational Delivery","2170","1960","38240","32910"
"In post","2021","Declared non-disabled","Public Health England","Department of Health and Social Care","Property","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Public Health England","Department of Health and Social Care","Science and Engineering","1370","1260","38540","36330"
"In post","2021","Declared non-disabled","Public Health England","Department of Health and Social Care","Statistics","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","Operational Delivery","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","Property","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Registers of Scotland","Scottish Government","Commercial","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Registers of Scotland","Scottish Government","Communications","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Registers of Scotland","Scottish Government","Digital, Data and Technology","35","35","44160","36780"
"In post","2021","Declared non-disabled","Registers of Scotland","Scottish Government","Finance","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Registers of Scotland","Scottish Government","Human Resources","30","30","37260","36780"
"In post","2021","Declared non-disabled","Registers of Scotland","Scottish Government","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Registers of Scotland","Scottish Government","Operational Delivery","395","385","31190","30080"
"In post","2021","Declared non-disabled","Registers of Scotland","Scottish Government","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Registers of Scotland","Scottish Government","Policy","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Registers of Scotland","Scottish Government","Project Delivery","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Registers of Scotland","Scottish Government","Property","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Registers of Scotland","Scottish Government","Security","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Registers of Scotland","Scottish Government","Statistics","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Revenue Scotland","Scottish Government","Unknown","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Royal Fleet Auxiliary","Ministry of Defence","Other","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Operational Delivery","1805","1650","25640","24920"
"In post","2021","Declared non-disabled","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Policy","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Project Delivery","125","120","38000","36520"
"In post","2021","Declared non-disabled","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","Unknown","35","30","49370","46600"
"In post","2021","Declared non-disabled","Scottish Courts and Tribunals Service","Scottish Government","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Scottish Courts and Tribunals Service","Scottish Government","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Scottish Courts and Tribunals Service","Scottish Government","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Scottish Courts and Tribunals Service","Scottish Government","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Scottish Courts and Tribunals Service","Scottish Government","Human Resources","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Scottish Courts and Tribunals Service","Scottish Government","Legal","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Scottish Courts and Tribunals Service","Scottish Government","Operational Delivery","85","80","27540","22820"
"In post","2021","Declared non-disabled","Scottish Courts and Tribunals Service","Scottish Government","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Scottish Courts and Tribunals Service","Scottish Government","Property","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Scottish Courts and Tribunals Service","Scottish Government","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Scottish Fiscal Commission","Scottish Government","Unknown","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Scottish Forestry","Scottish Government","Unknown","170","160","35280","35330"
"In post","2021","Declared non-disabled","Scottish Government (excl. agencies)","Scottish Government","Unknown","4375","4190","44440","39660"
"In post","2021","Declared non-disabled","Scottish Housing Regulator","Scottish Government","Unknown","30","30","55420","61010"
"In post","2021","Declared non-disabled","Scottish Prison Service","Scottish Government","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Scottish Prison Service","Scottish Government","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Scottish Prison Service","Scottish Government","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Scottish Prison Service","Scottish Government","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Scottish Prison Service","Scottish Government","Human Resources","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Scottish Prison Service","Scottish Government","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Scottish Prison Service","Scottish Government","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Scottish Prison Service","Scottish Government","Operational Delivery","35","30","35070","33650"
"In post","2021","Declared non-disabled","Scottish Prison Service","Scottish Government","Other","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Scottish Prison Service","Scottish Government","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Scottish Prison Service","Scottish Government","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Scottish Public Pensions Agency","Scottish Government","Unknown","135","120","31000","29190"
"In post","2021","Declared non-disabled","Serious Fraud Office","Attorney General's Departments","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Serious Fraud Office","Attorney General's Departments","Communications","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Serious Fraud Office","Attorney General's Departments","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Serious Fraud Office","Attorney General's Departments","Counter Fraud","185","180","45260","40140"
"In post","2021","Declared non-disabled","Serious Fraud Office","Attorney General's Departments","Digital, Data and Technology","40","40","43450","40170"
"In post","2021","Declared non-disabled","Serious Fraud Office","Attorney General's Departments","Finance","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Serious Fraud Office","Attorney General's Departments","Human Resources","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Serious Fraud Office","Attorney General's Departments","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Serious Fraud Office","Attorney General's Departments","Legal","35","30","55440","53590"
"In post","2021","Declared non-disabled","Serious Fraud Office","Attorney General's Departments","Other","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Serious Fraud Office","Attorney General's Departments","Policy","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Serious Fraud Office","Attorney General's Departments","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Serious Fraud Office","Attorney General's Departments","Property","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Serious Fraud Office","Attorney General's Departments","Security","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Social Security Scotland","Scottish Government","Unknown","665","645","31670","27150"
"In post","2021","Declared non-disabled","Standards and Testing Agency","Department for Education","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Standards and Testing Agency","Department for Education","Operational Delivery","75","70","43340","42220"
"In post","2021","Declared non-disabled","Standards and Testing Agency","Department for Education","Policy","25","20","[c]","[c]"
"In post","2021","Declared non-disabled","Student Awards Agency for Scotland","Scottish Government","Unknown","75","75","35220","31150"
"In post","2021","Declared non-disabled","Submarine Delivery Agency","Ministry of Defence","Commercial","105","100","39780","38150"
"In post","2021","Declared non-disabled","Submarine Delivery Agency","Ministry of Defence","Communications","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Submarine Delivery Agency","Ministry of Defence","Digital, Data and Technology","10","5","[c]","[c]"
"In post","2021","Declared non-disabled","Submarine Delivery Agency","Ministry of Defence","Finance","100","95","40540","39980"
"In post","2021","Declared non-disabled","Submarine Delivery Agency","Ministry of Defence","Human Resources","30","25","[c]","[c]"
"In post","2021","Declared non-disabled","Submarine Delivery Agency","Ministry of Defence","Knowledge and Information Management","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Submarine Delivery Agency","Ministry of Defence","Operational Delivery","115","110","32630","26790"
"In post","2021","Declared non-disabled","Submarine Delivery Agency","Ministry of Defence","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Submarine Delivery Agency","Ministry of Defence","Project Delivery","375","370","42720","40010"
"In post","2021","Declared non-disabled","Submarine Delivery Agency","Ministry of Defence","Property","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Submarine Delivery Agency","Ministry of Defence","Science and Engineering","490","480","41000","40140"
"In post","2021","Declared non-disabled","Submarine Delivery Agency","Ministry of Defence","Security","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Submarine Delivery Agency","Ministry of Defence","Unknown","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Teaching Regulation Agency","Department for Education","Operational Delivery","50","50","31420","29360"
"In post","2021","Declared non-disabled","Teaching Regulation Agency","Department for Education","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","The National Archives","The National Archives","Commercial","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","The National Archives","The National Archives","Communications","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","The National Archives","The National Archives","Digital, Data and Technology","70","70","39170","37750"
"In post","2021","Declared non-disabled","The National Archives","The National Archives","Finance","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","The National Archives","The National Archives","Human Resources","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","The National Archives","The National Archives","Knowledge and Information Management","55","55","33900","31040"
"In post","2021","Declared non-disabled","The National Archives","The National Archives","Operational Delivery","95","90","30250","28460"
"In post","2021","Declared non-disabled","The National Archives","The National Archives","Other","50","50","43160","35000"
"In post","2021","Declared non-disabled","The National Archives","The National Archives","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","The National Archives","The National Archives","Property","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Transport Scotland","Scottish Government","Unknown","255","245","44870","40930"
"In post","2021","Declared non-disabled","UK Export Finance","UK Export Finance","Communications","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","UK Export Finance","UK Export Finance","Digital, Data and Technology","35","35","53480","50430"
"In post","2021","Declared non-disabled","UK Export Finance","UK Export Finance","Economics","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","UK Export Finance","UK Export Finance","Finance","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","UK Export Finance","UK Export Finance","Human Resources","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","UK Export Finance","UK Export Finance","Internal Audit","[c]","[c]","[c]","[c]"
