"Status","Year","Function_of_post","Region_london","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","No function","London","G6/G7","Male","360","[c]","57950","54700"
"New entrant CS","2021","No function","London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","London","SCS level","Female","55","[c]","91060","84830"
"New entrant CS","2021","No function","London","SCS level","Male","65","[c]","98070","86090"
"New entrant CS","2021","No function","London","SEO/HEO","Female","1695","[c]","34310","33570"
"New entrant CS","2021","No function","London","SEO/HEO","Male","1185","[c]","34360","33570"
"New entrant CS","2021","No function","London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","London","Unknown","Female","195","[c]","26110","26810"
"New entrant CS","2021","No function","London","Unknown","Male","60","[c]","26940","26810"
"New entrant CS","2021","No function","Outside London","AA/AO","Female","4650","[c]","20840","20140"
"New entrant CS","2021","No function","Outside London","AA/AO","Male","4000","[c]","21700","20760"
"New entrant CS","2021","No function","Outside London","EO","Female","1160","[c]","25510","24620"
"New entrant CS","2021","No function","Outside London","EO","Male","790","[c]","26430","25320"
"New entrant CS","2021","No function","Outside London","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Outside London","G6/G7","Female","215","[c]","56250","51200"
"New entrant CS","2021","No function","Outside London","G6/G7","Male","205","[c]","56700","52780"
"New entrant CS","2021","No function","Outside London","SCS level","Female","30","[c]","[c]","[c]"
"New entrant CS","2021","No function","Outside London","SCS level","Male","35","[c]","102570","1e+05"
"New entrant CS","2021","No function","Outside London","SEO/HEO","Female","1245","[c]","33020","31370"
"New entrant CS","2021","No function","Outside London","SEO/HEO","Male","860","[c]","33960","31810"
"New entrant CS","2021","No function","Outside London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Outside London","Unknown","Female","930","[c]","22180","22920"
"New entrant CS","2021","No function","Outside London","Unknown","Male","250","[c]","22290","22920"
"New entrant CS","2021","No function","Overseas","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Overseas","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Overseas","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Overseas","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Unknown","AA/AO","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","Unknown","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Unknown","G6/G7","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Unknown","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Unknown","SEO/HEO","Female","55","[c]","28830","28000"
"New entrant CS","2021","No function","Unknown","SEO/HEO","Male","45","[c]","30260","28000"
"New entrant CS","2021","No function","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","London","AA/AO","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","London","AA/AO","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","London","EO","Female","30","[c]","27360","27500"
"New entrant CS","2021","Project Delivery","London","EO","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","London","G6/G7","Female","40","[c]","58400","55100"
"New entrant CS","2021","Project Delivery","London","G6/G7","Male","40","[c]","58820","54850"
"New entrant CS","2021","Project Delivery","London","SCS level","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","London","SCS level","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","London","SEO/HEO","Female","115","[c]","35630","34020"
"New entrant CS","2021","Project Delivery","London","SEO/HEO","Male","100","[c]","37480","36350"
"New entrant CS","2021","Project Delivery","London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Outside London","AA/AO","Female","35","[c]","21190","20920"
"New entrant CS","2021","Project Delivery","Outside London","AA/AO","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Outside London","EO","Female","185","[c]","23560","25000"
"New entrant CS","2021","Project Delivery","Outside London","EO","Male","225","[c]","22280","23000"
"New entrant CS","2021","Project Delivery","Outside London","G6/G7","Female","75","[c]","53790","52670"
"New entrant CS","2021","Project Delivery","Outside London","G6/G7","Male","110","[c]","55310","53500"
"New entrant CS","2021","Project Delivery","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Outside London","SCS level","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Outside London","SEO/HEO","Female","265","[c]","35310","35290"
"New entrant CS","2021","Project Delivery","Outside London","SEO/HEO","Male","420","[c]","36280","36030"
"New entrant CS","2021","Project Delivery","Outside London","Unknown","Female","30","[c]","35280","29000"
"New entrant CS","2021","Project Delivery","Outside London","Unknown","Male","115","[c]","35670","33000"
"New entrant CS","2021","Project Delivery","Unknown","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Unknown","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","London","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","London","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","London","EO","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Property","London","EO","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Property","London","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","London","G6/G7","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Property","London","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","London","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","London","SEO/HEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Property","London","SEO/HEO","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","Property","Outside London","AA/AO","Female","120","[c]","20590","20880"
"New entrant CS","2021","Property","Outside London","AA/AO","Male","130","[c]","21400","20880"
"New entrant CS","2021","Property","Outside London","EO","Female","65","[c]","24850","24920"
"New entrant CS","2021","Property","Outside London","EO","Male","75","[c]","25440","24820"
"New entrant CS","2021","Property","Outside London","G6/G7","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Property","Outside London","G6/G7","Male","40","[c]","55170","53500"
"New entrant CS","2021","Property","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Outside London","SEO/HEO","Female","75","[c]","35200","33300"
"New entrant CS","2021","Property","Outside London","SEO/HEO","Male","130","[c]","34020","33000"
"New entrant CS","2021","Property","Outside London","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Outside London","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Overseas","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Overseas","SEO/HEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","London","AA/AO","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Security","London","AA/AO","Male","30","[c]","28150","25160"
"New entrant CS","2021","Security","London","EO","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Security","London","EO","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","Security","London","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","London","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","London","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","London","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","London","SEO/HEO","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Security","London","SEO/HEO","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","Security","Outside London","AA/AO","Female","105","[c]","21600","20800"
"New entrant CS","2021","Security","Outside London","AA/AO","Male","435","[c]","25130","23540"
"New entrant CS","2021","Security","Outside London","EO","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","Security","Outside London","EO","Male","50","[c]","26820","24620"
"New entrant CS","2021","Security","Outside London","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Outside London","G6/G7","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Security","Outside London","SEO/HEO","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","Security","Outside London","SEO/HEO","Male","40","[c]","35170","34080"
"New entrant CS","2021","Security","Outside London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Outside London","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Outside London","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Overseas","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Overseas","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Unknown","AA/AO","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Security","Unknown","AA/AO","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Security","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Unknown","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Unknown","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Unknown","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Unknown","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","London","AA/AO","Female","390","[c]","24880","25110"
"New entrant CS","2021","Unknown","London","AA/AO","Male","300","[c]","24710","25110"
"New entrant CS","2021","Unknown","London","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","London","EO","Female","1910","[c]","30720","31060"
"New entrant CS","2021","Unknown","London","EO","Male","1075","[c]","30710","31060"
"New entrant CS","2021","Unknown","London","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","London","G6/G7","Female","105","[c]","58900","57430"
"New entrant CS","2021","Unknown","London","G6/G7","Male","140","[c]","60960","57430"
"New entrant CS","2021","Unknown","London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","London","SCS level","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","London","SCS level","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","London","SEO/HEO","Female","290","[c]","37500","36650"
"New entrant CS","2021","Unknown","London","SEO/HEO","Male","280","[c]","37710","36650"
"New entrant CS","2021","Unknown","London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","London","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","London","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Outside London","AA/AO","Female","3630","[c]","21160","21010"
"New entrant CS","2021","Unknown","Outside London","AA/AO","Male","3095","[c]","21100","21010"
"New entrant CS","2021","Unknown","Outside London","EO","Female","5510","[c]","27680","27570"
"New entrant CS","2021","Unknown","Outside London","EO","Male","3810","[c]","27540","27570"
"New entrant CS","2021","Unknown","Outside London","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Outside London","G6/G7","Female","260","[c]","58100","53360"
"New entrant CS","2021","Unknown","Outside London","G6/G7","Male","270","[c]","59830","56550"
"New entrant CS","2021","Unknown","Outside London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Outside London","SCS level","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Outside London","SCS level","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Outside London","SEO/HEO","Female","655","[c]","34980","33180"
"New entrant CS","2021","Unknown","Outside London","SEO/HEO","Male","555","[c]","35280","33510"
"New entrant CS","2021","Unknown","Outside London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Outside London","Unknown","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Outside London","Unknown","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Overseas","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Overseas","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Overseas","EO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Overseas","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Overseas","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Overseas","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Overseas","SEO/HEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Overseas","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","AA/AO","Female","35","[c]","21850","21010"
"New entrant CS","2021","Unknown","Unknown","AA/AO","Male","35","[c]","21510","21010"
"New entrant CS","2021","Unknown","Unknown","EO","Female","105","[c]","27790","27570"
"New entrant CS","2021","Unknown","Unknown","EO","Male","85","[c]","27510","27570"
"New entrant CS","2021","Unknown","Unknown","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","G6/G7","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","SEO/HEO","Female","30","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","SEO/HEO","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Unknown","Female","215","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Unknown","Male","110","[c]","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","","",""
"Version","Generated on 2023-02-17, with GIT 71a76ea.","","","","","","","",""
"Data column","Description","","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","","",""
"","Five organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Defence Electronics and Components Agency, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","","","",""
"Responsibility_level_grouped","With the exception of the centrally managed Senior Civil Service, government departments have delegated pay and grading. For statistical purposes departments are asked to map their grades to a common framework by responsibility level.","","","","","","","",""
"","This table shows staff in their substantive responsibility level unless on temporary promotion in which case staff are recorded at the higher responsibility level.","","","","","","","",""
"","Responsibility_level_grouped combines the mapped grades into five broad responsibility levels. This is the headline measure for responsibility level for the Civil Service and is consistent with the published National Statistics.","","","","","","","",""
"Region_london","Workplace postcode data are used to derive geographical information using the International Territorial Level (ITL) classification standard.","","","","","","","",""
"","Region_london groups the ITL classifications into ""London"", ""Outside London"": all UK regions excluding London, ""Overseas"", and ""Unknown"".","","","","","","","",""
"Function_of_post","Functions relate to the post occupied by the person and are not dependent on qualifications the individual may have.","","","","","","","",""
"","The Department for Work and Pensions provided aggregated functions data for 2021, which are available in the Civil Service Statistics publication. However, figures in this browser are derived from individual level data and so are not available for this department in 2021.","","","","","","","",""
"","Home Office, Welsh Government and Royal Fleet Auxiliary did not report any functions information for their employees.","","","","","","","",""
"","Of the 20 bodies under the Scottish Government, 16 did not report any functions information for their employees.","","","","","","","",""
"Sex","Self reported sex.","","","","","","","",""
"","""Unknown"" accounts for employees who were recorded with an unknown sex.","","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","","",""
