"Status","Year","Function_of_post","Region_london","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Finance","London","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","London","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","London","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","London","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","London","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","London","G6/G7","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Finance","London","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Finance","London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","London","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Finance","London","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Finance","London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Outside London","AA/AO","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Outside London","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Outside London","EO","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Outside London","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Outside London","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Outside London","G6/G7","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Outside London","SEO/HEO","Female","45","[c]","37180","36460"
"Leaver CS","2021","Finance","Outside London","SEO/HEO","Male","35","[c]","39920","39120"
"Leaver CS","2021","Grants Management","Outside London","AA/AO","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Outside London","AA/AO","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Outside London","EO","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Outside London","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Outside London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Outside London","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Outside London","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Outside London","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","London","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","London","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","London","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","London","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","London","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","London","G6/G7","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","London","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","London","SCS level","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","London","SEO/HEO","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","London","SEO/HEO","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Outside London","AA/AO","Female","45","[c]","21320","21130"
"Leaver CS","2021","Human Resources","Outside London","AA/AO","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Outside London","EO","Female","30","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Outside London","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Outside London","G6/G7","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Outside London","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Outside London","SEO/HEO","Female","40","[c]","38100","37760"
"Leaver CS","2021","Human Resources","Outside London","SEO/HEO","Male","30","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Outside London","Unknown","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Outside London","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Overseas","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Overseas","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Unknown","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Unknown","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Unknown","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Unknown","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","London","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Outside London","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Outside London","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Outside London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Outside London","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Outside London","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Outside London","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Legal","London","AA/AO","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","Legal","London","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Legal","London","EO","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","Legal","London","EO","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Legal","London","G6/G7","Female","65","[c]","61110","61220"
"Leaver CS","2021","Legal","London","G6/G7","Male","50","[c]","58550","55490"
"Leaver CS","2021","Legal","London","SCS level","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Legal","London","SCS level","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Legal","London","SEO/HEO","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","Legal","London","SEO/HEO","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Outside London","AA/AO","Female","75","[c]","22090","21950"
"Leaver CS","2021","Legal","Outside London","AA/AO","Male","50","[c]","21380","20850"
"Leaver CS","2021","Legal","Outside London","EO","Female","35","[c]","25940","26550"
"Leaver CS","2021","Legal","Outside London","EO","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Outside London","G6/G7","Female","70","[c]","58090","55610"
"Leaver CS","2021","Legal","Outside London","G6/G7","Male","70","[c]","58100","55610"
"Leaver CS","2021","Legal","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Outside London","SEO/HEO","Female","75","[c]","40370","40870"
"Leaver CS","2021","Legal","Outside London","SEO/HEO","Male","40","[c]","42660","43460"
"Leaver CS","2021","No function","London","AA/AO","Female","345","[c]","21830","22680"
"Leaver CS","2021","No function","London","AA/AO","Male","280","[c]","22120","22680"
"Leaver CS","2021","No function","London","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","London","EO","Female","165","[c]","26370","26710"
"Leaver CS","2021","No function","London","EO","Male","110","[c]","28440","27630"
"Leaver CS","2021","No function","London","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","London","G6/G7","Female","145","[c]","59300","56170"
"Leaver CS","2021","No function","London","G6/G7","Male","165","[c]","60110","57620"
"Leaver CS","2021","No function","London","SCS level","Female","35","[c]","99550","90850"
"Leaver CS","2021","No function","London","SCS level","Male","55","[c]","110510","97880"
"Leaver CS","2021","No function","London","SEO/HEO","Female","220","[c]","36680","36330"
"Leaver CS","2021","No function","London","SEO/HEO","Male","220","[c]","36740","35390"
"Leaver CS","2021","No function","London","Unknown","Female","75","[c]","[c]","[c]"
"Leaver CS","2021","No function","London","Unknown","Male","30","[c]","[c]","[c]"
"Leaver CS","2021","No function","Outside London","AA/AO","Female","2185","[c]","20070","19930"
"Leaver CS","2021","No function","Outside London","AA/AO","Male","2290","[c]","20400","20100"
"Leaver CS","2021","No function","Outside London","EO","Female","420","[c]","25860","25770"
"Leaver CS","2021","No function","Outside London","EO","Male","515","[c]","28220","26780"
"Leaver CS","2021","No function","Outside London","G6/G7","Female","120","[c]","57950","54730"
"Leaver CS","2021","No function","Outside London","G6/G7","Male","160","[c]","62890","59350"
"Leaver CS","2021","No function","Outside London","SCS level","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","No function","Outside London","SCS level","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","No function","Outside London","SEO/HEO","Female","445","[c]","36130","34530"
"Leaver CS","2021","No function","Outside London","SEO/HEO","Male","485","[c]","38210","37260"
"Leaver CS","2021","No function","Outside London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Outside London","Unknown","Female","415","[c]","[c]","[c]"
"Leaver CS","2021","No function","Outside London","Unknown","Male","145","[c]","[c]","[c]"
"Leaver CS","2021","No function","Overseas","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Overseas","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Overseas","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Overseas","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Unknown","AA/AO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Unknown","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Unknown","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Unknown","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Unknown","SEO/HEO","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","No function","Unknown","SEO/HEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","London","AA/AO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","London","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","London","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","London","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","London","G6/G7","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","London","G6/G7","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","London","SCS level","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","London","SEO/HEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","London","SEO/HEO","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Outside London","AA/AO","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Outside London","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Outside London","EO","Female","75","[c]","22380","22890"
"Leaver CS","2021","Project Delivery","Outside London","EO","Male","115","[c]","21800","20490"
"Leaver CS","2021","Project Delivery","Outside London","G6/G7","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Outside London","G6/G7","Male","60","[c]","56070","54540"
"Leaver CS","2021","Project Delivery","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Outside London","SCS level","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Outside London","SEO/HEO","Female","115","[c]","34330","33300"
"Leaver CS","2021","Project Delivery","Outside London","SEO/HEO","Male","235","[c]","37290","37530"
"Leaver CS","2021","Project Delivery","Outside London","Unknown","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Outside London","Unknown","Male","35","[c]","41290","38280"
"Leaver CS","2021","Project Delivery","Overseas","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Overseas","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Overseas","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Overseas","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Unknown","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Unknown","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","London","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","London","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Property","London","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Property","London","EO","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Property","London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","London","G6/G7","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Property","London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","London","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Property","London","SEO/HEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Property","Outside London","AA/AO","Female","80","[c]","20210","20170"
"Leaver CS","2021","Property","Outside London","AA/AO","Male","90","[c]","21340","20490"
"Leaver CS","2021","Property","Outside London","EO","Female","50","[c]","25970","26000"
"Leaver CS","2021","Property","Outside London","EO","Male","90","[c]","26620","25930"
"Leaver CS","2021","Property","Outside London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Outside London","G6/G7","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","Property","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Outside London","SEO/HEO","Female","35","[c]","37540","36100"
"Leaver CS","2021","Property","Outside London","SEO/HEO","Male","100","[c]","37620","36460"
"Leaver CS","2021","Property","Outside London","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Outside London","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Overseas","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Overseas","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Overseas","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Overseas","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Overseas","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Overseas","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Unknown","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Unknown","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","London","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","London","AA/AO","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","Security","London","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","London","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","London","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","London","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Security","Outside London","AA/AO","Female","45","[c]","25110","20920"
"Leaver CS","2021","Security","Outside London","AA/AO","Male","250","[c]","27840","24790"
"Leaver CS","2021","Security","Outside London","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Security","Outside London","EO","Male","35","[c]","32290","30720"
"Leaver CS","2021","Security","Outside London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Outside London","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Outside London","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Security","Outside London","SEO/HEO","Male","30","[c]","38590","33680"
"Leaver CS","2021","Security","Overseas","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Overseas","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Unknown","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Unknown","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Unknown","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Unknown","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","London","AA/AO","Female","265","[c]","24330","25110"
"Leaver CS","2021","Unknown","London","AA/AO","Male","195","[c]","24260","25110"
"Leaver CS","2021","Unknown","London","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","London","EO","Female","400","[c]","29820","31060"
"Leaver CS","2021","Unknown","London","EO","Male","305","[c]","30020","31060"
"Leaver CS","2021","Unknown","London","EO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","London","G6/G7","Female","165","[c]","59940","57460"
"Leaver CS","2021","Unknown","London","G6/G7","Male","185","[c]","62750","60880"
"Leaver CS","2021","Unknown","London","G6/G7","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","London","SCS level","Female","40","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","London","SCS level","Male","45","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","London","SCS level","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","London","SEO/HEO","Female","285","[c]","36630","36980"
"Leaver CS","2021","Unknown","London","SEO/HEO","Male","305","[c]","38780","38880"
"Leaver CS","2021","Unknown","London","SEO/HEO","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","London","Unknown","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","London","Unknown","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Outside London","AA/AO","Female","3360","[c]","20970","21010"
"Leaver CS","2021","Unknown","Outside London","AA/AO","Male","1860","[c]","20920","21010"
"Leaver CS","2021","Unknown","Outside London","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Outside London","EO","Female","1975","[c]","27340","27570"
"Leaver CS","2021","Unknown","Outside London","EO","Male","1430","[c]","27770","27570"
"Leaver CS","2021","Unknown","Outside London","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Outside London","G6/G7","Female","285","[c]","61830","61010"
"Leaver CS","2021","Unknown","Outside London","G6/G7","Male","345","[c]","62730","60740"
"Leaver CS","2021","Unknown","Outside London","G6/G7","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Outside London","SCS level","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Outside London","SCS level","Male","40","[c]","92370","85850"
"Leaver CS","2021","Unknown","Outside London","SEO/HEO","Female","955","[c]","36180","35010"
"Leaver CS","2021","Unknown","Outside London","SEO/HEO","Male","955","[c]","36750","35310"
"Leaver CS","2021","Unknown","Outside London","SEO/HEO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Outside London","Unknown","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Outside London","Unknown","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Overseas","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Overseas","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Overseas","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Overseas","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Overseas","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Overseas","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Overseas","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Overseas","SCS level","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Overseas","SEO/HEO","Female","55","[c]","35950","36960"
"Leaver CS","2021","Unknown","Overseas","SEO/HEO","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Overseas","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Overseas","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","AA/AO","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","AA/AO","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","EO","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","Female","225","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","Male","255","[c]","35470","32400"
"Leaver Dept.","2021","Analysis","London","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","London","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","London","EO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","London","EO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","London","G6/G7","Female","35","[c]","59120","57870"
"Leaver Dept.","2021","Analysis","London","G6/G7","Male","35","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","London","SEO/HEO","Female","50","[c]","35290","33990"
"Leaver Dept.","2021","Analysis","London","SEO/HEO","Male","60","[c]","35390","33990"
"Leaver Dept.","2021","Analysis","London","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","London","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Outside London","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Outside London","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Outside London","EO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Outside London","EO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Outside London","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Outside London","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Outside London","SEO/HEO","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Outside London","SEO/HEO","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Outside London","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Outside London","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Unknown","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Unknown","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","London","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","London","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","London","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","London","EO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","London","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","London","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","London","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","London","SEO/HEO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Outside London","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Outside London","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Outside London","EO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Outside London","EO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Outside London","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Outside London","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Outside London","SEO/HEO","Female","30","[c]","37990","37650"
"Leaver Dept.","2021","Commercial","Outside London","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Outside London","Unknown","Female","[c]","[c]","[c]","[c]"
