"Status","Year","Function_of_post","Profession_of_post","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Communications","Other","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Other","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Other","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Other","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","London","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","London","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","London","SEO/HEO","25","[c]","36630","35250"
"Leaver Dept.","2021","Communications","Unknown","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Counter Fraud","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Counter Fraud","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Counter Fraud","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Counter Fraud","London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Counter Fraud","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Counter Fraud","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Policy","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Unknown","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Unknown","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Unknown","London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Unknown","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Unknown","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","Finance","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Digital, Data and Technology","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Digital, Data and Technology","London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Digital, Data and Technology","London","G6/G7","30","[c]","61080","59810"
"Leaver Dept.","2021","Digital, Data & Technology","Digital, Data and Technology","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Digital, Data and Technology","London","SEO/HEO","25","[c]","38220","38640"
"Leaver Dept.","2021","Digital, Data & Technology","Digital, Data and Technology","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Digital, Data and Technology","Outside London","EO","20","[c]","25930","26670"
"Leaver Dept.","2021","Digital, Data & Technology","Digital, Data and Technology","Outside London","G6/G7","25","[c]","57630","53320"
"Leaver Dept.","2021","Digital, Data & Technology","Digital, Data and Technology","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Digital, Data and Technology","Outside London","SEO/HEO","35","[c]","37540","36420"
"Leaver Dept.","2021","Digital, Data & Technology","Digital, Data and Technology","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Knowledge and Information Management","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Knowledge and Information Management","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Knowledge and Information Management","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Knowledge and Information Management","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Knowledge and Information Management","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Knowledge and Information Management","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Operational Delivery","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Operational Delivery","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Operational Delivery","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Operational Delivery","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Operational Delivery","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Operational Delivery","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Operational Delivery","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Operational Research","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Operational Research","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Other","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Other","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Policy","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Project Delivery","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Security","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Unknown","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Unknown","London","G6/G7","25","[c]","60280","58390"
"Leaver Dept.","2021","Digital, Data & Technology","Unknown","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Unknown","London","SEO/HEO","20","[c]","36090","34550"
"Leaver Dept.","2021","Digital, Data & Technology","Unknown","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Unknown","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Unknown","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Unknown","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Corporate Finance","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Corporate Finance","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Corporate Finance","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Finance","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Finance","London","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Finance","London","G6/G7","35","[c]","58490","57930"
"Leaver Dept.","2021","Finance","Finance","London","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Finance","London","SEO/HEO","25","[c]","39620","40480"
"Leaver Dept.","2021","Finance","Finance","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Finance","Outside London","EO","15","[c]","25230","25940"
"Leaver Dept.","2021","Finance","Finance","Outside London","G6/G7","20","[c]","59790","59570"
"Leaver Dept.","2021","Finance","Finance","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Finance","Outside London","SEO/HEO","40","[c]","40020","40290"
"Leaver Dept.","2021","Finance","Finance","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Knowledge and Information Management","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Operational Delivery","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Operational Delivery","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Operational Delivery","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Operational Delivery","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Operational Delivery","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Other","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Other","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Policy","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Policy","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Project Delivery","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Property","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Unknown","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Unknown","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Unknown","London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Unknown","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Unknown","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Operational Delivery","Outside London","AA/AO","20","[c]","20910","21050"
"Leaver Dept.","2021","Grants Management","Operational Delivery","Outside London","EO","15","[c]","25180","25100"
"Leaver Dept.","2021","Grants Management","Operational Delivery","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Operational Delivery","Outside London","SEO/HEO","10","[c]","32920","30230"
"Leaver Dept.","2021","Human Resources","Communications","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Human Resources","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Human Resources","London","EO","15","[c]","28240","28170"
"Leaver Dept.","2021","Human Resources","Human Resources","London","G6/G7","30","[c]","58100","56860"
"Leaver Dept.","2021","Human Resources","Human Resources","London","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Human Resources","London","SEO/HEO","60","[c]","35530","33640"
"Leaver Dept.","2021","Human Resources","Human Resources","Outside London","AA/AO","30","[c]","21030","20920"
"Leaver Dept.","2021","Human Resources","Human Resources","Outside London","EO","20","[c]","25230","25620"
"Leaver Dept.","2021","Human Resources","Human Resources","Outside London","G6/G7","30","[c]","56030","55740"
"Leaver Dept.","2021","Human Resources","Human Resources","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Human Resources","Outside London","SEO/HEO","80","[c]","36160","35060"
"Leaver Dept.","2021","Human Resources","Human Resources","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Operational Delivery","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Operational Delivery","London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Operational Delivery","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Operational Delivery","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Operational Delivery","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Operational Delivery","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Other","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Policy","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Policy","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Policy","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Policy","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Policy","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Policy","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Project Delivery","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","London","EO","20","[c]","27440","27500"
"Leaver Dept.","2021","Human Resources","Unknown","London","G6/G7","25","[c]","58930","57870"
"Leaver Dept.","2021","Human Resources","Unknown","London","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","London","SEO/HEO","30","[c]","34250","34140"
"Leaver Dept.","2021","Human Resources","Unknown","Outside London","AA/AO","25","[c]","20260","20800"
"Leaver Dept.","2021","Human Resources","Unknown","Outside London","EO","10","[c]","24940","24920"
"Leaver Dept.","2021","Human Resources","Unknown","Outside London","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","Outside London","SEO/HEO","20","[c]","35050","34300"
"Leaver Dept.","2021","Human Resources","Unknown","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","Unknown","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","Unknown","SEO/HEO","10","[c]","36060","35640"
"Leaver Dept.","2021","Internal Audit","Internal Audit","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Internal Audit","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Internal Audit","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Internal Audit","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Knowledge and Information Management","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Legal","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Legal","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Legal","London","G6/G7","65","[c]","58760","58260"
"Leaver Dept.","2021","Legal","Legal","London","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Legal","London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Legal","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Legal","Outside London","G6/G7","15","[c]","61560","60890"
"Leaver Dept.","2021","Legal","Legal","Outside London","SEO/HEO","15","[c]","37310","35790"
"Leaver Dept.","2021","Legal","Operational Delivery","London","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Operational Delivery","London","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Operational Delivery","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Operational Delivery","London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Operational Delivery","Outside London","AA/AO","25","[c]","22680","21950"
"Leaver Dept.","2021","Legal","Operational Delivery","Outside London","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Operational Delivery","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Operational Delivery","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Other","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Other","London","EO","15","[c]","27190","27350"
"Leaver Dept.","2021","Legal","Other","London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Other","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Other","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Policy","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Policy","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Policy","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Unknown","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Commercial","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Communications","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Communications","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Communications","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Communications","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Communications","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
