"Status","Year","Age","Ethnicity","Function_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Chinese","Project Delivery","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Project Delivery","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Project Delivery","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Project Delivery","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Property","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Property","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Property","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Property","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Property","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Property","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Security","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Security","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Security","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Security","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Unknown","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Unknown","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Unknown","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Unknown","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Unknown","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Analysis","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Analysis","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Analysis","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Analysis","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Analysis","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Analysis","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Analysis","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Analysis","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Commercial","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Commercial","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Commercial","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Commercial","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Commercial","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Commercial","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Commercial","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Communications","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Communications","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Communications","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Communications","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Communications","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Communications","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Counter Fraud","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Debt","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Digital, Data & Technology","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Digital, Data & Technology","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Digital, Data & Technology","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Digital, Data & Technology","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Digital, Data & Technology","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Digital, Data & Technology","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Digital, Data & Technology","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Finance","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Finance","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Finance","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Finance","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Finance","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Finance","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Finance","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Grants Management","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Human Resources","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Human Resources","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Human Resources","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Human Resources","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Human Resources","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Human Resources","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Human Resources","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Human Resources","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Human Resources","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Human Resources","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Human Resources","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Legal","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Legal","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Legal","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","No function","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","No function","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","No function","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","No function","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","No function","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","No function","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","No function","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","No function","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","No function","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","No function","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","No function","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","No function","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","No function","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","No function","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","No function","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","No function","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","No function","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","No function","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","No function","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","No function","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","No function","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Project Delivery","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Project Delivery","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Project Delivery","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Project Delivery","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Project Delivery","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Project Delivery","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Project Delivery","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Project Delivery","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Project Delivery","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Project Delivery","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Property","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Property","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Property","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Property","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Property","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Property","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Security","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Security","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Security","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Security","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Unknown","Department for Work and Pensions","5","5","[c]","[c]"
"In post","2021","16-19","Mixed","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Unknown","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Unknown","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Unknown","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Unknown","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Unknown","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Analysis","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Analysis","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Analysis","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Analysis","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Analysis","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Analysis","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Analysis","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Analysis","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Commercial","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Commercial","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Commercial","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Commercial","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Commercial","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Commercial","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Commercial","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Communications","Cabinet Office","[c]","[c]","[c]","[c]"
