"Status","Year","Age","Ethnicity","Function_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","20-29","Unknown","Unknown","Department for Work and Pensions","1255","1225","27400","27570"
"In post","2021","20-29","Unknown","Unknown","Department of Health and Social Care","20","20","[c]","[c]"
"In post","2021","20-29","Unknown","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","Unknown","Foreign, Commonwealth and Development Office","5","5","[c]","[c]"
"In post","2021","20-29","Unknown","Unknown","HM Treasury","15","15","[c]","[c]"
"In post","2021","20-29","Unknown","Unknown","Home Office","755","750","28990","25630"
"In post","2021","20-29","Unknown","Unknown","Ministry of Defence","610","605","29560","28980"
"In post","2021","20-29","Unknown","Unknown","Scotland Office","10","10","[c]","[c]"
"In post","2021","20-29","Unknown","Unknown","Scottish Government","540","530","28030","26160"
"In post","2021","20-29","Unknown","Unknown","Welsh Government","45","45","25190","23000"
"In post","2021","20-29","White","Analysis","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Analysis","Cabinet Office","10","10","[c]","[c]"
"In post","2021","20-29","White","Analysis","Chancellor's other departments","25","25","[c]","[c]"
"In post","2021","20-29","White","Analysis","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Analysis","Competition and Markets Authority","25","25","[c]","[c]"
"In post","2021","20-29","White","Analysis","Department for Business, Energy and Industrial Strategy","120","120","38220","34090"
"In post","2021","20-29","White","Analysis","Department for Digital, Culture, Media and Sport","45","45","47480","42020"
"In post","2021","20-29","White","Analysis","Department for Education","100","100","40030","37280"
"In post","2021","20-29","White","Analysis","Department for Environment, Food and Rural Affairs","70","70","25690","24920"
"In post","2021","20-29","White","Analysis","Department for International Trade","80","80","36560","31800"
"In post","2021","20-29","White","Analysis","Department for Transport","115","115","39260","35060"
"In post","2021","20-29","White","Analysis","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Analysis","Department of Health and Social Care","35","35","44700","50070"
"In post","2021","20-29","White","Analysis","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Analysis","Food Standards Agency","10","10","[c]","[c]"
"In post","2021","20-29","White","Analysis","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Analysis","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Analysis","HM Revenue and Customs","145","145","37480","36160"
"In post","2021","20-29","White","Analysis","HM Treasury","45","45","42270","37900"
"In post","2021","20-29","White","Analysis","Ministry of Defence","150","150","32820","29760"
"In post","2021","20-29","White","Analysis","Ministry of Housing, Communities and Local Government","60","60","37010","34000"
"In post","2021","20-29","White","Analysis","Ministry of Justice","95","95","36870","33930"
"In post","2021","20-29","White","Analysis","Office for Standards in Education","25","25","[c]","[c]"
"In post","2021","20-29","White","Analysis","Office of Gas and Electricity Markets","5","5","[c]","[c]"
"In post","2021","20-29","White","Analysis","Office of Rail and Road","10","10","[c]","[c]"
"In post","2021","20-29","White","Analysis","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Analysis","UK Export Finance","5","5","[c]","[c]"
"In post","2021","20-29","White","Analysis","United Kingdom Statistics Authority","420","415","32900","32540"
"In post","2021","20-29","White","Analysis","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Analysis","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Commercial","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Commercial","Cabinet Office","40","40","43180","40600"
"In post","2021","20-29","White","Commercial","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Commercial","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Commercial","Department for Business, Energy and Industrial Strategy","15","15","[c]","[c]"
"In post","2021","20-29","White","Commercial","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Commercial","Department for Education","25","25","[c]","[c]"
"In post","2021","20-29","White","Commercial","Department for Environment, Food and Rural Affairs","15","15","[c]","[c]"
"In post","2021","20-29","White","Commercial","Department for International Trade","5","5","[c]","[c]"
"In post","2021","20-29","White","Commercial","Department for Transport","10","10","[c]","[c]"
"In post","2021","20-29","White","Commercial","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Commercial","Department of Health and Social Care","20","20","[c]","[c]"
"In post","2021","20-29","White","Commercial","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Commercial","Foreign, Commonwealth and Development Office","10","10","[c]","[c]"
"In post","2021","20-29","White","Commercial","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Commercial","HM Revenue and Customs","20","20","[c]","[c]"
"In post","2021","20-29","White","Commercial","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Commercial","Ministry of Defence","275","275","29250","26670"
"In post","2021","20-29","White","Commercial","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Commercial","Ministry of Justice","50","50","30740","29930"
"In post","2021","20-29","White","Commercial","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Commercial","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Commercial","Other Cabinet Office Agencies","40","40","29580","27770"
"In post","2021","20-29","White","Commercial","Scottish Government","5","5","[c]","[c]"
"In post","2021","20-29","White","Commercial","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Commercial","UK Export Finance","20","20","[c]","[c]"
"In post","2021","20-29","White","Commercial","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Commercial","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Communications","Attorney General's Departments","25","25","[c]","[c]"
"In post","2021","20-29","White","Communications","Cabinet Office","60","60","36400","34640"
"In post","2021","20-29","White","Communications","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Communications","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Communications","Competition and Markets Authority","5","5","[c]","[c]"
"In post","2021","20-29","White","Communications","Department for Business, Energy and Industrial Strategy","25","25","[c]","[c]"
"In post","2021","20-29","White","Communications","Department for Digital, Culture, Media and Sport","5","5","[c]","[c]"
"In post","2021","20-29","White","Communications","Department for Education","50","50","32940","30090"
"In post","2021","20-29","White","Communications","Department for Environment, Food and Rural Affairs","40","40","34070","33120"
"In post","2021","20-29","White","Communications","Department for International Trade","20","20","[c]","[c]"
"In post","2021","20-29","White","Communications","Department for Transport","25","25","[c]","[c]"
"In post","2021","20-29","White","Communications","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Communications","Department of Health and Social Care","30","30","[c]","[c]"
"In post","2021","20-29","White","Communications","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Communications","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Communications","Foreign, Commonwealth and Development Office","20","20","[c]","[c]"
"In post","2021","20-29","White","Communications","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Communications","HM Revenue and Customs","505","500","27420","25560"
"In post","2021","20-29","White","Communications","HM Treasury","15","15","[c]","[c]"
"In post","2021","20-29","White","Communications","Ministry of Defence","70","70","30640","26670"
"In post","2021","20-29","White","Communications","Ministry of Housing, Communities and Local Government","20","20","[c]","[c]"
"In post","2021","20-29","White","Communications","Ministry of Justice","20","20","[c]","[c]"
"In post","2021","20-29","White","Communications","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Communications","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Communications","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Communications","Office of Gas and Electricity Markets","5","5","[c]","[c]"
"In post","2021","20-29","White","Communications","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Communications","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Communications","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Communications","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Communications","Scottish Government","10","10","[c]","[c]"
"In post","2021","20-29","White","Communications","The National Archives","5","5","[c]","[c]"
"In post","2021","20-29","White","Communications","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Communications","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Communications","United Kingdom Statistics Authority","10","10","[c]","[c]"
"In post","2021","20-29","White","Communications","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Communications","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Counter Fraud","Attorney General's Departments","25","25","[c]","[c]"
"In post","2021","20-29","White","Counter Fraud","Cabinet Office","15","15","[c]","[c]"
"In post","2021","20-29","White","Counter Fraud","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Counter Fraud","Department for Business, Energy and Industrial Strategy","10","10","[c]","[c]"
"In post","2021","20-29","White","Counter Fraud","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Counter Fraud","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Counter Fraud","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Counter Fraud","HM Revenue and Customs","510","505","29930","25560"
"In post","2021","20-29","White","Counter Fraud","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Debt","HM Revenue and Customs","360","350","21630","20140"
"In post","2021","20-29","White","Debt","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Debt","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Digital, Data & Technology","Attorney General's Departments","15","15","[c]","[c]"
"In post","2021","20-29","White","Digital, Data & Technology","Cabinet Office","115","110","42490","40600"
"In post","2021","20-29","White","Digital, Data & Technology","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Digital, Data & Technology","Competition and Markets Authority","5","5","[c]","[c]"
"In post","2021","20-29","White","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","120","120","29470","30170"
"In post","2021","20-29","White","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Digital, Data & Technology","Department for Education","70","70","34650","32620"
"In post","2021","20-29","White","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","35","35","33060","29180"
"In post","2021","20-29","White","Digital, Data & Technology","Department for International Trade","20","20","[c]","[c]"
"In post","2021","20-29","White","Digital, Data & Technology","Department for Transport","100","100","31230","29810"
"In post","2021","20-29","White","Digital, Data & Technology","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Digital, Data & Technology","Department of Health and Social Care","15","15","[c]","[c]"
"In post","2021","20-29","White","Digital, Data & Technology","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Digital, Data & Technology","Foreign, Commonwealth and Development Office","35","35","32240","33370"
"In post","2021","20-29","White","Digital, Data & Technology","HM Land Registry","65","65","30880","29760"
"In post","2021","20-29","White","Digital, Data & Technology","HM Revenue and Customs","205","205","32950","31810"
"In post","2021","20-29","White","Digital, Data & Technology","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Digital, Data & Technology","Ministry of Defence","80","80","30170","28350"
"In post","2021","20-29","White","Digital, Data & Technology","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Digital, Data & Technology","Ministry of Justice","55","55","38610","40290"
"In post","2021","20-29","White","Digital, Data & Technology","National Crime Agency","30","30","32120","32260"
"In post","2021","20-29","White","Digital, Data & Technology","Office for Standards in Education","10","10","[c]","[c]"
"In post","2021","20-29","White","Digital, Data & Technology","Office of Gas and Electricity Markets","5","5","[c]","[c]"
"In post","2021","20-29","White","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Digital, Data & Technology","Other Cabinet Office Agencies","15","15","[c]","[c]"
"In post","2021","20-29","White","Digital, Data & Technology","Scottish Government","10","10","[c]","[c]"
"In post","2021","20-29","White","Digital, Data & Technology","The National Archives","10","10","[c]","[c]"
"In post","2021","20-29","White","Digital, Data & Technology","United Kingdom Statistics Authority","60","60","30020","29540"
"In post","2021","20-29","White","Digital, Data & Technology","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Digital, Data & Technology","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Finance","Attorney General's Departments","10","10","[c]","[c]"
"In post","2021","20-29","White","Finance","Cabinet Office","15","15","[c]","[c]"
"In post","2021","20-29","White","Finance","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Finance","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Finance","Department for Business, Energy and Industrial Strategy","25","25","[c]","[c]"
"In post","2021","20-29","White","Finance","Department for Digital, Culture, Media and Sport","10","10","[c]","[c]"
"In post","2021","20-29","White","Finance","Department for Education","50","50","36270","36500"
"In post","2021","20-29","White","Finance","Department for Environment, Food and Rural Affairs","25","25","[c]","[c]"
"In post","2021","20-29","White","Finance","Department for International Trade","5","5","[c]","[c]"
"In post","2021","20-29","White","Finance","Department for Transport","30","30","34730","31210"
"In post","2021","20-29","White","Finance","Department of Health and Social Care","50","50","34020","32790"
"In post","2021","20-29","White","Finance","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Finance","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Finance","Foreign, Commonwealth and Development Office","25","25","[c]","[c]"
"In post","2021","20-29","White","Finance","HM Land Registry","5","5","[c]","[c]"
"In post","2021","20-29","White","Finance","HM Revenue and Customs","100","95","27680","25560"
"In post","2021","20-29","White","Finance","HM Treasury","15","15","[c]","[c]"
"In post","2021","20-29","White","Finance","Ministry of Defence","250","250","29450","26670"
"In post","2021","20-29","White","Finance","Ministry of Housing, Communities and Local Government","10","10","[c]","[c]"
"In post","2021","20-29","White","Finance","Ministry of Justice","25","25","[c]","[c]"
"In post","2021","20-29","White","Finance","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Finance","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Finance","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Finance","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Finance","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Finance","Other Cabinet Office Agencies","5","5","[c]","[c]"
"In post","2021","20-29","White","Finance","Scottish Government","20","20","[c]","[c]"
"In post","2021","20-29","White","Finance","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Finance","UK Export Finance","5","5","[c]","[c]"
"In post","2021","20-29","White","Finance","United Kingdom Statistics Authority","5","5","[c]","[c]"
"In post","2021","20-29","White","Finance","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Finance","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Grants Management","Department for Environment, Food and Rural Affairs","65","65","23150","21050"
"In post","2021","20-29","White","Human Resources","Attorney General's Departments","30","30","[c]","[c]"
"In post","2021","20-29","White","Human Resources","Cabinet Office","150","150","29630","27750"
"In post","2021","20-29","White","Human Resources","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Human Resources","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Human Resources","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Human Resources","Department for Business, Energy and Industrial Strategy","50","50","34810","30360"
"In post","2021","20-29","White","Human Resources","Department for Digital, Culture, Media and Sport","20","20","[c]","[c]"
"In post","2021","20-29","White","Human Resources","Department for Education","25","25","[c]","[c]"
"In post","2021","20-29","White","Human Resources","Department for Environment, Food and Rural Affairs","10","10","[c]","[c]"
"In post","2021","20-29","White","Human Resources","Department for International Trade","25","25","[c]","[c]"
"In post","2021","20-29","White","Human Resources","Department for Transport","35","35","31360","30730"
"In post","2021","20-29","White","Human Resources","Department for Work and Pensions","10","10","[c]","[c]"
"In post","2021","20-29","White","Human Resources","Department of Health and Social Care","50","50","36210","32790"
"In post","2021","20-29","White","Human Resources","Foreign, Commonwealth and Development Office","30","30","31840","29250"
"In post","2021","20-29","White","Human Resources","HM Land Registry","10","10","[c]","[c]"
"In post","2021","20-29","White","Human Resources","HM Revenue and Customs","100","100","32990","31810"
"In post","2021","20-29","White","Human Resources","HM Treasury","20","20","[c]","[c]"
"In post","2021","20-29","White","Human Resources","Ministry of Defence","190","185","26480","22780"
"In post","2021","20-29","White","Human Resources","Ministry of Housing, Communities and Local Government","20","20","[c]","[c]"
"In post","2021","20-29","White","Human Resources","Ministry of Justice","55","55","31000","29250"
"In post","2021","20-29","White","Human Resources","National Crime Agency","25","25","[c]","[c]"
"In post","2021","20-29","White","Human Resources","Office for Standards in Education","10","10","[c]","[c]"
"In post","2021","20-29","White","Human Resources","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Human Resources","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Human Resources","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Human Resources","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Human Resources","Scottish Government","45","45","25040","24130"
"In post","2021","20-29","White","Human Resources","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Human Resources","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Human Resources","United Kingdom Statistics Authority","35","35","34830","36030"
"In post","2021","20-29","White","Human Resources","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Human Resources","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Internal Audit","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Internal Audit","Foreign, Commonwealth and Development Office","10","10","[c]","[c]"
"In post","2021","20-29","White","Internal Audit","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Internal Audit","HM Treasury","5","5","[c]","[c]"
"In post","2021","20-29","White","Internal Audit","Ministry of Defence","5","5","[c]","[c]"
"In post","2021","20-29","White","Internal Audit","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Internal Audit","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Internal Audit","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Legal","Attorney General's Departments","745","735","30360","26950"
"In post","2021","20-29","White","Legal","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Legal","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Legal","Competition and Markets Authority","15","15","[c]","[c]"
"In post","2021","20-29","White","Legal","Department for Business, Energy and Industrial Strategy","10","10","[c]","[c]"
"In post","2021","20-29","White","Legal","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Legal","Foreign, Commonwealth and Development Office","5","5","[c]","[c]"
"In post","2021","20-29","White","Legal","HM Land Registry","10","10","[c]","[c]"
"In post","2021","20-29","White","Legal","HM Revenue and Customs","85","85","36620","31810"
"In post","2021","20-29","White","Legal","Ministry of Justice","55","55","27460","26410"
"In post","2021","20-29","White","Legal","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Legal","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Legal","Office of Gas and Electricity Markets","10","10","[c]","[c]"
"In post","2021","20-29","White","Legal","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Legal","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Legal","Scottish Government","85","85","34910","33550"
"In post","2021","20-29","White","Legal","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Legal","UK Supreme Court","5","5","[c]","[c]"
"In post","2021","20-29","White","Legal","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","No function","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","No function","Cabinet Office","515","515","38410","34550"
"In post","2021","20-29","White","No function","Chancellor's other departments","5","5","[c]","[c]"
"In post","2021","20-29","White","No function","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","No function","Department for Business, Energy and Industrial Strategy","1290","1285","38120","34930"
"In post","2021","20-29","White","No function","Department for Digital, Culture, Media and Sport","325","325","40510","34020"
"In post","2021","20-29","White","No function","Department for Education","515","515","35920","33200"
"In post","2021","20-29","White","No function","Department for Environment, Food and Rural Affairs","930","925","31520","29690"
"In post","2021","20-29","White","No function","Department for International Trade","295","295","38170","35560"
"In post","2021","20-29","White","No function","Department for Transport","885","860","27810","21590"
"In post","2021","20-29","White","No function","Department for Work and Pensions","185","185","28810","26410"
"In post","2021","20-29","White","No function","Department of Health and Social Care","970","940","29810","28590"
"In post","2021","20-29","White","No function","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","No function","Food Standards Agency","65","65","32080","32350"
"In post","2021","20-29","White","No function","Foreign, Commonwealth and Development Office","485","485","34420","34220"
"In post","2021","20-29","White","No function","HM Land Registry","570","560","24280","22350"
"In post","2021","20-29","White","No function","HM Revenue and Customs","2070","2020","26720","20140"
"In post","2021","20-29","White","No function","HM Treasury","590","590","39400","32960"
"In post","2021","20-29","White","No function","Ministry of Defence","525","525","28540","28650"
"In post","2021","20-29","White","No function","Ministry of Housing, Communities and Local Government","325","325","37790","33210"
"In post","2021","20-29","White","No function","Ministry of Justice","8095","7990","25500","24620"
"In post","2021","20-29","White","No function","National Crime Agency","625","625","31920","32770"
"In post","2021","20-29","White","No function","Northern Ireland Office","10","10","[c]","[c]"
"In post","2021","20-29","White","No function","Office for Standards in Education","65","65","27550","25620"
"In post","2021","20-29","White","No function","Office of Gas and Electricity Markets","210","210","30010","26700"
"In post","2021","20-29","White","No function","Office of Qualifications and Examinations Regulation","10","10","[c]","[c]"
"In post","2021","20-29","White","No function","Office of Rail and Road","10","10","[c]","[c]"
"In post","2021","20-29","White","No function","Other Cabinet Office Agencies","20","20","[c]","[c]"
"In post","2021","20-29","White","No function","Scottish Government","470","455","24820","24130"
"In post","2021","20-29","White","No function","The National Archives","30","30","26720","23960"
"In post","2021","20-29","White","No function","United Kingdom Statistics Authority","220","200","25650","23050"
"In post","2021","20-29","White","No function","Wales Office","10","10","[c]","[c]"
"In post","2021","20-29","White","No function","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Project Delivery","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Project Delivery","Cabinet Office","25","25","[c]","[c]"
"In post","2021","20-29","White","Project Delivery","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Project Delivery","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Project Delivery","Competition and Markets Authority","40","40","38040","34570"
"In post","2021","20-29","White","Project Delivery","Department for Business, Energy and Industrial Strategy","85","85","36950","35500"
"In post","2021","20-29","White","Project Delivery","Department for Digital, Culture, Media and Sport","40","40","36600","34020"
"In post","2021","20-29","White","Project Delivery","Department for Education","55","55","33400","30090"
"In post","2021","20-29","White","Project Delivery","Department for Environment, Food and Rural Affairs","40","40","30060","29480"
"In post","2021","20-29","White","Project Delivery","Department for International Trade","5","5","[c]","[c]"
"In post","2021","20-29","White","Project Delivery","Department for Transport","55","55","40380","35060"
"In post","2021","20-29","White","Project Delivery","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Project Delivery","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Project Delivery","Foreign, Commonwealth and Development Office","135","135","37390","38600"
"In post","2021","20-29","White","Project Delivery","HM Land Registry","15","15","[c]","[c]"
"In post","2021","20-29","White","Project Delivery","HM Revenue and Customs","195","195","35410","31810"
"In post","2021","20-29","White","Project Delivery","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Project Delivery","Ministry of Defence","2085","2070","28270","27540"
"In post","2021","20-29","White","Project Delivery","Ministry of Housing, Communities and Local Government","20","20","[c]","[c]"
"In post","2021","20-29","White","Project Delivery","Ministry of Justice","75","75","33400","31930"
"In post","2021","20-29","White","Project Delivery","National Crime Agency","5","5","[c]","[c]"
"In post","2021","20-29","White","Project Delivery","Office for Standards in Education","5","5","[c]","[c]"
"In post","2021","20-29","White","Project Delivery","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Project Delivery","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Project Delivery","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Project Delivery","Scottish Government","10","10","[c]","[c]"
"In post","2021","20-29","White","Project Delivery","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Project Delivery","United Kingdom Statistics Authority","20","20","[c]","[c]"
"In post","2021","20-29","White","Property","Cabinet Office","15","15","[c]","[c]"
"In post","2021","20-29","White","Property","Department for Business, Energy and Industrial Strategy","5","5","[c]","[c]"
"In post","2021","20-29","White","Property","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Property","Department for Education","20","20","[c]","[c]"
"In post","2021","20-29","White","Property","Department for Environment, Food and Rural Affairs","30","30","26770","25620"
"In post","2021","20-29","White","Property","Department for Transport","10","10","[c]","[c]"
"In post","2021","20-29","White","Property","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Property","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Property","Foreign, Commonwealth and Development Office","45","45","27200","26650"
"In post","2021","20-29","White","Property","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Property","HM Revenue and Customs","215","210","26930","25500"
"In post","2021","20-29","White","Property","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Property","Ministry of Defence","145","140","27120","26350"
"In post","2021","20-29","White","Property","Ministry of Justice","10","10","[c]","[c]"
"In post","2021","20-29","White","Property","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Property","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Property","Scottish Government","65","60","27010","26530"
"In post","2021","20-29","White","Property","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Security","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Security","Cabinet Office","85","80","29340","26670"
"In post","2021","20-29","White","Security","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Security","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Security","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
