"Status","Year","Function_of_post","Organisation","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Project Delivery","Government Actuary's Department","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Government Actuary's Department","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Government Property Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Government Property Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","HM Courts and Tribunals Service","Female","35","[c]","33710","30850"
"New entrant CS","2021","Project Delivery","HM Courts and Tribunals Service","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","HM Land Registry","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","HM Land Registry","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","HM Revenue and Customs (excl. agencies)","Female","40","[c]","37400","31810"
"New entrant CS","2021","Project Delivery","HM Revenue and Customs (excl. agencies)","Male","45","[c]","43740","38630"
"New entrant CS","2021","Project Delivery","HM Treasury (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","HM Treasury (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Insolvency Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Insolvency Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Institute for Apprenticeships and Technical Education","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Institute for Apprenticeships and Technical Education","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Met Office","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Met Office","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Ministry of Defence (excl. agencies)","Female","175","[c]","32580","33000"
"New entrant CS","2021","Project Delivery","Ministry of Defence (excl. agencies)","Male","185","[c]","37050","33300"
"New entrant CS","2021","Project Delivery","Ministry of Housing, Communities and Local Government (excl. agencies)","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Ministry of Housing, Communities and Local Government (excl. agencies)","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Ministry of Justice (excl. agencies)","Female","55","[c]","33800","32870"
"New entrant CS","2021","Project Delivery","Ministry of Justice (excl. agencies)","Male","35","[c]","35830","35290"
"New entrant CS","2021","Project Delivery","National Crime Agency","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","National Crime Agency","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","National Savings and Investments","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","National Savings and Investments","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Office of Gas and Electricity Markets","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Planning Inspectorate","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Planning Inspectorate","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Rural Payments Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Rural Payments Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Scotland Office (incl. Office of the Advocate General for Scotland)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Scotland Office (incl. Office of the Advocate General for Scotland)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Scottish Forestry","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Scottish Forestry","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Submarine Delivery Agency","Female","30","[c]","35280","29000"
"New entrant CS","2021","Project Delivery","Submarine Delivery Agency","Male","115","[c]","35340","33000"
"New entrant CS","2021","Project Delivery","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","UK Intellectual Property Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","UK Intellectual Property Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","UK Space Agency","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","UK Space Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","United Kingdom Statistics Authority","Female","35","[c]","35930","36030"
"New entrant CS","2021","Project Delivery","United Kingdom Statistics Authority","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Valuation Office Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Valuation Office Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Wilton Park","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Wilton Park","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Cabinet Office (excl. agencies)","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Property","Cabinet Office (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Defence Equipment and Support","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Property","Defence Equipment and Support","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Property","Defence Science and Technology Laboratory","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Defence Science and Technology Laboratory","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Department for Education (excl. agencies)","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Property","Department for Education (excl. agencies)","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","Property","Department for Transport (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Department for Transport (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Department of Health and Social Care (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Department of Health and Social Care (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Driver and Vehicle Licensing Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Driver and Vehicle Licensing Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Driver and Vehicle Standards Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Driver and Vehicle Standards Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Forestry and Land Scotland","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Property","Forestry and Land Scotland","Male","35","[c]","26850","25140"
"New entrant CS","2021","Property","Government Property Agency","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Property","Government Property Agency","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Property","Health and Safety Executive","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Health and Safety Executive","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","HM Courts and Tribunals Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","HM Courts and Tribunals Service","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Property","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","HM Revenue and Customs (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","HM Revenue and Customs (excl. agencies)","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Property","HM Treasury (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","HM Treasury (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Maritime and Coastguard Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Maritime and Coastguard Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Medicines and Healthcare Products Regulatory Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Medicines and Healthcare Products Regulatory Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Ministry of Defence (excl. agencies)","Female","70","[c]","27300","26350"
"New entrant CS","2021","Property","Ministry of Defence (excl. agencies)","Male","130","[c]","31930","33000"
"New entrant CS","2021","Property","Ministry of Justice (excl. agencies)","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Property","Ministry of Justice (excl. agencies)","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","Property","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Public Health England","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Public Health England","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Scottish Forestry","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Scottish Forestry","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Scottish Prison Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Scottish Prison Service","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","Property","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","United Kingdom Statistics Authority","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","United Kingdom Statistics Authority","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Valuation Office Agency","Female","130","[c]","24450","20880"
"New entrant CS","2021","Property","Valuation Office Agency","Male","130","[c]","26090","24500"
"New entrant CS","2021","Property","Vehicle Certification Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Vehicle Certification Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Cabinet Office (excl. agencies)","Female","60","[c]","25740","22380"
"New entrant CS","2021","Security","Cabinet Office (excl. agencies)","Male","65","[c]","27450","20920"
"New entrant CS","2021","Security","Defence Science and Technology Laboratory","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Defence Science and Technology Laboratory","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Security","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Department for Education (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Department for Education (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Department for International Trade","Female","[c]","[c]","[c]","[c]"
