"Status","Year","Age","Parent_department","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","20-29","Department for Business, Energy and Industrial Strategy","Outside London","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Business, Energy and Industrial Strategy","Outside London","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Business, Energy and Industrial Strategy","Unknown","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Business, Energy and Industrial Strategy","Unknown","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Digital, Culture, Media and Sport","London","Female","50","[c]","38230","33320"
"Leaver Dept.","2021","20-29","Department for Digital, Culture, Media and Sport","London","Male","40","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Education","London","Female","40","[c]","37470","36640"
"Leaver Dept.","2021","20-29","Department for Education","London","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Education","Outside London","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Education","Outside London","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Environment, Food and Rural Affairs","London","Female","90","[c]","36110","33510"
"Leaver Dept.","2021","20-29","Department for Environment, Food and Rural Affairs","London","Male","65","[c]","35480","33510"
"Leaver Dept.","2021","20-29","Department for Environment, Food and Rural Affairs","Outside London","Female","30","[c]","26590","25100"
"Leaver Dept.","2021","20-29","Department for Environment, Food and Rural Affairs","Outside London","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for International Trade","London","Female","65","[c]","34470","31180"
"Leaver Dept.","2021","20-29","Department for International Trade","London","Male","45","[c]","36530","32210"
"Leaver Dept.","2021","20-29","Department for International Trade","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for International Trade","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for International Trade","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for International Trade","Overseas","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Transport","London","Female","40","[c]","37930","35060"
"Leaver Dept.","2021","20-29","Department for Transport","London","Male","45","[c]","37900","34700"
"Leaver Dept.","2021","20-29","Department for Transport","Outside London","Female","30","[c]","22670","21590"
"Leaver Dept.","2021","20-29","Department for Transport","Outside London","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Work and Pensions","London","Female","50","[c]","35740","31160"
"Leaver Dept.","2021","20-29","Department for Work and Pensions","London","Male","40","[c]","34840","31080"
"Leaver Dept.","2021","20-29","Department for Work and Pensions","Outside London","Female","165","[c]","25590","27570"
"Leaver Dept.","2021","20-29","Department for Work and Pensions","Outside London","Male","110","[c]","25430","27570"
"Leaver Dept.","2021","20-29","Department for Work and Pensions","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Work and Pensions","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department of Health and Social Care","London","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department of Health and Social Care","London","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department of Health and Social Care","London","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department of Health and Social Care","Outside London","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department of Health and Social Care","Outside London","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Food Standards Agency","London","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Food Standards Agency","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Food Standards Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Food Standards Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Foreign, Commonwealth and Development Office","London","Female","60","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Foreign, Commonwealth and Development Office","London","Male","50","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Foreign, Commonwealth and Development Office","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Foreign, Commonwealth and Development Office","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Foreign, Commonwealth and Development Office","Overseas","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Foreign, Commonwealth and Development Office","Overseas","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","HM Revenue and Customs","London","Female","70","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","HM Revenue and Customs","London","Male","70","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","HM Revenue and Customs","Outside London","Female","230","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","HM Revenue and Customs","Outside London","Male","215","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","HM Revenue and Customs","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","HM Revenue and Customs","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","HM Treasury","London","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","HM Treasury","London","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","HM Treasury","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","HM Treasury","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Home Office","London","Female","140","[c]","35900","34700"
"Leaver Dept.","2021","20-29","Home Office","London","Male","90","[c]","34780","33720"
"Leaver Dept.","2021","20-29","Home Office","Outside London","Female","80","[c]","24090","24110"
"Leaver Dept.","2021","20-29","Home Office","Outside London","Male","45","[c]","24300","24110"
"Leaver Dept.","2021","20-29","Ministry of Defence","London","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Ministry of Defence","London","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Ministry of Defence","Outside London","Female","105","[c]","27340","26670"
"Leaver Dept.","2021","20-29","Ministry of Defence","Outside London","Male","115","[c]","27750","26940"
"Leaver Dept.","2021","20-29","Ministry of Defence","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Ministry of Defence","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Ministry of Housing, Communities and Local Government","London","Female","65","[c]","33640","32560"
"Leaver Dept.","2021","20-29","Ministry of Housing, Communities and Local Government","London","Male","85","[c]","33430","32560"
"Leaver Dept.","2021","20-29","Ministry of Housing, Communities and Local Government","Outside London","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Ministry of Housing, Communities and Local Government","Outside London","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Ministry of Justice","London","Female","125","[c]","32900","30850"
"Leaver Dept.","2021","20-29","Ministry of Justice","London","Male","60","[c]","34340","31000"
"Leaver Dept.","2021","20-29","Ministry of Justice","Outside London","Female","135","[c]","20780","19930"
"Leaver Dept.","2021","20-29","Ministry of Justice","Outside London","Male","80","[c]","21410","19930"
"Leaver Dept.","2021","20-29","National Crime Agency","London","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","National Crime Agency","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","National Crime Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","National Crime Agency","Outside London","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Northern Ireland Office","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Northern Ireland Office","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Office for Standards in Education","London","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Office for Standards in Education","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Office for Standards in Education","Outside London","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Office for Standards in Education","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Office of Gas and Electricity Markets","London","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Office of Gas and Electricity Markets","London","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Office of Gas and Electricity Markets","Outside London","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Office of Gas and Electricity Markets","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Office of Qualifications and Examinations Regulation","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Office of Qualifications and Examinations Regulation","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Office of Rail and Road","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Office of Rail and Road","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other Cabinet Office Agencies","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other Cabinet Office Agencies","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Scotland Office","London","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Scotland Office","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Scotland Office","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Scotland Office","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Scottish Government","Outside London","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Scottish Government","Outside London","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Scottish Government","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Scottish Government","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","The National Archives","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","The National Archives","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","UK Export Finance","London","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","UK Export Finance","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","United Kingdom Statistics Authority","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","United Kingdom Statistics Authority","London","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","United Kingdom Statistics Authority","Outside London","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","United Kingdom Statistics Authority","Outside London","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Wales Office","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Wales Office","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Wales Office","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Wales Office","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Welsh Government","Outside London","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Welsh Government","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Attorney General's Departments","London","Female","30","[c]","48080","51250"
"Leaver Dept.","2021","30-39","Attorney General's Departments","London","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Attorney General's Departments","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Attorney General's Departments","Outside London","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Cabinet Office","London","Female","120","[c]","50640","54490"
"Leaver Dept.","2021","30-39","Cabinet Office","London","Male","100","[c]","50310","54470"
"Leaver Dept.","2021","30-39","Cabinet Office","Outside London","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Cabinet Office","Outside London","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Cabinet Office","Unknown","Female","65","[c]","38630","32000"
"Leaver Dept.","2021","30-39","Cabinet Office","Unknown","Male","70","[c]","37900","32000"
"Leaver Dept.","2021","30-39","Chancellor's other departments","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Chancellor's other departments","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Charity Commission","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Charity Commission","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Charity Commission","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Charity Commission","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Competition and Markets Authority","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Competition and Markets Authority","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Department for Business, Energy and Industrial Strategy","London","Female","60","[c]","49190","52300"
"Leaver Dept.","2021","30-39","Department for Business, Energy and Industrial Strategy","London","Male","80","[c]","48900","52300"
"Leaver Dept.","2021","30-39","Department for Business, Energy and Industrial Strategy","Outside London","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Department for Business, Energy and Industrial Strategy","Outside London","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Department for Business, Energy and Industrial Strategy","Unknown","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Department for Business, Energy and Industrial Strategy","Unknown","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Department for Digital, Culture, Media and Sport","London","Female","40","[c]","48770","49720"
"Leaver Dept.","2021","30-39","Department for Digital, Culture, Media and Sport","London","Male","35","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Department for Education","London","Female","45","[c]","46830","45540"
"Leaver Dept.","2021","30-39","Department for Education","London","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Department for Education","Outside London","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Department for Education","Outside London","Male","10","[c]","[c]","[c]"
