"Status","Year","Age","Parent_department","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","50-59","UK Supreme Court","London","Male","10","10","[c]","[c]"
"In post","2021","50-59","United Kingdom Statistics Authority","London","Female","15","15","[c]","[c]"
"In post","2021","50-59","United Kingdom Statistics Authority","London","Male","20","20","[c]","[c]"
"In post","2021","50-59","United Kingdom Statistics Authority","Outside London","Female","705","595","29510","23520"
"In post","2021","50-59","United Kingdom Statistics Authority","Outside London","Male","510","440","33690","29540"
"In post","2021","50-59","Wales Office","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Wales Office","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Water Services Regulation Authority","London","Female","5","5","[c]","[c]"
"In post","2021","50-59","Water Services Regulation Authority","London","Male","5","5","[c]","[c]"
"In post","2021","50-59","Water Services Regulation Authority","Outside London","Female","10","10","[c]","[c]"
"In post","2021","50-59","Water Services Regulation Authority","Outside London","Male","20","20","[c]","[c]"
"In post","2021","50-59","Welsh Government","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Welsh Government","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Welsh Government","Outside London","Female","975","920","42840","37410"
"In post","2021","50-59","Welsh Government","Outside London","Male","690","680","47490","47000"
"In post","2021","50-59","Welsh Government","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Welsh Government","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Attorney General's Departments","London","Female","125","110","48020","41770"
"In post","2021","60-64","Attorney General's Departments","London","Male","100","90","59910","62860"
"In post","2021","60-64","Attorney General's Departments","Outside London","Female","185","145","39620","31130"
"In post","2021","60-64","Attorney General's Departments","Outside London","Male","130","110","49970","55610"
"In post","2021","60-64","Cabinet Office","London","Female","45","40","57580","54700"
"In post","2021","60-64","Cabinet Office","London","Male","85","80","70680","60640"
"In post","2021","60-64","Cabinet Office","Outside London","Female","70","50","31720","26670"
"In post","2021","60-64","Cabinet Office","Outside London","Male","60","55","38890","33300"
"In post","2021","60-64","Cabinet Office","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Cabinet Office","Unknown","Male","5","5","[c]","[c]"
"In post","2021","60-64","Chancellor's other departments","London","Female","5","5","[c]","[c]"
"In post","2021","60-64","Chancellor's other departments","London","Male","10","10","[c]","[c]"
"In post","2021","60-64","Chancellor's other departments","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chancellor's other departments","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Charity Commission","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Charity Commission","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Charity Commission","Outside London","Female","15","10","[c]","[c]"
"In post","2021","60-64","Charity Commission","Outside London","Male","15","15","[c]","[c]"
"In post","2021","60-64","Competition and Markets Authority","London","Female","5","5","[c]","[c]"
"In post","2021","60-64","Competition and Markets Authority","London","Male","10","10","[c]","[c]"
"In post","2021","60-64","Competition and Markets Authority","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Competition and Markets Authority","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Business, Energy and Industrial Strategy","London","Female","80","75","42960","36090"
"In post","2021","60-64","Department for Business, Energy and Industrial Strategy","London","Male","90","85","49670","44450"
"In post","2021","60-64","Department for Business, Energy and Industrial Strategy","Outside London","Female","215","175","29330","26290"
"In post","2021","60-64","Department for Business, Energy and Industrial Strategy","Outside London","Male","220","190","38730","36740"
"In post","2021","60-64","Department for Digital, Culture, Media and Sport","London","Female","15","15","[c]","[c]"
"In post","2021","60-64","Department for Digital, Culture, Media and Sport","London","Male","20","20","[c]","[c]"
"In post","2021","60-64","Department for Education","London","Female","45","45","48890","53570"
"In post","2021","60-64","Department for Education","London","Male","55","55","50480","53470"
"In post","2021","60-64","Department for Education","Outside London","Female","85","80","41720","37100"
"In post","2021","60-64","Department for Education","Outside London","Male","80","80","45670","42320"
"In post","2021","60-64","Department for Environment, Food and Rural Affairs","London","Female","40","40","39060","32560"
"In post","2021","60-64","Department for Environment, Food and Rural Affairs","London","Male","50","45","49280","45340"
"In post","2021","60-64","Department for Environment, Food and Rural Affairs","Outside London","Female","300","260","28670","25440"
"In post","2021","60-64","Department for Environment, Food and Rural Affairs","Outside London","Male","255","235","36520","31110"
"In post","2021","60-64","Department for International Trade","London","Female","25","25","[c]","[c]"
"In post","2021","60-64","Department for International Trade","London","Male","35","35","46880","39440"
"In post","2021","60-64","Department for International Trade","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for International Trade","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for International Trade","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for International Trade","Overseas","Male","10","10","[c]","[c]"
"In post","2021","60-64","Department for Transport","London","Female","45","40","38490","33900"
"In post","2021","60-64","Department for Transport","London","Male","125","110","41590","35980"
"In post","2021","60-64","Department for Transport","Outside London","Female","570","405","24230","21590"
"In post","2021","60-64","Department for Transport","Outside London","Male","715","625","31810","26780"
"In post","2021","60-64","Department for Transport","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Transport","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Work and Pensions","London","Female","565","470","31830","31060"
"In post","2021","60-64","Department for Work and Pensions","London","Male","260","235","35320","31060"
"In post","2021","60-64","Department for Work and Pensions","Outside London","Female","5895","4360","25950","27570"
"In post","2021","60-64","Department for Work and Pensions","Outside London","Male","2655","2200","28180","27570"
"In post","2021","60-64","Department for Work and Pensions","Unknown","Female","55","45","30910","27570"
"In post","2021","60-64","Department for Work and Pensions","Unknown","Male","20","15","[c]","[c]"
"In post","2021","60-64","Department of Health and Social Care","London","Female","170","145","57400","46460"
"In post","2021","60-64","Department of Health and Social Care","London","Male","105","100","65280","56780"
"In post","2021","60-64","Department of Health and Social Care","Outside London","Female","215","175","42860","35610"
"In post","2021","60-64","Department of Health and Social Care","Outside London","Male","120","110","61460","50390"
"In post","2021","60-64","ESTYN","Outside London","Female","10","5","[c]","[c]"
"In post","2021","60-64","ESTYN","Outside London","Male","10","5","[c]","[c]"
"In post","2021","60-64","Food Standards Agency","London","Female","5","5","[c]","[c]"
"In post","2021","60-64","Food Standards Agency","London","Male","20","20","[c]","[c]"
"In post","2021","60-64","Food Standards Agency","Outside London","Female","10","10","[c]","[c]"
"In post","2021","60-64","Food Standards Agency","Outside London","Male","75","70","29580","26750"
"In post","2021","60-64","Foreign, Commonwealth and Development Office","London","Female","65","65","46430","36290"
"In post","2021","60-64","Foreign, Commonwealth and Development Office","London","Male","80","80","56550","54020"
"In post","2021","60-64","Foreign, Commonwealth and Development Office","Outside London","Female","55","45","37600","33930"
"In post","2021","60-64","Foreign, Commonwealth and Development Office","Outside London","Male","95","85","40640","39430"
"In post","2021","60-64","Foreign, Commonwealth and Development Office","Overseas","Female","25","25","[c]","[c]"
"In post","2021","60-64","Foreign, Commonwealth and Development Office","Overseas","Male","65","65","62410","60750"
"In post","2021","60-64","HM Land Registry","London","Female","10","10","[c]","[c]"
"In post","2021","60-64","HM Land Registry","London","Male","15","15","[c]","[c]"
"In post","2021","60-64","HM Land Registry","Outside London","Female","265","185","30470","27130"
"In post","2021","60-64","HM Land Registry","Outside London","Male","200","145","34000","33840"
"In post","2021","60-64","HM Revenue and Customs","London","Female","390","325","37270","32520"
"In post","2021","60-64","HM Revenue and Customs","London","Male","410","335","45110","39800"
"In post","2021","60-64","HM Revenue and Customs","Outside London","Female","2970","2145","26550","21440"
"In post","2021","60-64","HM Revenue and Customs","Outside London","Male","1875","1480","31480","28130"
"In post","2021","60-64","HM Treasury","London","Female","20","15","[c]","[c]"
"In post","2021","60-64","HM Treasury","London","Male","35","30","58680","50130"
"In post","2021","60-64","HM Treasury","Outside London","Female","15","15","[c]","[c]"
"In post","2021","60-64","HM Treasury","Outside London","Male","15","10","[c]","[c]"
"In post","2021","60-64","Home Office","London","Female","465","400","33510","29100"
"In post","2021","60-64","Home Office","London","Male","450","385","38810","31750"
"In post","2021","60-64","Home Office","Outside London","Female","655","500","24660","21430"
"In post","2021","60-64","Home Office","Outside London","Male","610","470","27420","26160"
"In post","2021","60-64","Home Office","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Home Office","Overseas","Male","10","10","[c]","[c]"
"In post","2021","60-64","Home Office","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Home Office","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Ministry of Defence","London","Female","120","115","33190","29520"
"In post","2021","60-64","Ministry of Defence","London","Male","235","225","39630","37640"
"In post","2021","60-64","Ministry of Defence","Outside London","Female","1590","1425","27860","22330"
"In post","2021","60-64","Ministry of Defence","Outside London","Male","3645","3410","33380","32120"
"In post","2021","60-64","Ministry of Defence","Overseas","Female","10","10","[c]","[c]"
"In post","2021","60-64","Ministry of Defence","Overseas","Male","55","55","42910","40580"
"In post","2021","60-64","Ministry of Defence","Unknown","Female","10","10","[c]","[c]"
"In post","2021","60-64","Ministry of Defence","Unknown","Male","140","140","38660","35380"
"In post","2021","60-64","Ministry of Housing, Communities and Local Government","London","Female","20","20","[c]","[c]"
"In post","2021","60-64","Ministry of Housing, Communities and Local Government","London","Male","40","35","48730","40220"
"In post","2021","60-64","Ministry of Housing, Communities and Local Government","Outside London","Female","45","40","44050","37540"
"In post","2021","60-64","Ministry of Housing, Communities and Local Government","Outside London","Male","60","50","48620","48200"
"In post","2021","60-64","Ministry of Justice","London","Female","535","485","31920","26410"
"In post","2021","60-64","Ministry of Justice","London","Male","435","395","35180","30880"
"In post","2021","60-64","Ministry of Justice","Outside London","Female","2475","2020","25490","21710"
"In post","2021","60-64","Ministry of Justice","Outside London","Male","2410","1930","29280","28200"
"In post","2021","60-64","Ministry of Justice","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Ministry of Justice","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","National Crime Agency","London","Female","20","15","[c]","[c]"
"In post","2021","60-64","National Crime Agency","London","Male","60","55","48010","47080"
"In post","2021","60-64","National Crime Agency","Outside London","Female","50","45","33320","32590"
"In post","2021","60-64","National Crime Agency","Outside London","Male","135","125","38890","37170"
"In post","2021","60-64","National Crime Agency","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","National Crime Agency","Overseas","Male","10","10","[c]","[c]"
"In post","2021","60-64","National Crime Agency","Unknown","Female","5","5","[c]","[c]"
"In post","2021","60-64","National Crime Agency","Unknown","Male","15","15","[c]","[c]"
"In post","2021","60-64","Northern Ireland Office","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Northern Ireland Office","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Northern Ireland Office","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Northern Ireland Office","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Office for Standards in Education","London","Female","20","20","[c]","[c]"
"In post","2021","60-64","Office for Standards in Education","London","Male","10","10","[c]","[c]"
"In post","2021","60-64","Office for Standards in Education","Outside London","Female","70","65","47310","51360"
"In post","2021","60-64","Office for Standards in Education","Outside London","Male","30","25","[c]","[c]"
"In post","2021","60-64","Office of Gas and Electricity Markets","London","Female","10","5","[c]","[c]"
"In post","2021","60-64","Office of Gas and Electricity Markets","London","Male","15","15","[c]","[c]"
"In post","2021","60-64","Office of Gas and Electricity Markets","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Office of Gas and Electricity Markets","Outside London","Male","5","5","[c]","[c]"
"In post","2021","60-64","Office of Qualifications and Examinations Regulation","Outside London","Female","5","5","[c]","[c]"
"In post","2021","60-64","Office of Qualifications and Examinations Regulation","Outside London","Male","5","5","[c]","[c]"
"In post","2021","60-64","Office of Rail and Road","London","Female","5","5","[c]","[c]"
"In post","2021","60-64","Office of Rail and Road","London","Male","10","10","[c]","[c]"
"In post","2021","60-64","Office of Rail and Road","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Office of Rail and Road","Outside London","Male","5","5","[c]","[c]"
"In post","2021","60-64","Other Cabinet Office Agencies","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other Cabinet Office Agencies","London","Male","5","5","[c]","[c]"
"In post","2021","60-64","Other Cabinet Office Agencies","Outside London","Female","10","10","[c]","[c]"
"In post","2021","60-64","Other Cabinet Office Agencies","Outside London","Male","10","10","[c]","[c]"
"In post","2021","60-64","Scotland Office","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Scotland Office","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Scottish Government","Outside London","Female","600","500","34310","28170"
"In post","2021","60-64","Scottish Government","Outside London","Male","895","730","37350","33650"
"In post","2021","60-64","Scottish Government","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Scottish Government","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","The National Archives","London","Female","20","15","[c]","[c]"
"In post","2021","60-64","The National Archives","London","Male","20","20","[c]","[c]"
"In post","2021","60-64","UK Export Finance","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","UK Export Finance","London","Male","20","20","[c]","[c]"
"In post","2021","60-64","UK Supreme Court","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","UK Supreme Court","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","United Kingdom Statistics Authority","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","United Kingdom Statistics Authority","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","United Kingdom Statistics Authority","Outside London","Female","240","170","25110","19520"
"In post","2021","60-64","United Kingdom Statistics Authority","Outside London","Male","190","145","26450","19520"
"In post","2021","60-64","United Kingdom Statistics Authority","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Wales Office","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Wales Office","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Wales Office","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Wales Office","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Water Services Regulation Authority","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Water Services Regulation Authority","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Water Services Regulation Authority","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Water Services Regulation Authority","Outside London","Male","5","5","[c]","[c]"
"In post","2021","60-64","Welsh Government","Outside London","Female","220","185","40120","37410"
"In post","2021","60-64","Welsh Government","Outside London","Male","185","165","48590","47000"
"In post","2021","65+","Attorney General's Departments","London","Female","40","35","44530","31520"
"In post","2021","65+","Attorney General's Departments","London","Male","35","30","47000","35290"
"In post","2021","65+","Attorney General's Departments","Outside London","Female","25","20","[c]","[c]"
"In post","2021","65+","Attorney General's Departments","Outside London","Male","35","25","52480","55610"
"In post","2021","65+","Cabinet Office","London","Female","15","15","[c]","[c]"
"In post","2021","65+","Cabinet Office","London","Male","20","15","[c]","[c]"
"In post","2021","65+","Cabinet Office","Outside London","Female","10","10","[c]","[c]"
"In post","2021","65+","Cabinet Office","Outside London","Male","10","10","[c]","[c]"
"In post","2021","65+","Cabinet Office","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","65+","Cabinet Office","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","65+","Chancellor's other departments","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","65+","Chancellor's other departments","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","65+","Charity Commission","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","65+","Charity Commission","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","65+","Competition and Markets Authority","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","65+","Competition and Markets Authority","London","Male","5","5","[c]","[c]"
"In post","2021","65+","Department for Business, Energy and Industrial Strategy","London","Female","30","25","[c]","[c]"
"In post","2021","65+","Department for Business, Energy and Industrial Strategy","London","Male","35","35","46400","47610"
"In post","2021","65+","Department for Business, Energy and Industrial Strategy","Outside London","Female","70","50","28190","23320"
"In post","2021","65+","Department for Business, Energy and Industrial Strategy","Outside London","Male","90","65","40530","39490"
"In post","2021","65+","Department for Digital, Culture, Media and Sport","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","65+","Department for Digital, Culture, Media and Sport","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","65+","Department for Digital, Culture, Media and Sport","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","65+","Department for Digital, Culture, Media and Sport","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","65+","Department for Education","London","Female","15","15","[c]","[c]"
"In post","2021","65+","Department for Education","London","Male","10","5","[c]","[c]"
"In post","2021","65+","Department for Education","Outside London","Female","20","20","[c]","[c]"
"In post","2021","65+","Department for Education","Outside London","Male","25","20","[c]","[c]"
"In post","2021","65+","Department for Environment, Food and Rural Affairs","London","Female","20","20","[c]","[c]"
"In post","2021","65+","Department for Environment, Food and Rural Affairs","London","Male","20","15","[c]","[c]"
"In post","2021","65+","Department for Environment, Food and Rural Affairs","Outside London","Female","75","60","29340","25390"
"In post","2021","65+","Department for Environment, Food and Rural Affairs","Outside London","Male","95","80","35380","31430"
"In post","2021","65+","Department for International Trade","London","Female","5","5","[c]","[c]"
"In post","2021","65+","Department for International Trade","London","Male","15","15","[c]","[c]"
"In post","2021","65+","Department for International Trade","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","65+","Department for International Trade","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","65+","Department for Transport","London","Female","15","15","[c]","[c]"
"In post","2021","65+","Department for Transport","London","Male","45","35","35680","32740"
"In post","2021","65+","Department for Transport","Outside London","Female","135","90","23500","21590"
"In post","2021","65+","Department for Transport","Outside London","Male","280","210","30610","26780"
"In post","2021","65+","Department for Transport","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","65+","Department for Transport","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","65+","Department for Work and Pensions","London","Female","215","160","29910","31060"
"In post","2021","65+","Department for Work and Pensions","London","Male","115","95","32420","31060"
"In post","2021","65+","Department for Work and Pensions","Outside London","Female","1480","1015","25260","26120"
"In post","2021","65+","Department for Work and Pensions","Outside London","Male","795","595","26850","26120"
"In post","2021","65+","Department for Work and Pensions","Unknown","Female","15","10","[c]","[c]"
"In post","2021","65+","Department for Work and Pensions","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","65+","Department of Health and Social Care","London","Female","75","60","51790","37760"
"In post","2021","65+","Department of Health and Social Care","London","Male","55","45","65760","66850"
"In post","2021","65+","Department of Health and Social Care","Outside London","Female","70","50","40200","31890"
"In post","2021","65+","Department of Health and Social Care","Outside London","Male","45","35","51440","40560"
"In post","2021","65+","ESTYN","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","65+","ESTYN","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","65+","Food Standards Agency","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","65+","Food Standards Agency","London","Male","10","10","[c]","[c]"
"In post","2021","65+","Food Standards Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","65+","Food Standards Agency","Outside London","Male","30","20","[c]","[c]"
"In post","2021","65+","Foreign, Commonwealth and Development Office","London","Female","25","20","[c]","[c]"
"In post","2021","65+","Foreign, Commonwealth and Development Office","London","Male","45","40","55280","61000"
"In post","2021","65+","Foreign, Commonwealth and Development Office","Outside London","Female","15","10","[c]","[c]"
"In post","2021","65+","Foreign, Commonwealth and Development Office","Outside London","Male","30","20","49800","53630"
"In post","2021","65+","Foreign, Commonwealth and Development Office","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","65+","Foreign, Commonwealth and Development Office","Overseas","Male","10","10","[c]","[c]"
"In post","2021","65+","HM Land Registry","London","Female","10","5","[c]","[c]"
"In post","2021","65+","HM Land Registry","London","Male","5","5","[c]","[c]"
"In post","2021","65+","HM Land Registry","Outside London","Female","60","35","31720","27130"
"In post","2021","65+","HM Land Registry","Outside London","Male","50","30","34710","33840"
"In post","2021","65+","HM Revenue and Customs","London","Female","120","95","32900","29570"
"In post","2021","65+","HM Revenue and Customs","London","Male","165","125","43420","39750"
"In post","2021","65+","HM Revenue and Customs","Outside London","Female","615","425","24980","21440"
"In post","2021","65+","HM Revenue and Customs","Outside London","Male","635","450","31040","28130"
"In post","2021","65+","HM Treasury","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","65+","HM Treasury","London","Male","10","10","[c]","[c]"
"In post","2021","65+","HM Treasury","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","65+","HM Treasury","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","65+","Home Office","London","Female","185","140","29000","25630"
"In post","2021","65+","Home Office","London","Male","185","145","34030","30030"
"In post","2021","65+","Home Office","Outside London","Female","185","125","23830","21430"
"In post","2021","65+","Home Office","Outside London","Male","195","140","25770","25220"
"In post","2021","65+","Home Office","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","65+","Home Office","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","65+","Ministry of Defence","London","Female","40","40","32990","25640"
"In post","2021","65+","Ministry of Defence","London","Male","95","85","36550","31310"
"In post","2021","65+","Ministry of Defence","Outside London","Female","460","395","26120","21580"
"In post","2021","65+","Ministry of Defence","Outside London","Male","1345","1190","32070","29200"
"In post","2021","65+","Ministry of Defence","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","65+","Ministry of Defence","Overseas","Male","5","5","[c]","[c]"
"In post","2021","65+","Ministry of Defence","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","65+","Ministry of Defence","Unknown","Male","30","30","[c]","[c]"
"In post","2021","65+","Ministry of Housing, Communities and Local Government","London","Female","5","5","[c]","[c]"
"In post","2021","65+","Ministry of Housing, Communities and Local Government","London","Male","15","15","[c]","[c]"
"In post","2021","65+","Ministry of Housing, Communities and Local Government","Outside London","Female","20","15","[c]","[c]"
"In post","2021","65+","Ministry of Housing, Communities and Local Government","Outside London","Male","50","30","58270","65270"
"In post","2021","65+","Ministry of Justice","London","Female","230","190","27880","23640"
"In post","2021","65+","Ministry of Justice","London","Male","190","165","32420","25760"
"In post","2021","65+","Ministry of Justice","Outside London","Female","695","500","24220","21490"
"In post","2021","65+","Ministry of Justice","Outside London","Male","795","580","26360","22110"
"In post","2021","65+","National Crime Agency","London","Female","5","5","[c]","[c]"
"In post","2021","65+","National Crime Agency","London","Male","15","15","[c]","[c]"
"In post","2021","65+","National Crime Agency","Outside London","Female","10","5","[c]","[c]"
"In post","2021","65+","National Crime Agency","Outside London","Male","15","15","[c]","[c]"
"In post","2021","65+","National Crime Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","65+","National Crime Agency","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","65+","Office for Standards in Education","London","Female","10","5","[c]","[c]"
"In post","2021","65+","Office for Standards in Education","London","Male","5","5","[c]","[c]"
"In post","2021","65+","Office for Standards in Education","Outside London","Female","10","10","[c]","[c]"
"In post","2021","65+","Office for Standards in Education","Outside London","Male","5","5","[c]","[c]"
"In post","2021","65+","Office of Gas and Electricity Markets","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","65+","Office of Gas and Electricity Markets","London","Male","5","5","[c]","[c]"
"In post","2021","65+","Office of Gas and Electricity Markets","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","65+","Office of Gas and Electricity Markets","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","65+","Office of Qualifications and Examinations Regulation","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","65+","Office of Qualifications and Examinations Regulation","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","65+","Office of Rail and Road","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","65+","Office of Rail and Road","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","65+","Office of Rail and Road","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","65+","Office of Rail and Road","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","65+","Other Cabinet Office Agencies","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","65+","Other Cabinet Office Agencies","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","65+","Other Cabinet Office Agencies","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","65+","Other Cabinet Office Agencies","Outside London","Male","10","5","[c]","[c]"
"In post","2021","65+","Scotland Office","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","65+","Scotland Office","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","65+","Scotland Office","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","65+","Scotland Office","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","65+","Scottish Government","Outside London","Female","140","105","30970","24910"
"In post","2021","65+","Scottish Government","Outside London","Male","280","215","35040","30160"
"In post","2021","65+","The National Archives","London","Female","10","10","[c]","[c]"
"In post","2021","65+","The National Archives","London","Male","15","10","[c]","[c]"
"In post","2021","65+","UK Export Finance","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","65+","UK Export Finance","London","Male","5","5","[c]","[c]"
"In post","2021","65+","UK Supreme Court","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","65+","UK Supreme Court","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","65+","United Kingdom Statistics Authority","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","65+","United Kingdom Statistics Authority","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","65+","United Kingdom Statistics Authority","Outside London","Female","110","70","23700","19520"
"In post","2021","65+","United Kingdom Statistics Authority","Outside London","Male","130","85","23510","19520"
"In post","2021","65+","Welsh Government","Outside London","Female","85","65","35190","28850"
"In post","2021","65+","Welsh Government","Outside London","Male","80","70","45270","37410"
"In post","2021","Unknown","Department for Digital, Culture, Media and Sport","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Digital, Culture, Media and Sport","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Digital, Culture, Media and Sport","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Work and Pensions","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Work and Pensions","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Work and Pensions","Outside London","Female","15","10","[c]","[c]"
"In post","2021","Unknown","Department for Work and Pensions","Outside London","Male","5","5","[c]","[c]"
"In post","2021","Unknown","Department of Health and Social Care","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department of Health and Social Care","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Northern Ireland Office","London","Female","[c]","[c]","[c]","[c]"
