"Status","Year","Age","Organisation","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","40-49","Medicines and Healthcare Products Regulatory Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Medicines and Healthcare Products Regulatory Agency","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Medicines and Healthcare Products Regulatory Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Met Office","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Met Office","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Met Office","Commercial","Unknown","65","60","45360","47960"
"In post","2021","40-49","Met Office","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Met Office","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Met Office","Communications","Unknown","10","10","[c]","[c]"
"In post","2021","40-49","Met Office","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Met Office","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Met Office","Digital, Data and Technology","Unknown","85","80","39630","35030"
"In post","2021","40-49","Met Office","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Met Office","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Met Office","Finance","Unknown","10","5","[c]","[c]"
"In post","2021","40-49","Met Office","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Met Office","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Met Office","Human Resources","Unknown","30","30","[c]","[c]"
"In post","2021","40-49","Met Office","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Met Office","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Met Office","Legal","Unknown","5","5","[c]","[c]"
"In post","2021","40-49","Met Office","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Met Office","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Met Office","Operational Delivery","Unknown","50","45","45080","42090"
"In post","2021","40-49","Met Office","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Met Office","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Met Office","Other","Unknown","5","5","[c]","[c]"
"In post","2021","40-49","Met Office","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Met Office","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Met Office","Project Delivery","Unknown","55","55","44270","45150"
"In post","2021","40-49","Met Office","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Met Office","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Met Office","Property","Unknown","5","5","[c]","[c]"
"In post","2021","40-49","Met Office","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Met Office","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Met Office","Science and Engineering","Unknown","230","215","43280","41900"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Commercial","Heterosexual / straight","135","125","36830","34800"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Commercial","LGBO","5","5","[c]","[c]"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Commercial","Undeclared","15","15","[c]","[c]"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Commercial","Unknown","5","5","[c]","[c]"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Communications","Heterosexual / straight","105","105","33330","33000"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Communications","Undeclared","10","10","[c]","[c]"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Communications","Unknown","15","15","[c]","[c]"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Digital, Data and Technology","Heterosexual / straight","130","130","32280","27420"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Digital, Data and Technology","LGBO","5","5","[c]","[c]"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Digital, Data and Technology","Undeclared","25","25","[c]","[c]"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Digital, Data and Technology","Unknown","5","5","[c]","[c]"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Economics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Finance","Heterosexual / straight","300","290","40230","33300"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Finance","LGBO","5","5","[c]","[c]"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Finance","Undeclared","45","40","37880","33300"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Finance","Unknown","25","20","[c]","[c]"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Human Resources","Heterosexual / straight","290","270","33360","26670"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Human Resources","LGBO","10","10","[c]","[c]"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Human Resources","Undeclared","40","40","29790","26670"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Human Resources","Unknown","30","30","29550","23970"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Intelligence Analysis","Heterosexual / straight","110","110","39080","36140"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Intelligence Analysis","Undeclared","25","25","[c]","[c]"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Intelligence Analysis","Unknown","15","10","[c]","[c]"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Internal Audit","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Knowledge and Information Management","Heterosexual / straight","100","100","33440","33300"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Knowledge and Information Management","Undeclared","30","30","[c]","[c]"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Knowledge and Information Management","Unknown","15","15","[c]","[c]"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Medicine","Heterosexual / straight","330","295","46580","37890"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Medicine","LGBO","10","10","[c]","[c]"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Medicine","Undeclared","35","25","53890","44500"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Medicine","Unknown","110","95","47670","38490"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Operational Delivery","Heterosexual / straight","110","105","30190","27370"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Operational Delivery","Undeclared","15","15","[c]","[c]"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Operational Delivery","Unknown","15","15","[c]","[c]"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Other","Heterosexual / straight","1565","1510","25300","21580"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Other","LGBO","45","45","25010","21350"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Other","Undeclared","190","180","25380","21580"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Other","Unknown","265","260","33650","31000"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Planning","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Policy","Heterosexual / straight","155","150","49900","45200"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Policy","LGBO","5","5","[c]","[c]"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Policy","Undeclared","30","30","[c]","[c]"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Policy","Unknown","10","10","[c]","[c]"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Project Delivery","Heterosexual / straight","875","855","40750","40000"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Project Delivery","LGBO","30","30","[c]","[c]"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Project Delivery","Undeclared","130","125","41010","40580"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Project Delivery","Unknown","60","60","43140","40000"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Property","Heterosexual / straight","380","370","32840","33300"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Property","LGBO","10","10","[c]","[c]"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Property","Undeclared","50","50","32860","33300"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Property","Unknown","40","40","27440","23740"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Psychology","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Psychology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Science and Engineering","Heterosexual / straight","255","255","35800","33000"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Science and Engineering","LGBO","10","10","[c]","[c]"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Science and Engineering","Undeclared","25","25","[c]","[c]"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Science and Engineering","Unknown","30","30","30060","26860"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Security","Heterosexual / straight","780","775","29600","25680"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Security","LGBO","35","35","30930","33000"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Security","Undeclared","160","160","33400","39070"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Security","Unknown","155","155","31740","39070"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Statistics","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Unknown","Heterosexual / straight","265","260","35900","33300"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Unknown","LGBO","5","5","[c]","[c]"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Unknown","Undeclared","55","55","35740","35620"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Unknown","Unknown","35","30","36700","36630"
"In post","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","Communications","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","Digital, Data and Technology","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
