"Status","Year","Age","Organisation","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","40-49","HM Treasury (excl. agencies)","Digital, Data and Technology","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","40-49","HM Treasury (excl. agencies)","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","HM Treasury (excl. agencies)","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","HM Treasury (excl. agencies)","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","HM Treasury (excl. agencies)","Economics","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","40-49","HM Treasury (excl. agencies)","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","HM Treasury (excl. agencies)","Finance","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","40-49","HM Treasury (excl. agencies)","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","HM Treasury (excl. agencies)","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","HM Treasury (excl. agencies)","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","HM Treasury (excl. agencies)","Human Resources","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","40-49","HM Treasury (excl. agencies)","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","HM Treasury (excl. agencies)","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","HM Treasury (excl. agencies)","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","HM Treasury (excl. agencies)","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","HM Treasury (excl. agencies)","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","HM Treasury (excl. agencies)","Operational Delivery","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","40-49","HM Treasury (excl. agencies)","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","HM Treasury (excl. agencies)","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","HM Treasury (excl. agencies)","Operational Delivery","Unknown","5","5","[c]","[c]"
"In post","2021","40-49","HM Treasury (excl. agencies)","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","HM Treasury (excl. agencies)","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","HM Treasury (excl. agencies)","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","HM Treasury (excl. agencies)","Policy","Heterosexual / straight","90","85","65920","69310"
"In post","2021","40-49","HM Treasury (excl. agencies)","Policy","LGBO","5","5","[c]","[c]"
"In post","2021","40-49","HM Treasury (excl. agencies)","Policy","Undeclared","10","10","[c]","[c]"
"In post","2021","40-49","HM Treasury (excl. agencies)","Policy","Unknown","15","15","[c]","[c]"
"In post","2021","40-49","HM Treasury (excl. agencies)","Project Delivery","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","40-49","HM Treasury (excl. agencies)","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","HM Treasury (excl. agencies)","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","HM Treasury (excl. agencies)","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","HM Treasury (excl. agencies)","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","HM Treasury (excl. agencies)","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","HM Treasury (excl. agencies)","Tax","Heterosexual / straight","10","5","[c]","[c]"
"In post","2021","40-49","HM Treasury (excl. agencies)","Tax","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","HM Treasury (excl. agencies)","Tax","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Home Office (incl. agencies)","Commercial","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","40-49","Home Office (incl. agencies)","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Home Office (incl. agencies)","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Home Office (incl. agencies)","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Home Office (incl. agencies)","Communications","Heterosexual / straight","30","30","53150","45360"
"In post","2021","40-49","Home Office (incl. agencies)","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Home Office (incl. agencies)","Communications","Undeclared","5","5","[c]","[c]"
"In post","2021","40-49","Home Office (incl. agencies)","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Home Office (incl. agencies)","Counter Fraud","Heterosexual / straight","50","50","27990","25310"
"In post","2021","40-49","Home Office (incl. agencies)","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Home Office (incl. agencies)","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Home Office (incl. agencies)","Digital, Data and Technology","Heterosexual / straight","265","260","52970","52070"
"In post","2021","40-49","Home Office (incl. agencies)","Digital, Data and Technology","LGBO","10","10","[c]","[c]"
"In post","2021","40-49","Home Office (incl. agencies)","Digital, Data and Technology","Undeclared","35","35","50680","47440"
"In post","2021","40-49","Home Office (incl. agencies)","Digital, Data and Technology","Unknown","35","35","55500","57430"
"In post","2021","40-49","Home Office (incl. agencies)","Economics","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","40-49","Home Office (incl. agencies)","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Home Office (incl. agencies)","Economics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Home Office (incl. agencies)","Finance","Heterosexual / straight","55","50","46260","42550"
"In post","2021","40-49","Home Office (incl. agencies)","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Home Office (incl. agencies)","Finance","Undeclared","10","10","[c]","[c]"
"In post","2021","40-49","Home Office (incl. agencies)","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Home Office (incl. agencies)","Human Resources","Heterosexual / straight","150","140","46570","40150"
"In post","2021","40-49","Home Office (incl. agencies)","Human Resources","LGBO","10","10","[c]","[c]"
"In post","2021","40-49","Home Office (incl. agencies)","Human Resources","Undeclared","20","20","[c]","[c]"
"In post","2021","40-49","Home Office (incl. agencies)","Human Resources","Unknown","10","10","[c]","[c]"
"In post","2021","40-49","Home Office (incl. agencies)","Intelligence Analysis","Heterosexual / straight","340","320","30160","28650"
"In post","2021","40-49","Home Office (incl. agencies)","Intelligence Analysis","LGBO","15","15","[c]","[c]"
"In post","2021","40-49","Home Office (incl. agencies)","Intelligence Analysis","Undeclared","65","60","29830","27370"
"In post","2021","40-49","Home Office (incl. agencies)","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Home Office (incl. agencies)","Knowledge and Information Management","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","40-49","Home Office (incl. agencies)","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Home Office (incl. agencies)","Knowledge and Information Management","Undeclared","5","5","[c]","[c]"
"In post","2021","40-49","Home Office (incl. agencies)","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Home Office (incl. agencies)","Operational Delivery","Heterosexual / straight","5100","4720","29240","26160"
"In post","2021","40-49","Home Office (incl. agencies)","Operational Delivery","LGBO","185","180","29570","26900"
"In post","2021","40-49","Home Office (incl. agencies)","Operational Delivery","Undeclared","835","765","29640","27370"
"In post","2021","40-49","Home Office (incl. agencies)","Operational Delivery","Unknown","150","150","26620","24880"
"In post","2021","40-49","Home Office (incl. agencies)","Operational Research","Heterosexual / straight","10","5","[c]","[c]"
"In post","2021","40-49","Home Office (incl. agencies)","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Home Office (incl. agencies)","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Home Office (incl. agencies)","Other","Heterosexual / straight","330","315","37110","35050"
"In post","2021","40-49","Home Office (incl. agencies)","Other","LGBO","5","5","[c]","[c]"
"In post","2021","40-49","Home Office (incl. agencies)","Other","Undeclared","40","40","42340","37430"
"In post","2021","40-49","Home Office (incl. agencies)","Other","Unknown","25","20","[c]","[c]"
"In post","2021","40-49","Home Office (incl. agencies)","Policy","Heterosexual / straight","410","390","55680","57460"
"In post","2021","40-49","Home Office (incl. agencies)","Policy","LGBO","20","20","[c]","[c]"
"In post","2021","40-49","Home Office (incl. agencies)","Policy","Undeclared","65","60","54180","57460"
"In post","2021","40-49","Home Office (incl. agencies)","Policy","Unknown","20","20","[c]","[c]"
"In post","2021","40-49","Home Office (incl. agencies)","Project Delivery","Heterosexual / straight","330","320","46080","42060"
"In post","2021","40-49","Home Office (incl. agencies)","Project Delivery","LGBO","15","15","[c]","[c]"
"In post","2021","40-49","Home Office (incl. agencies)","Project Delivery","Undeclared","45","45","45760","41970"
"In post","2021","40-49","Home Office (incl. agencies)","Project Delivery","Unknown","15","15","[c]","[c]"
"In post","2021","40-49","Home Office (incl. agencies)","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Home Office (incl. agencies)","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Home Office (incl. agencies)","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Home Office (incl. agencies)","Science and Engineering","Heterosexual / straight","35","35","44370","39530"
"In post","2021","40-49","Home Office (incl. agencies)","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Home Office (incl. agencies)","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Home Office (incl. agencies)","Security","Heterosexual / straight","75","75","36560","35050"
"In post","2021","40-49","Home Office (incl. agencies)","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Home Office (incl. agencies)","Security","Undeclared","10","10","[c]","[c]"
"In post","2021","40-49","Home Office (incl. agencies)","Social Research","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","40-49","Home Office (incl. agencies)","Social Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Home Office (incl. agencies)","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Home Office (incl. agencies)","Statistics","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","40-49","Home Office (incl. agencies)","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Home Office (incl. agencies)","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Home Office (incl. agencies)","Unknown","Heterosexual / straight","75","75","[c]","[c]"
"In post","2021","40-49","Home Office (incl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Home Office (incl. agencies)","Unknown","Undeclared","15","15","[c]","[c]"
"In post","2021","40-49","Home Office (incl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Insolvency Service","Commercial","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","40-49","Insolvency Service","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Insolvency Service","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Insolvency Service","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Insolvency Service","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Insolvency Service","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Insolvency Service","Counter Fraud","Heterosexual / straight","45","40","39120","39170"
"In post","2021","40-49","Insolvency Service","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Insolvency Service","Counter Fraud","Undeclared","5","5","[c]","[c]"
"In post","2021","40-49","Insolvency Service","Counter Fraud","Unknown","30","30","38240","39330"
"In post","2021","40-49","Insolvency Service","Digital, Data and Technology","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","40-49","Insolvency Service","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Insolvency Service","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Insolvency Service","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Insolvency Service","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Insolvency Service","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Insolvency Service","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Insolvency Service","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Insolvency Service","Human Resources","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","40-49","Insolvency Service","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Insolvency Service","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Insolvency Service","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Insolvency Service","Intelligence Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Insolvency Service","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Insolvency Service","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Insolvency Service","Legal","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","40-49","Insolvency Service","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Insolvency Service","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Insolvency Service","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Insolvency Service","Operational Delivery","Heterosexual / straight","170","160","30220","26410"
"In post","2021","40-49","Insolvency Service","Operational Delivery","LGBO","10","10","[c]","[c]"
"In post","2021","40-49","Insolvency Service","Operational Delivery","Undeclared","10","10","[c]","[c]"
"In post","2021","40-49","Insolvency Service","Operational Delivery","Unknown","135","125","27860","25190"
"In post","2021","40-49","Insolvency Service","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Insolvency Service","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Insolvency Service","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Insolvency Service","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Insolvency Service","Project Delivery","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","40-49","Insolvency Service","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Insolvency Service","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Insolvency Service","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Insolvency Service","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Institute for Apprenticeships and Technical Education","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Institute for Apprenticeships and Technical Education","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Institute for Apprenticeships and Technical Education","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Institute for Apprenticeships and Technical Education","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Institute for Apprenticeships and Technical Education","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Institute for Apprenticeships and Technical Education","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Institute for Apprenticeships and Technical Education","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Institute for Apprenticeships and Technical Education","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Institute for Apprenticeships and Technical Education","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Institute for Apprenticeships and Technical Education","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Institute for Apprenticeships and Technical Education","Operational Delivery","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","40-49","Institute for Apprenticeships and Technical Education","Operational Delivery","LGBO","5","5","[c]","[c]"
"In post","2021","40-49","Institute for Apprenticeships and Technical Education","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Institute for Apprenticeships and Technical Education","Operational Delivery","Unknown","10","10","[c]","[c]"
"In post","2021","40-49","Institute for Apprenticeships and Technical Education","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Institute for Apprenticeships and Technical Education","Planning","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal Aid Agency","Commercial","Heterosexual / straight","30","30","40630","40080"
"In post","2021","40-49","Legal Aid Agency","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal Aid Agency","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal Aid Agency","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal Aid Agency","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal Aid Agency","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal Aid Agency","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal Aid Agency","Finance","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","40-49","Legal Aid Agency","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal Aid Agency","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal Aid Agency","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal Aid Agency","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal Aid Agency","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal Aid Agency","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal Aid Agency","Legal","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","40-49","Legal Aid Agency","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal Aid Agency","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal Aid Agency","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal Aid Agency","Operational Delivery","Heterosexual / straight","180","165","26150","22070"
"In post","2021","40-49","Legal Aid Agency","Operational Delivery","LGBO","10","10","[c]","[c]"
"In post","2021","40-49","Legal Aid Agency","Operational Delivery","Undeclared","25","25","[c]","[c]"
"In post","2021","40-49","Legal Aid Agency","Operational Delivery","Unknown","15","10","[c]","[c]"
"In post","2021","40-49","Legal Aid Agency","Policy","Heterosexual / straight","10","5","[c]","[c]"
"In post","2021","40-49","Legal Aid Agency","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal Aid Agency","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal Aid Agency","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal Aid Agency","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal Aid Agency","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal Aid Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal Aid Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal Aid Agency","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Maritime and Coastguard Agency","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Maritime and Coastguard Agency","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Maritime and Coastguard Agency","Digital, Data and Technology","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","40-49","Maritime and Coastguard Agency","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Maritime and Coastguard Agency","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Maritime and Coastguard Agency","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Maritime and Coastguard Agency","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Maritime and Coastguard Agency","Human Resources","Heterosexual / straight","10","5","[c]","[c]"
"In post","2021","40-49","Maritime and Coastguard Agency","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Maritime and Coastguard Agency","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Maritime and Coastguard Agency","Intelligence Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Maritime and Coastguard Agency","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Maritime and Coastguard Agency","Internal Audit","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","40-49","Maritime and Coastguard Agency","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Maritime and Coastguard Agency","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Maritime and Coastguard Agency","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Maritime and Coastguard Agency","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Maritime and Coastguard Agency","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Maritime and Coastguard Agency","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Maritime and Coastguard Agency","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Maritime and Coastguard Agency","Operational Delivery","Heterosexual / straight","145","140","38870","36040"
"In post","2021","40-49","Maritime and Coastguard Agency","Operational Delivery","LGBO","5","5","[c]","[c]"
"In post","2021","40-49","Maritime and Coastguard Agency","Operational Delivery","Undeclared","30","30","36480","32970"
"In post","2021","40-49","Maritime and Coastguard Agency","Operational Delivery","Unknown","10","10","[c]","[c]"
"In post","2021","40-49","Maritime and Coastguard Agency","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Maritime and Coastguard Agency","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Maritime and Coastguard Agency","Policy","Heterosexual / straight","45","40","43660","40080"
"In post","2021","40-49","Maritime and Coastguard Agency","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Maritime and Coastguard Agency","Policy","Undeclared","5","5","[c]","[c]"
"In post","2021","40-49","Maritime and Coastguard Agency","Policy","Unknown","10","10","[c]","[c]"
"In post","2021","40-49","Maritime and Coastguard Agency","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Maritime and Coastguard Agency","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Maritime and Coastguard Agency","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Medicines and Healthcare Products Regulatory Agency","Communications","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","40-49","Medicines and Healthcare Products Regulatory Agency","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Medicines and Healthcare Products Regulatory Agency","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Medicines and Healthcare Products Regulatory Agency","Digital, Data and Technology","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","40-49","Medicines and Healthcare Products Regulatory Agency","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Medicines and Healthcare Products Regulatory Agency","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Medicines and Healthcare Products Regulatory Agency","Digital, Data and Technology","Unknown","5","5","[c]","[c]"
"In post","2021","40-49","Medicines and Healthcare Products Regulatory Agency","Finance","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","40-49","Medicines and Healthcare Products Regulatory Agency","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Medicines and Healthcare Products Regulatory Agency","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Medicines and Healthcare Products Regulatory Agency","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Medicines and Healthcare Products Regulatory Agency","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Medicines and Healthcare Products Regulatory Agency","Medicine","Heterosexual / straight","30","30","66080","67750"
"In post","2021","40-49","Medicines and Healthcare Products Regulatory Agency","Medicine","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Medicines and Healthcare Products Regulatory Agency","Medicine","Undeclared","10","5","[c]","[c]"
"In post","2021","40-49","Medicines and Healthcare Products Regulatory Agency","Medicine","Unknown","15","15","[c]","[c]"
"In post","2021","40-49","Medicines and Healthcare Products Regulatory Agency","Operational Delivery","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","40-49","Medicines and Healthcare Products Regulatory Agency","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Medicines and Healthcare Products Regulatory Agency","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Medicines and Healthcare Products Regulatory Agency","Operational Delivery","Unknown","15","15","[c]","[c]"
"In post","2021","40-49","Medicines and Healthcare Products Regulatory Agency","Other","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","40-49","Medicines and Healthcare Products Regulatory Agency","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Medicines and Healthcare Products Regulatory Agency","Other","Undeclared","10","10","[c]","[c]"
"In post","2021","40-49","Medicines and Healthcare Products Regulatory Agency","Other","Unknown","25","25","[c]","[c]"
"In post","2021","40-49","Medicines and Healthcare Products Regulatory Agency","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Medicines and Healthcare Products Regulatory Agency","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","Heterosexual / straight","45","45","53700","53650"
"In post","2021","40-49","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","Undeclared","15","15","[c]","[c]"
"In post","2021","40-49","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","Unknown","35","30","53100","53820"
"In post","2021","40-49","Medicines and Healthcare Products Regulatory Agency","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Medicines and Healthcare Products Regulatory Agency","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Medicines and Healthcare Products Regulatory Agency","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Medicines and Healthcare Products Regulatory Agency","Unknown","Heterosexual / straight","15","15","[c]","[c]"
