"Status","Year","Disability","Ethnicity","Organisation","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Undeclared","Undeclared","Valuation Office Agency","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Vehicle Certification Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Criminal Injuries Compensation Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Defence Equipment and Support","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Department for Education (excl. agencies)","London","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Department for Education (excl. agencies)","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Department for International Trade","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Department for Transport (excl. agencies)","London","25","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Department for Transport (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Department for Work and Pensions (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Driver and Vehicle Licensing Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Education and Skills Funding Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","HM Courts and Tribunals Service","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","HM Courts and Tribunals Service","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","HM Prison and Probation Service","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","HM Prison and Probation Service","Outside London","50","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","HM Revenue and Customs (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","HM Revenue and Customs (excl. agencies)","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Ministry of Defence (excl. agencies)","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Ministry of Justice (excl. agencies)","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Office of the Public Guardian","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Planning Inspectorate","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Public Health England","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Valuation Office Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Valuation Office Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Accountant in Bankruptcy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Advisory, Conciliation and Arbitration Service","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Advisory, Conciliation and Arbitration Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Animal and Plant Health Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Animal and Plant Health Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Animal and Plant Health Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Attorney General's Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Cabinet Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Cabinet Office (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Centre for Environment, Fisheries and Aquaculture Science","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Charity Commission","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Companies House","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Criminal Injuries Compensation Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Crown Commercial Service","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Crown Commercial Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Crown Office and Procurator Fiscal Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Crown Prosecution Service","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Crown Prosecution Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Crown Prosecution Service Inspectorate","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Crown Prosecution Service Inspectorate","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Debt Management Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Defence Electronics and Components Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Defence Equipment and Support","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Defence Equipment and Support","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Defence Equipment and Support","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Defence Equipment and Support","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Defence Science and Technology Laboratory","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Department for Education (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Department for Education (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Department for Education (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Department for Environment, Food and Rural Affairs (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Department for International Development","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Department for International Development","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Department for International Development","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Department for International Trade","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Department for Transport (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Department for Transport (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Department for Work and Pensions (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Department for Work and Pensions (excl. agencies)","Outside London","85","[c]","25870","24870"
"Leaver CS","2021","Undeclared","White","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Department of Health and Social Care (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Department of Health and Social Care (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Disclosure Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Driver and Vehicle Licensing Agency","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Driver and Vehicle Standards Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Driver and Vehicle Standards Agency","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Education and Skills Funding Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Education and Skills Funding Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Education Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","ESTYN","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","FCDO Services","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","FCDO Services","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Food Standards Agency","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Food Standards Agency","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Food Standards Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Foreign and Commonwealth Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Foreign and Commonwealth Office (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Foreign and Commonwealth Office (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Foreign, Commonwealth and Development Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Forestry and Land Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Government Actuary's Department","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Government Internal Audit Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Government Internal Audit Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Government Legal Department","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Government Legal Department","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Government Property Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Government Property Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Government Property Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Health and Safety Executive","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Health and Safety Executive","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","HM Courts and Tribunals Service","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","HM Courts and Tribunals Service","Outside London","40","[c]","21980","20100"
"Leaver CS","2021","Undeclared","White","HM Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","HM Land Registry","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","HM Prison and Probation Service","London","40","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","HM Prison and Probation Service","Outside London","365","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","HM Revenue and Customs (excl. agencies)","London","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","HM Revenue and Customs (excl. agencies)","Outside London","105","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","HM Revenue and Customs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","HM Treasury (excl. agencies)","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","HM Treasury (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Home Office (incl. agencies)","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Home Office (incl. agencies)","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Home Office (incl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Home Office (incl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Insolvency Service","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Insolvency Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Institute for Apprenticeships and Technical Education","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Institute for Apprenticeships and Technical Education","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Legal Aid Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Legal Aid Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Legal Aid Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Maritime and Coastguard Agency","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Medicines and Healthcare Products Regulatory Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Medicines and Healthcare Products Regulatory Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Met Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Met Office","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Ministry of Defence (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Ministry of Defence (excl. agencies)","Outside London","95","[c]","28720","26670"
"Leaver CS","2021","Undeclared","White","Ministry of Defence (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Ministry of Housing, Communities and Local Government (excl. agencies)","London","[c]","[c]","[c]","[c]"
