"Status","Year","Ethnicity","Region_london","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Unknown","Unknown","EO","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","G6/G7","Unknown","30","[c]","66010","61350"
"Leaver CS","2021","Unknown","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","SCS level","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","SEO/HEO","Unknown","45","[c]","31550","29250"
"Leaver CS","2021","Unknown","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","Unknown","475","[c]","34970","32400"
"Leaver CS","2021","White","London","AA/AO","Heterosexual / straight","305","[c]","23510","23500"
"Leaver CS","2021","White","London","AA/AO","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2021","White","London","AA/AO","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2021","White","London","AA/AO","Unknown","100","[c]","[c]","[c]"
"Leaver CS","2021","White","London","EO","Heterosexual / straight","245","[c]","28890","28670"
"Leaver CS","2021","White","London","EO","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2021","White","London","EO","Undeclared","35","[c]","28570","28660"
"Leaver CS","2021","White","London","EO","Unknown","85","[c]","[c]","[c]"
"Leaver CS","2021","White","London","G6/G7","Heterosexual / straight","420","[c]","60640","58750"
"Leaver CS","2021","White","London","G6/G7","LGBO","50","[c]","59240","58290"
"Leaver CS","2021","White","London","G6/G7","Undeclared","65","[c]","63220","59740"
"Leaver CS","2021","White","London","G6/G7","Unknown","130","[c]","62550","61170"
"Leaver CS","2021","White","London","SCS level","Heterosexual / straight","125","[c]","96700","92000"
"Leaver CS","2021","White","London","SCS level","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","White","London","SCS level","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","White","London","SCS level","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2021","White","London","SEO/HEO","Heterosexual / straight","460","[c]","38490","38620"
"Leaver CS","2021","White","London","SEO/HEO","LGBO","50","[c]","37340","36800"
"Leaver CS","2021","White","London","SEO/HEO","Undeclared","55","[c]","39290","38940"
"Leaver CS","2021","White","London","SEO/HEO","Unknown","150","[c]","39560","39000"
"Leaver CS","2021","White","London","Unknown","Heterosexual / straight","40","[c]","[c]","[c]"
"Leaver CS","2021","White","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Outside London","AA/AO","Heterosexual / straight","4100","[c]","21020","21010"
"Leaver CS","2021","White","Outside London","AA/AO","LGBO","265","[c]","20490","21010"
"Leaver CS","2021","White","Outside London","AA/AO","Undeclared","425","[c]","20840","20760"
"Leaver CS","2021","White","Outside London","AA/AO","Unknown","2255","[c]","21230","20650"
"Leaver CS","2021","White","Outside London","EO","Heterosexual / straight","1955","[c]","27030","27240"
"Leaver CS","2021","White","Outside London","EO","LGBO","110","[c]","26720","27570"
"Leaver CS","2021","White","Outside London","EO","Undeclared","250","[c]","27580","27420"
"Leaver CS","2021","White","Outside London","EO","Unknown","1180","[c]","27540","27570"
"Leaver CS","2021","White","Outside London","G6/G7","Heterosexual / straight","585","[c]","60480","57600"
"Leaver CS","2021","White","Outside London","G6/G7","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2021","White","Outside London","G6/G7","Undeclared","60","[c]","61380","59420"
"Leaver CS","2021","White","Outside London","G6/G7","Unknown","300","[c]","60460","57470"
"Leaver CS","2021","White","Outside London","SCS level","Heterosexual / straight","85","[c]","97080","97740"
"Leaver CS","2021","White","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Outside London","SCS level","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Outside London","SCS level","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","White","Outside London","SEO/HEO","Heterosexual / straight","1705","[c]","36910","35710"
"Leaver CS","2021","White","Outside London","SEO/HEO","LGBO","65","[c]","35850","35510"
"Leaver CS","2021","White","Outside London","SEO/HEO","Undeclared","175","[c]","38170","36720"
"Leaver CS","2021","White","Outside London","SEO/HEO","Unknown","950","[c]","37440","36610"
"Leaver CS","2021","White","Outside London","Unknown","Heterosexual / straight","405","[c]","37500","35790"
"Leaver CS","2021","White","Outside London","Unknown","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2021","White","Outside London","Unknown","Undeclared","40","[c]","[c]","[c]"
"Leaver CS","2021","White","Outside London","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Overseas","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Overseas","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Overseas","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Overseas","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Overseas","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Overseas","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Overseas","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Overseas","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Overseas","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Overseas","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Overseas","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Overseas","G6/G7","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Overseas","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Overseas","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Overseas","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Overseas","SCS level","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Overseas","SEO/HEO","Heterosexual / straight","45","[c]","37300","36960"
"Leaver CS","2021","White","Overseas","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Overseas","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Overseas","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Overseas","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Unknown","AA/AO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","White","Unknown","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Unknown","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Unknown","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Unknown","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Unknown","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Unknown","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Unknown","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Unknown","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Unknown","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Unknown","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Unknown","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Unknown","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","London","AA/AO","Heterosexual / straight","35","[c]","24070","24690"
"Leaver Dept.","2021","Asian","London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","London","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","London","AA/AO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","London","EO","Heterosexual / straight","110","[c]","28710","28530"
"Leaver Dept.","2021","Asian","London","EO","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","London","EO","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","London","EO","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","London","G6/G7","Heterosexual / straight","75","[c]","58290","56890"
"Leaver Dept.","2021","Asian","London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","London","G6/G7","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","London","G6/G7","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","London","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","London","SEO/HEO","Heterosexual / straight","185","[c]","37190","35430"
"Leaver Dept.","2021","Asian","London","SEO/HEO","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","London","SEO/HEO","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","London","SEO/HEO","Unknown","35","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Outside London","AA/AO","Heterosexual / straight","95","[c]","20510","20420"
"Leaver Dept.","2021","Asian","Outside London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Outside London","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Outside London","AA/AO","Unknown","85","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Outside London","EO","Heterosexual / straight","90","[c]","25890","26890"
"Leaver Dept.","2021","Asian","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Outside London","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Outside London","EO","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Outside London","G6/G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Outside London","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Outside London","G6/G7","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Outside London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Outside London","SEO/HEO","Heterosexual / straight","55","[c]","33170","32010"
"Leaver Dept.","2021","Asian","Outside London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Outside London","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Outside London","SEO/HEO","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Outside London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Overseas","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Overseas","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Overseas","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Overseas","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Overseas","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Overseas","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Overseas","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Overseas","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Overseas","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Overseas","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Overseas","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Overseas","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Overseas","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Overseas","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Overseas","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Overseas","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Unknown","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Unknown","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Unknown","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Unknown","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Unknown","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Unknown","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Unknown","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Unknown","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Unknown","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Unknown","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Unknown","SEO/HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Unknown","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Unknown","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","London","AA/AO","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","London","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","London","AA/AO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","London","EO","Heterosexual / straight","65","[c]","28560","28450"
"Leaver Dept.","2021","Black","London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","London","EO","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","London","EO","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","London","G6/G7","Heterosexual / straight","30","[c]","58320","55650"
"Leaver Dept.","2021","Black","London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","London","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","London","G6/G7","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","London","SEO/HEO","Heterosexual / straight","120","[c]","36670","36200"
"Leaver Dept.","2021","Black","London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","London","SEO/HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","London","SEO/HEO","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Outside London","AA/AO","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Outside London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Outside London","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Outside London","AA/AO","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Outside London","EO","Heterosexual / straight","55","[c]","26160","27570"
"Leaver Dept.","2021","Black","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Outside London","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Outside London","EO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Outside London","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Outside London","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Outside London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Outside London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Outside London","SEO/HEO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Outside London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Outside London","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Outside London","SEO/HEO","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Outside London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Overseas","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Overseas","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Overseas","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Overseas","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Overseas","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Overseas","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Overseas","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Overseas","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Overseas","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Overseas","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Overseas","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Overseas","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Overseas","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Overseas","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Overseas","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Overseas","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","London","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","London","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","London","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","London","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","London","EO","Undeclared","[c]","[c]","[c]","[c]"
