"Status","Year","Age","Organisation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","20-29","Government Actuary's Department","Other","15","[c]","29860","24090"
"New entrant CS","2021","20-29","Government Internal Audit Agency","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Government Internal Audit Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Government Internal Audit Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Government Internal Audit Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Government Internal Audit Agency","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Government Internal Audit Agency","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Government Legal Department","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Government Legal Department","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Government Legal Department","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Government Legal Department","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Government Legal Department","Legal","70","[c]","39140","43920"
"New entrant CS","2021","20-29","Government Legal Department","Other","45","[c]","26990","26950"
"New entrant CS","2021","20-29","Government Property Agency","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Government Property Agency","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Government Property Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Government Property Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Government Property Agency","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Government Property Agency","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Government Property Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Government Property Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Health and Safety Executive","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Health and Safety Executive","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Health and Safety Executive","Operational Delivery","55","[c]","27540","26370"
"New entrant CS","2021","20-29","Health and Safety Executive","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Health and Safety Executive","Science and Engineering","45","[c]","26490","26370"
"New entrant CS","2021","20-29","HM Courts and Tribunals Service","Digital, Data and Technology","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","HM Courts and Tribunals Service","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","HM Courts and Tribunals Service","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","HM Courts and Tribunals Service","Legal","80","[c]","26570","24820"
"New entrant CS","2021","20-29","HM Courts and Tribunals Service","Operational Delivery","965","[c]","21010","19930"
"New entrant CS","2021","20-29","HM Courts and Tribunals Service","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","HM Courts and Tribunals Service","Project Delivery","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","HM Courts and Tribunals Service","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","HM Land Registry","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","HM Land Registry","Digital, Data and Technology","40","[c]","27570","27130"
"New entrant CS","2021","20-29","HM Land Registry","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","HM Land Registry","Legal","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","HM Land Registry","Operational Delivery","230","[c]","22490","22350"
"New entrant CS","2021","20-29","HM Land Registry","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","HM Land Registry","Project Delivery","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","HM Land Registry","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","HM Prison and Probation Service","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","HM Prison and Probation Service","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","HM Prison and Probation Service","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","HM Prison and Probation Service","Operational Delivery","2615","[c]","23610","22850"
"New entrant CS","2021","20-29","HM Prison and Probation Service","Policy","15","[c]","24350","21980"
"New entrant CS","2021","20-29","HM Prison and Probation Service","Psychology","75","[c]","25170","24620"
"New entrant CS","2021","20-29","HM Prison and Probation Service","Security","25","[c]","26330","24620"
"New entrant CS","2021","20-29","HM Prison and Probation Service","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","HM Revenue and Customs (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","HM Revenue and Customs (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","HM Revenue and Customs (excl. agencies)","Digital, Data and Technology","90","[c]","29960","31810"
"New entrant CS","2021","20-29","HM Revenue and Customs (excl. agencies)","Economics","25","[c]","33020","36160"
"New entrant CS","2021","20-29","HM Revenue and Customs (excl. agencies)","Finance","15","[c]","24480","20140"
"New entrant CS","2021","20-29","HM Revenue and Customs (excl. agencies)","Human Resources","10","[c]","29070","28000"
"New entrant CS","2021","20-29","HM Revenue and Customs (excl. agencies)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","HM Revenue and Customs (excl. agencies)","Legal","45","[c]","30480","25560"
"New entrant CS","2021","20-29","HM Revenue and Customs (excl. agencies)","Operational Delivery","215","[c]","21980","20140"
"New entrant CS","2021","20-29","HM Revenue and Customs (excl. agencies)","Operational Research","15","[c]","32350","36160"
"New entrant CS","2021","20-29","HM Revenue and Customs (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","HM Revenue and Customs (excl. agencies)","Project Delivery","20","[c]","29880","25560"
"New entrant CS","2021","20-29","HM Revenue and Customs (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","HM Revenue and Customs (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","HM Revenue and Customs (excl. agencies)","Social Research","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","HM Revenue and Customs (excl. agencies)","Statistics","40","[c]","32650","31810"
"New entrant CS","2021","20-29","HM Revenue and Customs (excl. agencies)","Tax","1550","[c]","22420","20140"
"New entrant CS","2021","20-29","HM Revenue and Customs (excl. agencies)","Unknown","330","[c]","22550","20140"
"New entrant CS","2021","20-29","HM Treasury (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","HM Treasury (excl. agencies)","Communications","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","HM Treasury (excl. agencies)","Economics","40","[c]","27810","28500"
"New entrant CS","2021","20-29","HM Treasury (excl. agencies)","Finance","10","[c]","30550","27000"
"New entrant CS","2021","20-29","HM Treasury (excl. agencies)","Human Resources","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","HM Treasury (excl. agencies)","Operational Delivery","15","[c]","26220","26750"
"New entrant CS","2021","20-29","HM Treasury (excl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","HM Treasury (excl. agencies)","Policy","190","[c]","31790","28500"
"New entrant CS","2021","20-29","HM Treasury (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","HM Treasury (excl. agencies)","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Home Office (incl. agencies)","Communications","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Home Office (incl. agencies)","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Home Office (incl. agencies)","Digital, Data and Technology","25","[c]","37410","36590"
"New entrant CS","2021","20-29","Home Office (incl. agencies)","Economics","30","[c]","33810","35050"
"New entrant CS","2021","20-29","Home Office (incl. agencies)","Finance","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Home Office (incl. agencies)","Human Resources","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Home Office (incl. agencies)","Intelligence Analysis","10","[c]","28020","24880"
"New entrant CS","2021","20-29","Home Office (incl. agencies)","Operational Delivery","475","[c]","23740","21430"
"New entrant CS","2021","20-29","Home Office (incl. agencies)","Operational Research","20","[c]","32730","36590"
"New entrant CS","2021","20-29","Home Office (incl. agencies)","Other","185","[c]","29310","28650"
"New entrant CS","2021","20-29","Home Office (incl. agencies)","Policy","125","[c]","37930","35050"
"New entrant CS","2021","20-29","Home Office (incl. agencies)","Project Delivery","35","[c]","33290","35050"
"New entrant CS","2021","20-29","Home Office (incl. agencies)","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Home Office (incl. agencies)","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Home Office (incl. agencies)","Social Research","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Home Office (incl. agencies)","Statistics","20","[c]","34020","30400"
"New entrant CS","2021","20-29","Home Office (incl. agencies)","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Insolvency Service","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Insolvency Service","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Insolvency Service","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Insolvency Service","Operational Delivery","90","[c]","21730","20880"
"New entrant CS","2021","20-29","Insolvency Service","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Insolvency Service","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Institute for Apprenticeships and Technical Education","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Institute for Apprenticeships and Technical Education","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Institute for Apprenticeships and Technical Education","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Institute for Apprenticeships and Technical Education","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Legal Aid Agency","Operational Delivery","30","[c]","19690","19410"
"New entrant CS","2021","20-29","Maritime and Coastguard Agency","Digital, Data and Technology","15","[c]","32340","31130"
"New entrant CS","2021","20-29","Maritime and Coastguard Agency","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Maritime and Coastguard Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Maritime and Coastguard Agency","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Maritime and Coastguard Agency","Operational Delivery","40","[c]","25760","26590"
"New entrant CS","2021","20-29","Maritime and Coastguard Agency","Policy","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Medicines and Healthcare Products Regulatory Agency","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Medicines and Healthcare Products Regulatory Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Medicines and Healthcare Products Regulatory Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Medicines and Healthcare Products Regulatory Agency","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Medicines and Healthcare Products Regulatory Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Medicines and Healthcare Products Regulatory Agency","Other","10","[c]","31120","27400"
"New entrant CS","2021","20-29","Medicines and Healthcare Products Regulatory Agency","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Medicines and Healthcare Products Regulatory Agency","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Medicines and Healthcare Products Regulatory Agency","Unknown","45","[c]","31350","27140"
"New entrant CS","2021","20-29","Met Office","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Met Office","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Met Office","Digital, Data and Technology","15","[c]","26880","25270"
"New entrant CS","2021","20-29","Met Office","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Met Office","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Met Office","Project Delivery","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Met Office","Science and Engineering","25","[c]","25690","24660"
"New entrant CS","2021","20-29","Ministry of Defence (excl. agencies)","Commercial","50","[c]","26020","26510"
"New entrant CS","2021","20-29","Ministry of Defence (excl. agencies)","Communications","15","[c]","27920","26350"
"New entrant CS","2021","20-29","Ministry of Defence (excl. agencies)","Digital, Data and Technology","20","[c]","28770","28350"
"New entrant CS","2021","20-29","Ministry of Defence (excl. agencies)","Economics","10","[c]","34290","36000"
"New entrant CS","2021","20-29","Ministry of Defence (excl. agencies)","Finance","35","[c]","28830","26350"
"New entrant CS","2021","20-29","Ministry of Defence (excl. agencies)","Human Resources","45","[c]","22850","20920"
"New entrant CS","2021","20-29","Ministry of Defence (excl. agencies)","Intelligence Analysis","25","[c]","29510","28700"
"New entrant CS","2021","20-29","Ministry of Defence (excl. agencies)","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Ministry of Defence (excl. agencies)","Knowledge and Information Management","20","[c]","24330","20920"
"New entrant CS","2021","20-29","Ministry of Defence (excl. agencies)","Medicine","40","[c]","28850","24910"
"New entrant CS","2021","20-29","Ministry of Defence (excl. agencies)","Operational Delivery","10","[c]","23510","20920"
"New entrant CS","2021","20-29","Ministry of Defence (excl. agencies)","Operational Research","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Ministry of Defence (excl. agencies)","Other","200","[c]","22100","20920"
"New entrant CS","2021","20-29","Ministry of Defence (excl. agencies)","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Ministry of Defence (excl. agencies)","Policy","20","[c]","29900","30750"
"New entrant CS","2021","20-29","Ministry of Defence (excl. agencies)","Project Delivery","95","[c]","29180","30200"
"New entrant CS","2021","20-29","Ministry of Defence (excl. agencies)","Property","45","[c]","26190","22400"
"New entrant CS","2021","20-29","Ministry of Defence (excl. agencies)","Science and Engineering","25","[c]","27120","26350"
"New entrant CS","2021","20-29","Ministry of Defence (excl. agencies)","Security","180","[c]","23100","23540"
"New entrant CS","2021","20-29","Ministry of Defence (excl. agencies)","Statistics","30","[c]","29640","27850"
"New entrant CS","2021","20-29","Ministry of Defence (excl. agencies)","Unknown","30","[c]","28290","26350"
"New entrant CS","2021","20-29","Ministry of Housing, Communities and Local Government (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Ministry of Housing, Communities and Local Government (excl. agencies)","Communications","15","[c]","30530","27850"
"New entrant CS","2021","20-29","Ministry of Housing, Communities and Local Government (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Ministry of Housing, Communities and Local Government (excl. agencies)","Economics","20","[c]","30530","28000"
"New entrant CS","2021","20-29","Ministry of Housing, Communities and Local Government (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Ministry of Housing, Communities and Local Government (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Ministry of Housing, Communities and Local Government (excl. agencies)","Operational Delivery","15","[c]","26980","27850"
"New entrant CS","2021","20-29","Ministry of Housing, Communities and Local Government (excl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Ministry of Housing, Communities and Local Government (excl. agencies)","Planning","10","[c]","33470","27860"
"New entrant CS","2021","20-29","Ministry of Housing, Communities and Local Government (excl. agencies)","Policy","65","[c]","32330","30260"
"New entrant CS","2021","20-29","Ministry of Housing, Communities and Local Government (excl. agencies)","Project Delivery","10","[c]","33030","33210"
"New entrant CS","2021","20-29","Ministry of Housing, Communities and Local Government (excl. agencies)","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Ministry of Housing, Communities and Local Government (excl. agencies)","Statistics","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Ministry of Justice (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Ministry of Justice (excl. agencies)","Communications","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Ministry of Justice (excl. agencies)","Digital, Data and Technology","35","[c]","37930","40480"
"New entrant CS","2021","20-29","Ministry of Justice (excl. agencies)","Economics","10","[c]","31020","31000"
"New entrant CS","2021","20-29","Ministry of Justice (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Ministry of Justice (excl. agencies)","Human Resources","15","[c]","28030","26270"
"New entrant CS","2021","20-29","Ministry of Justice (excl. agencies)","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Ministry of Justice (excl. agencies)","Operational Delivery","180","[c]","30230","30850"
"New entrant CS","2021","20-29","Ministry of Justice (excl. agencies)","Operational Research","15","[c]","30060","28950"
"New entrant CS","2021","20-29","Ministry of Justice (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Ministry of Justice (excl. agencies)","Policy","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Ministry of Justice (excl. agencies)","Project Delivery","15","[c]","27520","27650"
"New entrant CS","2021","20-29","Ministry of Justice (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Ministry of Justice (excl. agencies)","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Ministry of Justice (excl. agencies)","Statistics","10","[c]","24700","23050"
"New entrant CS","2021","20-29","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","National Crime Agency","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","National Crime Agency","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","National Crime Agency","Digital, Data and Technology","25","[c]","32470","28840"
"New entrant CS","2021","20-29","National Crime Agency","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","National Crime Agency","Human Resources","10","[c]","26080","20800"
"New entrant CS","2021","20-29","National Crime Agency","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","National Crime Agency","Operational Delivery","345","[c]","30430","28840"
"New entrant CS","2021","20-29","National Crime Agency","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","National Crime Agency","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","National Infrastructure Commission","Policy","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","National Records of Scotland","Unknown","10","[c]","25920","26160"
"New entrant CS","2021","20-29","National Savings and Investments","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","National Savings and Investments","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","National Savings and Investments","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","National Savings and Investments","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Northern Ireland Office","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Northern Ireland Office","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Northern Ireland Office","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Office for Budget Responsibility","Economics","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Office for Standards in Education, Children's Services and Skills","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Office for Standards in Education, Children's Services and Skills","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Office for Standards in Education, Children's Services and Skills","Operational Delivery","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Office for Standards in Education, Children's Services and Skills","Other","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Office for Standards in Education, Children's Services and Skills","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Office for Standards in Education, Children's Services and Skills","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Office for Standards in Education, Children's Services and Skills","Social Research","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Office for Standards in Education, Children's Services and Skills","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Office of Gas and Electricity Markets","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Office of Gas and Electricity Markets","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Office of Gas and Electricity Markets","Digital, Data and Technology","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Office of Gas and Electricity Markets","Economics","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Office of Gas and Electricity Markets","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Office of Gas and Electricity Markets","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Office of Gas and Electricity Markets","Legal","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Office of Gas and Electricity Markets","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Office of Gas and Electricity Markets","Other","110","[c]","25520","23450"
"New entrant CS","2021","20-29","Office of Gas and Electricity Markets","Policy","15","[c]","30280","27130"
"New entrant CS","2021","20-29","Office of Qualifications and Examinations Regulation","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Office of Qualifications and Examinations Regulation","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Office of Qualifications and Examinations Regulation","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Office of Qualifications and Examinations Regulation","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Office of Rail and Road","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Office of Rail and Road","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Office of Rail and Road","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Office of Rail and Road","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Office of the Public Guardian","Operational Delivery","10","[c]","25700","22570"
"New entrant CS","2021","20-29","Planning Inspectorate","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Planning Inspectorate","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Planning Inspectorate","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Planning Inspectorate","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Planning Inspectorate","Operational Delivery","30","[c]","22900","21270"
"New entrant CS","2021","20-29","Public Health England","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Public Health England","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Public Health England","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Public Health England","Human Resources","10","[c]","29670","25200"
"New entrant CS","2021","20-29","Public Health England","Knowledge and Information Management","15","[c]","27900","28390"
"New entrant CS","2021","20-29","Public Health England","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Public Health England","Operational Delivery","480","[c]","26210","23530"
"New entrant CS","2021","20-29","Public Health England","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Public Health England","Science and Engineering","205","[c]","26720","25960"
"New entrant CS","2021","20-29","Registers of Scotland","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Revenue Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Rural Payments Agency","Operational Delivery","15","[c]","21550","21050"
"New entrant CS","2021","20-29","Rural Payments Agency","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Scotland Office (incl. Office of the Advocate General for Scotland)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Scotland Office (incl. Office of the Advocate General for Scotland)","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Scotland Office (incl. Office of the Advocate General for Scotland)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Scotland Office (incl. Office of the Advocate General for Scotland)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Scottish Courts and Tribunals Service","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Scottish Courts and Tribunals Service","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Scottish Courts and Tribunals Service","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Scottish Courts and Tribunals Service","Operational Delivery","40","[c]","21390","20850"
"New entrant CS","2021","20-29","Scottish Forestry","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Scottish Government (excl. agencies)","Unknown","250","[c]","29280","30530"
"New entrant CS","2021","20-29","Scottish Prison Service","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Scottish Prison Service","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Scottish Prison Service","Human Resources","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Scottish Prison Service","Operational Delivery","85","[c]","21390","20810"
"New entrant CS","2021","20-29","Scottish Prison Service","Other","10","[c]","20860","18980"
"New entrant CS","2021","20-29","Scottish Prison Service","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Serious Fraud Office","Counter Fraud","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Serious Fraud Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Serious Fraud Office","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Social Security Scotland","Unknown","105","[c]","23140","20060"
"New entrant CS","2021","20-29","Standards and Testing Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Standards and Testing Agency","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Student Awards Agency for Scotland","Unknown","10","[c]","20620","20060"
"New entrant CS","2021","20-29","Submarine Delivery Agency","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Submarine Delivery Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Submarine Delivery Agency","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Submarine Delivery Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Submarine Delivery Agency","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Submarine Delivery Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Submarine Delivery Agency","Project Delivery","10","[c]","26210","27000"
"New entrant CS","2021","20-29","Submarine Delivery Agency","Science and Engineering","35","[c]","26810","27540"
"New entrant CS","2021","20-29","Teaching Regulation Agency","Operational Delivery","[c]","[c]","[c]","[c]"
