"Status","Year","Function_of_post","Organisation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Project Delivery","Department for International Development","Operational Delivery","5","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for International Development","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for International Development","Policy","10","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for International Development","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for International Development","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for International Trade","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for International Trade","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Driver and Vehicle Licensing Agency","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","FCDO Services","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Food Standards Agency","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","15","[c]","47790","48140"
"Leaver CS","2021","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Forestry and Land Scotland","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Government Actuary's Department","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Government Internal Audit Agency","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","HM Courts and Tribunals Service","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","HM Courts and Tribunals Service","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","HM Courts and Tribunals Service","Operational Delivery","10","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","HM Courts and Tribunals Service","Project Delivery","10","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","HM Land Registry","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Met Office","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Defence (excl. agencies)","Project Delivery","175","[c]","38280","34610"
"Leaver CS","2021","Project Delivery","Ministry of Housing, Communities and Local Government (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Justice (excl. agencies)","Operational Delivery","5","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Justice (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","National Crime Agency","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Office for Standards in Education, Children's Services and Skills","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Office of Gas and Electricity Markets","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Queen Elizabeth II Centre","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Rural Payments Agency","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Scottish Forestry","Unknown","10","[c]","30840","30160"
"Leaver CS","2021","Project Delivery","Scottish Prison Service","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Submarine Delivery Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Submarine Delivery Agency","Project Delivery","15","[c]","44540","41070"
"Leaver CS","2021","Project Delivery","Submarine Delivery Agency","Science and Engineering","25","[c]","38130","37310"
"Leaver CS","2021","Project Delivery","UK Export Finance","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","UK Intellectual Property Office","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","UK Space Agency","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","United Kingdom Statistics Authority","Project Delivery","5","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Water Services Regulation Authority","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Wilton Park","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Wilton Park","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Wilton Park","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Competition and Markets Authority","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Defence Equipment and Support","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Defence Equipment and Support","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Defence Equipment and Support","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Defence Equipment and Support","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Defence Equipment and Support","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Defence Equipment and Support","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Department for Business, Energy and Industrial Strategy (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Department for Digital, Culture, Media and Sport","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","20","[c]","30950","26640"
"Leaver CS","2021","Property","Driver and Vehicle Licensing Agency","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","FCDO Services","Property","20","[c]","40400","37930"
"Leaver CS","2021","Property","Forestry and Land Scotland","Unknown","45","[c]","29070","26530"
"Leaver CS","2021","Property","HM Courts and Tribunals Service","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","HM Courts and Tribunals Service","Property","5","[c]","[c]","[c]"
"Leaver CS","2021","Property","HM Land Registry","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Ministry of Defence (excl. agencies)","Property","130","[c]","29300","28070"
"Leaver CS","2021","Property","Ministry of Justice (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Ministry of Justice (excl. agencies)","Operational Delivery","10","[c]","[c]","[c]"
"Leaver CS","2021","Property","Ministry of Justice (excl. agencies)","Property","5","[c]","[c]","[c]"
"Leaver CS","2021","Property","National Savings and Investments","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Northern Ireland Office","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Office for Standards in Education, Children's Services and Skills","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Office of Gas and Electricity Markets","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Office of Rail and Road","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Public Health England","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Scottish Forestry","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Scottish Prison Service","Other","20","[c]","27610","28160"
"Leaver CS","2021","Property","UK Intellectual Property Office","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","United Kingdom Statistics Authority","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Valuation Office Agency","Operational Delivery","50","[c]","21110","20000"
"Leaver CS","2021","Property","Valuation Office Agency","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Valuation Office Agency","Property","205","[c]","31590","26500"
"Leaver CS","2021","Property","Vehicle Certification Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Cabinet Office (excl. agencies)","Unknown","45","[c]","28960","26220"
"Leaver CS","2021","Security","Companies House","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Competition and Markets Authority","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Defence Science and Technology Laboratory","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Department for Business, Energy and Industrial Strategy (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Department for International Development","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Department for International Trade","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Driver and Vehicle Licensing Agency","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","FCDO Services","Security","15","[c]","37750","30630"
"Leaver CS","2021","Security","Foreign, Commonwealth and Development Office (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Government Actuary's Department","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","HM Prison and Probation Service","Security","10","[c]","[c]","[c]"
"Leaver CS","2021","Security","Ministry of Defence (excl. agencies)","Security","345","[c]","29440","26100"
"Leaver CS","2021","Security","National Crime Agency","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","National Savings and Investments","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","United Kingdom Statistics Authority","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Accountant in Bankruptcy","Unknown","10","[c]","27570","22230"
"Leaver CS","2021","Unknown","Animal and Plant Health Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Charity Commission","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Charity Commission","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Charity Commission","Unknown","30","[c]","40880","36740"
"Leaver CS","2021","Unknown","Crown Commercial Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Defence Electronics and Components Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Defence Equipment and Support","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Defence Equipment and Support","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Defence Equipment and Support","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Defence Equipment and Support","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Defence Equipment and Support","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Defence Equipment and Support","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education (excl. agencies)","Commercial","10","[c]","40840","37860"
"Leaver CS","2021","Unknown","Department for Education (excl. agencies)","Communications","25","[c]","29970","28500"
"Leaver CS","2021","Unknown","Department for Education (excl. agencies)","Digital, Data and Technology","30","[c]","37030","36500"
"Leaver CS","2021","Unknown","Department for Education (excl. agencies)","Finance","20","[c]","40350","37280"
"Leaver CS","2021","Unknown","Department for Education (excl. agencies)","Human Resources","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education (excl. agencies)","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education (excl. agencies)","Operational Delivery","30","[c]","45530","41580"
"Leaver CS","2021","Unknown","Department for Education (excl. agencies)","Policy","130","[c]","47590","42420"
"Leaver CS","2021","Unknown","Department for Education (excl. agencies)","Project Delivery","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education (excl. agencies)","Property","20","[c]","50730","50130"
"Leaver CS","2021","Unknown","Department for Education (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Transport (excl. agencies)","Unknown","105","[c]","42980","35060"
"Leaver CS","2021","Unknown","Department for Work and Pensions (excl. agencies)","Unknown","4390","[c]","26450","26120"
"Leaver CS","2021","Unknown","Department of Health and Social Care (excl. agencies)","Unknown","185","[c]","[c]","[c]"
