"Status","Year","Age","Function_of_post","Parent_department","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","20-29","Security","Ministry of Justice","South East (England)","5","5","[c]","[c]"
"In post","2021","20-29","Security","Ministry of Justice","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Security","Ministry of Justice","Wales","10","10","[c]","[c]"
"In post","2021","20-29","Security","Ministry of Justice","West Midlands (England)","5","5","[c]","[c]"
"In post","2021","20-29","Security","Ministry of Justice","Yorkshire and The Humber","10","10","28350","24620"
"In post","2021","20-29","Security","National Crime Agency","London","10","10","[c]","[c]"
"In post","2021","20-29","Security","Scottish Government","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Security","UK Export Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Security","United Kingdom Statistics Authority","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Security","United Kingdom Statistics Authority","Wales","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","Cabinet Office","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","Charity Commission","London","5","5","[c]","[c]"
"In post","2021","20-29","Unknown","Charity Commission","North West (England)","25","25","25620","24440"
"In post","2021","20-29","Unknown","Charity Commission","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","Department for Business, Energy and Industrial Strategy","Wales","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","Department for Education","London","55","55","41200","40230"
"In post","2021","20-29","Unknown","Department for Education","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","Department for Education","North West (England)","30","30","35680","36500"
"In post","2021","20-29","Unknown","Department for Education","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","Department for Education","West Midlands (England)","15","15","30960","29730"
"In post","2021","20-29","Unknown","Department for Education","Yorkshire and The Humber","15","15","30330","29360"
"In post","2021","20-29","Unknown","Department for Environment, Food and Rural Affairs","South East (England)","15","15","34200","32560"
"In post","2021","20-29","Unknown","Department for Work and Pensions","East Midlands (England)","445","435","25190","27570"
"In post","2021","20-29","Unknown","Department for Work and Pensions","East of England","475","465","27330","27570"
"In post","2021","20-29","Unknown","Department for Work and Pensions","London","1800","1780","31750","31060"
"In post","2021","20-29","Unknown","Department for Work and Pensions","North East (England)","1080","1065","24940","21010"
"In post","2021","20-29","Unknown","Department for Work and Pensions","North West (England)","1880","1850","25230","27570"
"In post","2021","20-29","Unknown","Department for Work and Pensions","Scotland","730","705","24160","21010"
"In post","2021","20-29","Unknown","Department for Work and Pensions","South East (England)","785","775","26420","27570"
"In post","2021","20-29","Unknown","Department for Work and Pensions","South West (England)","540","520","25000","27570"
"In post","2021","20-29","Unknown","Department for Work and Pensions","Unknown","125","125","28080","27570"
"In post","2021","20-29","Unknown","Department for Work and Pensions","Wales","650","635","24780","27570"
"In post","2021","20-29","Unknown","Department for Work and Pensions","West Midlands (England)","725","710","25790","27570"
"In post","2021","20-29","Unknown","Department for Work and Pensions","Yorkshire and The Humber","1065","1045","26700","27570"
"In post","2021","20-29","Unknown","Department of Health and Social Care","East of England","30","30","32030","32960"
"In post","2021","20-29","Unknown","Department of Health and Social Care","London","185","185","34970","32640"
"In post","2021","20-29","Unknown","Department of Health and Social Care","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","Food Standards Agency","Wales","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","Foreign, Commonwealth and Development Office","London","45","45","35660","36360"
"In post","2021","20-29","Unknown","Foreign, Commonwealth and Development Office","Overseas","5","5","[c]","[c]"
"In post","2021","20-29","Unknown","Foreign, Commonwealth and Development Office","South East (England)","5","5","[c]","[c]"
"In post","2021","20-29","Unknown","HM Treasury","London","35","35","30520","24300"
"In post","2021","20-29","Unknown","Home Office","East Midlands (England)","25","25","23690","24890"
"In post","2021","20-29","Unknown","Home Office","East of England","255","240","22760","21430"
"In post","2021","20-29","Unknown","Home Office","London","1935","1920","35740","35050"
"In post","2021","20-29","Unknown","Home Office","North East (England)","175","155","22930","21430"
"In post","2021","20-29","Unknown","Home Office","North West (England)","1340","1285","24190","24880"
"In post","2021","20-29","Unknown","Home Office","Northern Ireland","75","70","23330","21430"
"In post","2021","20-29","Unknown","Home Office","Overseas","15","15","[c]","[c]"
"In post","2021","20-29","Unknown","Home Office","Scotland","150","145","23820","24880"
"In post","2021","20-29","Unknown","Home Office","South East (England)","455","450","23920","24890"
"In post","2021","20-29","Unknown","Home Office","South West (England)","40","35","24000","24890"
"In post","2021","20-29","Unknown","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","Home Office","Wales","80","75","24130","24890"
"In post","2021","20-29","Unknown","Home Office","West Midlands (England)","135","135","24440","24890"
"In post","2021","20-29","Unknown","Home Office","Yorkshire and The Humber","610","595","24590","24880"
"In post","2021","20-29","Unknown","Ministry of Defence","East Midlands (England)","65","65","25030","24910"
"In post","2021","20-29","Unknown","Ministry of Defence","East of England","165","165","28090","26670"
"In post","2021","20-29","Unknown","Ministry of Defence","London","415","415","36930","37000"
"In post","2021","20-29","Unknown","Ministry of Defence","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","Ministry of Defence","North West (England)","50","50","23720","21920"
"In post","2021","20-29","Unknown","Ministry of Defence","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","Ministry of Defence","Overseas","30","30","36140","36960"
"In post","2021","20-29","Unknown","Ministry of Defence","Scotland","70","65","26170","20920"
"In post","2021","20-29","Unknown","Ministry of Defence","South East (England)","255","255","25690","24910"
"In post","2021","20-29","Unknown","Ministry of Defence","South West (England)","315","310","27920","26590"
"In post","2021","20-29","Unknown","Ministry of Defence","Unknown","375","375","28940","28980"
"In post","2021","20-29","Unknown","Ministry of Defence","Wales","5","5","[c]","[c]"
"In post","2021","20-29","Unknown","Ministry of Defence","West Midlands (England)","85","80","25450","22640"
"In post","2021","20-29","Unknown","Ministry of Defence","Yorkshire and The Humber","45","45","22550","20920"
"In post","2021","20-29","Unknown","Other Cabinet Office Agencies","London","5","5","[c]","[c]"
"In post","2021","20-29","Unknown","Other Cabinet Office Agencies","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","Other Cabinet Office Agencies","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","Scotland Office","London","10","10","[c]","[c]"
"In post","2021","20-29","Unknown","Scotland Office","Scotland","15","15","32350","30750"
"In post","2021","20-29","Unknown","Scottish Government","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","Scottish Government","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","Scottish Government","Scotland","1890","1870","28910","27150"
"In post","2021","20-29","Unknown","Welsh Government","Wales","550","540","27000","23830"
"In post","2021","30-39","Analysis","Attorney General's Departments","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","Attorney General's Departments","Wales","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","Attorney General's Departments","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","Cabinet Office","London","5","5","[c]","[c]"
"In post","2021","30-39","Analysis","Chancellor's other departments","London","60","55","69070","65470"
"In post","2021","30-39","Analysis","Chancellor's other departments","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","Charity Commission","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","Competition and Markets Authority","London","50","45","62370","61530"
"In post","2021","30-39","Analysis","Competition and Markets Authority","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","Department for Business, Energy and Industrial Strategy","London","50","45","55770","57850"
"In post","2021","30-39","Analysis","Department for Business, Energy and Industrial Strategy","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","Department for Business, Energy and Industrial Strategy","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","Department for Business, Energy and Industrial Strategy","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","Department for Business, Energy and Industrial Strategy","Wales","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","Department for Business, Energy and Industrial Strategy","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","Department for Digital, Culture, Media and Sport","London","45","45","57400","59730"
"In post","2021","30-39","Analysis","Department for Education","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","Department for Education","London","50","45","50740","53420"
"In post","2021","30-39","Analysis","Department for Education","North East (England)","10","5","[c]","[c]"
"In post","2021","30-39","Analysis","Department for Education","North West (England)","10","10","42220","42420"
"In post","2021","30-39","Analysis","Department for Education","South West (England)","10","5","[c]","[c]"
"In post","2021","30-39","Analysis","Department for Education","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","Department for Education","Yorkshire and The Humber","35","35","43840","42420"
"In post","2021","30-39","Analysis","Department for Environment, Food and Rural Affairs","East of England","115","110","32310","29750"
"In post","2021","30-39","Analysis","Department for Environment, Food and Rural Affairs","London","5","5","[c]","[c]"
"In post","2021","30-39","Analysis","Department for Environment, Food and Rural Affairs","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","Department for Environment, Food and Rural Affairs","North West (England)","5","5","[c]","[c]"
"In post","2021","30-39","Analysis","Department for Environment, Food and Rural Affairs","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","Department for Environment, Food and Rural Affairs","South West (England)","35","35","29720","29270"
"In post","2021","30-39","Analysis","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","10","5","[c]","[c]"
"In post","2021","30-39","Analysis","Department for International Trade","London","55","55","51620","51970"
"In post","2021","30-39","Analysis","Department for International Trade","South East (England)","5","5","[c]","[c]"
"In post","2021","30-39","Analysis","Department for Transport","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","Department for Transport","London","100","95","51720","54760"
"In post","2021","30-39","Analysis","Department for Transport","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","Department for Transport","South West (England)","5","5","[c]","[c]"
"In post","2021","30-39","Analysis","Department for Transport","Wales","15","15","26120","26410"
"In post","2021","30-39","Analysis","Department for Transport","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","Department for Transport","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","Department for Work and Pensions","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","Department for Work and Pensions","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","Department of Health and Social Care","London","60","60","55880","53360"
"In post","2021","30-39","Analysis","Department of Health and Social Care","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","Department of Health and Social Care","Yorkshire and The Humber","30","30","50360","51370"
"In post","2021","30-39","Analysis","ESTYN","Wales","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","Food Standards Agency","London","5","5","[c]","[c]"
"In post","2021","30-39","Analysis","Food Standards Agency","Wales","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","Food Standards Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","Foreign, Commonwealth and Development Office","London","20","20","53150","51650"
"In post","2021","30-39","Analysis","Foreign, Commonwealth and Development Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","Foreign, Commonwealth and Development Office","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","HM Land Registry","London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","HM Revenue and Customs","East of England","5","5","[c]","[c]"
"In post","2021","30-39","Analysis","HM Revenue and Customs","London","95","90","52680","59160"
"In post","2021","30-39","Analysis","HM Revenue and Customs","North East (England)","10","5","[c]","[c]"
"In post","2021","30-39","Analysis","HM Revenue and Customs","North West (England)","70","65","43130","38630"
"In post","2021","30-39","Analysis","HM Revenue and Customs","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","HM Revenue and Customs","Wales","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","HM Treasury","East of England","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","HM Treasury","London","45","45","62480","64890"
"In post","2021","30-39","Analysis","Ministry of Defence","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","Ministry of Defence","London","15","15","50940","47900"
"In post","2021","30-39","Analysis","Ministry of Defence","South East (England)","120","115","40870","39140"
"In post","2021","30-39","Analysis","Ministry of Defence","South West (England)","55","55","38860","37320"
"In post","2021","30-39","Analysis","Ministry of Housing, Communities and Local Government","London","40","35","52780","53130"
"In post","2021","30-39","Analysis","Ministry of Housing, Communities and Local Government","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","Ministry of Housing, Communities and Local Government","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","Ministry of Justice","London","110","105","49260","46840"
"In post","2021","30-39","Analysis","Ministry of Justice","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","Ministry of Justice","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","Ministry of Justice","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2021","30-39","Analysis","Office for Standards in Education","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","Office for Standards in Education","London","15","15","45210","35010"
"In post","2021","30-39","Analysis","Office for Standards in Education","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","Office for Standards in Education","South West (England)","45","45","39740","32010"
"In post","2021","30-39","Analysis","Office for Standards in Education","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","Office for Standards in Education","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","Office of Gas and Electricity Markets","London","20","20","50590","47180"
"In post","2021","30-39","Analysis","Office of Gas and Electricity Markets","Scotland","5","5","[c]","[c]"
"In post","2021","30-39","Analysis","Office of Rail and Road","London","10","10","51190","50190"
"In post","2021","30-39","Analysis","Office of Rail and Road","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","Office of Rail and Road","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","Office of Rail and Road","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","Office of Rail and Road","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","Scottish Government","Scotland","10","10","39040","36780"
"In post","2021","30-39","Analysis","UK Export Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","United Kingdom Statistics Authority","London","50","50","45430","43760"
"In post","2021","30-39","Analysis","United Kingdom Statistics Authority","Scotland","5","5","[c]","[c]"
"In post","2021","30-39","Analysis","United Kingdom Statistics Authority","South East (England)","115","110","38300","37020"
"In post","2021","30-39","Analysis","United Kingdom Statistics Authority","Wales","320","305","36890","37020"
"In post","2021","30-39","Analysis","Wales Office","Wales","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","Water Services Regulation Authority","London","5","5","[c]","[c]"
"In post","2021","30-39","Analysis","Water Services Regulation Authority","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","Welsh Government","Wales","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Attorney General's Departments","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Attorney General's Departments","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2021","30-39","Commercial","Cabinet Office","East of England","10","10","51220","51190"
"In post","2021","30-39","Commercial","Cabinet Office","London","190","190","66250","64000"
"In post","2021","30-39","Commercial","Cabinet Office","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Cabinet Office","North West (England)","30","30","55480","53270"
"In post","2021","30-39","Commercial","Cabinet Office","Scotland","5","5","[c]","[c]"
"In post","2021","30-39","Commercial","Cabinet Office","South East (England)","5","5","[c]","[c]"
"In post","2021","30-39","Commercial","Cabinet Office","South West (England)","20","20","64170","58210"
"In post","2021","30-39","Commercial","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Cabinet Office","Wales","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Cabinet Office","West Midlands (England)","5","5","[c]","[c]"
"In post","2021","30-39","Commercial","Cabinet Office","Yorkshire and The Humber","20","20","60960","61710"
"In post","2021","30-39","Commercial","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Chancellor's other departments","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Charity Commission","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Department for Business, Energy and Industrial Strategy","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Department for Business, Energy and Industrial Strategy","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Department for Business, Energy and Industrial Strategy","South West (England)","60","55","41060","39650"
"In post","2021","30-39","Commercial","Department for Business, Energy and Industrial Strategy","Wales","5","5","[c]","[c]"
"In post","2021","30-39","Commercial","Department for Business, Energy and Industrial Strategy","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Department for Digital, Culture, Media and Sport","London","10","10","[c]","[c]"
"In post","2021","30-39","Commercial","Department for Digital, Culture, Media and Sport","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Department for Education","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Department for Education","London","5","5","[c]","[c]"
"In post","2021","30-39","Commercial","Department for Education","North East (England)","10","10","[c]","[c]"
"In post","2021","30-39","Commercial","Department for Education","North West (England)","20","20","37560","36500"
"In post","2021","30-39","Commercial","Department for Education","West Midlands (England)","10","10","42530","40780"
"In post","2021","30-39","Commercial","Department for Education","Yorkshire and The Humber","10","10","39600","38000"
"In post","2021","30-39","Commercial","Department for Environment, Food and Rural Affairs","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Department for Environment, Food and Rural Affairs","East of England","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Department for Environment, Food and Rural Affairs","London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Department for Environment, Food and Rural Affairs","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Department for Environment, Food and Rural Affairs","South East (England)","5","5","[c]","[c]"
"In post","2021","30-39","Commercial","Department for Environment, Food and Rural Affairs","South West (England)","10","10","37750","36970"
"In post","2021","30-39","Commercial","Department for Environment, Food and Rural Affairs","Wales","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Department for Environment, Food and Rural Affairs","West Midlands (England)","5","5","[c]","[c]"
"In post","2021","30-39","Commercial","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2021","30-39","Commercial","Department for International Trade","London","10","10","[c]","[c]"
"In post","2021","30-39","Commercial","Department for Transport","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Department for Transport","London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Department for Transport","South West (England)","10","10","[c]","[c]"
"In post","2021","30-39","Commercial","Department for Transport","Wales","45","40","31970","31040"
"In post","2021","30-39","Commercial","Department for Work and Pensions","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Department for Work and Pensions","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Department of Health and Social Care","London","30","30","50240","40650"
"In post","2021","30-39","Commercial","Department of Health and Social Care","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Department of Health and Social Care","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Department of Health and Social Care","Yorkshire and The Humber","15","15","44910","49530"
"In post","2021","30-39","Commercial","Food Standards Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Foreign, Commonwealth and Development Office","London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Foreign, Commonwealth and Development Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Foreign, Commonwealth and Development Office","Scotland","20","20","36820","38500"
"In post","2021","30-39","Commercial","Foreign, Commonwealth and Development Office","South East (England)","20","20","33390","31390"
"In post","2021","30-39","Commercial","HM Land Registry","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","HM Land Registry","London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","HM Land Registry","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","HM Revenue and Customs","London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","HM Revenue and Customs","North West (England)","10","10","34180","35220"
"In post","2021","30-39","Commercial","HM Revenue and Customs","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","HM Treasury","London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Ministry of Defence","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Ministry of Defence","East of England","25","25","33620","30200"
"In post","2021","30-39","Commercial","Ministry of Defence","London","15","15","43400","41420"
"In post","2021","30-39","Commercial","Ministry of Defence","North West (England)","20","15","34920","33300"
"In post","2021","30-39","Commercial","Ministry of Defence","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Ministry of Defence","Overseas","10","10","46300","43030"
"In post","2021","30-39","Commercial","Ministry of Defence","Scotland","25","25","34840","33470"
"In post","2021","30-39","Commercial","Ministry of Defence","South East (England)","75","70","33960","33300"
"In post","2021","30-39","Commercial","Ministry of Defence","South West (England)","215","205","37720","37400"
"In post","2021","30-39","Commercial","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Ministry of Defence","Wales","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Ministry of Defence","West Midlands (England)","15","15","33560","33300"
"In post","2021","30-39","Commercial","Ministry of Defence","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Ministry of Housing, Communities and Local Government","London","10","10","[c]","[c]"
"In post","2021","30-39","Commercial","Ministry of Housing, Communities and Local Government","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Ministry of Housing, Communities and Local Government","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Ministry of Justice","East Midlands (England)","15","15","33490","31180"
"In post","2021","30-39","Commercial","Ministry of Justice","East of England","15","15","39570","38280"
"In post","2021","30-39","Commercial","Ministry of Justice","London","90","85","44000","40480"
"In post","2021","30-39","Commercial","Ministry of Justice","North East (England)","5","5","[c]","[c]"
"In post","2021","30-39","Commercial","Ministry of Justice","North West (England)","25","25","39000","38220"
"In post","2021","30-39","Commercial","Ministry of Justice","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Ministry of Justice","South West (England)","5","5","[c]","[c]"
"In post","2021","30-39","Commercial","Ministry of Justice","Wales","5","5","[c]","[c]"
"In post","2021","30-39","Commercial","Ministry of Justice","West Midlands (England)","25","25","30400","28080"
"In post","2021","30-39","Commercial","Ministry of Justice","Yorkshire and The Humber","45","45","35640","34090"
"In post","2021","30-39","Commercial","National Crime Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","National Crime Agency","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Office for Standards in Education","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Other Cabinet Office Agencies","East of England","30","30","34320","34800"
"In post","2021","30-39","Commercial","Other Cabinet Office Agencies","London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Other Cabinet Office Agencies","North West (England)","55","55","32210","34800"
"In post","2021","30-39","Commercial","Other Cabinet Office Agencies","Wales","15","15","31130","28470"
"In post","2021","30-39","Commercial","Other Cabinet Office Agencies","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Other Cabinet Office Agencies","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Scottish Government","Scotland","15","15","36070","38140"
"In post","2021","30-39","Commercial","The National Archives","London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","UK Export Finance","London","35","35","49920","49910"
"In post","2021","30-39","Commercial","United Kingdom Statistics Authority","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","United Kingdom Statistics Authority","Wales","10","10","38040","36030"
"In post","2021","30-39","Communications","Attorney General's Departments","East of England","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Communications","Attorney General's Departments","London","15","15","41890","39750"
"In post","2021","30-39","Communications","Attorney General's Departments","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Communications","Attorney General's Departments","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Communications","Attorney General's Departments","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Communications","Cabinet Office","London","130","125","50030","54700"
"In post","2021","30-39","Communications","Cabinet Office","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Communications","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Communications","Cabinet Office","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Communications","Chancellor's other departments","London","5","5","[c]","[c]"
"In post","2021","30-39","Communications","Chancellor's other departments","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Communications","Charity Commission","London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Communications","Charity Commission","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Communications","Competition and Markets Authority","London","10","10","57380","48110"
"In post","2021","30-39","Communications","Department for Business, Energy and Industrial Strategy","London","55","50","53440","52350"
"In post","2021","30-39","Communications","Department for Business, Energy and Industrial Strategy","South West (England)","10","10","39290","35490"
"In post","2021","30-39","Communications","Department for Business, Energy and Industrial Strategy","Wales","20","20","34030","30720"
"In post","2021","30-39","Communications","Department for Business, Energy and Industrial Strategy","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Communications","Department for Digital, Culture, Media and Sport","London","20","15","55690","52690"
"In post","2021","30-39","Communications","Department for Education","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Communications","Department for Education","London","40","40","47420","45540"
"In post","2021","30-39","Communications","Department for Education","North East (England)","10","10","31400","27860"
"In post","2021","30-39","Communications","Department for Education","North West (England)","10","10","29400","26000"
"In post","2021","30-39","Communications","Department for Education","South West (England)","[c]","[c]","[c]","[c]"
