"Status","Year","Ethnicity","Organisation","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","White","Northern Ireland Office","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Northern Ireland Office","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Office for Budget Responsibility","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Office for Budget Responsibility","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Office for Budget Responsibility","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Office for Standards in Education, Children's Services and Skills","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Office for Standards in Education, Children's Services and Skills","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Office of Gas and Electricity Markets","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Office of Gas and Electricity Markets","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Office of the Public Guardian","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Office of the Public Guardian","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Office of the Public Guardian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Planning Inspectorate","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Planning Inspectorate","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Planning Inspectorate","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Public Health England","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Public Health England","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Public Health England","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Queen Elizabeth II Centre","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Queen Elizabeth II Centre","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Queen Elizabeth II Centre","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Registers of Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Registers of Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Registers of Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Revenue Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Revenue Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Revenue Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Royal Fleet Auxiliary","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Royal Fleet Auxiliary","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Royal Fleet Auxiliary","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Rural Payments Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Rural Payments Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Rural Payments Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Scotland Office (incl. Office of the Advocate General for Scotland)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Scotland Office (incl. Office of the Advocate General for Scotland)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Scotland Office (incl. Office of the Advocate General for Scotland)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Scottish Courts and Tribunals Service","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Scottish Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Scottish Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Scottish Forestry","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Scottish Forestry","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Scottish Forestry","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Scottish Government (excl. agencies)","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Scottish Government (excl. agencies)","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Scottish Government (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Serious Fraud Office","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Serious Fraud Office","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Serious Fraud Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Social Security Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Social Security Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Social Security Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Standards and Testing Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Standards and Testing Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Standards and Testing Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Submarine Delivery Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Submarine Delivery Agency","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Submarine Delivery Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Teaching Regulation Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Teaching Regulation Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Teaching Regulation Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","The National Archives","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","The National Archives","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","UK Hydrographic Office","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","UK Hydrographic Office","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","White","UK Hydrographic Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","UK Intellectual Property Office","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","White","UK Intellectual Property Office","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","UK Intellectual Property Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","UK Space Agency","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","White","UK Space Agency","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","White","UK Space Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","United Kingdom Statistics Authority","Female","40","[c]","37140","32040"
"Leaver Dept.","2021","White","United Kingdom Statistics Authority","Male","35","[c]","38910","36030"
"Leaver Dept.","2021","White","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Valuation Office Agency","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Valuation Office Agency","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Valuation Office Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Vehicle Certification Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Vehicle Certification Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Vehicle Certification Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Wales Office","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Wales Office","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Wales Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Welsh Government (excl. agencies)","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Welsh Government (excl. agencies)","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Welsh Government (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Welsh Revenue Authority","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Welsh Revenue Authority","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Welsh Revenue Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Wilton Park","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Wilton Park","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Wilton Park","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Accountant in Bankruptcy","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Accountant in Bankruptcy","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Accountant in Bankruptcy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Advisory, Conciliation and Arbitration Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Advisory, Conciliation and Arbitration Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Advisory, Conciliation and Arbitration Service","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Animal and Plant Health Agency","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Animal and Plant Health Agency","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Animal and Plant Health Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Attorney General's Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Attorney General's Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Attorney General's Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Cabinet Office (excl. agencies)","Female","50","[c]","36010","34550"
"New entrant CS","2021","Asian","Cabinet Office (excl. agencies)","Male","30","[c]","45040","38950"
"New entrant CS","2021","Asian","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Centre for Environment, Fisheries and Aquaculture Science","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Centre for Environment, Fisheries and Aquaculture Science","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Centre for Environment, Fisheries and Aquaculture Science","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Charity Commission","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Charity Commission","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Companies House","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Companies House","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Companies House","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Competition and Markets Authority","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Criminal Injuries Compensation Authority","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Criminal Injuries Compensation Authority","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Criminal Injuries Compensation Authority","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Crown Commercial Service","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Crown Commercial Service","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Crown Commercial Service","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Crown Office and Procurator Fiscal Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Crown Office and Procurator Fiscal Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Crown Office and Procurator Fiscal Service","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Crown Prosecution Service","Female","50","[c]","31590","25480"
"New entrant CS","2021","Asian","Crown Prosecution Service","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Crown Prosecution Service","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Debt Management Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Debt Management Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Debt Management Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Defence Equipment and Support","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Defence Equipment and Support","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Defence Equipment and Support","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Defence Science and Technology Laboratory","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Defence Science and Technology Laboratory","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Defence Science and Technology Laboratory","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","30","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","35","[c]","34860","33570"
"New entrant CS","2021","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Department for Digital, Culture, Media and Sport","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Department for Digital, Culture, Media and Sport","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Department for Education (excl. agencies)","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Department for Education (excl. agencies)","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Department for Education (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","30","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","40","[c]","37120","32560"
"New entrant CS","2021","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Department for International Trade","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Department for International Trade","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Department for Transport (excl. agencies)","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Department for Transport (excl. agencies)","Male","20","[c]","[c]","[c]"
