"Status","Year","Age","Disability","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","65+","Undeclared","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","65+","Undeclared","Department for Transport","40","30","30230","27620"
"In post","2021","65+","Undeclared","Department for Work and Pensions","85","70","26520","27570"
"In post","2021","65+","Undeclared","Department of Health and Social Care","20","15","[c]","[c]"
"In post","2021","65+","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","65+","Undeclared","Foreign, Commonwealth and Development Office","5","5","[c]","[c]"
"In post","2021","65+","Undeclared","HM Land Registry","5","5","[c]","[c]"
"In post","2021","65+","Undeclared","HM Revenue and Customs","100","70","30670","28130"
"In post","2021","65+","Undeclared","Home Office","40","30","28790","27370"
"In post","2021","65+","Undeclared","Ministry of Defence","180","155","29670","26930"
"In post","2021","65+","Undeclared","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","65+","Undeclared","Ministry of Justice","315","220","27390","24380"
"In post","2021","65+","Undeclared","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","65+","Undeclared","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","65+","Undeclared","Scottish Government","5","5","[c]","[c]"
"In post","2021","65+","Undeclared","United Kingdom Statistics Authority","10","5","[c]","[c]"
"In post","2021","65+","Undeclared","Welsh Government","10","5","[c]","[c]"
"In post","2021","65+","Unknown","Attorney General's Departments","25","20","[c]","[c]"
"In post","2021","65+","Unknown","Cabinet Office","15","15","[c]","[c]"
"In post","2021","65+","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","Department for Business, Energy and Industrial Strategy","50","40","35520","34500"
"In post","2021","65+","Unknown","Department for Environment, Food and Rural Affairs","25","20","[c]","[c]"
"In post","2021","65+","Unknown","Department for International Trade","5","5","[c]","[c]"
"In post","2021","65+","Unknown","Department for Transport","35","30","30820","26740"
"In post","2021","65+","Unknown","Department for Work and Pensions","20","15","[c]","[c]"
"In post","2021","65+","Unknown","Department of Health and Social Care","100","85","50560","37530"
"In post","2021","65+","Unknown","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","Foreign, Commonwealth and Development Office","20","15","[c]","[c]"
"In post","2021","65+","Unknown","HM Land Registry","5","5","[c]","[c]"
"In post","2021","65+","Unknown","HM Revenue and Customs","410","295","28510","22650"
"In post","2021","65+","Unknown","HM Treasury","5","5","[c]","[c]"
"In post","2021","65+","Unknown","Home Office","10","10","[c]","[c]"
"In post","2021","65+","Unknown","Ministry of Defence","290","255","30800","26490"
"In post","2021","65+","Unknown","Ministry of Housing, Communities and Local Government","15","10","[c]","[c]"
"In post","2021","65+","Unknown","Ministry of Justice","55","45","24040","21300"
"In post","2021","65+","Unknown","National Crime Agency","20","15","[c]","[c]"
"In post","2021","65+","Unknown","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","Other Cabinet Office Agencies","5","5","[c]","[c]"
"In post","2021","65+","Unknown","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","Scottish Government","205","155","31230","25870"
"In post","2021","65+","Unknown","The National Archives","10","10","[c]","[c]"
"In post","2021","65+","Unknown","United Kingdom Statistics Authority","60","40","24480","19520"
"In post","2021","65+","Unknown","Welsh Government","10","10","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Department for Work and Pensions","20","15","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Department for Digital, Culture, Media and Sport","5","5","[c]","[c]"
"In post","2021","Unknown","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Northern Ireland Office","15","15","[c]","[c]"
"In post","2021","Unknown","Unknown","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared non-disabled","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared non-disabled","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared non-disabled","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared non-disabled","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared non-disabled","Department for Work and Pensions","20","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared non-disabled","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared non-disabled","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared non-disabled","HM Revenue and Customs","5","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared non-disabled","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared non-disabled","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared non-disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared non-disabled","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared non-disabled","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared non-disabled","Scottish Government","10","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared non-disabled","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Undeclared","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Undeclared","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Undeclared","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","HM Revenue and Customs","15","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Ministry of Defence","10","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Ministry of Justice","10","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Scottish Government","5","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Cabinet Office","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Department for Education","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Department for Work and Pensions","60","[c]","23920","21010"
"Leaver CS","2021","20-29","Declared disabled","Department of Health and Social Care","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Foreign, Commonwealth and Development Office","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","HM Revenue and Customs","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Home Office","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Ministry of Defence","45","[c]","22900","20370"
"Leaver CS","2021","20-29","Declared disabled","Ministry of Housing, Communities and Local Government","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Ministry of Justice","95","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Scottish Government","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Wales Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Attorney General's Departments","40","[c]","26680","25480"
"Leaver CS","2021","20-29","Declared non-disabled","Cabinet Office","50","[c]","29340","26000"
"Leaver CS","2021","20-29","Declared non-disabled","Chancellor's other departments","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Competition and Markets Authority","25","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Department for Business, Energy and Industrial Strategy","55","[c]","29990","28930"
"Leaver CS","2021","20-29","Declared non-disabled","Department for Digital, Culture, Media and Sport","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Department for Education","70","[c]","33850","33300"
"Leaver CS","2021","20-29","Declared non-disabled","Department for Environment, Food and Rural Affairs","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Department for International Trade","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Department for Transport","70","[c]","24340","21590"
"Leaver CS","2021","20-29","Declared non-disabled","Department for Work and Pensions","390","[c]","24250","21010"
"Leaver CS","2021","20-29","Declared non-disabled","Department of Health and Social Care","145","[c]","25210","23530"
"Leaver CS","2021","20-29","Declared non-disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Foreign, Commonwealth and Development Office","30","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","HM Land Registry","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","HM Revenue and Customs","220","[c]","26440","24500"
"Leaver CS","2021","20-29","Declared non-disabled","HM Treasury","25","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Home Office","205","[c]","25970","24110"
"Leaver CS","2021","20-29","Declared non-disabled","Ministry of Defence","270","[c]","24650","23790"
"Leaver CS","2021","20-29","Declared non-disabled","Ministry of Housing, Communities and Local Government","20","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Ministry of Justice","800","[c]","23770","21300"
"Leaver CS","2021","20-29","Declared non-disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Office for Standards in Education","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Office of Gas and Electricity Markets","25","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Scottish Government","45","[c]","24050","21960"
"Leaver CS","2021","20-29","Declared non-disabled","The National Archives","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","UK Export Finance","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","UK Supreme Court","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","United Kingdom Statistics Authority","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Wales Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Welsh Government","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","Department for Education","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","Department for Transport","25","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","Department for Work and Pensions","20","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","Department of Health and Social Care","20","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","Food Standards Agency","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","HM Revenue and Customs","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","HM Treasury","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","Home Office","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","Ministry of Defence","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","Ministry of Housing, Communities and Local Government","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","Ministry of Justice","55","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","Wales Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Attorney General's Departments","30","[c]","30890","24590"
"Leaver CS","2021","20-29","Unknown","Cabinet Office","80","[c]","28930","27500"
"Leaver CS","2021","20-29","Unknown","Chancellor's other departments","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Department for Business, Energy and Industrial Strategy","60","[c]","27590","24600"
"Leaver CS","2021","20-29","Unknown","Department for Digital, Culture, Media and Sport","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Department for Education","20","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Department for Environment, Food and Rural Affairs","170","[c]","24690","24010"
"Leaver CS","2021","20-29","Unknown","Department for International Trade","65","[c]","23140","18200"
"Leaver CS","2021","20-29","Unknown","Department for Transport","35","[c]","22130","21590"
"Leaver CS","2021","20-29","Unknown","Department for Work and Pensions","200","[c]","26510","27570"
"Leaver CS","2021","20-29","Unknown","Department of Health and Social Care","70","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Foreign, Commonwealth and Development Office","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","HM Land Registry","40","[c]","25190","22350"
"Leaver CS","2021","20-29","Unknown","HM Revenue and Customs","370","[c]","24870","24500"
"Leaver CS","2021","20-29","Unknown","HM Treasury","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Home Office","80","[c]","26740","28210"
"Leaver CS","2021","20-29","Unknown","Ministry of Defence","150","[c]","24020","21990"
"Leaver CS","2021","20-29","Unknown","Ministry of Housing, Communities and Local Government","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Ministry of Justice","635","[c]","21990","19930"
"Leaver CS","2021","20-29","Unknown","National Crime Agency","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Other Cabinet Office Agencies","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Scottish Government","95","[c]","25120","24110"
"Leaver CS","2021","20-29","Unknown","United Kingdom Statistics Authority","80","[c]","22400","19130"
"Leaver CS","2021","20-29","Unknown","Wales Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Welsh Government","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Attorney General's Departments","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Department for Education","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Department for Transport","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Department for Work and Pensions","45","[c]","26160","27570"
"Leaver CS","2021","30-39","Declared disabled","Department of Health and Social Care","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","ESTYN","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","HM Revenue and Customs","25","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Home Office","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Ministry of Defence","25","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Ministry of Justice","70","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Scottish Government","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Wales Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Attorney General's Departments","50","[c]","45230","50520"
"Leaver CS","2021","30-39","Declared non-disabled","Cabinet Office","40","[c]","54430","54940"
"Leaver CS","2021","30-39","Declared non-disabled","Chancellor's other departments","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Competition and Markets Authority","30","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Department for Business, Energy and Industrial Strategy","60","[c]","46800","49080"
"Leaver CS","2021","30-39","Declared non-disabled","Department for Digital, Culture, Media and Sport","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Department for Education","70","[c]","46700","50130"
"Leaver CS","2021","30-39","Declared non-disabled","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Department for International Trade","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Department for Transport","60","[c]","30540","21590"
"Leaver CS","2021","30-39","Declared non-disabled","Department for Work and Pensions","305","[c]","25550","24180"
"Leaver CS","2021","30-39","Declared non-disabled","Department of Health and Social Care","155","[c]","38420","36950"
"Leaver CS","2021","30-39","Declared non-disabled","ESTYN","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Foreign, Commonwealth and Development Office","20","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","HM Land Registry","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","HM Revenue and Customs","200","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","HM Treasury","20","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Home Office","170","[c]","29580","25310"
"Leaver CS","2021","30-39","Declared non-disabled","Ministry of Defence","210","[c]","33620","32570"
"Leaver CS","2021","30-39","Declared non-disabled","Ministry of Housing, Communities and Local Government","20","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Ministry of Justice","600","[c]","26770","21740"
"Leaver CS","2021","30-39","Declared non-disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
