"Status","Year","Age","Disability","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","30-39","Unknown","Department for Business, Energy and Industrial Strategy","755","725","37250","33570"
"In post","2021","30-39","Unknown","Department for Digital, Culture, Media and Sport","100","100","52010","51940"
"In post","2021","30-39","Unknown","Department for Education","375","370","42540","38280"
"In post","2021","30-39","Unknown","Department for Environment, Food and Rural Affairs","360","340","41260","37240"
"In post","2021","30-39","Unknown","Department for International Trade","310","305","48390","51970"
"In post","2021","30-39","Unknown","Department for Transport","545","505","30120","26470"
"In post","2021","30-39","Unknown","Department for Work and Pensions","940","890","29520","27570"
"In post","2021","30-39","Unknown","Department of Health and Social Care","1030","995","45630","41130"
"In post","2021","30-39","Unknown","Foreign, Commonwealth and Development Office","515","505","49040","53000"
"In post","2021","30-39","Unknown","HM Land Registry","530","505","28340","22350"
"In post","2021","30-39","Unknown","HM Revenue and Customs","4570","4325","28770","25560"
"In post","2021","30-39","Unknown","HM Treasury","60","60","52730","55330"
"In post","2021","30-39","Unknown","Home Office","485","475","33390","25770"
"In post","2021","30-39","Unknown","Ministry of Defence","2080","2010","35790","33300"
"In post","2021","30-39","Unknown","Ministry of Housing, Communities and Local Government","100","100","45350","41400"
"In post","2021","30-39","Unknown","Ministry of Justice","2010","1935","28320","25570"
"In post","2021","30-39","Unknown","National Crime Agency","885","865","37170","36410"
"In post","2021","30-39","Unknown","Northern Ireland Office","20","20","[c]","[c]"
"In post","2021","30-39","Unknown","Office for Standards in Education","35","35","31680","25880"
"In post","2021","30-39","Unknown","Office of Gas and Electricity Markets","25","25","[c]","[c]"
"In post","2021","30-39","Unknown","Office of Qualifications and Examinations Regulation","20","20","[c]","[c]"
"In post","2021","30-39","Unknown","Other Cabinet Office Agencies","155","150","35250","34800"
"In post","2021","30-39","Unknown","Scotland Office","20","20","[c]","[c]"
"In post","2021","30-39","Unknown","Scottish Government","2550","2445","33620","30930"
"In post","2021","30-39","Unknown","The National Archives","25","25","[c]","[c]"
"In post","2021","30-39","Unknown","United Kingdom Statistics Authority","625","585","33650","31000"
"In post","2021","30-39","Unknown","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Water Services Regulation Authority","20","20","[c]","[c]"
"In post","2021","30-39","Unknown","Welsh Government","95","95","38730","34490"
"In post","2021","40-49","Declared disabled","Attorney General's Departments","255","235","44250","45530"
"In post","2021","40-49","Declared disabled","Cabinet Office","155","145","48170","51190"
"In post","2021","40-49","Declared disabled","Chancellor's other departments","5","5","[c]","[c]"
"In post","2021","40-49","Declared disabled","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Competition and Markets Authority","15","15","[c]","[c]"
"In post","2021","40-49","Declared disabled","Department for Business, Energy and Industrial Strategy","245","235","42800","39490"
"In post","2021","40-49","Declared disabled","Department for Digital, Culture, Media and Sport","25","25","[c]","[c]"
"In post","2021","40-49","Declared disabled","Department for Education","190","180","42910","37100"
"In post","2021","40-49","Declared disabled","Department for Environment, Food and Rural Affairs","320","300","35680","30730"
"In post","2021","40-49","Declared disabled","Department for International Trade","40","40","47680","51910"
"In post","2021","40-49","Declared disabled","Department for Transport","330","300","30100","26590"
"In post","2021","40-49","Declared disabled","Department for Work and Pensions","3655","3250","27490","27570"
"In post","2021","40-49","Declared disabled","Department of Health and Social Care","125","115","44300","39500"
"In post","2021","40-49","Declared disabled","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Food Standards Agency","20","20","[c]","[c]"
"In post","2021","40-49","Declared disabled","Foreign, Commonwealth and Development Office","210","205","46600","39240"
"In post","2021","40-49","Declared disabled","HM Land Registry","85","80","31570","27130"
"In post","2021","40-49","Declared disabled","HM Revenue and Customs","1335","1240","31190","27230"
"In post","2021","40-49","Declared disabled","HM Treasury","35","35","57280","63000"
"In post","2021","40-49","Declared disabled","Home Office","800","740","32680","28650"
"In post","2021","40-49","Declared disabled","Ministry of Defence","1065","1030","35700","33300"
"In post","2021","40-49","Declared disabled","Ministry of Housing, Communities and Local Government","65","65","43770","40190"
"In post","2021","40-49","Declared disabled","Ministry of Justice","2060","1940","30890","28200"
"In post","2021","40-49","Declared disabled","National Crime Agency","55","55","37540","36410"
"In post","2021","40-49","Declared disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Office for Standards in Education","35","35","45940","51360"
"In post","2021","40-49","Declared disabled","Office of Gas and Electricity Markets","10","10","[c]","[c]"
"In post","2021","40-49","Declared disabled","Office of Qualifications and Examinations Regulation","10","10","[c]","[c]"
"In post","2021","40-49","Declared disabled","Office of Rail and Road","5","5","[c]","[c]"
"In post","2021","40-49","Declared disabled","Other Cabinet Office Agencies","20","15","[c]","[c]"
"In post","2021","40-49","Declared disabled","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Scottish Government","410","390","39040","33650"
"In post","2021","40-49","Declared disabled","The National Archives","5","5","[c]","[c]"
"In post","2021","40-49","Declared disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","United Kingdom Statistics Authority","110","100","36340","32780"
"In post","2021","40-49","Declared disabled","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Welsh Government","80","80","41030","37410"
"In post","2021","40-49","Declared non-disabled","Attorney General's Departments","1980","1805","48320","51250"
"In post","2021","40-49","Declared non-disabled","Cabinet Office","1025","995","57050","54700"
"In post","2021","40-49","Declared non-disabled","Chancellor's other departments","100","95","66680","58490"
"In post","2021","40-49","Declared non-disabled","Charity Commission","70","65","37500","29420"
"In post","2021","40-49","Declared non-disabled","Competition and Markets Authority","175","170","69980","71000"
"In post","2021","40-49","Declared non-disabled","Department for Business, Energy and Industrial Strategy","2170","2045","46230","43130"
"In post","2021","40-49","Declared non-disabled","Department for Digital, Culture, Media and Sport","210","200","59920","58750"
"In post","2021","40-49","Declared non-disabled","Department for Education","1605","1520","48310","50130"
"In post","2021","40-49","Declared non-disabled","Department for Environment, Food and Rural Affairs","2300","2140","37830","35900"
"In post","2021","40-49","Declared non-disabled","Department for International Trade","265","260","54650","51970"
"In post","2021","40-49","Declared non-disabled","Department for Transport","2765","2615","36090","30780"
"In post","2021","40-49","Declared non-disabled","Department for Work and Pensions","17060","15365","28810","27570"
"In post","2021","40-49","Declared non-disabled","Department of Health and Social Care","1445","1330","49000","47130"
"In post","2021","40-49","Declared non-disabled","ESTYN","25","25","[c]","[c]"
"In post","2021","40-49","Declared non-disabled","Food Standards Agency","225","220","39680","37630"
"In post","2021","40-49","Declared non-disabled","Foreign, Commonwealth and Development Office","1570","1530","52830","54470"
"In post","2021","40-49","Declared non-disabled","HM Land Registry","770","705","35370","33840"
"In post","2021","40-49","Declared non-disabled","HM Revenue and Customs","8475","7930","34180","31810"
"In post","2021","40-49","Declared non-disabled","HM Treasury","275","265","56960","52840"
"In post","2021","40-49","Declared non-disabled","Home Office","7390","6915","33960","28850"
"In post","2021","40-49","Declared non-disabled","Ministry of Defence","7955","7680","36750","33300"
"In post","2021","40-49","Declared non-disabled","Ministry of Housing, Communities and Local Government","630","600","49590","48200"
"In post","2021","40-49","Declared non-disabled","Ministry of Justice","12070","11310","32260","30210"
"In post","2021","40-49","Declared non-disabled","National Crime Agency","555","530","43450","41000"
"In post","2021","40-49","Declared non-disabled","Northern Ireland Office","10","10","[c]","[c]"
"In post","2021","40-49","Declared non-disabled","Office for Standards in Education","430","415","53460","51360"
"In post","2021","40-49","Declared non-disabled","Office of Gas and Electricity Markets","215","205","55690","52670"
"In post","2021","40-49","Declared non-disabled","Office of Qualifications and Examinations Regulation","45","40","47500","44220"
"In post","2021","40-49","Declared non-disabled","Office of Rail and Road","80","80","55960","55430"
"In post","2021","40-49","Declared non-disabled","Other Cabinet Office Agencies","95","95","48170","42410"
"In post","2021","40-49","Declared non-disabled","Scotland Office","10","10","[c]","[c]"
"In post","2021","40-49","Declared non-disabled","Scottish Government","2520","2390","44030","39660"
"In post","2021","40-49","Declared non-disabled","The National Archives","105","95","40610","37750"
"In post","2021","40-49","Declared non-disabled","UK Export Finance","105","105","59070","55030"
"In post","2021","40-49","Declared non-disabled","UK Supreme Court","10","5","[c]","[c]"
"In post","2021","40-49","Declared non-disabled","United Kingdom Statistics Authority","580","530","39670","36030"
"In post","2021","40-49","Declared non-disabled","Wales Office","5","5","[c]","[c]"
"In post","2021","40-49","Declared non-disabled","Water Services Regulation Authority","75","70","64650","59730"
"In post","2021","40-49","Declared non-disabled","Welsh Government","1455","1385","44270","41560"
"In post","2021","40-49","Undeclared","Attorney General's Departments","45","40","58310","64680"
"In post","2021","40-49","Undeclared","Cabinet Office","60","60","47570","38890"
"In post","2021","40-49","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Undeclared","Department for Business, Energy and Industrial Strategy","100","95","48140","43430"
"In post","2021","40-49","Undeclared","Department for Digital, Culture, Media and Sport","10","10","[c]","[c]"
"In post","2021","40-49","Undeclared","Department for Education","95","90","46480","40400"
"In post","2021","40-49","Undeclared","Department for Environment, Food and Rural Affairs","100","95","40430","37430"
"In post","2021","40-49","Undeclared","Department for International Trade","20","20","[c]","[c]"
"In post","2021","40-49","Undeclared","Department for Transport","350","335","36890","31820"
"In post","2021","40-49","Undeclared","Department for Work and Pensions","1035","955","28970","27570"
