"Status","Year","Age","Organisation","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","40-49","Medicines and Healthcare Products Regulatory Agency","G6/G7","Unknown","45","40","58710","53970"
"In post","2021","40-49","Medicines and Healthcare Products Regulatory Agency","SCS level","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","40-49","Medicines and Healthcare Products Regulatory Agency","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Medicines and Healthcare Products Regulatory Agency","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2021","40-49","Medicines and Healthcare Products Regulatory Agency","SCS level","Unknown","10","10","[c]","[c]"
"In post","2021","40-49","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","Heterosexual / straight","55","55","39080","40450"
"In post","2021","40-49","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2021","40-49","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","Unknown","35","30","38240","40850"
"In post","2021","40-49","Met Office","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Met Office","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Met Office","AA/AO","Unknown","5","5","[c]","[c]"
"In post","2021","40-49","Met Office","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Met Office","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Met Office","EO","Unknown","25","25","[c]","[c]"
"In post","2021","40-49","Met Office","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Met Office","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Met Office","G6/G7","Unknown","215","210","52230","48540"
"In post","2021","40-49","Met Office","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Met Office","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Met Office","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Met Office","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Met Office","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Met Office","SEO/HEO","Unknown","300","280","38100","39650"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","AA/AO","Heterosexual / straight","2170","2085","23030","20920"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","AA/AO","LGBO","75","70","23680","20920"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","AA/AO","Undeclared","305","290","25310","21130"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","AA/AO","Unknown","345","330","25280","20920"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","EO","Heterosexual / straight","1170","1135","28470","26670"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","EO","LGBO","30","30","29400","26670"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","EO","Undeclared","175","170","29410","26670"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","EO","Unknown","120","115","28490","26930"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","G6/G7","Heterosexual / straight","560","540","62960","59730"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","G6/G7","LGBO","15","15","[c]","[c]"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","G6/G7","Undeclared","80","80","63530","59730"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","G6/G7","Unknown","95","85","67670","66960"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","SCS level","Heterosexual / straight","85","85","84840","78310"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","SCS level","Undeclared","15","15","[c]","[c]"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","SCS level","Unknown","10","10","[c]","[c]"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","SEO/HEO","Heterosexual / straight","1905","1850","38100","37890"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","SEO/HEO","LGBO","60","60","38750","40000"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","SEO/HEO","Undeclared","310","295","38140","37890"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","SEO/HEO","Unknown","250","240","40320","40580"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Unknown","Heterosexual / straight","65","65","39100","37320"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Unknown","Undeclared","10","10","[c]","[c]"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Unknown","Unknown","20","20","[c]","[c]"
"In post","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","EO","Heterosexual / straight","30","25","[c]","[c]"
"In post","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","G6/G7","Heterosexual / straight","205","195","57140","53870"
"In post","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","G6/G7","LGBO","20","20","[c]","[c]"
"In post","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","G6/G7","Undeclared","20","20","[c]","[c]"
"In post","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","SCS level","Heterosexual / straight","50","50","87740","78080"
"In post","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","SCS level","LGBO","5","5","[c]","[c]"
"In post","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","SEO/HEO","Heterosexual / straight","160","155","36980","36830"
"In post","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","SEO/HEO","LGBO","10","10","[c]","[c]"
"In post","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","SEO/HEO","Undeclared","20","20","[c]","[c]"
"In post","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","SEO/HEO","Unknown","10","10","[c]","[c]"
"In post","2021","40-49","Ministry of Justice (excl. agencies)","AA/AO","Heterosexual / straight","35","30","21260","21710"
"In post","2021","40-49","Ministry of Justice (excl. agencies)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Ministry of Justice (excl. agencies)","AA/AO","Undeclared","5","5","[c]","[c]"
"In post","2021","40-49","Ministry of Justice (excl. agencies)","AA/AO","Unknown","15","15","[c]","[c]"
"In post","2021","40-49","Ministry of Justice (excl. agencies)","EO","Heterosexual / straight","115","105","26280","26410"
"In post","2021","40-49","Ministry of Justice (excl. agencies)","EO","LGBO","5","5","[c]","[c]"
"In post","2021","40-49","Ministry of Justice (excl. agencies)","EO","Undeclared","15","15","[c]","[c]"
"In post","2021","40-49","Ministry of Justice (excl. agencies)","EO","Unknown","20","20","[c]","[c]"
"In post","2021","40-49","Ministry of Justice (excl. agencies)","G6/G7","Heterosexual / straight","315","305","59390","58160"
"In post","2021","40-49","Ministry of Justice (excl. agencies)","G6/G7","LGBO","20","20","[c]","[c]"
"In post","2021","40-49","Ministry of Justice (excl. agencies)","G6/G7","Undeclared","35","35","60340","59530"
"In post","2021","40-49","Ministry of Justice (excl. agencies)","G6/G7","Unknown","90","90","59750","58130"
"In post","2021","40-49","Ministry of Justice (excl. agencies)","SCS level","Heterosexual / straight","60","55","91060","89000"
"In post","2021","40-49","Ministry of Justice (excl. agencies)","SCS level","LGBO","5","5","[c]","[c]"
"In post","2021","40-49","Ministry of Justice (excl. agencies)","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Ministry of Justice (excl. agencies)","SCS level","Unknown","5","5","[c]","[c]"
"In post","2021","40-49","Ministry of Justice (excl. agencies)","SEO/HEO","Heterosexual / straight","490","480","38050","36800"
"In post","2021","40-49","Ministry of Justice (excl. agencies)","SEO/HEO","LGBO","25","25","[c]","[c]"
"In post","2021","40-49","Ministry of Justice (excl. agencies)","SEO/HEO","Undeclared","50","50","38340","36800"
"In post","2021","40-49","Ministry of Justice (excl. agencies)","SEO/HEO","Unknown","80","75","36980","36790"
"In post","2021","40-49","Ministry of Justice (excl. agencies)","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","40-49","Ministry of Justice (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Ministry of Justice (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","National Crime Agency","AA/AO","Heterosexual / straight","40","35","24430","24220"
"In post","2021","40-49","National Crime Agency","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","National Crime Agency","AA/AO","Undeclared","10","10","[c]","[c]"
"In post","2021","40-49","National Crime Agency","AA/AO","Unknown","10","10","[c]","[c]"
"In post","2021","40-49","National Crime Agency","EO","Heterosexual / straight","350","335","33980","34140"
"In post","2021","40-49","National Crime Agency","EO","LGBO","15","15","[c]","[c]"
"In post","2021","40-49","National Crime Agency","EO","Undeclared","25","25","[c]","[c]"
"In post","2021","40-49","National Crime Agency","EO","Unknown","70","70","35770","36410"
"In post","2021","40-49","National Crime Agency","G6/G7","Heterosexual / straight","90","90","64240","60990"
"In post","2021","40-49","National Crime Agency","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","National Crime Agency","G6/G7","Undeclared","5","5","[c]","[c]"
"In post","2021","40-49","National Crime Agency","G6/G7","Unknown","20","20","[c]","[c]"
"In post","2021","40-49","National Crime Agency","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","40-49","National Crime Agency","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","National Crime Agency","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","National Crime Agency","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","National Crime Agency","SEO/HEO","Heterosexual / straight","530","515","44750","43710"
"In post","2021","40-49","National Crime Agency","SEO/HEO","LGBO","15","15","[c]","[c]"
"In post","2021","40-49","National Crime Agency","SEO/HEO","Undeclared","40","40","43810","43670"
"In post","2021","40-49","National Crime Agency","SEO/HEO","Unknown","140","135","45070","43710"
"In post","2021","40-49","National Infrastructure Commission","G6/G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","40-49","National Infrastructure Commission","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","National Infrastructure Commission","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","National Infrastructure Commission","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","National Infrastructure Commission","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","National Infrastructure Commission","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","National Records of Scotland","AA/AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","40-49","National Records of Scotland","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","National Records of Scotland","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","National Records of Scotland","AA/AO","Unknown","15","15","[c]","[c]"
"In post","2021","40-49","National Records of Scotland","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","40-49","National Records of Scotland","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","National Records of Scotland","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","National Records of Scotland","G6/G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","40-49","National Records of Scotland","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","National Records of Scotland","G6/G7","Unknown","5","5","[c]","[c]"
"In post","2021","40-49","National Records of Scotland","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","National Records of Scotland","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","National Records of Scotland","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","National Records of Scotland","SEO/HEO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","40-49","National Records of Scotland","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","National Records of Scotland","SEO/HEO","Undeclared","5","5","[c]","[c]"
"In post","2021","40-49","National Records of Scotland","SEO/HEO","Unknown","10","10","[c]","[c]"
"In post","2021","40-49","National Savings and Investments","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","40-49","National Savings and Investments","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","National Savings and Investments","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","National Savings and Investments","G6/G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","40-49","National Savings and Investments","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","National Savings and Investments","G6/G7","Undeclared","15","15","[c]","[c]"
"In post","2021","40-49","National Savings and Investments","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","National Savings and Investments","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","National Savings and Investments","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","National Savings and Investments","SEO/HEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","40-49","National Savings and Investments","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","National Savings and Investments","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2021","40-49","Northern Ireland Office","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Northern Ireland Office","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Northern Ireland Office","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Northern Ireland Office","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Northern Ireland Office","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Northern Ireland Office","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Northern Ireland Office","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Northern Ireland Office","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Northern Ireland Office","SEO/HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","40-49","Northern Ireland Office","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Northern Ireland Office","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Northern Ireland Office","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office for Budget Responsibility","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office for Budget Responsibility","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office for Budget Responsibility","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office for Budget Responsibility","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office for Budget Responsibility","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office for Budget Responsibility","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office for Budget Responsibility","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office for Budget Responsibility","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office for Budget Responsibility","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office for Budget Responsibility","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office for Budget Responsibility","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office for Budget Responsibility","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office for Standards in Education, Children's Services and Skills","AA/AO","Heterosexual / straight","40","35","21160","21160"
"In post","2021","40-49","Office for Standards in Education, Children's Services and Skills","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office for Standards in Education, Children's Services and Skills","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office for Standards in Education, Children's Services and Skills","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office for Standards in Education, Children's Services and Skills","EO","Heterosexual / straight","30","30","26150","25880"
"In post","2021","40-49","Office for Standards in Education, Children's Services and Skills","EO","LGBO","10","10","[c]","[c]"
"In post","2021","40-49","Office for Standards in Education, Children's Services and Skills","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office for Standards in Education, Children's Services and Skills","EO","Unknown","5","5","[c]","[c]"
"In post","2021","40-49","Office for Standards in Education, Children's Services and Skills","G6/G7","Heterosexual / straight","160","160","72530","75500"
"In post","2021","40-49","Office for Standards in Education, Children's Services and Skills","G6/G7","LGBO","15","15","[c]","[c]"
"In post","2021","40-49","Office for Standards in Education, Children's Services and Skills","G6/G7","Undeclared","10","10","[c]","[c]"
"In post","2021","40-49","Office for Standards in Education, Children's Services and Skills","G6/G7","Unknown","5","5","[c]","[c]"
"In post","2021","40-49","Office for Standards in Education, Children's Services and Skills","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","40-49","Office for Standards in Education, Children's Services and Skills","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office for Standards in Education, Children's Services and Skills","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office for Standards in Education, Children's Services and Skills","SEO/HEO","Heterosexual / straight","175","170","44780","51360"
"In post","2021","40-49","Office for Standards in Education, Children's Services and Skills","SEO/HEO","LGBO","10","10","[c]","[c]"
"In post","2021","40-49","Office for Standards in Education, Children's Services and Skills","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2021","40-49","Office for Standards in Education, Children's Services and Skills","SEO/HEO","Unknown","10","10","[c]","[c]"
"In post","2021","40-49","Office of Gas and Electricity Markets","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office of Gas and Electricity Markets","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office of Gas and Electricity Markets","AA/AO","Unknown","5","5","[c]","[c]"
"In post","2021","40-49","Office of Gas and Electricity Markets","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","40-49","Office of Gas and Electricity Markets","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office of Gas and Electricity Markets","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office of Gas and Electricity Markets","EO","Unknown","15","15","[c]","[c]"
"In post","2021","40-49","Office of Gas and Electricity Markets","G6/G7","Heterosexual / straight","40","40","61860","60920"
"In post","2021","40-49","Office of Gas and Electricity Markets","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2021","40-49","Office of Gas and Electricity Markets","G6/G7","Undeclared","10","10","[c]","[c]"
"In post","2021","40-49","Office of Gas and Electricity Markets","G6/G7","Unknown","80","75","63000","60260"
"In post","2021","40-49","Office of Gas and Electricity Markets","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","40-49","Office of Gas and Electricity Markets","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office of Gas and Electricity Markets","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office of Gas and Electricity Markets","SCS level","Unknown","10","10","[c]","[c]"
"In post","2021","40-49","Office of Gas and Electricity Markets","SEO/HEO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","40-49","Office of Gas and Electricity Markets","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office of Gas and Electricity Markets","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office of Gas and Electricity Markets","SEO/HEO","Unknown","35","35","37960","37250"
"In post","2021","40-49","Office of Qualifications and Examinations Regulation","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office of Qualifications and Examinations Regulation","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office of Qualifications and Examinations Regulation","G6/G7","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","40-49","Office of Qualifications and Examinations Regulation","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office of Qualifications and Examinations Regulation","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office of Qualifications and Examinations Regulation","G6/G7","Unknown","15","10","[c]","[c]"
"In post","2021","40-49","Office of Qualifications and Examinations Regulation","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office of Qualifications and Examinations Regulation","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office of Qualifications and Examinations Regulation","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office of Qualifications and Examinations Regulation","SEO/HEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","40-49","Office of Qualifications and Examinations Regulation","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office of Qualifications and Examinations Regulation","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office of Qualifications and Examinations Regulation","SEO/HEO","Unknown","10","10","[c]","[c]"
"In post","2021","40-49","Office of Rail and Road","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office of Rail and Road","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office of Rail and Road","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office of Rail and Road","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office of Rail and Road","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office of Rail and Road","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office of Rail and Road","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office of Rail and Road","G6/G7","Heterosexual / straight","30","25","[c]","[c]"
"In post","2021","40-49","Office of Rail and Road","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office of Rail and Road","G6/G7","Undeclared","5","5","[c]","[c]"
"In post","2021","40-49","Office of Rail and Road","G6/G7","Unknown","20","15","[c]","[c]"
"In post","2021","40-49","Office of Rail and Road","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office of Rail and Road","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office of Rail and Road","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office of Rail and Road","SEO/HEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","40-49","Office of Rail and Road","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office of Rail and Road","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office of Rail and Road","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2021","40-49","Office of the Public Guardian","AA/AO","Heterosexual / straight","100","90","19810","19930"
"In post","2021","40-49","Office of the Public Guardian","AA/AO","LGBO","5","5","[c]","[c]"
"In post","2021","40-49","Office of the Public Guardian","AA/AO","Undeclared","10","10","[c]","[c]"
"In post","2021","40-49","Office of the Public Guardian","AA/AO","Unknown","15","10","[c]","[c]"
"In post","2021","40-49","Office of the Public Guardian","EO","Heterosexual / straight","65","60","22530","22570"
"In post","2021","40-49","Office of the Public Guardian","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office of the Public Guardian","EO","Undeclared","10","10","[c]","[c]"
"In post","2021","40-49","Office of the Public Guardian","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office of the Public Guardian","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office of the Public Guardian","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office of the Public Guardian","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office of the Public Guardian","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office of the Public Guardian","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office of the Public Guardian","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office of the Public Guardian","SEO/HEO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","40-49","Office of the Public Guardian","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office of the Public Guardian","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office of the Public Guardian","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office of the Scottish Charity Regulator","AA/AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","40-49","Office of the Scottish Charity Regulator","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office of the Scottish Charity Regulator","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office of the Scottish Charity Regulator","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office of the Scottish Charity Regulator","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office of the Scottish Charity Regulator","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office of the Scottish Charity Regulator","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office of the Scottish Charity Regulator","SEO/HEO","Heterosexual / straight","10","5","[c]","[c]"
"In post","2021","40-49","Office of the Scottish Charity Regulator","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office of the Scottish Charity Regulator","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Planning Inspectorate","AA/AO","Heterosexual / straight","25","20","[c]","[c]"
"In post","2021","40-49","Planning Inspectorate","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Planning Inspectorate","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
