"Status","Year","Organisation","Profession_of_post","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Health and Safety Executive","Science and Engineering","AA/AO","Heterosexual / straight","10","5","[c]","[c]"
"In post","2021","Health and Safety Executive","Science and Engineering","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Science and Engineering","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Science and Engineering","EO","Heterosexual / straight","65","65","26860","26370"
"In post","2021","Health and Safety Executive","Science and Engineering","EO","LGBO","10","10","[c]","[c]"
"In post","2021","Health and Safety Executive","Science and Engineering","EO","Undeclared","5","5","[c]","[c]"
"In post","2021","Health and Safety Executive","Science and Engineering","EO","Unknown","5","5","[c]","[c]"
"In post","2021","Health and Safety Executive","Science and Engineering","G6/G7","Heterosexual / straight","55","50","57870","56810"
"In post","2021","Health and Safety Executive","Science and Engineering","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Science and Engineering","G6/G7","Undeclared","25","20","[c]","[c]"
"In post","2021","Health and Safety Executive","Science and Engineering","G6/G7","Unknown","15","10","[c]","[c]"
"In post","2021","Health and Safety Executive","Science and Engineering","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Science and Engineering","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Science and Engineering","SEO/HEO","Heterosexual / straight","185","170","38520","39330"
"In post","2021","Health and Safety Executive","Science and Engineering","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2021","Health and Safety Executive","Science and Engineering","SEO/HEO","Undeclared","45","45","39050","39390"
"In post","2021","Health and Safety Executive","Science and Engineering","SEO/HEO","Unknown","25","20","[c]","[c]"
"In post","2021","Health and Safety Executive","Security","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Security","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Security","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Statistics","G6/G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Health and Safety Executive","Statistics","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Statistics","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Statistics","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Statistics","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Statistics","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Statistics","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Commercial","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Commercial","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Commercial","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Commercial","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Commercial","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Commercial","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Communications","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Communications","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Communications","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Communications","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Communications","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Communications","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Communications","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Communications","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Communications","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Communications","SEO/HEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Communications","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Communications","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Communications","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Digital, Data and Technology","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Digital, Data and Technology","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Digital, Data and Technology","EO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Digital, Data and Technology","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Digital, Data and Technology","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Digital, Data and Technology","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Digital, Data and Technology","G6/G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Digital, Data and Technology","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Digital, Data and Technology","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Digital, Data and Technology","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Digital, Data and Technology","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Digital, Data and Technology","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Digital, Data and Technology","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Digital, Data and Technology","SEO/HEO","Heterosexual / straight","70","70","31180","30850"
"In post","2021","HM Courts and Tribunals Service","Digital, Data and Technology","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Digital, Data and Technology","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Digital, Data and Technology","SEO/HEO","Unknown","10","10","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Digital, Data and Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Digital, Data and Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Finance","AA/AO","Heterosexual / straight","20","15","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Finance","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Finance","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Finance","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Finance","EO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Finance","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Finance","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Finance","G6/G7","Heterosexual / straight","40","40","58440","58130"
"In post","2021","HM Courts and Tribunals Service","Finance","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Finance","G6/G7","Undeclared","5","5","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Finance","G6/G7","Unknown","5","5","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Finance","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Finance","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Finance","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Finance","SEO/HEO","Heterosexual / straight","75","70","34440","34370"
"In post","2021","HM Courts and Tribunals Service","Finance","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Finance","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Finance","SEO/HEO","Unknown","10","10","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Human Resources","AA/AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Human Resources","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Human Resources","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Human Resources","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Human Resources","EO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Human Resources","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Human Resources","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Human Resources","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Human Resources","G6/G7","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Human Resources","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Human Resources","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Human Resources","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Human Resources","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Human Resources","SEO/HEO","Heterosexual / straight","30","30","32690","31140"
"In post","2021","HM Courts and Tribunals Service","Human Resources","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Human Resources","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Knowledge and Information Management","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Knowledge and Information Management","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Knowledge and Information Management","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Knowledge and Information Management","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Knowledge and Information Management","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Knowledge and Information Management","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Knowledge and Information Management","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Knowledge and Information Management","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","EO","Heterosexual / straight","15","10","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","EO","Unknown","5","5","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","G6/G7","Heterosexual / straight","150","145","58730","57330"
"In post","2021","HM Courts and Tribunals Service","Legal","G6/G7","LGBO","10","10","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","G6/G7","Undeclared","35","35","59320","58690"
"In post","2021","HM Courts and Tribunals Service","Legal","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","SEO/HEO","Heterosexual / straight","580","515","39260","40850"
"In post","2021","HM Courts and Tribunals Service","Legal","SEO/HEO","LGBO","20","20","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","SEO/HEO","Undeclared","170","150","41950","43460"
"In post","2021","HM Courts and Tribunals Service","Legal","SEO/HEO","Unknown","185","170","36070","35070"
"In post","2021","HM Courts and Tribunals Service","Legal","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Operational Delivery","AA/AO","Heterosexual / straight","7250","6295","19950","19930"
