"Status","Year","Organisation","Profession_of_post","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Public Health England","Legal","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Legal","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Legal","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Medicine","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Public Health England","Medicine","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Medicine","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Medicine","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Medicine","SCS level","Heterosexual / straight","210","175","107380","101710"
"In post","2021","Public Health England","Medicine","SCS level","LGBO","10","5","[c]","[c]"
"In post","2021","Public Health England","Medicine","SCS level","Undeclared","45","35","108560","109810"
"In post","2021","Public Health England","Medicine","SCS level","Unknown","75","70","126160","119510"
"In post","2021","Public Health England","Medicine","SEO/HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Public Health England","Medicine","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Medicine","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Medicine","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Operational Delivery","AA/AO","Heterosexual / straight","370","315","20790","19630"
"In post","2021","Public Health England","Operational Delivery","AA/AO","LGBO","20","20","[c]","[c]"
"In post","2021","Public Health England","Operational Delivery","AA/AO","Undeclared","55","45","20550","19630"
"In post","2021","Public Health England","Operational Delivery","AA/AO","Unknown","50","40","21910","22020"
"In post","2021","Public Health England","Operational Delivery","EO","Heterosexual / straight","380","340","25800","25500"
"In post","2021","Public Health England","Operational Delivery","EO","LGBO","30","30","25950","26880"
"In post","2021","Public Health England","Operational Delivery","EO","Undeclared","55","50","26290","26880"
"In post","2021","Public Health England","Operational Delivery","EO","Unknown","55","50","27980","27900"
"In post","2021","Public Health England","Operational Delivery","G6/G7","Heterosexual / straight","555","525","57000","54230"
"In post","2021","Public Health England","Operational Delivery","G6/G7","LGBO","30","30","58150","54710"
"In post","2021","Public Health England","Operational Delivery","G6/G7","Undeclared","105","100","58610","55130"
"In post","2021","Public Health England","Operational Delivery","G6/G7","Unknown","210","200","60440","56340"
"In post","2021","Public Health England","Operational Delivery","SCS level","Heterosexual / straight","40","35","97950","97920"
"In post","2021","Public Health England","Operational Delivery","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Operational Delivery","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2021","Public Health England","Operational Delivery","SCS level","Unknown","20","20","[c]","[c]"
"In post","2021","Public Health England","Operational Delivery","SEO/HEO","Heterosexual / straight","825","750","35530","36330"
"In post","2021","Public Health England","Operational Delivery","SEO/HEO","LGBO","45","45","36360","37190"
"In post","2021","Public Health England","Operational Delivery","SEO/HEO","Undeclared","150","130","35580","36330"
"In post","2021","Public Health England","Operational Delivery","SEO/HEO","Unknown","115","105","37620","37980"
"In post","2021","Public Health England","Property","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Property","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Property","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Property","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Property","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Property","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Property","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Property","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Property","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Property","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Property","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Property","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Property","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Science and Engineering","AA/AO","Heterosexual / straight","235","215","21600","21570"
"In post","2021","Public Health England","Science and Engineering","AA/AO","LGBO","20","15","[c]","[c]"
"In post","2021","Public Health England","Science and Engineering","AA/AO","Undeclared","25","25","[c]","[c]"
"In post","2021","Public Health England","Science and Engineering","AA/AO","Unknown","50","40","22040","22130"
"In post","2021","Public Health England","Science and Engineering","EO","Heterosexual / straight","165","160","25470","25100"
"In post","2021","Public Health England","Science and Engineering","EO","LGBO","20","20","[c]","[c]"
"In post","2021","Public Health England","Science and Engineering","EO","Undeclared","25","25","[c]","[c]"
"In post","2021","Public Health England","Science and Engineering","EO","Unknown","30","25","28090","27920"
"In post","2021","Public Health England","Science and Engineering","G6/G7","Heterosexual / straight","355","330","58260","53860"
"In post","2021","Public Health England","Science and Engineering","G6/G7","LGBO","20","20","[c]","[c]"
"In post","2021","Public Health England","Science and Engineering","G6/G7","Undeclared","65","55","60340","55130"
"In post","2021","Public Health England","Science and Engineering","G6/G7","Unknown","175","170","58660","54230"
"In post","2021","Public Health England","Science and Engineering","SCS level","Heterosexual / straight","30","20","[c]","[c]"
"In post","2021","Public Health England","Science and Engineering","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Science and Engineering","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Science and Engineering","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Science and Engineering","SEO/HEO","Heterosexual / straight","725","660","36240","36690"
"In post","2021","Public Health England","Science and Engineering","SEO/HEO","LGBO","40","40","35200","36330"
"In post","2021","Public Health England","Science and Engineering","SEO/HEO","Undeclared","95","85","37130","37960"
"In post","2021","Public Health England","Science and Engineering","SEO/HEO","Unknown","220","205","39080","39400"
"In post","2021","Public Health England","Statistics","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Statistics","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Statistics","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Statistics","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Statistics","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Statistics","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Statistics","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Commercial","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Commercial","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Commercial","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Commercial","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Commercial","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Commercial","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Communications","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Communications","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Communications","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Communications","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Communications","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Communications","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Communications","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Communications","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Communications","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Digital, Data and Technology","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Digital, Data and Technology","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Digital, Data and Technology","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Digital, Data and Technology","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Digital, Data and Technology","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Digital, Data and Technology","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Finance","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Finance","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Finance","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Finance","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Finance","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Finance","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Finance","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Finance","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Finance","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Finance","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Finance","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Human Resources","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Human Resources","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Human Resources","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Human Resources","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Human Resources","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Human Resources","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Operational Delivery","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Operational Delivery","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Operational Delivery","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Operational Delivery","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Operational Delivery","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Operational Delivery","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Operational Delivery","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Operational Delivery","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Operational Delivery","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Operational Delivery","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Operational Delivery","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Operational Delivery","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Operational Delivery","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Operational Delivery","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Operational Delivery","SEO/HEO","Unknown","15","15","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Project Delivery","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Project Delivery","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Project Delivery","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Project Delivery","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Project Delivery","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Project Delivery","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Property","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Property","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Property","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Commercial","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Commercial","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Commercial","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Commercial","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Commercial","SEO/HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Registers of Scotland","Commercial","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Commercial","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Communications","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Communications","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Communications","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Communications","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Communications","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Communications","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Communications","SEO/HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Registers of Scotland","Communications","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Communications","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Communications","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Digital, Data and Technology","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Digital, Data and Technology","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Digital, Data and Technology","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Registers of Scotland","Digital, Data and Technology","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Digital, Data and Technology","EO","Unknown","10","10","[c]","[c]"
"In post","2021","Registers of Scotland","Digital, Data and Technology","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Registers of Scotland","Digital, Data and Technology","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Digital, Data and Technology","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Digital, Data and Technology","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Digital, Data and Technology","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Digital, Data and Technology","SEO/HEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Registers of Scotland","Digital, Data and Technology","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Digital, Data and Technology","SEO/HEO","Unknown","10","10","[c]","[c]"
"In post","2021","Registers of Scotland","Finance","AA/AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Registers of Scotland","Finance","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Finance","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Finance","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Finance","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Finance","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Finance","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Finance","SEO/HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Registers of Scotland","Finance","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Finance","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Finance","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Human Resources","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Human Resources","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Human Resources","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Registers of Scotland","Human Resources","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Human Resources","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Human Resources","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Human Resources","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Human Resources","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Human Resources","SEO/HEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Registers of Scotland","Human Resources","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Human Resources","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Legal","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Legal","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Legal","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Legal","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Legal","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Legal","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Legal","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Legal","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Legal","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Legal","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Operational Delivery","AA/AO","Heterosexual / straight","155","150","24130","24130"
"In post","2021","Registers of Scotland","Operational Delivery","AA/AO","LGBO","15","15","[c]","[c]"
"In post","2021","Registers of Scotland","Operational Delivery","AA/AO","Undeclared","15","15","[c]","[c]"
"In post","2021","Registers of Scotland","Operational Delivery","AA/AO","Unknown","150","140","23860","24130"
"In post","2021","Registers of Scotland","Operational Delivery","EO","Heterosexual / straight","165","155","30030","30080"
"In post","2021","Registers of Scotland","Operational Delivery","EO","LGBO","5","5","[c]","[c]"
"In post","2021","Registers of Scotland","Operational Delivery","EO","Undeclared","15","15","[c]","[c]"
"In post","2021","Registers of Scotland","Operational Delivery","EO","Unknown","120","110","30080","30080"
"In post","2021","Registers of Scotland","Operational Delivery","G6/G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Registers of Scotland","Operational Delivery","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Operational Delivery","G6/G7","Unknown","5","5","[c]","[c]"
"In post","2021","Registers of Scotland","Operational Delivery","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Operational Delivery","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Operational Delivery","SEO/HEO","Heterosexual / straight","120","120","38480","36780"
"In post","2021","Registers of Scotland","Operational Delivery","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Operational Delivery","SEO/HEO","Undeclared","20","20","[c]","[c]"
"In post","2021","Registers of Scotland","Operational Delivery","SEO/HEO","Unknown","105","100","38790","36780"
"In post","2021","Registers of Scotland","Operational Research","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Operational Research","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Operational Research","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Operational Research","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Policy","G6/G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Registers of Scotland","Policy","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Policy","SEO/HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Registers of Scotland","Policy","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Policy","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Project Delivery","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Project Delivery","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Project Delivery","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Project Delivery","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Project Delivery","SEO/HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Registers of Scotland","Project Delivery","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Project Delivery","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Project Delivery","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Property","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Property","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Property","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Property","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Property","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Property","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Property","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Property","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Security","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Security","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Security","SEO/HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Registers of Scotland","Security","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Security","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Security","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2021","Registers of Scotland","Statistics","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Statistics","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Statistics","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Statistics","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Statistics","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Statistics","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Statistics","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Statistics","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Statistics","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Statistics","SEO/HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Registers of Scotland","Statistics","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Statistics","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Revenue Scotland","Unknown","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Revenue Scotland","Unknown","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Revenue Scotland","Unknown","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Revenue Scotland","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Revenue Scotland","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Revenue Scotland","Unknown","G6/G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Revenue Scotland","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Revenue Scotland","Unknown","G6/G7","Unknown","5","5","[c]","[c]"
"In post","2021","Revenue Scotland","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Revenue Scotland","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Revenue Scotland","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Revenue Scotland","Unknown","SEO/HEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Revenue Scotland","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Revenue Scotland","Unknown","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Revenue Scotland","Unknown","SEO/HEO","Unknown","5","5","[c]","[c]"
