"Status","Year","Age","Organisation","Region_ITL3","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","30-39","Education Scotland","Glasgow City","Outside London","35","35","45680","48930"
"In post","2021","30-39","Education Scotland","Shetland Islands","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Education Scotland","West Lothian","Outside London","10","10","41980","40930"
"In post","2021","30-39","ESTYN","Cardiff and Vale of Glamorgan","Outside London","15","10","34200","28850"
"In post","2021","30-39","FCDO Services","Milton Keynes","Outside London","150","150","35190","33510"
"In post","2021","30-39","FCDO Services","Overseas","Overseas","40","40","35930","33020"
"In post","2021","30-39","FCDO Services","Westminster","London","20","20","48480","47830"
"In post","2021","30-39","Food Standards Agency","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Food Standards Agency","Belfast","Outside London","35","35","35530","37350"
"In post","2021","30-39","Food Standards Agency","Birmingham","Outside London","15","15","40480","37910"
"In post","2021","30-39","Food Standards Agency","Cardiff and Vale of Glamorgan","Outside London","40","40","37330","37910"
"In post","2021","30-39","Food Standards Agency","Central Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Food Standards Agency","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Food Standards Agency","East Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Food Standards Agency","Heart of Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Food Standards Agency","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Food Standards Agency","Mid Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Food Standards Agency","North and North East Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Food Standards Agency","Staffordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Food Standards Agency","Telford and Wrekin","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Food Standards Agency","Westminster","London","95","90","42000","40960"
"In post","2021","30-39","Food Standards Agency","York","Outside London","60","55","37110","37350"
"In post","2021","30-39","Food Standards Scotland","Aberdeen City and Aberdeenshire","Outside London","50","50","34280","32140"
"In post","2021","30-39","Food Standards Scotland","Angus and Dundee City","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Food Standards Scotland","Dumfries and Galloway","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Food Standards Scotland","East Ayrshire and North Ayrshire mainland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Food Standards Scotland","Inverclyde, East Renfrewshire and Renfrewshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Food Standards Scotland","Inverness and Nairn and Moray, Badenoch and Strathspey","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Food Standards Scotland","North Lanarkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Food Standards Scotland","Perth and Kinross and Stirling","Outside London","5","5","[c]","[c]"
"In post","2021","30-39","Food Standards Scotland","South Lanarkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Milton Keynes","Outside London","50","50","29860","27190"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","Overseas","670","670","48780","52630"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","South Lanarkshire","Outside London","265","260","40070","38500"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Westminster","London","1115","1095","50120","53000"
"In post","2021","30-39","Forestry and Land Scotland","Aberdeen City and Aberdeenshire","Outside London","10","10","31020","30160"
"In post","2021","30-39","Forestry and Land Scotland","Caithness and Sutherland and Ross and Cromarty","Outside London","10","10","27330","26530"
"In post","2021","30-39","Forestry and Land Scotland","City of Edinburgh","Outside London","40","35","32620","30160"
"In post","2021","30-39","Forestry and Land Scotland","Dumfries and Galloway","Outside London","25","25","29090","28120"
"In post","2021","30-39","Forestry and Land Scotland","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Forestry and Land Scotland","Inverness and Nairn and Moray, Badenoch and Strathspey","Outside London","45","45","30060","29140"
"In post","2021","30-39","Forestry and Land Scotland","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Outside London","30","30","29070","26530"
"In post","2021","30-39","Forestry and Land Scotland","Perth and Kinross and Stirling","Outside London","20","20","31070","28630"
"In post","2021","30-39","Forestry and Land Scotland","Scottish Borders","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Forestry and Land Scotland","South Ayrshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Forestry and Land Scotland","South Lanarkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Forestry and Land Scotland","West Lothian","Outside London","20","20","27480","26530"
"In post","2021","30-39","Government Actuary's Department","Camden and City of London","London","60","55","68030","65470"
"In post","2021","30-39","Government Actuary's Department","City of Edinburgh","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Government Internal Audit Agency","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Government Internal Audit Agency","Berkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Government Internal Audit Agency","Birmingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Government Internal Audit Agency","Blackpool","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Government Internal Audit Agency","Bristol, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Government Internal Audit Agency","Cardiff and Vale of Glamorgan","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Government Internal Audit Agency","Croydon","London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Government Internal Audit Agency","Darlington","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Government Internal Audit Agency","Glasgow City","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Government Internal Audit Agency","Leeds","Outside London","5","5","[c]","[c]"
"In post","2021","30-39","Government Internal Audit Agency","Liverpool","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Government Internal Audit Agency","Sefton","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Government Internal Audit Agency","Sheffield","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Government Internal Audit Agency","Swansea","Outside London","5","5","[c]","[c]"
"In post","2021","30-39","Government Internal Audit Agency","Swindon","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Government Internal Audit Agency","Tyneside","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Government Internal Audit Agency","Westminster","London","15","15","51880","53070"
"In post","2021","30-39","Government Internal Audit Agency","York","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Government Legal Department","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","10","10","49450","49950"
"In post","2021","30-39","Government Legal Department","Bristol, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Government Legal Department","Croydon","London","10","10","[c]","[c]"
"In post","2021","30-39","Government Legal Department","Leeds","Outside London","15","10","55740","61430"
"In post","2021","30-39","Government Legal Department","Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Government Legal Department","Westminster","London","790","745","51880","51250"
"In post","2021","30-39","Government Property Agency","Birmingham","Outside London","10","10","[c]","[c]"
"In post","2021","30-39","Government Property Agency","Bristol, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Government Property Agency","Leeds","Outside London","5","5","[c]","[c]"
"In post","2021","30-39","Government Property Agency","Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Government Property Agency","Nottingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Government Property Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Government Property Agency","Westminster","London","15","15","49100","52200"
"In post","2021","30-39","Health and Safety Executive","Aberdeen City and Aberdeenshire","Outside London","10","10","67100","75280"
"In post","2021","30-39","Health and Safety Executive","Bedford","Outside London","10","10","41420","40230"
"In post","2021","30-39","Health and Safety Executive","Birmingham","Outside London","15","15","42270","42920"
"In post","2021","30-39","Health and Safety Executive","Bristol, City of","Outside London","10","10","[c]","[c]"
"In post","2021","30-39","Health and Safety Executive","Cardiff and Vale of Glamorgan","Outside London","5","5","[c]","[c]"
"In post","2021","30-39","Health and Safety Executive","Cheshire East","Outside London","5","5","[c]","[c]"
"In post","2021","30-39","Health and Safety Executive","City of Edinburgh","Outside London","5","5","[c]","[c]"
"In post","2021","30-39","Health and Safety Executive","East Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Health and Safety Executive","East Surrey","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Health and Safety Executive","Flintshire and Wrexham","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Health and Safety Executive","Glasgow City","Outside London","10","10","45320","41480"
"In post","2021","30-39","Health and Safety Executive","Heart of Essex","Outside London","5","5","[c]","[c]"
"In post","2021","30-39","Health and Safety Executive","Inverness and Nairn and Moray, Badenoch and Strathspey","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Health and Safety Executive","Leeds","Outside London","10","10","40840","41480"
"In post","2021","30-39","Health and Safety Executive","Mid Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Health and Safety Executive","North Hampshire","Outside London","5","5","[c]","[c]"
"In post","2021","30-39","Health and Safety Executive","Norwich and East Norfolk","Outside London","5","5","[c]","[c]"
"In post","2021","30-39","Health and Safety Executive","Plymouth","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Health and Safety Executive","Sefton","Outside London","105","100","38040","35490"
"In post","2021","30-39","Health and Safety Executive","Sheffield","Outside London","5","5","[c]","[c]"
"In post","2021","30-39","Health and Safety Executive","South and West Derbyshire","Outside London","60","55","32840","31710"
"In post","2021","30-39","Health and Safety Executive","South Nottinghamshire","Outside London","10","10","38830","41480"
"In post","2021","30-39","Health and Safety Executive","South West Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Health and Safety Executive","Tower Hamlets","London","25","25","46130","45380"
"In post","2021","30-39","Health and Safety Executive","Tyneside","Outside London","15","10","40430","41480"
"In post","2021","30-39","Health and Safety Executive","Westminster","London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Health and Safety Executive","York","Outside London","25","25","33630","31710"
"In post","2021","30-39","HM Courts and Tribunals Service","Aberdeen City and Aberdeenshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Courts and Tribunals Service","Barking & Dagenham and Havering","London","10","10","26500","22680"
"In post","2021","30-39","HM Courts and Tribunals Service","Barnet","London","10","10","24670","22340"
"In post","2021","30-39","HM Courts and Tribunals Service","Barnsley, Doncaster and Rotherham","Outside London","10","5","20670","20100"
"In post","2021","30-39","HM Courts and Tribunals Service","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","15","10","23160","20420"
"In post","2021","30-39","HM Courts and Tribunals Service","Bedford","Outside London","5","5","[c]","[c]"
"In post","2021","30-39","HM Courts and Tribunals Service","Berkshire","Outside London","15","10","24800","22080"
"In post","2021","30-39","HM Courts and Tribunals Service","Bexley and Greenwich","London","5","5","[c]","[c]"
"In post","2021","30-39","HM Courts and Tribunals Service","Birmingham","Outside London","220","205","22520","20650"
"In post","2021","30-39","HM Courts and Tribunals Service","Blackburn with Darwen","Outside London","5","5","[c]","[c]"
"In post","2021","30-39","HM Courts and Tribunals Service","Blackpool","Outside London","5","5","[c]","[c]"
"In post","2021","30-39","HM Courts and Tribunals Service","Bournemouth and Poole","Outside London","15","15","20030","19570"
"In post","2021","30-39","HM Courts and Tribunals Service","Bradford","Outside London","35","30","20270","19570"
"In post","2021","30-39","HM Courts and Tribunals Service","Brent","London","25","20","24350","22680"
"In post","2021","30-39","HM Courts and Tribunals Service","Bridgend and Neath Port Talbot","Outside London","25","25","19840","19570"
"In post","2021","30-39","HM Courts and Tribunals Service","Brighton and Hove","Outside London","20","20","23210","20290"
"In post","2021","30-39","HM Courts and Tribunals Service","Bristol, City of","Outside London","35","30","22180","20650"
"In post","2021","30-39","HM Courts and Tribunals Service","Bromley","London","25","20","24470","22450"
"In post","2021","30-39","HM Courts and Tribunals Service","Buckinghamshire CC","Outside London","10","5","[c]","[c]"
"In post","2021","30-39","HM Courts and Tribunals Service","Calderdale and Kirklees","Outside London","10","5","23330","19700"
"In post","2021","30-39","HM Courts and Tribunals Service","Cambridgeshire CC","Outside London","10","10","25190","19930"
"In post","2021","30-39","HM Courts and Tribunals Service","Camden and City of London","London","155","150","25450","23500"
"In post","2021","30-39","HM Courts and Tribunals Service","Cardiff and Vale of Glamorgan","Outside London","45","45","21090","19570"
"In post","2021","30-39","HM Courts and Tribunals Service","Central Hampshire","Outside London","10","5","[c]","[c]"
"In post","2021","30-39","HM Courts and Tribunals Service","Central Valleys","Outside London","10","10","25530","21420"
"In post","2021","30-39","HM Courts and Tribunals Service","Cheshire East","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Courts and Tribunals Service","Cheshire West and Chester","Outside London","5","5","[c]","[c]"
"In post","2021","30-39","HM Courts and Tribunals Service","City of Edinburgh","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Courts and Tribunals Service","Conwy and Denbighshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Courts and Tribunals Service","Cornwall and Isles of Scilly","Outside London","5","5","[c]","[c]"
"In post","2021","30-39","HM Courts and Tribunals Service","Coventry","Outside London","5","5","[c]","[c]"
"In post","2021","30-39","HM Courts and Tribunals Service","Croydon","London","25","25","25790","21300"
"In post","2021","30-39","HM Courts and Tribunals Service","Darlington","Outside London","10","10","21400","20060"
"In post","2021","30-39","HM Courts and Tribunals Service","Derby","Outside London","25","20","20270","19840"
"In post","2021","30-39","HM Courts and Tribunals Service","Devon CC","Outside London","10","10","20510","19570"
"In post","2021","30-39","HM Courts and Tribunals Service","Dorset CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Courts and Tribunals Service","Dudley","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Courts and Tribunals Service","Durham CC","Outside London","10","10","21770","20100"
"In post","2021","30-39","HM Courts and Tribunals Service","East Cumbria","Outside London","15","15","22040","19570"
"In post","2021","30-39","HM Courts and Tribunals Service","East Derbyshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Courts and Tribunals Service","East Kent","Outside London","10","10","19880","19570"
"In post","2021","30-39","HM Courts and Tribunals Service","East Lancashire","Outside London","5","5","[c]","[c]"
"In post","2021","30-39","HM Courts and Tribunals Service","East Merseyside","Outside London","15","15","19810","19570"
"In post","2021","30-39","HM Courts and Tribunals Service","East Surrey","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Courts and Tribunals Service","East Sussex CC","Outside London","10","10","[c]","[c]"
"In post","2021","30-39","HM Courts and Tribunals Service","Enfield","London","5","5","[c]","[c]"
"In post","2021","30-39","HM Courts and Tribunals Service","Essex Haven Gateway","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Courts and Tribunals Service","Essex Thames Gateway","Outside London","10","5","[c]","[c]"
"In post","2021","30-39","HM Courts and Tribunals Service","Flintshire and Wrexham","Outside London","10","10","22530","20680"
"In post","2021","30-39","HM Courts and Tribunals Service","Glasgow City","Outside London","40","40","21820","20650"
"In post","2021","30-39","HM Courts and Tribunals Service","Gloucestershire","Outside London","15","10","22190","19570"
"In post","2021","30-39","HM Courts and Tribunals Service","Greater Manchester North West","Outside London","5","5","[c]","[c]"
"In post","2021","30-39","HM Courts and Tribunals Service","Greater Manchester South East","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Courts and Tribunals Service","Greater Manchester South West","Outside London","90","80","21370","20520"
"In post","2021","30-39","HM Courts and Tribunals Service","Gwent Valleys","Outside London","25","20","19190","18880"
"In post","2021","30-39","HM Courts and Tribunals Service","Gwynedd","Outside London","10","10","[c]","[c]"
"In post","2021","30-39","HM Courts and Tribunals Service","Hackney and Newham","London","10","5","[c]","[c]"
"In post","2021","30-39","HM Courts and Tribunals Service","Haringey and Islington","London","80","70","24700","23500"
"In post","2021","30-39","HM Courts and Tribunals Service","Harrow and Hillingdon","London","15","10","25730","24440"
"In post","2021","30-39","HM Courts and Tribunals Service","Heart of Essex","Outside London","30","25","22970","20910"
"In post","2021","30-39","HM Courts and Tribunals Service","Herefordshire, County of","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Courts and Tribunals Service","Hertfordshire","Outside London","25","25","24190","22450"
"In post","2021","30-39","HM Courts and Tribunals Service","Hounslow and Richmond upon Thames","London","25","25","24230","22080"
"In post","2021","30-39","HM Courts and Tribunals Service","Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Courts and Tribunals Service","Kent Thames Gateway","Outside London","5","5","[c]","[c]"
"In post","2021","30-39","HM Courts and Tribunals Service","Kingston upon Hull, City of","Outside London","10","10","24060","20750"
"In post","2021","30-39","HM Courts and Tribunals Service","Lancaster and Wyre","Outside London","5","5","[c]","[c]"
"In post","2021","30-39","HM Courts and Tribunals Service","Leeds","Outside London","90","75","22420","19570"
"In post","2021","30-39","HM Courts and Tribunals Service","Leicester","Outside London","75","70","22390","19830"
"In post","2021","30-39","HM Courts and Tribunals Service","Leicestershire CC and Rutland","Outside London","30","25","20510","19830"
"In post","2021","30-39","HM Courts and Tribunals Service","Lewisham and Southwark","London","15","15","24760","26410"
"In post","2021","30-39","HM Courts and Tribunals Service","Lincolnshire","Outside London","10","10","20670","20640"
"In post","2021","30-39","HM Courts and Tribunals Service","Liverpool","Outside London","60","55","23110","20650"
"In post","2021","30-39","HM Courts and Tribunals Service","Luton","Outside London","25","20","21940","19930"
"In post","2021","30-39","HM Courts and Tribunals Service","Manchester","Outside London","125","115","23900","20650"
"In post","2021","30-39","HM Courts and Tribunals Service","Medway","Outside London","10","5","[c]","[c]"
"In post","2021","30-39","HM Courts and Tribunals Service","Merton, Kingston upon Thames and Sutton","London","25","25","25410","24440"
"In post","2021","30-39","HM Courts and Tribunals Service","Mid Kent","Outside London","10","10","31150","27140"
"In post","2021","30-39","HM Courts and Tribunals Service","Mid Lancashire","Outside London","25","25","25370","21520"
"In post","2021","30-39","HM Courts and Tribunals Service","Milton Keynes","Outside London","5","5","[c]","[c]"
"In post","2021","30-39","HM Courts and Tribunals Service","Monmouthshire and Newport","Outside London","20","20","21280","19570"
"In post","2021","30-39","HM Courts and Tribunals Service","North and North East Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Courts and Tribunals Service","North and West Norfolk","Outside London","5","5","[c]","[c]"
"In post","2021","30-39","HM Courts and Tribunals Service","North Hampshire","Outside London","10","10","20620","20650"
"In post","2021","30-39","HM Courts and Tribunals Service","North Yorkshire CC","Outside London","5","5","[c]","[c]"
"In post","2021","30-39","HM Courts and Tribunals Service","Northumberland","Outside London","5","5","[c]","[c]"
"In post","2021","30-39","HM Courts and Tribunals Service","Norwich and East Norfolk","Outside London","20","20","21950","19830"
"In post","2021","30-39","HM Courts and Tribunals Service","Nottingham","Outside London","30","30","22980","21170"
"In post","2021","30-39","HM Courts and Tribunals Service","Oxfordshire","Outside London","20","20","22680","21180"
"In post","2021","30-39","HM Courts and Tribunals Service","Peterborough","Outside London","10","10","21210","19830"
"In post","2021","30-39","HM Courts and Tribunals Service","Plymouth","Outside London","10","10","19710","19570"
"In post","2021","30-39","HM Courts and Tribunals Service","Portsmouth","Outside London","15","15","22630","22720"
"In post","2021","30-39","HM Courts and Tribunals Service","Redbridge and Waltham Forest","London","20","20","26020","24950"
"In post","2021","30-39","HM Courts and Tribunals Service","Sefton","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Courts and Tribunals Service","Sheffield","Outside London","45","40","22280","21170"
"In post","2021","30-39","HM Courts and Tribunals Service","Shropshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Courts and Tribunals Service","Somerset","Outside London","10","10","[c]","[c]"
"In post","2021","30-39","HM Courts and Tribunals Service","South Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Courts and Tribunals Service","South Lanarkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Courts and Tribunals Service","South Teesside","Outside London","35","30","21740","19570"
"In post","2021","30-39","HM Courts and Tribunals Service","South West Wales","Outside London","10","5","[c]","[c]"
"In post","2021","30-39","HM Courts and Tribunals Service","Southampton","Outside London","30","20","24330","20650"
"In post","2021","30-39","HM Courts and Tribunals Service","Southend-on-Sea","Outside London","10","10","[c]","[c]"
"In post","2021","30-39","HM Courts and Tribunals Service","Staffordshire CC","Outside London","10","10","22490","19570"
"In post","2021","30-39","HM Courts and Tribunals Service","Stoke-on-Trent","Outside London","95","90","19960","18880"
"In post","2021","30-39","HM Courts and Tribunals Service","Suffolk","Outside London","30","25","20110","18890"
"In post","2021","30-39","HM Courts and Tribunals Service","Sunderland","Outside London","5","5","[c]","[c]"
"In post","2021","30-39","HM Courts and Tribunals Service","Swansea","Outside London","15","15","25110","22770"
"In post","2021","30-39","HM Courts and Tribunals Service","Swindon","Outside London","20","15","19320","19170"
"In post","2021","30-39","HM Courts and Tribunals Service","Telford and Wrekin","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Courts and Tribunals Service","Torbay","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Courts and Tribunals Service","Tower Hamlets","London","50","45","29240","23500"
"In post","2021","30-39","HM Courts and Tribunals Service","Tyneside","Outside London","75","65","21690","19570"
"In post","2021","30-39","HM Courts and Tribunals Service","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Courts and Tribunals Service","Walsall","Outside London","10","5","[c]","[c]"
"In post","2021","30-39","HM Courts and Tribunals Service","Wandsworth","London","10","10","[c]","[c]"
"In post","2021","30-39","HM Courts and Tribunals Service","Warrington","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Courts and Tribunals Service","Warwickshire","Outside London","10","10","20720","21170"
"In post","2021","30-39","HM Courts and Tribunals Service","West Cumbria","Outside London","5","5","[c]","[c]"
"In post","2021","30-39","HM Courts and Tribunals Service","West Northamptonshire","Outside London","65","60","21110","19830"
"In post","2021","30-39","HM Courts and Tribunals Service","West Surrey","Outside London","15","15","24500","22080"
"In post","2021","30-39","HM Courts and Tribunals Service","West Sussex (North East)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Courts and Tribunals Service","West Sussex (South West)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Courts and Tribunals Service","Westminster","London","330","315","35330","30850"
"In post","2021","30-39","HM Courts and Tribunals Service","Wiltshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Courts and Tribunals Service","Wirral","Outside London","5","5","[c]","[c]"
"In post","2021","30-39","HM Courts and Tribunals Service","Wolverhampton","Outside London","20","15","19570","19700"
"In post","2021","30-39","HM Courts and Tribunals Service","Worcestershire","Outside London","15","15","19280","18880"
"In post","2021","30-39","HM Courts and Tribunals Service","York","Outside London","5","5","[c]","[c]"
"In post","2021","30-39","HM Land Registry","Coventry","Outside London","30","30","28940","22350"
"In post","2021","30-39","HM Land Registry","Croydon","London","55","55","40020","37290"
"In post","2021","30-39","HM Land Registry","Dorset CC","Outside London","30","30","25330","22350"
"In post","2021","30-39","HM Land Registry","Durham CC","Outside London","95","90","27530","22350"
"In post","2021","30-39","HM Land Registry","Gloucestershire","Outside London","40","40","30210","27130"
"In post","2021","30-39","HM Land Registry","Kingston upon Hull, City of","Outside London","45","40","27610","22350"
"In post","2021","30-39","HM Land Registry","Leicester","Outside London","45","45","26890","27130"
"In post","2021","30-39","HM Land Registry","Mid Lancashire","Outside London","55","50","24900","22350"
"In post","2021","30-39","HM Land Registry","Nottingham","Outside London","60","55","30940","27130"
"In post","2021","30-39","HM Land Registry","Peterborough","Outside London","30","25","27350","22350"
"In post","2021","30-39","HM Land Registry","Plymouth","Outside London","165","155","34640","38450"
"In post","2021","30-39","HM Land Registry","Swansea","Outside London","130","125","27490","27130"
"In post","2021","30-39","HM Land Registry","Telford and Wrekin","Outside London","55","50","27890","22350"
"In post","2021","30-39","HM Land Registry","Wirral","Outside London","60","55","28910","22350"
"In post","2021","30-39","HM Prison and Probation Service","Barking & Dagenham and Havering","London","10","5","[c]","[c]"
"In post","2021","30-39","HM Prison and Probation Service","Barnet","London","5","5","[c]","[c]"
"In post","2021","30-39","HM Prison and Probation Service","Barnsley, Doncaster and Rotherham","Outside London","315","300","28250","26810"
"In post","2021","30-39","HM Prison and Probation Service","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","135","120","29750","28220"
"In post","2021","30-39","HM Prison and Probation Service","Bedford","Outside London","90","85","28290","29370"
"In post","2021","30-39","HM Prison and Probation Service","Berkshire","Outside London","55","50","29810","31450"
"In post","2021","30-39","HM Prison and Probation Service","Bexley and Greenwich","London","310","305","32620","33180"
"In post","2021","30-39","HM Prison and Probation Service","Birmingham","Outside London","230","215","28190","25300"
"In post","2021","30-39","HM Prison and Probation Service","Blackburn with Darwen","Outside London","15","15","27750","29200"
"In post","2021","30-39","HM Prison and Probation Service","Blackpool","Outside London","15","15","29150","30210"
"In post","2021","30-39","HM Prison and Probation Service","Bournemouth and Poole","Outside London","20","15","27190","30210"
"In post","2021","30-39","HM Prison and Probation Service","Bradford","Outside London","20","20","30140","30210"
"In post","2021","30-39","HM Prison and Probation Service","Breckland and South Norfolk","Outside London","115","110","28540","26300"
"In post","2021","30-39","HM Prison and Probation Service","Brent","London","15","15","31620","28690"
"In post","2021","30-39","HM Prison and Probation Service","Bridgend and Neath Port Talbot","Outside London","15","10","33690","37170"
"In post","2021","30-39","HM Prison and Probation Service","Brighton and Hove","Outside London","20","15","26570","23840"
"In post","2021","30-39","HM Prison and Probation Service","Bristol, City of","Outside London","135","130","28100","25400"
"In post","2021","30-39","HM Prison and Probation Service","Bromley","London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Prison and Probation Service","Buckinghamshire CC","Outside London","155","150","30710","31180"
"In post","2021","30-39","HM Prison and Probation Service","Calderdale and Kirklees","Outside London","25","25","29060","31420"
"In post","2021","30-39","HM Prison and Probation Service","Cambridgeshire CC","Outside London","275","265","29580","29810"
"In post","2021","30-39","HM Prison and Probation Service","Camden and City of London","London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Prison and Probation Service","Cardiff and Vale of Glamorgan","Outside London","210","200","29070","26630"
"In post","2021","30-39","HM Prison and Probation Service","Central Hampshire","Outside London","95","90","30640","30450"
"In post","2021","30-39","HM Prison and Probation Service","Central Valleys","Outside London","30","30","29340","30210"
"In post","2021","30-39","HM Prison and Probation Service","Cheshire East","Outside London","80","75","29300","27150"
"In post","2021","30-39","HM Prison and Probation Service","Cheshire West and Chester","Outside London","15","15","33790","32690"
"In post","2021","30-39","HM Prison and Probation Service","Chorley and West Lancashire","Outside London","270","255","28930","26810"
"In post","2021","30-39","HM Prison and Probation Service","City of Edinburgh","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Prison and Probation Service","Conwy and Denbighshire","Outside London","20","20","27710","24800"
