"Status","Year","Function_of_post","Organisation","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Communications","Scottish Prison Service","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Serious Fraud Office","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Serious Fraud Office","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","The National Archives","London","Female","15","10","[c]","[c]"
"In post","2021","Communications","The National Archives","London","Male","5","5","[c]","[c]"
"In post","2021","Communications","UK Export Finance","London","Female","15","15","[c]","[c]"
"In post","2021","Communications","UK Export Finance","London","Male","20","20","[c]","[c]"
"In post","2021","Communications","UK Hydrographic Office","Outside London","Female","10","10","[c]","[c]"
"In post","2021","Communications","UK Hydrographic Office","Outside London","Male","5","5","[c]","[c]"
"In post","2021","Communications","UK Intellectual Property Office","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","UK Intellectual Property Office","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","UK Intellectual Property Office","Outside London","Female","20","15","[c]","[c]"
"In post","2021","Communications","UK Intellectual Property Office","Outside London","Male","5","5","[c]","[c]"
"In post","2021","Communications","UK Space Agency","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","UK Space Agency","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","UK Space Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","UK Space Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","UK Supreme Court","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","UK Supreme Court","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","United Kingdom Statistics Authority","London","Female","5","5","[c]","[c]"
"In post","2021","Communications","United Kingdom Statistics Authority","London","Male","5","5","[c]","[c]"
"In post","2021","Communications","United Kingdom Statistics Authority","Outside London","Female","50","45","33820","29540"
"In post","2021","Communications","United Kingdom Statistics Authority","Outside London","Male","25","25","[c]","[c]"
"In post","2021","Communications","Valuation Office Agency","London","Female","5","5","[c]","[c]"
"In post","2021","Communications","Valuation Office Agency","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Valuation Office Agency","Outside London","Female","5","5","[c]","[c]"
"In post","2021","Communications","Valuation Office Agency","Outside London","Male","5","5","[c]","[c]"
"In post","2021","Communications","Vehicle Certification Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Vehicle Certification Agency","Outside London","Male","5","5","[c]","[c]"
"In post","2021","Communications","Wales Office","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Wales Office","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Water Services Regulation Authority","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Water Services Regulation Authority","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Water Services Regulation Authority","Outside London","Female","10","10","[c]","[c]"
"In post","2021","Communications","Water Services Regulation Authority","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Welsh Revenue Authority","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Welsh Revenue Authority","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Wilton Park","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Wilton Park","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Cabinet Office (excl. agencies)","London","Female","40","40","47210","38580"
"In post","2021","Counter Fraud","Cabinet Office (excl. agencies)","London","Male","45","40","50290","54700"
"In post","2021","Counter Fraud","Cabinet Office (excl. agencies)","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Cabinet Office (excl. agencies)","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Cabinet Office (excl. agencies)","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Cabinet Office (excl. agencies)","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Charity Commission","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Charity Commission","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Charity Commission","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Charity Commission","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Digital, Culture, Media and Sport","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Digital, Culture, Media and Sport","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Digital, Culture, Media and Sport","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Digital, Culture, Media and Sport","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Transport (excl. agencies)","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Transport (excl. agencies)","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Driver and Vehicle Licensing Agency","Outside London","Female","5","5","[c]","[c]"
"In post","2021","Counter Fraud","Driver and Vehicle Licensing Agency","Outside London","Male","5","5","[c]","[c]"
"In post","2021","Counter Fraud","Driver and Vehicle Standards Agency","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Driver and Vehicle Standards Agency","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Driver and Vehicle Standards Agency","Outside London","Female","15","15","[c]","[c]"
"In post","2021","Counter Fraud","Driver and Vehicle Standards Agency","Outside London","Male","25","25","[c]","[c]"
"In post","2021","Counter Fraud","Food Standards Agency","London","Female","10","10","[c]","[c]"
"In post","2021","Counter Fraud","Food Standards Agency","London","Male","15","15","[c]","[c]"
"In post","2021","Counter Fraud","Food Standards Agency","Outside London","Female","10","10","[c]","[c]"
"In post","2021","Counter Fraud","Food Standards Agency","Outside London","Male","25","25","[c]","[c]"
"In post","2021","Counter Fraud","Government Internal Audit Agency","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Government Internal Audit Agency","London","Male","5","5","[c]","[c]"
"In post","2021","Counter Fraud","Government Internal Audit Agency","Outside London","Female","15","10","[c]","[c]"
"In post","2021","Counter Fraud","Government Internal Audit Agency","Outside London","Male","15","10","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","London","Female","825","775","36370","36160"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","London","Male","1075","1050","39070","36160"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Outside London","Female","3360","3030","30700","28130"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Outside London","Male","3570","3445","32940","31810"
"In post","2021","Counter Fraud","Insolvency Service","London","Female","10","10","[c]","[c]"
"In post","2021","Counter Fraud","Insolvency Service","London","Male","30","30","42970","43150"
"In post","2021","Counter Fraud","Insolvency Service","Outside London","Female","95","90","38300","39170"
"In post","2021","Counter Fraud","Insolvency Service","Outside London","Male","120","120","38630","38510"
"In post","2021","Counter Fraud","Met Office","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Met Office","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Serious Fraud Office","London","Female","100","95","42940","34370"
"In post","2021","Counter Fraud","Serious Fraud Office","London","Male","145","145","47400","41280"
"In post","2021","Counter Fraud","UK Intellectual Property Office","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","UK Intellectual Property Office","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","UK Intellectual Property Office","Outside London","Female","10","10","[c]","[c]"
"In post","2021","Counter Fraud","UK Intellectual Property Office","Outside London","Male","10","10","[c]","[c]"
"In post","2021","Debt","Debt Management Office","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Debt Management Office","London","Male","10","10","[c]","[c]"
"In post","2021","Debt","Health and Safety Executive","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Health and Safety Executive","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Debt","HM Revenue and Customs (excl. agencies)","London","Female","345","300","26960","25630"
"In post","2021","Debt","HM Revenue and Customs (excl. agencies)","London","Male","200","190","28490","25630"
"In post","2021","Debt","HM Revenue and Customs (excl. agencies)","Outside London","Female","2295","1980","22730","20140"
"In post","2021","Debt","HM Revenue and Customs (excl. agencies)","Outside London","Male","1810","1735","22450","20140"
"In post","2021","Debt","UK Export Finance","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Debt","UK Export Finance","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Advisory, Conciliation and Arbitration Service","London","Female","15","15","[c]","[c]"
"In post","2021","Digital, Data & Technology","Advisory, Conciliation and Arbitration Service","London","Male","30","30","[c]","[c]"
"In post","2021","Digital, Data & Technology","Advisory, Conciliation and Arbitration Service","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Advisory, Conciliation and Arbitration Service","Outside London","Male","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Animal and Plant Health Agency","Outside London","Female","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Animal and Plant Health Agency","Outside London","Male","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Cabinet Office (excl. agencies)","London","Female","385","375","50580","54700"
"In post","2021","Digital, Data & Technology","Cabinet Office (excl. agencies)","London","Male","495","490","53500","54700"
"In post","2021","Digital, Data & Technology","Cabinet Office (excl. agencies)","Outside London","Female","30","30","35470","32000"
"In post","2021","Digital, Data & Technology","Cabinet Office (excl. agencies)","Outside London","Male","40","40","39590","32960"
"In post","2021","Digital, Data & Technology","Cabinet Office (excl. agencies)","Unknown","Female","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Cabinet Office (excl. agencies)","Unknown","Male","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Centre for Environment, Fisheries and Aquaculture Science","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Centre for Environment, Fisheries and Aquaculture Science","Outside London","Male","15","15","[c]","[c]"
"In post","2021","Digital, Data & Technology","Charity Commission","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Charity Commission","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Charity Commission","Outside London","Female","20","20","[c]","[c]"
"In post","2021","Digital, Data & Technology","Charity Commission","Outside London","Male","25","25","[c]","[c]"
"In post","2021","Digital, Data & Technology","Companies House","Outside London","Female","75","75","36690","36440"
"In post","2021","Digital, Data & Technology","Companies House","Outside London","Male","180","180","39770","38000"
"In post","2021","Digital, Data & Technology","Competition and Markets Authority","London","Female","25","25","[c]","[c]"
"In post","2021","Digital, Data & Technology","Competition and Markets Authority","London","Male","35","35","58840","54550"
"In post","2021","Digital, Data & Technology","Competition and Markets Authority","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Competition and Markets Authority","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Criminal Injuries Compensation Authority","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Criminal Injuries Compensation Authority","Outside London","Male","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Crown Commercial Service","London","Female","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Crown Commercial Service","London","Male","15","15","[c]","[c]"
"In post","2021","Digital, Data & Technology","Crown Commercial Service","Outside London","Female","30","30","40560","36550"
"In post","2021","Digital, Data & Technology","Crown Commercial Service","Outside London","Male","60","60","37610","34800"
"In post","2021","Digital, Data & Technology","Crown Office and Procurator Fiscal Service","Outside London","Female","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Crown Office and Procurator Fiscal Service","Outside London","Male","40","40","39830","36330"
"In post","2021","Digital, Data & Technology","Crown Prosecution Service","London","Female","20","20","[c]","[c]"
"In post","2021","Digital, Data & Technology","Crown Prosecution Service","London","Male","15","15","[c]","[c]"
"In post","2021","Digital, Data & Technology","Crown Prosecution Service","Outside London","Female","40","40","37140","38180"
"In post","2021","Digital, Data & Technology","Crown Prosecution Service","Outside London","Male","40","40","38250","38180"
"In post","2021","Digital, Data & Technology","Debt Management Office","London","Female","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Debt Management Office","London","Male","25","25","[c]","[c]"
"In post","2021","Digital, Data & Technology","Defence Electronics and Components Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Defence Electronics and Components Agency","Outside London","Male","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Defence Equipment and Support","Outside London","Female","20","15","[c]","[c]"
"In post","2021","Digital, Data & Technology","Defence Equipment and Support","Outside London","Male","25","25","[c]","[c]"
"In post","2021","Digital, Data & Technology","Defence Science and Technology Laboratory","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Defence Science and Technology Laboratory","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Female","40","40","48260","41120"
"In post","2021","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Male","80","80","48570","42330"
"In post","2021","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","Female","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","Male","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","London","Female","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","London","Male","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Education (excl. agencies)","London","Female","30","30","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Education (excl. agencies)","London","Male","40","40","37770","33670"
"In post","2021","Digital, Data & Technology","Department for Education (excl. agencies)","Outside London","Female","140","135","38950","36500"
"In post","2021","Digital, Data & Technology","Department for Education (excl. agencies)","Outside London","Male","205","200","37860","36500"
"In post","2021","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Female","40","35","44450","38750"
"In post","2021","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Male","60","60","50820","47980"
"In post","2021","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","Female","240","220","41980","40470"
"In post","2021","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","Male","330","330","43900","47550"
"In post","2021","Digital, Data & Technology","Department for International Trade","London","Female","65","65","44460","42960"
"In post","2021","Digital, Data & Technology","Department for International Trade","London","Male","55","55","49190","44250"
"In post","2021","Digital, Data & Technology","Department for International Trade","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for International Trade","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Transport (excl. agencies)","London","Female","25","20","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Transport (excl. agencies)","London","Male","60","60","43170","42890"
"In post","2021","Digital, Data & Technology","Department for Transport (excl. agencies)","Outside London","Female","20","20","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Transport (excl. agencies)","Outside London","Male","20","20","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department of Health and Social Care (excl. agencies)","London","Female","70","70","45310","40650"
"In post","2021","Digital, Data & Technology","Department of Health and Social Care (excl. agencies)","London","Male","55","55","46620","40650"
"In post","2021","Digital, Data & Technology","Department of Health and Social Care (excl. agencies)","Outside London","Female","20","20","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department of Health and Social Care (excl. agencies)","Outside London","Male","25","25","[c]","[c]"
"In post","2021","Digital, Data & Technology","Driver and Vehicle Licensing Agency","Outside London","Female","200","190","34850","32180"
"In post","2021","Digital, Data & Technology","Driver and Vehicle Licensing Agency","Outside London","Male","510","505","42510","41090"
"In post","2021","Digital, Data & Technology","Driver and Vehicle Standards Agency","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Driver and Vehicle Standards Agency","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Driver and Vehicle Standards Agency","Outside London","Female","75","70","35760","33350"
"In post","2021","Digital, Data & Technology","Driver and Vehicle Standards Agency","Outside London","Male","150","145","36540","32260"
"In post","2021","Digital, Data & Technology","Education and Skills Funding Agency","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Education and Skills Funding Agency","London","Male","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Education and Skills Funding Agency","Outside London","Female","95","90","39400","36780"
"In post","2021","Digital, Data & Technology","Education and Skills Funding Agency","Outside London","Male","115","115","39030","36780"
"In post","2021","Digital, Data & Technology","FCDO Services","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","FCDO Services","London","Male","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","FCDO Services","Outside London","Female","25","25","[c]","[c]"
"In post","2021","Digital, Data & Technology","FCDO Services","Outside London","Male","80","80","44210","40670"
"In post","2021","Digital, Data & Technology","Food Standards Agency","London","Female","15","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Food Standards Agency","London","Male","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Food Standards Agency","Outside London","Female","15","15","[c]","[c]"
"In post","2021","Digital, Data & Technology","Food Standards Agency","Outside London","Male","25","25","[c]","[c]"
"In post","2021","Digital, Data & Technology","Foreign, Commonwealth and Development Office (excl. agencies)","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Foreign, Commonwealth and Development Office (excl. agencies)","London","Male","15","15","[c]","[c]"
"In post","2021","Digital, Data & Technology","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","Female","80","80","37730","33930"
"In post","2021","Digital, Data & Technology","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","Male","145","140","40510","38500"
"In post","2021","Digital, Data & Technology","Forestry and Land Scotland","Outside London","Female","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Forestry and Land Scotland","Outside London","Male","20","20","[c]","[c]"
"In post","2021","Digital, Data & Technology","Government Internal Audit Agency","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Government Internal Audit Agency","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Government Internal Audit Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Government Internal Audit Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Government Legal Department","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Government Legal Department","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Government Property Agency","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Government Property Agency","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Government Property Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Government Property Agency","Outside London","Male","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Government Property Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Government Property Agency","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Health and Safety Executive","Outside London","Female","20","20","[c]","[c]"
"In post","2021","Digital, Data & Technology","Health and Safety Executive","Outside London","Male","35","35","41820","37170"
"In post","2021","Digital, Data & Technology","HM Courts and Tribunals Service","London","Female","40","40","39270","36800"
"In post","2021","Digital, Data & Technology","HM Courts and Tribunals Service","London","Male","55","55","45670","41480"
"In post","2021","Digital, Data & Technology","HM Courts and Tribunals Service","Outside London","Female","35","35","33060","30990"
"In post","2021","Digital, Data & Technology","HM Courts and Tribunals Service","Outside London","Male","50","50","31160","30920"
"In post","2021","Digital, Data & Technology","HM Land Registry","London","Female","15","15","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Land Registry","London","Male","15","15","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Land Registry","Outside London","Female","220","200","36840","38450"
"In post","2021","Digital, Data & Technology","HM Land Registry","Outside London","Male","420","410","38220","38450"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","London","Female","120","115","44090","39800"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","London","Male","160","155","48860","41760"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Outside London","Female","930","880","38000","32030"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Outside London","Male","1490","1445","38740","35000"
"In post","2021","Digital, Data & Technology","HM Treasury (excl. agencies)","London","Female","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Treasury (excl. agencies)","London","Male","15","15","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Treasury (excl. agencies)","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Treasury (excl. agencies)","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Insolvency Service","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Insolvency Service","London","Male","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Insolvency Service","Outside London","Female","15","15","[c]","[c]"
"In post","2021","Digital, Data & Technology","Insolvency Service","Outside London","Male","30","30","41660","35300"
"In post","2021","Digital, Data & Technology","Institute for Apprenticeships and Technical Education","London","Female","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Institute for Apprenticeships and Technical Education","London","Male","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Institute for Apprenticeships and Technical Education","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Institute for Apprenticeships and Technical Education","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Maritime and Coastguard Agency","Outside London","Female","40","40","35950","31380"
"In post","2021","Digital, Data & Technology","Maritime and Coastguard Agency","Outside London","Male","75","75","39580","34540"
"In post","2021","Digital, Data & Technology","Medicines and Healthcare Products Regulatory Agency","London","Female","30","30","44670","41020"
"In post","2021","Digital, Data & Technology","Medicines and Healthcare Products Regulatory Agency","London","Male","40","40","48770","43310"
"In post","2021","Digital, Data & Technology","Medicines and Healthcare Products Regulatory Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Medicines and Healthcare Products Regulatory Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Met Office","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Met Office","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Met Office","Outside London","Female","250","225","37750","39650"
"In post","2021","Digital, Data & Technology","Met Office","Outside London","Male","620","595","41300","39750"
"In post","2021","Digital, Data & Technology","Ministry of Defence (excl. agencies)","London","Female","10","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Defence (excl. agencies)","London","Male","15","15","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Outside London","Female","265","250","30240","26670"
"In post","2021","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Outside London","Male","395","390","32830","32670"
"In post","2021","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Overseas","Female","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Overseas","Male","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Housing, Communities and Local Government (excl. agencies)","London","Female","30","30","50210","53130"
"In post","2021","Digital, Data & Technology","Ministry of Housing, Communities and Local Government (excl. agencies)","London","Male","45","45","50710","53130"
"In post","2021","Digital, Data & Technology","Ministry of Housing, Communities and Local Government (excl. agencies)","Outside London","Female","15","15","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Housing, Communities and Local Government (excl. agencies)","Outside London","Male","15","15","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice (excl. agencies)","London","Female","205","200","49940","50750"
"In post","2021","Digital, Data & Technology","Ministry of Justice (excl. agencies)","London","Male","300","300","54290","54510"
"In post","2021","Digital, Data & Technology","Ministry of Justice (excl. agencies)","Outside London","Female","130","125","41530","37000"
"In post","2021","Digital, Data & Technology","Ministry of Justice (excl. agencies)","Outside London","Male","240","240","43240","43960"
"In post","2021","Digital, Data & Technology","Ministry of Justice (excl. agencies)","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice (excl. agencies)","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","National Crime Agency","London","Female","40","40","44470","40170"
"In post","2021","Digital, Data & Technology","National Crime Agency","London","Male","50","50","49750","48900"
"In post","2021","Digital, Data & Technology","National Crime Agency","Outside London","Female","65","60","34070","32590"
"In post","2021","Digital, Data & Technology","National Crime Agency","Outside London","Male","100","100","39800","38230"
"In post","2021","Digital, Data & Technology","National Crime Agency","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","National Crime Agency","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","National Crime Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","National Crime Agency","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","National Savings and Investments","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","National Savings and Investments","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Northern Ireland Office","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Northern Ireland Office","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","London","Female","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","London","Male","20","20","[c]","[c]"
"In post","2021","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","Outside London","Female","20","20","[c]","[c]"
"In post","2021","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","Outside London","Male","30","30","43290","39460"
"In post","2021","Digital, Data & Technology","Office of Gas and Electricity Markets","London","Female","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Office of Gas and Electricity Markets","London","Male","25","25","[c]","[c]"
"In post","2021","Digital, Data & Technology","Office of Gas and Electricity Markets","Outside London","Female","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Office of Gas and Electricity Markets","Outside London","Male","15","15","[c]","[c]"
"In post","2021","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","Outside London","Female","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","Outside London","Male","15","15","[c]","[c]"
"In post","2021","Digital, Data & Technology","Office of Rail and Road","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Office of Rail and Road","London","Male","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Planning Inspectorate","Outside London","Female","15","15","[c]","[c]"
