"Status","Year","Function_of_post","Organisation","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Commercial","Ministry of Defence (excl. agencies)","Outside London","Male","590","580","35570","34500"
"In post","2021","Commercial","Ministry of Defence (excl. agencies)","Overseas","Female","10","10","[c]","[c]"
"In post","2021","Commercial","Ministry of Defence (excl. agencies)","Overseas","Male","30","30","[c]","[c]"
"In post","2021","Commercial","Ministry of Defence (excl. agencies)","Unknown","Female","5","5","[c]","[c]"
"In post","2021","Commercial","Ministry of Defence (excl. agencies)","Unknown","Male","10","10","[c]","[c]"
"In post","2021","Commercial","Ministry of Housing, Communities and Local Government (excl. agencies)","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Housing, Communities and Local Government (excl. agencies)","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Housing, Communities and Local Government (excl. agencies)","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Housing, Communities and Local Government (excl. agencies)","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Justice (excl. agencies)","London","Female","40","40","37280","36800"
"In post","2021","Commercial","Ministry of Justice (excl. agencies)","London","Male","35","35","41830","40480"
"In post","2021","Commercial","Ministry of Justice (excl. agencies)","Outside London","Female","70","65","30020","29720"
"In post","2021","Commercial","Ministry of Justice (excl. agencies)","Outside London","Male","60","60","27160","24850"
"In post","2021","Commercial","National Crime Agency","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","National Crime Agency","London","Male","5","5","[c]","[c]"
"In post","2021","Commercial","National Crime Agency","Outside London","Female","5","5","[c]","[c]"
"In post","2021","Commercial","National Crime Agency","Outside London","Male","5","5","[c]","[c]"
"In post","2021","Commercial","National Savings and Investments","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","National Savings and Investments","London","Male","5","5","[c]","[c]"
"In post","2021","Commercial","National Savings and Investments","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","National Savings and Investments","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Office for Standards in Education, Children's Services and Skills","Outside London","Female","10","10","[c]","[c]"
"In post","2021","Commercial","Office for Standards in Education, Children's Services and Skills","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Office of Qualifications and Examinations Regulation","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Office of Qualifications and Examinations Regulation","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Office of Rail and Road","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Office of Rail and Road","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Planning Inspectorate","Outside London","Female","5","5","[c]","[c]"
"In post","2021","Commercial","Planning Inspectorate","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Public Health England","London","Female","10","10","[c]","[c]"
"In post","2021","Commercial","Public Health England","London","Male","15","15","[c]","[c]"
"In post","2021","Commercial","Public Health England","Outside London","Female","10","10","[c]","[c]"
"In post","2021","Commercial","Public Health England","Outside London","Male","5","5","[c]","[c]"
"In post","2021","Commercial","Queen Elizabeth II Centre","London","Female","5","5","[c]","[c]"
"In post","2021","Commercial","Queen Elizabeth II Centre","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Registers of Scotland","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Registers of Scotland","Outside London","Male","5","5","[c]","[c]"
"In post","2021","Commercial","Scottish Courts and Tribunals Service","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Scottish Courts and Tribunals Service","Outside London","Male","5","5","[c]","[c]"
"In post","2021","Commercial","Scottish Prison Service","Outside London","Female","35","35","28490","25870"
"In post","2021","Commercial","Scottish Prison Service","Outside London","Male","50","45","32260","25870"
"In post","2021","Commercial","Serious Fraud Office","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Serious Fraud Office","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Submarine Delivery Agency","Outside London","Female","70","65","37150","33680"
"In post","2021","Commercial","Submarine Delivery Agency","Outside London","Male","80","80","43480","40850"
"In post","2021","Commercial","The National Archives","London","Female","20","15","[c]","[c]"
"In post","2021","Commercial","The National Archives","London","Male","25","20","[c]","[c]"
"In post","2021","Commercial","UK Export Finance","London","Female","65","60","45420","44080"
"In post","2021","Commercial","UK Export Finance","London","Male","130","130","58130","52500"
"In post","2021","Commercial","UK Hydrographic Office","Outside London","Female","10","10","[c]","[c]"
"In post","2021","Commercial","UK Hydrographic Office","Outside London","Male","10","10","[c]","[c]"
"In post","2021","Commercial","UK Intellectual Property Office","Outside London","Female","5","5","[c]","[c]"
"In post","2021","Commercial","UK Intellectual Property Office","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","United Kingdom Statistics Authority","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","United Kingdom Statistics Authority","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","United Kingdom Statistics Authority","Outside London","Female","15","15","[c]","[c]"
"In post","2021","Commercial","United Kingdom Statistics Authority","Outside London","Male","20","20","[c]","[c]"
"In post","2021","Commercial","Valuation Office Agency","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Valuation Office Agency","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Valuation Office Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Valuation Office Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Water Services Regulation Authority","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Water Services Regulation Authority","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Wilton Park","Outside London","Female","20","15","[c]","[c]"
"In post","2021","Commercial","Wilton Park","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Advisory, Conciliation and Arbitration Service","London","Female","10","5","[c]","[c]"
"In post","2021","Communications","Advisory, Conciliation and Arbitration Service","London","Male","5","5","[c]","[c]"
"In post","2021","Communications","Advisory, Conciliation and Arbitration Service","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Advisory, Conciliation and Arbitration Service","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Attorney General's Office","London","Female","10","10","[c]","[c]"
"In post","2021","Communications","Attorney General's Office","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cabinet Office (excl. agencies)","London","Female","190","190","47090","43080"
"In post","2021","Communications","Cabinet Office (excl. agencies)","London","Male","130","130","48610","41530"
"In post","2021","Communications","Cabinet Office (excl. agencies)","Outside London","Female","10","10","[c]","[c]"
"In post","2021","Communications","Cabinet Office (excl. agencies)","Outside London","Male","10","10","[c]","[c]"
"In post","2021","Communications","Cabinet Office (excl. agencies)","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cabinet Office (excl. agencies)","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Centre for Environment, Fisheries and Aquaculture Science","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Centre for Environment, Fisheries and Aquaculture Science","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Charity Commission","London","Female","10","10","[c]","[c]"
"In post","2021","Communications","Charity Commission","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Charity Commission","Outside London","Female","10","10","[c]","[c]"
"In post","2021","Communications","Charity Commission","Outside London","Male","5","5","[c]","[c]"
"In post","2021","Communications","Companies House","Outside London","Female","15","15","[c]","[c]"
"In post","2021","Communications","Companies House","Outside London","Male","5","5","[c]","[c]"
"In post","2021","Communications","Competition and Markets Authority","London","Female","20","20","[c]","[c]"
"In post","2021","Communications","Competition and Markets Authority","London","Male","15","15","[c]","[c]"
"In post","2021","Communications","Crown Commercial Service","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Crown Commercial Service","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Crown Commercial Service","Outside London","Female","10","10","[c]","[c]"
"In post","2021","Communications","Crown Commercial Service","Outside London","Male","5","5","[c]","[c]"
"In post","2021","Communications","Crown Office and Procurator Fiscal Service","Outside London","Female","5","5","[c]","[c]"
"In post","2021","Communications","Crown Office and Procurator Fiscal Service","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Crown Prosecution Service","London","Female","20","20","[c]","[c]"
"In post","2021","Communications","Crown Prosecution Service","London","Male","10","10","[c]","[c]"
"In post","2021","Communications","Crown Prosecution Service","Outside London","Female","10","10","[c]","[c]"
"In post","2021","Communications","Crown Prosecution Service","Outside London","Male","10","10","[c]","[c]"
"In post","2021","Communications","Debt Management Office","London","Female","5","5","[c]","[c]"
"In post","2021","Communications","Debt Management Office","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Defence Electronics and Components Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Defence Electronics and Components Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Defence Equipment and Support","London","Female","35","35","25680","22730"
"In post","2021","Communications","Defence Equipment and Support","London","Male","140","135","23260","20510"
"In post","2021","Communications","Defence Equipment and Support","Outside London","Female","50","45","33530","32440"
"In post","2021","Communications","Defence Equipment and Support","Outside London","Male","65","65","30590","25000"
"In post","2021","Communications","Defence Science and Technology Laboratory","Outside London","Female","10","10","[c]","[c]"
