"Status","Year","Disability","Function_of_post","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Digital, Data & Technology","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Intelligence Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Knowledge and Information Management","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Operational Delivery","Heterosexual / straight","30","30","42410","34460"
"In post","2021","Declared disabled","Digital, Data & Technology","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Other","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Science and Engineering","Unknown","25","25","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Security","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Tax","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Tax","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Tax","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Tax","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Unknown","Heterosexual / straight","70","70","47500","52580"
"In post","2021","Declared disabled","Digital, Data & Technology","Unknown","LGBO","20","20","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Unknown","Undeclared","15","15","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Corporate Finance","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Declared disabled","Finance","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Economics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Finance","Heterosexual / straight","515","485","37570","33600"
"In post","2021","Declared disabled","Finance","Finance","LGBO","25","25","[c]","[c]"
"In post","2021","Declared disabled","Finance","Finance","Undeclared","65","55","36950","31760"
"In post","2021","Declared disabled","Finance","Finance","Unknown","35","30","31620","28190"
"In post","2021","Declared disabled","Finance","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Operational Delivery","Heterosexual / straight","55","50","30070","28130"
"In post","2021","Declared disabled","Finance","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Operational Delivery","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared disabled","Finance","Operational Delivery","Unknown","15","10","[c]","[c]"
"In post","2021","Declared disabled","Finance","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Other","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Declared disabled","Finance","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Other","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Policy","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Declared disabled","Finance","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Project Delivery","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Declared disabled","Finance","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
