"Status","Year","Function_of_post","Region_london","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Security","London","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","London","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","London","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","London","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Outside London","AA","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Security","Outside London","AA","Male","100","[c]","19800","19560"
"Leaver CS","2021","Security","Outside London","AO","Female","30","[c]","27490","22330"
"Leaver CS","2021","Security","Outside London","AO","Male","150","[c]","33100","38120"
"Leaver CS","2021","Security","Outside London","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Security","Outside London","EO","Male","35","[c]","32290","30720"
"Leaver CS","2021","Security","Outside London","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Outside London","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Outside London","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Outside London","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Outside London","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Outside London","HEO","Male","30","[c]","[c]","[c]"
"Leaver CS","2021","Security","Outside London","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Outside London","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Overseas","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Overseas","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Unknown","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Unknown","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Unknown","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Unknown","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Unknown","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Unknown","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","London","AA","Female","30","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","London","AA","Male","60","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","London","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","London","AO","Female","235","[c]","24840","25110"
"Leaver CS","2021","Unknown","London","AO","Male","130","[c]","25170","25110"
"Leaver CS","2021","Unknown","London","EO","Female","400","[c]","29820","31060"
"Leaver CS","2021","Unknown","London","EO","Male","305","[c]","30020","31060"
"Leaver CS","2021","Unknown","London","EO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","London","G6","Female","45","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","London","G6","Male","60","[c]","71850","72360"
"Leaver CS","2021","Unknown","London","G6","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","London","G7","Female","120","[c]","56710","56150"
"Leaver CS","2021","Unknown","London","G7","Male","125","[c]","57140","56150"
"Leaver CS","2021","Unknown","London","G7","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","London","HEO","Female","200","[c]","33500","34480"
"Leaver CS","2021","Unknown","London","HEO","Male","190","[c]","34920","35970"
"Leaver CS","2021","Unknown","London","HEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","London","SCS level","Female","40","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","London","SCS level","Male","45","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","London","SCS level","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","London","SEO","Female","85","[c]","42380","41950"
"Leaver CS","2021","Unknown","London","SEO","Male","120","[c]","43250","42930"
"Leaver CS","2021","Unknown","London","SEO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","London","Unknown","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","London","Unknown","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Outside London","AA","Female","210","[c]","19980","19560"
"Leaver CS","2021","Unknown","Outside London","AA","Male","230","[c]","19290","18800"
"Leaver CS","2021","Unknown","Outside London","AO","Female","3150","[c]","21050","21010"
"Leaver CS","2021","Unknown","Outside London","AO","Male","1630","[c]","21180","21010"
"Leaver CS","2021","Unknown","Outside London","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Outside London","EO","Female","1975","[c]","27340","27570"
"Leaver CS","2021","Unknown","Outside London","EO","Male","1430","[c]","27770","27570"
"Leaver CS","2021","Unknown","Outside London","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Outside London","G6","Female","110","[c]","71110","69160"
"Leaver CS","2021","Unknown","Outside London","G6","Male","120","[c]","73950","72930"
"Leaver CS","2021","Unknown","Outside London","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Outside London","G7","Female","175","[c]","54480","53050"
"Leaver CS","2021","Unknown","Outside London","G7","Male","225","[c]","55580","55190"
"Leaver CS","2021","Unknown","Outside London","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Outside London","HEO","Female","635","[c]","33650","33450"
"Leaver CS","2021","Unknown","Outside London","HEO","Male","610","[c]","34020","33370"
"Leaver CS","2021","Unknown","Outside London","HEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Outside London","SCS level","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Outside London","SCS level","Male","40","[c]","92370","85850"
"Leaver CS","2021","Unknown","Outside London","SEO","Female","320","[c]","40430","40210"
"Leaver CS","2021","Unknown","Outside London","SEO","Male","345","[c]","41150","40580"
"Leaver CS","2021","Unknown","Outside London","SEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Outside London","Unknown","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Outside London","Unknown","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Overseas","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Overseas","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Overseas","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Overseas","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Overseas","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Overseas","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Overseas","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Overseas","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Overseas","HEO","Female","55","[c]","35950","36960"
"Leaver CS","2021","Unknown","Overseas","HEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Overseas","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Overseas","SCS level","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Overseas","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Overseas","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Overseas","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Overseas","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","AO","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","EO","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","SEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","Female","225","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","Male","255","[c]","35470","32400"
"Leaver Dept.","2021","Analysis","London","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","London","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","London","EO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","London","EO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","London","G6","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","London","G6","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","London","G7","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","London","G7","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","London","HEO","Female","40","[c]","33000","32970"
"Leaver Dept.","2021","Analysis","London","HEO","Male","50","[c]","33770","33300"
"Leaver Dept.","2021","Analysis","London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","London","SEO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","London","SEO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","London","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","London","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Outside London","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Outside London","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Outside London","EO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Outside London","EO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Outside London","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Outside London","G6","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Outside London","G7","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Outside London","G7","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Outside London","HEO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Outside London","HEO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Outside London","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Outside London","SEO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Outside London","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Outside London","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Unknown","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Unknown","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","London","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","London","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","London","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","London","EO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","London","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","London","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","London","G7","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","London","G7","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","London","HEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","London","HEO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","London","SEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","London","SEO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Outside London","AA","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Outside London","AA","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Outside London","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Outside London","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Outside London","EO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Outside London","EO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Outside London","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Outside London","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Outside London","G7","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Outside London","G7","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Outside London","HEO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Outside London","HEO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Outside London","SEO","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Outside London","SEO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Outside London","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Outside London","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Overseas","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Overseas","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Overseas","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Overseas","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Unknown","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Unknown","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Unknown","G7","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Unknown","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Unknown","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Unknown","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","London","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","London","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","London","EO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","London","EO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","London","G6","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","London","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","London","G7","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","London","G7","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","London","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","London","HEO","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","London","HEO","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","London","SEO","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","London","SEO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Outside London","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Outside London","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Outside London","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Outside London","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Outside London","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Outside London","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Outside London","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Outside London","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Outside London","HEO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Outside London","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Outside London","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Outside London","SEO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","London","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","London","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","London","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","London","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","London","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","London","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","London","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","London","HEO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","London","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","London","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Outside London","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Outside London","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Outside London","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Outside London","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Unknown","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Unknown","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Unknown","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Unknown","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","London","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","London","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","London","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","London","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","London","EO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","London","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","London","G6","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","London","G6","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","London","G7","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","London","G7","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","London","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","London","HEO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","London","HEO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","London","SCS level","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","London","SEO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","London","SEO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Outside London","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Outside London","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Outside London","EO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Outside London","EO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Outside London","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Outside London","G6","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Outside London","G7","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Outside London","G7","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Outside London","HEO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Outside London","HEO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Outside London","SEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Outside London","SEO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Outside London","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Outside London","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Outside London","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Unknown","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Unknown","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Unknown","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Unknown","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","London","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","London","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","London","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","London","EO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","London","G6","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","London","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","London","G7","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","London","G7","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","London","HEO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","London","HEO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","London","SCS level","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","London","SCS level","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","London","SEO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","London","SEO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Outside London","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Outside London","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Outside London","EO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Outside London","EO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Outside London","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Outside London","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Outside London","G7","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Outside London","G7","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Outside London","HEO","Female","10","[c]","[c]","[c]"
