"Status","Year","Ethnicity","Function_of_post","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Other ethnicity","Human Resources","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Human Resources","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Human Resources","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Human Resources","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Human Resources","Security","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Human Resources","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Human Resources","Tax","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Human Resources","Tax","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Human Resources","Tax","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Human Resources","Tax","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Human Resources","Tax","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Human Resources","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Human Resources","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Human Resources","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Human Resources","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Human Resources","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Internal Audit","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Internal Audit","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Internal Audit","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Internal Audit","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Internal Audit","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Internal Audit","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Internal Audit","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Internal Audit","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Internal Audit","Other","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Internal Audit","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Internal Audit","Policy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Internal Audit","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Internal Audit","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Internal Audit","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal","Legal","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal","Legal","G6/G7","85","75","60710","60440"
"In post","2021","Other ethnicity","Legal","Legal","SCS level","10","10","[c]","[c]"
"In post","2021","Other ethnicity","Legal","Legal","SEO/HEO","15","15","[c]","[c]"
"In post","2021","Other ethnicity","Legal","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal","Operational Delivery","AA/AO","10","10","[c]","[c]"
"In post","2021","Other ethnicity","Legal","Operational Delivery","EO","10","10","[c]","[c]"
"In post","2021","Other ethnicity","Legal","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal","Other","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal","Other","EO","10","5","[c]","[c]"
"In post","2021","Other ethnicity","Legal","Other","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal","Policy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal","Policy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal","Tax","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal","Tax","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal","Tax","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal","Tax","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Commercial","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Corporate Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Economics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Economics","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Economics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Economics","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Inspector of Education and Training","G6/G7","5","5","[c]","[c]"
"In post","2021","Other ethnicity","No function","Inspector of Education and Training","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Inspector of Education and Training","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Intelligence Analysis","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","International Trade","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","International Trade","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","International Trade","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","International Trade","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Other ethnicity","No function","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Knowledge and Information Management","G6/G7","5","5","[c]","[c]"
"In post","2021","Other ethnicity","No function","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Legal","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Medicine","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Medicine","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Medicine","SCS level","5","5","[c]","[c]"
"In post","2021","Other ethnicity","No function","Medicine","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Operational Delivery","AA/AO","250","230","24610","22680"
"In post","2021","Other ethnicity","No function","Operational Delivery","EO","110","105","28810","27130"
"In post","2021","Other ethnicity","No function","Operational Delivery","G6/G7","30","30","[c]","[c]"
"In post","2021","Other ethnicity","No function","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Operational Delivery","SEO/HEO","105","100","39720","37280"
"In post","2021","Other ethnicity","No function","Operational Delivery","Unknown","60","60","30120","28690"
"In post","2021","Other ethnicity","No function","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Operational Research","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Operational Research","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Other","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Other","EO","10","5","[c]","[c]"
"In post","2021","Other ethnicity","No function","Other","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Planning","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Planning","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Planning","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Planning","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Planning","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Planning Inspectors","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Planning Inspectors","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Policy","AA/AO","10","5","[c]","[c]"
"In post","2021","Other ethnicity","No function","Policy","EO","25","20","[c]","[c]"
"In post","2021","Other ethnicity","No function","Policy","G6/G7","70","65","58600","55070"
"In post","2021","Other ethnicity","No function","Policy","SCS level","10","10","[c]","[c]"
"In post","2021","Other ethnicity","No function","Policy","SEO/HEO","85","85","36350","35110"
"In post","2021","Other ethnicity","No function","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Property","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Property","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Property","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Psychology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Psychology","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Psychology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Psychology","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Other ethnicity","No function","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Science and Engineering","AA/AO","5","5","[c]","[c]"
"In post","2021","Other ethnicity","No function","Science and Engineering","EO","10","5","[c]","[c]"
"In post","2021","Other ethnicity","No function","Science and Engineering","G6/G7","15","15","[c]","[c]"
"In post","2021","Other ethnicity","No function","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Science and Engineering","SEO/HEO","25","25","[c]","[c]"
"In post","2021","Other ethnicity","No function","Security","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Security","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Security","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Social Research","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Social Research","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Statistics","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Tax","AA/AO","5","5","[c]","[c]"
"In post","2021","Other ethnicity","No function","Tax","EO","5","5","[c]","[c]"
"In post","2021","Other ethnicity","No function","Tax","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Tax","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Tax","SEO/HEO","20","20","[c]","[c]"
"In post","2021","Other ethnicity","No function","Unknown","AA/AO","5","5","[c]","[c]"
"In post","2021","Other ethnicity","No function","Unknown","EO","5","5","[c]","[c]"
"In post","2021","Other ethnicity","No function","Unknown","G6/G7","10","10","[c]","[c]"
"In post","2021","Other ethnicity","No function","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Unknown","SEO/HEO","25","25","[c]","[c]"
"In post","2021","Other ethnicity","No function","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Veterinarian","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Veterinarian","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Veterinarian","G6/G7","5","5","[c]","[c]"
"In post","2021","Other ethnicity","No function","Veterinarian","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Veterinarian","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Commercial","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Economics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Economics","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","International Trade","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Medicine","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Medicine","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Medicine","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Medicine","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Other","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Other","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Other","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Planning","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Policy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Policy","G6/G7","15","15","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Policy","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Project Delivery","EO","5","5","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Project Delivery","G6/G7","20","20","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Project Delivery","SEO/HEO","35","35","36550","35580"
"In post","2021","Other ethnicity","Project Delivery","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Property","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Property","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Property","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Psychology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Psychology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Science and Engineering","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Science and Engineering","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Security","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Security","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Security","SCS level","[c]","[c]","[c]","[c]"
