"Status","Year","Ethnicity","Function_of_post","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Other ethnicity","Project Delivery","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Statistics","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Tax","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Tax","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Tax","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Tax","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Other","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Other","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Other","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Planning","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Planning","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Planning","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Policy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Property","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Property","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Property","G6/G7","5","5","[c]","[c]"
"In post","2021","Other ethnicity","Property","Property","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Property","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Other ethnicity","Property","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Intelligence Analysis","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Intelligence Analysis","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Other","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Security","AA/AO","20","20","[c]","[c]"
"In post","2021","Other ethnicity","Security","Security","EO","5","5","[c]","[c]"
"In post","2021","Other ethnicity","Security","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Security","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Digital, Data and Technology","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Economics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Economics","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Economics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Economics","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Intelligence Analysis","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Intelligence Analysis","EO","5","5","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Intelligence Analysis","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Legal","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Legal","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Medicine","AA/AO","10","5","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Medicine","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Medicine","G6/G7","10","5","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Medicine","SCS level","5","5","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Medicine","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Operational Delivery","AA/AO","40","35","22840","21430"
"In post","2021","Other ethnicity","Unknown","Operational Delivery","EO","85","80","27530","28280"
"In post","2021","Other ethnicity","Unknown","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Operational Delivery","SEO/HEO","15","15","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Operational Research","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Operational Research","SCS level","[c]","[c]","[c]","[c]"
