"Status","Year","Ethnicity","Organisation","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Asian","Home Office (incl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Home Office (incl. agencies)","Overseas","Female","15","15","[c]","[c]"
"In post","2021","Asian","Home Office (incl. agencies)","Overseas","Male","20","20","[c]","[c]"
"In post","2021","Asian","Home Office (incl. agencies)","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Home Office (incl. agencies)","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Home Office (incl. agencies)","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Home Office (incl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Insolvency Service","London","Female","30","25","30230","25060"
"In post","2021","Asian","Insolvency Service","London","Male","15","15","[c]","[c]"
"In post","2021","Asian","Insolvency Service","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Insolvency Service","Outside London","Female","55","50","26370","20880"
"In post","2021","Asian","Insolvency Service","Outside London","Male","45","45","28760","24500"
"In post","2021","Asian","Insolvency Service","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Institute for Apprenticeships and Technical Education","London","Female","5","5","[c]","[c]"
"In post","2021","Asian","Institute for Apprenticeships and Technical Education","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Institute for Apprenticeships and Technical Education","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Institute for Apprenticeships and Technical Education","Outside London","Female","10","10","[c]","[c]"
"In post","2021","Asian","Institute for Apprenticeships and Technical Education","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Institute for Apprenticeships and Technical Education","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal Aid Agency","London","Female","5","5","[c]","[c]"
"In post","2021","Asian","Legal Aid Agency","London","Male","10","10","[c]","[c]"
"In post","2021","Asian","Legal Aid Agency","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal Aid Agency","Outside London","Female","30","25","23340","21120"
"In post","2021","Asian","Legal Aid Agency","Outside London","Male","15","15","[c]","[c]"
"In post","2021","Asian","Legal Aid Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Maritime and Coastguard Agency","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Maritime and Coastguard Agency","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Maritime and Coastguard Agency","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Maritime and Coastguard Agency","Outside London","Female","15","15","[c]","[c]"
"In post","2021","Asian","Maritime and Coastguard Agency","Outside London","Male","40","40","56500","59220"
"In post","2021","Asian","Maritime and Coastguard Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Medicines and Healthcare Products Regulatory Agency","London","Female","145","140","39120","33100"
"In post","2021","Asian","Medicines and Healthcare Products Regulatory Agency","London","Male","85","85","46520","40450"
"In post","2021","Asian","Medicines and Healthcare Products Regulatory Agency","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Medicines and Healthcare Products Regulatory Agency","Outside London","Female","20","20","[c]","[c]"
"In post","2021","Asian","Medicines and Healthcare Products Regulatory Agency","Outside London","Male","20","20","[c]","[c]"
"In post","2021","Asian","Medicines and Healthcare Products Regulatory Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Met Office","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Met Office","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Met Office","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Met Office","Outside London","Female","10","10","[c]","[c]"
"In post","2021","Asian","Met Office","Outside London","Male","15","15","[c]","[c]"
"In post","2021","Asian","Met Office","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Met Office","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Met Office","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Met Office","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ministry of Defence (excl. agencies)","London","Female","155","150","36100","34000"
"In post","2021","Asian","Ministry of Defence (excl. agencies)","London","Male","145","145","37040","37000"
"In post","2021","Asian","Ministry of Defence (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ministry of Defence (excl. agencies)","Outside London","Female","265","245","31690","26670"
"In post","2021","Asian","Ministry of Defence (excl. agencies)","Outside London","Male","315","315","32810","29670"
"In post","2021","Asian","Ministry of Defence (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ministry of Defence (excl. agencies)","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ministry of Defence (excl. agencies)","Overseas","Male","10","10","[c]","[c]"
"In post","2021","Asian","Ministry of Defence (excl. agencies)","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ministry of Defence (excl. agencies)","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ministry of Defence (excl. agencies)","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ministry of Defence (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ministry of Housing, Communities and Local Government (excl. agencies)","London","Female","100","100","42560","39600"
"In post","2021","Asian","Ministry of Housing, Communities and Local Government (excl. agencies)","London","Male","65","65","42900","38230"
"In post","2021","Asian","Ministry of Housing, Communities and Local Government (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ministry of Housing, Communities and Local Government (excl. agencies)","Outside London","Female","20","20","[c]","[c]"
"In post","2021","Asian","Ministry of Housing, Communities and Local Government (excl. agencies)","Outside London","Male","20","20","[c]","[c]"
"In post","2021","Asian","Ministry of Housing, Communities and Local Government (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ministry of Justice (excl. agencies)","London","Female","210","200","38810","33930"
"In post","2021","Asian","Ministry of Justice (excl. agencies)","London","Male","160","160","42860","39880"
"In post","2021","Asian","Ministry of Justice (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ministry of Justice (excl. agencies)","Outside London","Female","65","65","30610","27230"
"In post","2021","Asian","Ministry of Justice (excl. agencies)","Outside London","Male","30","30","34130","27350"
"In post","2021","Asian","Ministry of Justice (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ministry of Justice (excl. agencies)","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ministry of Justice (excl. agencies)","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ministry of Justice (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","National Crime Agency","London","Female","85","80","37520","36200"
"In post","2021","Asian","National Crime Agency","London","Male","45","45","40470","40170"
"In post","2021","Asian","National Crime Agency","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","National Crime Agency","Outside London","Female","55","50","31390","31560"
"In post","2021","Asian","National Crime Agency","Outside London","Male","50","50","33590","36220"
"In post","2021","Asian","National Crime Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","National Crime Agency","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","National Crime Agency","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","National Crime Agency","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","National Crime Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","National Crime Agency","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","National Crime Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","National Infrastructure Commission","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","National Infrastructure Commission","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","National Infrastructure Commission","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","National Records of Scotland","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","National Records of Scotland","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","National Records of Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","National Savings and Investments","London","Female","10","10","[c]","[c]"
"In post","2021","Asian","National Savings and Investments","London","Male","10","10","[c]","[c]"
"In post","2021","Asian","National Savings and Investments","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","National Savings and Investments","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","National Savings and Investments","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","National Savings and Investments","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland Office","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland Office","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland Office","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland Office","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland Office","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland Office","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Office for Budget Responsibility","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Office for Budget Responsibility","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Office for Budget Responsibility","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Office for Standards in Education, Children's Services and Skills","London","Female","30","30","47040","42850"
"In post","2021","Asian","Office for Standards in Education, Children's Services and Skills","London","Male","15","15","[c]","[c]"
"In post","2021","Asian","Office for Standards in Education, Children's Services and Skills","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Office for Standards in Education, Children's Services and Skills","Outside London","Female","40","35","33900","28940"
"In post","2021","Asian","Office for Standards in Education, Children's Services and Skills","Outside London","Male","15","15","[c]","[c]"
"In post","2021","Asian","Office for Standards in Education, Children's Services and Skills","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Office of Gas and Electricity Markets","London","Female","45","45","45660","45990"
"In post","2021","Asian","Office of Gas and Electricity Markets","London","Male","40","40","47200","39880"
"In post","2021","Asian","Office of Gas and Electricity Markets","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Office of Gas and Electricity Markets","Outside London","Female","10","10","[c]","[c]"
"In post","2021","Asian","Office of Gas and Electricity Markets","Outside London","Male","5","5","[c]","[c]"
"In post","2021","Asian","Office of Gas and Electricity Markets","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Office of Qualifications and Examinations Regulation","Outside London","Female","15","15","[c]","[c]"
"In post","2021","Asian","Office of Qualifications and Examinations Regulation","Outside London","Male","10","10","[c]","[c]"
"In post","2021","Asian","Office of Qualifications and Examinations Regulation","Outside London","Unknown","[c]","[c]","[c]","[c]"
