"Status","Year","Age","Disability","Function_of_post","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","30-39","Declared non-disabled","Digital, Data & Technology","Serious Fraud Office","5","5","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Digital, Data & Technology","Submarine Delivery Agency","5","5","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Digital, Data & Technology","The National Archives","15","15","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Digital, Data & Technology","UK Export Finance","10","10","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Digital, Data & Technology","UK Hydrographic Office","30","30","35710","33290"
"In post","2021","30-39","Declared non-disabled","Digital, Data & Technology","UK Intellectual Property Office","30","30","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Digital, Data & Technology","United Kingdom Statistics Authority","60","55","40600","36250"
"In post","2021","30-39","Declared non-disabled","Digital, Data & Technology","Vehicle Certification Agency","5","5","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Digital, Data & Technology","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Digital, Data & Technology","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Digital, Data & Technology","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Finance","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Finance","Cabinet Office (excl. agencies)","10","10","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Finance","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Finance","Companies House","5","5","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Finance","Competition and Markets Authority","5","5","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Finance","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Finance","Crown Office and Procurator Fiscal Service","5","5","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Finance","Crown Prosecution Service","20","15","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Finance","Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Finance","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Finance","Defence Equipment and Support","60","55","37780","36500"
"In post","2021","30-39","Declared non-disabled","Finance","Defence Science and Technology Laboratory","10","10","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","35","35","60370","58860"
"In post","2021","30-39","Declared non-disabled","Finance","Department for Digital, Culture, Media and Sport","25","25","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Finance","Department for Education (excl. agencies)","80","75","46760","50080"
"In post","2021","30-39","Declared non-disabled","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","50","50","42720","38750"
"In post","2021","30-39","Declared non-disabled","Finance","Department for International Trade","10","10","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Finance","Department for Transport (excl. agencies)","20","20","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Finance","Department of Health and Social Care (excl. agencies)","20","20","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Finance","Driver and Vehicle Licensing Agency","25","25","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Finance","Driver and Vehicle Standards Agency","20","20","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Finance","Education and Skills Funding Agency","20","20","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Finance","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Finance","FCDO Services","10","10","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Finance","Food Standards Agency","5","5","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","30","30","47610","49540"
"In post","2021","30-39","Declared non-disabled","Finance","Forestry and Land Scotland","10","10","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Finance","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Finance","Government Legal Department","5","5","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Finance","Government Property Agency","10","10","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Finance","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Finance","HM Courts and Tribunals Service","45","40","37470","33470"
"In post","2021","30-39","Declared non-disabled","Finance","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Finance","HM Revenue and Customs (excl. agencies)","235","215","35150","31810"
"In post","2021","30-39","Declared non-disabled","Finance","HM Treasury (excl. agencies)","25","25","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Finance","Insolvency Service","5","5","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Finance","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Finance","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Finance","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Finance","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Finance","Met Office","10","10","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Finance","Ministry of Defence (excl. agencies)","240","225","38460","33300"
"In post","2021","30-39","Declared non-disabled","Finance","Ministry of Housing, Communities and Local Government (excl. agencies)","25","25","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Finance","Ministry of Justice (excl. agencies)","65","65","41420","34090"
"In post","2021","30-39","Declared non-disabled","Finance","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Finance","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Finance","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Finance","Office for Standards in Education, Children's Services and Skills","15","15","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Finance","Office of Gas and Electricity Markets","10","10","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Finance","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Finance","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Finance","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Finance","Public Health England","30","30","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Finance","Registers of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Finance","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Finance","Scottish Forestry","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Finance","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Finance","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Finance","Submarine Delivery Agency","5","5","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Finance","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Finance","UK Export Finance","5","5","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Finance","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Finance","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Finance","UK Space Agency","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Finance","United Kingdom Statistics Authority","10","10","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Finance","Valuation Office Agency","10","10","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Finance","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Finance","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Finance","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Finance","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Grants Management","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Grants Management","Rural Payments Agency","345","310","24120","21050"
"In post","2021","30-39","Declared non-disabled","Human Resources","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Human Resources","Cabinet Office (excl. agencies)","230","225","39010","37300"
"In post","2021","30-39","Declared non-disabled","Human Resources","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Human Resources","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Human Resources","Companies House","20","15","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Human Resources","Competition and Markets Authority","10","10","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Human Resources","Crown Commercial Service","5","5","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Human Resources","Crown Office and Procurator Fiscal Service","5","5","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Human Resources","Crown Prosecution Service","20","20","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Human Resources","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Human Resources","Defence Equipment and Support","45","40","32850","31700"
"In post","2021","30-39","Declared non-disabled","Human Resources","Defence Science and Technology Laboratory","20","20","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","20","20","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Human Resources","Department for Digital, Culture, Media and Sport","15","10","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Human Resources","Department for Education (excl. agencies)","15","15","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","35","35","39610","36970"
"In post","2021","30-39","Declared non-disabled","Human Resources","Department for International Trade","20","20","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Human Resources","Department for Transport (excl. agencies)","25","20","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Human Resources","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Human Resources","Driver and Vehicle Licensing Agency","40","40","28880","30730"
"In post","2021","30-39","Declared non-disabled","Human Resources","Driver and Vehicle Standards Agency","10","10","[c]","[c]"
