"Status","Year","Age","Function_of_post","Organisation","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","50-59","Human Resources","Scottish Prison Service","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Human Resources","Scottish Prison Service","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Human Resources","Submarine Delivery Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Human Resources","UK Export Finance","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Human Resources","United Kingdom Statistics Authority","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Internal Audit","Government Internal Audit Agency","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Internal Audit","HM Revenue and Customs (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Internal Audit","Ministry of Defence (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Internal Audit","Ministry of Defence (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Legal","Crown Office and Procurator Fiscal Service","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Legal","Crown Prosecution Service","AO","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Legal","Crown Prosecution Service","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Legal","Crown Prosecution Service","G7","40","[c]","51150","50520"
"New entrant CS","2021","50-59","Legal","Crown Prosecution Service","HEO","15","[c]","38860","38000"
"New entrant CS","2021","50-59","Legal","Crown Prosecution Service","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Legal","Department for Education (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Legal","Government Legal Department","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Legal","Government Legal Department","G6","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Legal","Government Legal Department","G7","15","[c]","52790","50500"
"New entrant CS","2021","50-59","Legal","Government Legal Department","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Legal","HM Courts and Tribunals Service","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Legal","HM Courts and Tribunals Service","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Legal","HM Courts and Tribunals Service","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Legal","HM Land Registry","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Legal","HM Land Registry","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Legal","Institute for Apprenticeships and Technical Education","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Legal","Ministry of Defence (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Legal","Ministry of Justice (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Legal","National Crime Agency","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Legal","Office for Standards in Education, Children's Services and Skills","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Legal","Office of the Public Guardian","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Legal","Scottish Courts and Tribunals Service","AA","10","[c]","20070","20070"
"New entrant CS","2021","50-59","Legal","Scottish Courts and Tribunals Service","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Legal","Scottish Courts and Tribunals Service","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Legal","UK Supreme Court","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Advisory, Conciliation and Arbitration Service","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Advisory, Conciliation and Arbitration Service","EO","15","[c]","24550","24250"
"New entrant CS","2021","50-59","No function","Advisory, Conciliation and Arbitration Service","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Animal and Plant Health Agency","AO","25","[c]","21050","21050"
"New entrant CS","2021","50-59","No function","Animal and Plant Health Agency","EO","15","[c]","25870","24920"
"New entrant CS","2021","50-59","No function","Animal and Plant Health Agency","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Animal and Plant Health Agency","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Animal and Plant Health Agency","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Cabinet Office (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Cabinet Office (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Cabinet Office (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Cabinet Office (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Cabinet Office (excl. agencies)","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Cabinet Office (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Cabinet Office (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Companies House","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Criminal Injuries Compensation Authority","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Criminal Injuries Compensation Authority","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Crown Commercial Service","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Crown Commercial Service","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Crown Commercial Service","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Crown Commercial Service","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Crown Commercial Service","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Crown Office and Procurator Fiscal Service","AO","10","[c]","20760","20760"
"New entrant CS","2021","50-59","No function","Crown Office and Procurator Fiscal Service","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Crown Office and Procurator Fiscal Service","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Defence Science and Technology Laboratory","G7","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Defence Science and Technology Laboratory","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO","10","[c]","40380","40050"
"New entrant CS","2021","50-59","No function","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Department for Digital, Culture, Media and Sport","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Department for Digital, Culture, Media and Sport","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Department for Digital, Culture, Media and Sport","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Department for Education (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Department for Education (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Department for Education (excl. agencies)","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Department for Education (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","G6","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","G7","10","[c]","49940","50040"
"New entrant CS","2021","50-59","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","HEO","10","[c]","30760","29550"
"New entrant CS","2021","50-59","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Department for International Trade","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Department for International Trade","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Department for International Trade","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Department for Transport (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Department for Transport (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Department for Transport (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Department for Transport (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Department for Transport (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Department for Transport (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Department for Transport (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Department of Health and Social Care (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Department of Health and Social Care (excl. agencies)","G6","15","[c]","63580","62400"
"New entrant CS","2021","50-59","No function","Department of Health and Social Care (excl. agencies)","G7","15","[c]","51680","53360"
"New entrant CS","2021","50-59","No function","Department of Health and Social Care (excl. agencies)","HEO","20","[c]","31360","32790"
"New entrant CS","2021","50-59","No function","Department of Health and Social Care (excl. agencies)","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Department of Health and Social Care (excl. agencies)","SEO","20","[c]","39900","40650"
"New entrant CS","2021","50-59","No function","Driver and Vehicle Licensing Agency","AA","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Driver and Vehicle Licensing Agency","AO","15","[c]","21590","21590"
"New entrant CS","2021","50-59","No function","Driver and Vehicle Licensing Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Driver and Vehicle Licensing Agency","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Driver and Vehicle Licensing Agency","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Driver and Vehicle Standards Agency","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Driver and Vehicle Standards Agency","AO","35","[c]","24760","26580"
"New entrant CS","2021","50-59","No function","Driver and Vehicle Standards Agency","EO","15","[c]","27120","26130"
"New entrant CS","2021","50-59","No function","Driver and Vehicle Standards Agency","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Education and Skills Funding Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Education and Skills Funding Agency","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","ESTYN","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Food Standards Agency","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Food Standards Agency","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Health and Safety Executive","AO","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Health and Safety Executive","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Health and Safety Executive","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Health and Safety Executive","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Health and Safety Executive","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","HM Courts and Tribunals Service","AA","90","[c]","17180","16840"
"New entrant CS","2021","50-59","No function","HM Courts and Tribunals Service","AO","175","[c]","20310","19930"
"New entrant CS","2021","50-59","No function","HM Courts and Tribunals Service","EO","30","[c]","23400","22570"
"New entrant CS","2021","50-59","No function","HM Courts and Tribunals Service","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","HM Courts and Tribunals Service","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","HM Courts and Tribunals Service","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","HM Land Registry","AO","60","[c]","22570","22350"
"New entrant CS","2021","50-59","No function","HM Prison and Probation Service","AA","175","[c]","20670","20600"
"New entrant CS","2021","50-59","No function","HM Prison and Probation Service","AO","175","[c]","24130","22850"
"New entrant CS","2021","50-59","No function","HM Prison and Probation Service","EO","25","[c]","26650","24620"
"New entrant CS","2021","50-59","No function","HM Prison and Probation Service","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","HM Prison and Probation Service","HEO","15","[c]","32460","32410"
"New entrant CS","2021","50-59","No function","HM Prison and Probation Service","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","HM Prison and Probation Service","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","HM Prison and Probation Service","Unknown","155","[c]","22420","19570"
"New entrant CS","2021","50-59","No function","HM Revenue and Customs (excl. agencies)","AO","170","[c]","20180","20140"
"New entrant CS","2021","50-59","No function","HM Revenue and Customs (excl. agencies)","EO","10","[c]","25330","25560"
"New entrant CS","2021","50-59","No function","HM Revenue and Customs (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","HM Revenue and Customs (excl. agencies)","HEO","15","[c]","33840","31810"
"New entrant CS","2021","50-59","No function","HM Revenue and Customs (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","HM Treasury (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","HM Treasury (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","HM Treasury (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","HM Treasury (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Insolvency Service","AO","10","[c]","21160","20880"
"New entrant CS","2021","50-59","No function","Insolvency Service","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Insolvency Service","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Institute for Apprenticeships and Technical Education","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Institute for Apprenticeships and Technical Education","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Institute for Apprenticeships and Technical Education","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Institute for Apprenticeships and Technical Education","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Legal Aid Agency","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Legal Aid Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Maritime and Coastguard Agency","AO","10","[c]","23090","21590"
"New entrant CS","2021","50-59","No function","Maritime and Coastguard Agency","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Maritime and Coastguard Agency","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Maritime and Coastguard Agency","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Maritime and Coastguard Agency","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Met Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Ministry of Housing, Communities and Local Government (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Ministry of Housing, Communities and Local Government (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Ministry of Housing, Communities and Local Government (excl. agencies)","G7","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Ministry of Housing, Communities and Local Government (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Ministry of Housing, Communities and Local Government (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Ministry of Housing, Communities and Local Government (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Ministry of Justice (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Ministry of Justice (excl. agencies)","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Ministry of Justice (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Ministry of Justice (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Ministry of Justice (excl. agencies)","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","National Crime Agency","AO","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","National Crime Agency","EO","90","[c]","33970","34140"
"New entrant CS","2021","50-59","No function","National Crime Agency","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","National Crime Agency","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","National Crime Agency","HEO","50","[c]","41520","40210"
"New entrant CS","2021","50-59","No function","National Crime Agency","SEO","10","[c]","46580","45480"
"New entrant CS","2021","50-59","No function","National Infrastructure Commission","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","National Infrastructure Commission","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","National Savings and Investments","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","National Savings and Investments","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Office for Standards in Education, Children's Services and Skills","G7","15","[c]","73190","75500"
"New entrant CS","2021","50-59","No function","Office for Standards in Education, Children's Services and Skills","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Office of Gas and Electricity Markets","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Office of Gas and Electricity Markets","EO","10","[c]","25150","24230"
"New entrant CS","2021","50-59","No function","Office of Gas and Electricity Markets","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Office of Gas and Electricity Markets","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Office of Gas and Electricity Markets","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Office of Gas and Electricity Markets","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Office of Qualifications and Examinations Regulation","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Office of Qualifications and Examinations Regulation","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Office of Qualifications and Examinations Regulation","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Office of Rail and Road","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Office of the Public Guardian","AO","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Office of the Public Guardian","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Office of the Public Guardian","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Planning Inspectorate","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Planning Inspectorate","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Planning Inspectorate","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Planning Inspectorate","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Planning Inspectorate","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Planning Inspectorate","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Public Health England","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Public Health England","AO","25","[c]","20310","19630"
"New entrant CS","2021","50-59","No function","Public Health England","EO","30","[c]","24980","25010"
"New entrant CS","2021","50-59","No function","Public Health England","G6","15","[c]","70030","66870"
"New entrant CS","2021","50-59","No function","Public Health England","G7","40","[c]","53530","52610"
"New entrant CS","2021","50-59","No function","Public Health England","HEO","70","[c]","31660","31370"
"New entrant CS","2021","50-59","No function","Public Health England","SCS level","20","[c]","100900","105000"
"New entrant CS","2021","50-59","No function","Public Health England","SEO","75","[c]","39760","38890"
"New entrant CS","2021","50-59","No function","Registers of Scotland","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Scottish Prison Service","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Scottish Prison Service","AO","10","[c]","20810","20810"
"New entrant CS","2021","50-59","No function","Scottish Prison Service","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Scottish Prison Service","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Standards and Testing Agency","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Standards and Testing Agency","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Standards and Testing Agency","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Teaching Regulation Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","The National Archives","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","The National Archives","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","UK Hydrographic Office","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","UK Hydrographic Office","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","UK Intellectual Property Office","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","UK Intellectual Property Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","UK Intellectual Property Office","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","UK Intellectual Property Office","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","UK Intellectual Property Office","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","United Kingdom Statistics Authority","AA","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","United Kingdom Statistics Authority","AO","10","[c]","19410","19130"
"New entrant CS","2021","50-59","No function","United Kingdom Statistics Authority","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","United Kingdom Statistics Authority","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","United Kingdom Statistics Authority","HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","United Kingdom Statistics Authority","SEO","15","[c]","36270","36030"
"New entrant CS","2021","50-59","No function","Vehicle Certification Agency","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Vehicle Certification Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Wales Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Water Services Regulation Authority","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Water Services Regulation Authority","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Project Delivery","Cabinet Office (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Project Delivery","Cabinet Office (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Project Delivery","Cabinet Office (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Project Delivery","Cabinet Office (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Project Delivery","Companies House","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Project Delivery","Companies House","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Project Delivery","Defence Equipment and Support","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Project Delivery","Defence Equipment and Support","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Project Delivery","Defence Equipment and Support","G7","15","[c]","56090","55000"
"New entrant CS","2021","50-59","Project Delivery","Defence Equipment and Support","HEO","20","[c]","29850","30000"
"New entrant CS","2021","50-59","Project Delivery","Defence Equipment and Support","SEO","45","[c]","42240","42000"
"New entrant CS","2021","50-59","Project Delivery","Defence Science and Technology Laboratory","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Project Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Project Delivery","Department for Digital, Culture, Media and Sport","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Project Delivery","Department for Digital, Culture, Media and Sport","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Project Delivery","Department for Digital, Culture, Media and Sport","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Project Delivery","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Project Delivery","Department for Education (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Project Delivery","Department for Education (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Project Delivery","Department for Education (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Project Delivery","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Project Delivery","Department for Environment, Food and Rural Affairs (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Project Delivery","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Project Delivery","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Project Delivery","Department for International Trade","G6","[c]","[c]","[c]","[c]"
