"Status","Year","Disability","Organisation","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Undeclared","National Records of Scotland","Scottish Government","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","National Records of Scotland","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","National Savings and Investments","Chancellor's other departments","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","National Savings and Investments","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","National Savings and Investments","Chancellor's other departments","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Northern Ireland Office","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Northern Ireland Office","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Northern Ireland Office","Northern Ireland Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Northern Ireland Office","Northern Ireland Office","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Undeclared","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","G6/G7","5","5","[c]","[c]"
"In post","2021","Undeclared","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office of Rail and Road","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office of Rail and Road","Office of Rail and Road","G6/G7","5","5","[c]","[c]"
"In post","2021","Undeclared","Office of Rail and Road","Office of Rail and Road","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office of Rail and Road","Office of Rail and Road","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Undeclared","Office of the Public Guardian","Ministry of Justice","AA/AO","70","60","19860","19930"
"In post","2021","Undeclared","Office of the Public Guardian","Ministry of Justice","EO","30","25","[c]","[c]"
"In post","2021","Undeclared","Office of the Public Guardian","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office of the Public Guardian","Ministry of Justice","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Undeclared","Planning Inspectorate","Ministry of Housing, Communities and Local Government","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Planning Inspectorate","Ministry of Housing, Communities and Local Government","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Planning Inspectorate","Ministry of Housing, Communities and Local Government","G6/G7","20","15","[c]","[c]"
"In post","2021","Undeclared","Planning Inspectorate","Ministry of Housing, Communities and Local Government","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Undeclared","Public Health England","Department of Health and Social Care","AA/AO","50","40","20740","19630"
"In post","2021","Undeclared","Public Health England","Department of Health and Social Care","EO","50","50","25250","25010"
"In post","2021","Undeclared","Public Health England","Department of Health and Social Care","G6/G7","155","140","57970","55130"
"In post","2021","Undeclared","Public Health England","Department of Health and Social Care","SCS level","45","35","104710","95000"
"In post","2021","Undeclared","Public Health England","Department of Health and Social Care","SEO/HEO","210","180","36460","37120"
"In post","2021","Undeclared","Registers of Scotland","Scottish Government","AA/AO","10","10","[c]","[c]"
"In post","2021","Undeclared","Registers of Scotland","Scottish Government","EO","15","15","[c]","[c]"
"In post","2021","Undeclared","Registers of Scotland","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Registers of Scotland","Scottish Government","SEO/HEO","25","25","[c]","[c]"
"In post","2021","Undeclared","Rural Payments Agency","Department for Environment, Food and Rural Affairs","AA/AO","10","10","[c]","[c]"
"In post","2021","Undeclared","Rural Payments Agency","Department for Environment, Food and Rural Affairs","EO","15","15","[c]","[c]"
"In post","2021","Undeclared","Rural Payments Agency","Department for Environment, Food and Rural Affairs","G6/G7","5","5","[c]","[c]"
"In post","2021","Undeclared","Rural Payments Agency","Department for Environment, Food and Rural Affairs","SEO/HEO","15","10","[c]","[c]"
"In post","2021","Undeclared","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","G6/G7","5","5","[c]","[c]"
"In post","2021","Undeclared","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scottish Government (excl. agencies)","Scottish Government","AA/AO","10","10","[c]","[c]"
"In post","2021","Undeclared","Scottish Government (excl. agencies)","Scottish Government","EO","15","15","[c]","[c]"
"In post","2021","Undeclared","Scottish Government (excl. agencies)","Scottish Government","G6/G7","40","35","59940","61010"
"In post","2021","Undeclared","Scottish Government (excl. agencies)","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scottish Government (excl. agencies)","Scottish Government","SEO/HEO","55","55","38720","37620"
"In post","2021","Undeclared","Scottish Housing Regulator","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scottish Housing Regulator","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scottish Prison Service","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scottish Prison Service","Scottish Government","EO","10","10","[c]","[c]"
"In post","2021","Undeclared","Scottish Prison Service","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scottish Prison Service","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scottish Public Pensions Agency","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scottish Public Pensions Agency","Scottish Government","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scottish Public Pensions Agency","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scottish Public Pensions Agency","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Serious Fraud Office","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Serious Fraud Office","Attorney General's Departments","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Serious Fraud Office","Attorney General's Departments","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Serious Fraud Office","Attorney General's Departments","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Undeclared","Serious Fraud Office","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Social Security Scotland","Scottish Government","AA/AO","10","5","[c]","[c]"
"In post","2021","Undeclared","Social Security Scotland","Scottish Government","EO","5","5","[c]","[c]"
"In post","2021","Undeclared","Social Security Scotland","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Social Security Scotland","Scottish Government","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Undeclared","Standards and Testing Agency","Department for Education","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Standards and Testing Agency","Department for Education","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Standards and Testing Agency","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Standards and Testing Agency","Department for Education","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Student Awards Agency for Scotland","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Submarine Delivery Agency","Ministry of Defence","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Submarine Delivery Agency","Ministry of Defence","Unknown","120","115","43660","41490"
"In post","2021","Undeclared","Teaching Regulation Agency","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Teaching Regulation Agency","Department for Education","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Transport Scotland","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","UK Export Finance","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","UK Export Finance","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","UK Export Finance","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","UK Hydrographic Office","Ministry of Defence","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","UK Hydrographic Office","Ministry of Defence","EO","20","15","[c]","[c]"
"In post","2021","Undeclared","UK Hydrographic Office","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","UK Hydrographic Office","Ministry of Defence","SEO/HEO","40","40","37050","34000"
"In post","2021","Undeclared","UK Space Agency","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","UK Space Agency","Department for Business, Energy and Industrial Strategy","G6/G7","5","5","[c]","[c]"
"In post","2021","Undeclared","UK Space Agency","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","UK Space Agency","Department for Business, Energy and Industrial Strategy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","United Kingdom Statistics Authority","United Kingdom Statistics Authority","AA/AO","55","35","19370","19130"
"In post","2021","Undeclared","United Kingdom Statistics Authority","United Kingdom Statistics Authority","EO","15","10","[c]","[c]"
"In post","2021","Undeclared","United Kingdom Statistics Authority","United Kingdom Statistics Authority","G6/G7","10","10","[c]","[c]"
"In post","2021","Undeclared","United Kingdom Statistics Authority","United Kingdom Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","United Kingdom Statistics Authority","United Kingdom Statistics Authority","SEO/HEO","45","40","33630","33170"
"In post","2021","Undeclared","Valuation Office Agency","HM Revenue and Customs","AA/AO","50","45","21940","21100"
"In post","2021","Undeclared","Valuation Office Agency","HM Revenue and Customs","EO","80","75","27540","26500"
"In post","2021","Undeclared","Valuation Office Agency","HM Revenue and Customs","G6/G7","40","40","59050","57130"
"In post","2021","Undeclared","Valuation Office Agency","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Valuation Office Agency","HM Revenue and Customs","SEO/HEO","125","115","38840","37380"
"In post","2021","Undeclared","Vehicle Certification Agency","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Vehicle Certification Agency","Department for Transport","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Vehicle Certification Agency","Department for Transport","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Undeclared","Wales Office","Wales Office","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Water Services Regulation Authority","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Water Services Regulation Authority","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Welsh Government (excl. agencies)","Welsh Government","AA/AO","25","25","[c]","[c]"
"In post","2021","Undeclared","Welsh Government (excl. agencies)","Welsh Government","EO","25","25","[c]","[c]"
"In post","2021","Undeclared","Welsh Government (excl. agencies)","Welsh Government","G6/G7","35","35","62290","60830"
"In post","2021","Undeclared","Welsh Government (excl. agencies)","Welsh Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Welsh Government (excl. agencies)","Welsh Government","SEO/HEO","85","85","42000","43760"
"In post","2021","Unknown","Accountant in Bankruptcy","Scottish Government","AA/AO","10","10","[c]","[c]"
"In post","2021","Unknown","Accountant in Bankruptcy","Scottish Government","EO","15","10","[c]","[c]"
"In post","2021","Unknown","Accountant in Bankruptcy","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Accountant in Bankruptcy","Scottish Government","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Unknown","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","AA/AO","35","30","21160","21000"
"In post","2021","Unknown","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","EO","235","220","25110","24250"
"In post","2021","Unknown","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","G6/G7","35","30","59410","58350"
"In post","2021","Unknown","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","SEO/HEO","405","375","36350","34500"
"In post","2021","Unknown","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","AA/AO","65","60","22340","21050"
"In post","2021","Unknown","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","EO","55","50","25880","25330"
"In post","2021","Unknown","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","G6/G7","10","5","[c]","[c]"
"In post","2021","Unknown","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","SEO/HEO","60","60","36140","36520"
"In post","2021","Unknown","Attorney General's Office","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Attorney General's Office","Attorney General's Departments","G6/G7","15","15","[c]","[c]"
"In post","2021","Unknown","Attorney General's Office","Attorney General's Departments","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Attorney General's Office","Attorney General's Departments","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Unknown","Cabinet Office (excl. agencies)","Cabinet Office","AA/AO","165","155","21270","20920"
"In post","2021","Unknown","Cabinet Office (excl. agencies)","Cabinet Office","EO","175","170","27210","27500"
"In post","2021","Unknown","Cabinet Office (excl. agencies)","Cabinet Office","G6/G7","985","970","61270","55910"
"In post","2021","Unknown","Cabinet Office (excl. agencies)","Cabinet Office","SCS level","460","455","86880","72580"
"In post","2021","Unknown","Cabinet Office (excl. agencies)","Cabinet Office","SEO/HEO","2180","2170","31370","29250"
"In post","2021","Unknown","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","EO","30","25","25140","24920"
"In post","2021","Unknown","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","G6/G7","55","50","52980","48560"
"In post","2021","Unknown","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","SEO/HEO","90","80","32880","30220"
"In post","2021","Unknown","Charity Commission","Charity Commission","AA/AO","10","5","[c]","[c]"
"In post","2021","Unknown","Charity Commission","Charity Commission","EO","50","45","25010","24440"
"In post","2021","Unknown","Charity Commission","Charity Commission","G6/G7","30","25","[c]","[c]"
"In post","2021","Unknown","Charity Commission","Charity Commission","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Charity Commission","Charity Commission","SEO/HEO","110","105","33550","31500"
"In post","2021","Unknown","Companies House","Department for Business, Energy and Industrial Strategy","AA/AO","150","130","21700","22490"
"In post","2021","Unknown","Companies House","Department for Business, Energy and Industrial Strategy","EO","80","75","28030","27460"
"In post","2021","Unknown","Companies House","Department for Business, Energy and Industrial Strategy","G6/G7","10","10","[c]","[c]"
"In post","2021","Unknown","Companies House","Department for Business, Energy and Industrial Strategy","SEO/HEO","50","45","39400","39820"
"In post","2021","Unknown","Competition and Markets Authority","Competition and Markets Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Competition and Markets Authority","Competition and Markets Authority","EO","5","5","[c]","[c]"
"In post","2021","Unknown","Competition and Markets Authority","Competition and Markets Authority","G6/G7","40","40","72190","75140"
"In post","2021","Unknown","Competition and Markets Authority","Competition and Markets Authority","SCS level","15","15","[c]","[c]"
"In post","2021","Unknown","Competition and Markets Authority","Competition and Markets Authority","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Unknown","Criminal Injuries Compensation Authority","Ministry of Justice","AA/AO","10","10","[c]","[c]"
"In post","2021","Unknown","Criminal Injuries Compensation Authority","Ministry of Justice","EO","10","10","[c]","[c]"
"In post","2021","Unknown","Criminal Injuries Compensation Authority","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Criminal Injuries Compensation Authority","Ministry of Justice","SEO/HEO","15","15","[c]","[c]"
"In post","2021","Unknown","Crown Commercial Service","Other Cabinet Office Agencies","AA/AO","20","20","[c]","[c]"
"In post","2021","Unknown","Crown Commercial Service","Other Cabinet Office Agencies","EO","85","80","23370","22230"
"In post","2021","Unknown","Crown Commercial Service","Other Cabinet Office Agencies","G6/G7","130","130","52440","52000"
"In post","2021","Unknown","Crown Commercial Service","Other Cabinet Office Agencies","SCS level","5","5","[c]","[c]"
"In post","2021","Unknown","Crown Commercial Service","Other Cabinet Office Agencies","SEO/HEO","275","270","32830","33340"
"In post","2021","Unknown","Crown Office and Procurator Fiscal Service","Scottish Government","AA/AO","15","15","[c]","[c]"
"In post","2021","Unknown","Crown Office and Procurator Fiscal Service","Scottish Government","EO","15","15","[c]","[c]"
"In post","2021","Unknown","Crown Office and Procurator Fiscal Service","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Crown Office and Procurator Fiscal Service","Scottish Government","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Unknown","Crown Prosecution Service","Attorney General's Departments","AA/AO","455","440","21260","21000"
"In post","2021","Unknown","Crown Prosecution Service","Attorney General's Departments","EO","255","250","27300","26970"
"In post","2021","Unknown","Crown Prosecution Service","Attorney General's Departments","G6/G7","515","475","54810","54200"
"In post","2021","Unknown","Crown Prosecution Service","Attorney General's Departments","SCS level","10","10","[c]","[c]"
"In post","2021","Unknown","Crown Prosecution Service","Attorney General's Departments","SEO/HEO","235","230","37470","38000"
"In post","2021","Unknown","Crown Prosecution Service Inspectorate","Attorney General's Departments","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Crown Prosecution Service Inspectorate","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Crown Prosecution Service Inspectorate","Attorney General's Departments","G6/G7","10","10","[c]","[c]"
"In post","2021","Unknown","Debt Management Office","HM Treasury","EO","10","5","[c]","[c]"
"In post","2021","Unknown","Debt Management Office","HM Treasury","G6/G7","55","55","71790","67240"
"In post","2021","Unknown","Debt Management Office","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Debt Management Office","HM Treasury","SEO/HEO","45","45","41370","40580"
"In post","2021","Unknown","Defence Electronics and Components Agency","Ministry of Defence","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Defence Electronics and Components Agency","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Defence Electronics and Components Agency","Ministry of Defence","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Defence Equipment and Support","Ministry of Defence","EO","370","355","21560","20510"
"In post","2021","Unknown","Defence Equipment and Support","Ministry of Defence","G6/G7","165","155","56940","55420"
"In post","2021","Unknown","Defence Equipment and Support","Ministry of Defence","SCS level","5","5","[c]","[c]"
"In post","2021","Unknown","Defence Equipment and Support","Ministry of Defence","SEO/HEO","540","520","36030","36230"
"In post","2021","Unknown","Defence Science and Technology Laboratory","Ministry of Defence","AA/AO","35","35","18820","17710"
"In post","2021","Unknown","Defence Science and Technology Laboratory","Ministry of Defence","EO","45","45","22660","22780"
"In post","2021","Unknown","Defence Science and Technology Laboratory","Ministry of Defence","G6/G7","310","295","51850","47140"
"In post","2021","Unknown","Defence Science and Technology Laboratory","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Defence Science and Technology Laboratory","Ministry of Defence","SEO/HEO","340","330","33700","37320"
"In post","2021","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","AA/AO","15","15","[c]","[c]"
"In post","2021","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","EO","85","85","28060","27680"
"In post","2021","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","G6/G7","320","315","57670","53850"
"In post","2021","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","SCS level","20","20","[c]","[c]"
"In post","2021","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","SEO/HEO","445","440","37500","36740"
"In post","2021","Unknown","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","EO","25","25","[c]","[c]"
"In post","2021","Unknown","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","G6/G7","115","115","58390","55550"
"In post","2021","Unknown","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","SCS level","15","15","[c]","[c]"
"In post","2021","Unknown","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","SEO/HEO","110","110","37270","34020"
"In post","2021","Unknown","Department for Education (excl. agencies)","Department for Education","AA/AO","15","15","[c]","[c]"
"In post","2021","Unknown","Department for Education (excl. agencies)","Department for Education","EO","240","240","26490","25000"
"In post","2021","Unknown","Department for Education (excl. agencies)","Department for Education","G6/G7","290","280","55710","53420"
"In post","2021","Unknown","Department for Education (excl. agencies)","Department for Education","SCS level","25","25","[c]","[c]"
"In post","2021","Unknown","Department for Education (excl. agencies)","Department for Education","SEO/HEO","465","460","35230","36500"
"In post","2021","Unknown","Department for Education (excl. agencies)","Department for Education","Unknown","10","10","[c]","[c]"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","AA/AO","30","25","22040","21050"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","EO","75","70","27040","27240"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","G6/G7","290","280","54950","53610"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","SCS level","40","40","85280","76080"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","SEO/HEO","400","380","35110","35900"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for International Trade","Department for International Trade","AA/AO","5","5","[c]","[c]"
"In post","2021","Unknown","Department for International Trade","Department for International Trade","EO","90","90","26730","26510"
"In post","2021","Unknown","Department for International Trade","Department for International Trade","G6/G7","380","380","55010","51970"
"In post","2021","Unknown","Department for International Trade","Department for International Trade","SCS level","50","50","90860","80000"
"In post","2021","Unknown","Department for International Trade","Department for International Trade","SEO/HEO","470","470","35180","33670"
"In post","2021","Unknown","Department for Transport (excl. agencies)","Department for Transport","EO","30","30","28870","30270"
"In post","2021","Unknown","Department for Transport (excl. agencies)","Department for Transport","G6/G7","85","85","59960","54760"
"In post","2021","Unknown","Department for Transport (excl. agencies)","Department for Transport","SCS level","5","5","[c]","[c]"
"In post","2021","Unknown","Department for Transport (excl. agencies)","Department for Transport","SEO/HEO","110","105","38490","37660"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","AA/AO","890","825","21260","21010"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","EO","1900","1830","28350","27570"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","G6/G7","135","135","59300","57260"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","SCS level","20","20","[c]","[c]"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","SEO/HEO","245","235","36140","36650"
"In post","2021","Unknown","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","AA/AO","25","25","[c]","[c]"
"In post","2021","Unknown","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","EO","330","325","26550","27270"
"In post","2021","Unknown","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","G6/G7","915","900","57200","53360"
"In post","2021","Unknown","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","SCS level","175","170","90740","80000"
"In post","2021","Unknown","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","SEO/HEO","1075","1060","34890","32790"
"In post","2021","Unknown","Disclosure Scotland","Scottish Government","AA/AO","85","80","22170","22230"
"In post","2021","Unknown","Disclosure Scotland","Scottish Government","EO","30","30","29910","29190"
"In post","2021","Unknown","Disclosure Scotland","Scottish Government","G6/G7","10","10","[c]","[c]"
"In post","2021","Unknown","Disclosure Scotland","Scottish Government","SEO/HEO","20","20","[c]","[c]"
"In post","2021","Unknown","Driver and Vehicle Licensing Agency","Department for Transport","AA/AO","540","475","20530","21590"
"In post","2021","Unknown","Driver and Vehicle Licensing Agency","Department for Transport","EO","55","50","26580","26470"
"In post","2021","Unknown","Driver and Vehicle Licensing Agency","Department for Transport","G6/G7","30","25","[c]","[c]"
"In post","2021","Unknown","Driver and Vehicle Licensing Agency","Department for Transport","SEO/HEO","50","50","37850","37600"
"In post","2021","Unknown","Driver and Vehicle Standards Agency","Department for Transport","AA/AO","245","240","24450","23990"
"In post","2021","Unknown","Driver and Vehicle Standards Agency","Department for Transport","EO","470","460","27480","26700"
"In post","2021","Unknown","Driver and Vehicle Standards Agency","Department for Transport","G6/G7","15","15","[c]","[c]"
"In post","2021","Unknown","Driver and Vehicle Standards Agency","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Driver and Vehicle Standards Agency","Department for Transport","SEO/HEO","100","95","35490","32520"
"In post","2021","Unknown","Education and Skills Funding Agency","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Education and Skills Funding Agency","Department for Education","EO","35","35","25630","25000"
"In post","2021","Unknown","Education and Skills Funding Agency","Department for Education","G6/G7","35","35","53800","50270"
"In post","2021","Unknown","Education and Skills Funding Agency","Department for Education","SCS level","5","5","[c]","[c]"
"In post","2021","Unknown","Education and Skills Funding Agency","Department for Education","SEO/HEO","105","105","34040","36500"
"In post","2021","Unknown","Education Scotland","Scottish Government","AA/AO","25","25","[c]","[c]"
"In post","2021","Unknown","Education Scotland","Scottish Government","EO","10","10","[c]","[c]"
"In post","2021","Unknown","Education Scotland","Scottish Government","G6/G7","100","95","68570","71160"
"In post","2021","Unknown","Education Scotland","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Education Scotland","Scottish Government","SEO/HEO","35","35","42360","46190"
"In post","2021","Unknown","ESTYN","ESTYN","G6/G7","[c]","[c]","[c]","[c]"
