"Status","Year","Disability","Organisation","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Unknown","FCDO Services","Foreign, Commonwealth and Development Office","AA/AO","5","5","[c]","[c]"
"In post","2021","Unknown","FCDO Services","Foreign, Commonwealth and Development Office","EO","10","10","[c]","[c]"
"In post","2021","Unknown","FCDO Services","Foreign, Commonwealth and Development Office","G6/G7","10","5","[c]","[c]"
"In post","2021","Unknown","FCDO Services","Foreign, Commonwealth and Development Office","SEO/HEO","20","20","[c]","[c]"
"In post","2021","Unknown","Food Standards Agency","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Food Standards Agency","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Food Standards Scotland","Scottish Government","AA/AO","5","5","[c]","[c]"
"In post","2021","Unknown","Food Standards Scotland","Scottish Government","EO","40","40","28400","29190"
"In post","2021","Unknown","Food Standards Scotland","Scottish Government","G6/G7","5","5","[c]","[c]"
"In post","2021","Unknown","Food Standards Scotland","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Food Standards Scotland","Scottish Government","SEO/HEO","75","70","36960","33620"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","AA/AO","70","70","24140","23000"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","EO","130","125","28830","28860"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","G6/G7","735","715","57920","56110"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","SCS level","100","100","84830","77420"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","SEO/HEO","485","480","37550","38600"
"In post","2021","Unknown","Forestry and Land Scotland","Scottish Government","AA/AO","20","20","[c]","[c]"
"In post","2021","Unknown","Forestry and Land Scotland","Scottish Government","EO","15","15","[c]","[c]"
"In post","2021","Unknown","Forestry and Land Scotland","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Forestry and Land Scotland","Scottish Government","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Unknown","Government Actuary's Department","Chancellor's other departments","AA/AO","5","5","[c]","[c]"
"In post","2021","Unknown","Government Actuary's Department","Chancellor's other departments","EO","5","5","[c]","[c]"
"In post","2021","Unknown","Government Actuary's Department","Chancellor's other departments","G6/G7","20","15","[c]","[c]"
"In post","2021","Unknown","Government Actuary's Department","Chancellor's other departments","SEO/HEO","15","15","[c]","[c]"
"In post","2021","Unknown","Government Internal Audit Agency","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Government Legal Department","Attorney General's Departments","AA/AO","10","10","[c]","[c]"
"In post","2021","Unknown","Government Legal Department","Attorney General's Departments","EO","45","40","27860","27580"
"In post","2021","Unknown","Government Legal Department","Attorney General's Departments","G6/G7","250","230","62810","64680"
"In post","2021","Unknown","Government Legal Department","Attorney General's Departments","SCS level","30","30","83530","79180"
"In post","2021","Unknown","Government Legal Department","Attorney General's Departments","SEO/HEO","30","30","38800","39000"
"In post","2021","Unknown","Government Property Agency","Other Cabinet Office Agencies","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Government Property Agency","Other Cabinet Office Agencies","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Government Property Agency","Other Cabinet Office Agencies","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Government Property Agency","Other Cabinet Office Agencies","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Unknown","Health and Safety Executive","Department for Work and Pensions","AA/AO","10","10","[c]","[c]"
"In post","2021","Unknown","Health and Safety Executive","Department for Work and Pensions","EO","15","15","[c]","[c]"
"In post","2021","Unknown","Health and Safety Executive","Department for Work and Pensions","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Health and Safety Executive","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Health and Safety Executive","Department for Work and Pensions","SEO/HEO","15","15","[c]","[c]"
"In post","2021","Unknown","HM Courts and Tribunals Service","Ministry of Justice","AA/AO","1240","1195","19810","19170"
"In post","2021","Unknown","HM Courts and Tribunals Service","Ministry of Justice","EO","135","130","23600","22570"
"In post","2021","Unknown","HM Courts and Tribunals Service","Ministry of Justice","G6/G7","30","30","57760","55880"
"In post","2021","Unknown","HM Courts and Tribunals Service","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","HM Courts and Tribunals Service","Ministry of Justice","SEO/HEO","235","230","31370","30850"
"In post","2021","Unknown","HM Land Registry","HM Land Registry","AA/AO","1320","1265","22450","22350"
"In post","2021","Unknown","HM Land Registry","HM Land Registry","EO","310","300","27840","27130"
"In post","2021","Unknown","HM Land Registry","HM Land Registry","G6/G7","90","85","60280","59760"
"In post","2021","Unknown","HM Land Registry","HM Land Registry","SCS level","10","10","[c]","[c]"
"In post","2021","Unknown","HM Land Registry","HM Land Registry","SEO/HEO","215","215","38910","38550"
"In post","2021","Unknown","HM Prison and Probation Service","Ministry of Justice","AA/AO","3835","3765","25430","24920"
"In post","2021","Unknown","HM Prison and Probation Service","Ministry of Justice","EO","215","210","28690","28400"
"In post","2021","Unknown","HM Prison and Probation Service","Ministry of Justice","G6/G7","30","30","65850","63720"
"In post","2021","Unknown","HM Prison and Probation Service","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","HM Prison and Probation Service","Ministry of Justice","SEO/HEO","210","190","36470","34300"
"In post","2021","Unknown","HM Prison and Probation Service","Ministry of Justice","Unknown","710","645","23930","22920"
"In post","2021","Unknown","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","AA/AO","8620","7575","20600","20140"
"In post","2021","Unknown","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","EO","4635","4355","26170","25560"
"In post","2021","Unknown","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","G6/G7","1365","1320","57300","53630"
"In post","2021","Unknown","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SCS level","70","70","91180","79930"
"In post","2021","Unknown","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SEO/HEO","4675","4500","34470","31810"
"In post","2021","Unknown","HM Treasury (excl. agencies)","HM Treasury","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","HM Treasury (excl. agencies)","HM Treasury","EO","5","5","[c]","[c]"
"In post","2021","Unknown","HM Treasury (excl. agencies)","HM Treasury","G6/G7","30","30","57390","55520"
"In post","2021","Unknown","HM Treasury (excl. agencies)","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","HM Treasury (excl. agencies)","HM Treasury","SEO/HEO","20","20","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Home Office","AA/AO","570","550","21830","21430"
"In post","2021","Unknown","Home Office (incl. agencies)","Home Office","EO","750","730","26630","24890"
"In post","2021","Unknown","Home Office (incl. agencies)","Home Office","G6/G7","235","230","59540","57430"
"In post","2021","Unknown","Home Office (incl. agencies)","Home Office","SCS level","15","15","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Home Office","SEO/HEO","435","435","37720","36590"
"In post","2021","Unknown","Home Office (incl. agencies)","Home Office","Unknown","5","5","[c]","[c]"
"In post","2021","Unknown","Insolvency Service","Department for Business, Energy and Industrial Strategy","AA/AO","270","265","20960","20880"
"In post","2021","Unknown","Insolvency Service","Department for Business, Energy and Industrial Strategy","EO","45","45","25220","24020"
"In post","2021","Unknown","Insolvency Service","Department for Business, Energy and Industrial Strategy","G6/G7","35","35","58280","54790"
"In post","2021","Unknown","Insolvency Service","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Insolvency Service","Department for Business, Energy and Industrial Strategy","SEO/HEO","165","165","34640","34050"
"In post","2021","Unknown","Legal Aid Agency","Ministry of Justice","AA/AO","50","45","19370","18890"
"In post","2021","Unknown","Legal Aid Agency","Ministry of Justice","EO","10","10","[c]","[c]"
"In post","2021","Unknown","Legal Aid Agency","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Legal Aid Agency","Ministry of Justice","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Maritime and Coastguard Agency","Department for Transport","AA/AO","105","100","24520","26590"
"In post","2021","Unknown","Maritime and Coastguard Agency","Department for Transport","EO","60","55","29800","30730"
"In post","2021","Unknown","Maritime and Coastguard Agency","Department for Transport","G6/G7","20","15","[c]","[c]"
"In post","2021","Unknown","Maritime and Coastguard Agency","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Maritime and Coastguard Agency","Department for Transport","SEO/HEO","75","75","37640","36040"
"In post","2021","Unknown","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","AA/AO","20","20","[c]","[c]"
"In post","2021","Unknown","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","EO","135","135","27820","27470"
"In post","2021","Unknown","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","G6/G7","195","185","58710","53860"
"In post","2021","Unknown","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","SCS level","60","60","90780","86830"
"In post","2021","Unknown","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","SEO/HEO","285","280","37660","40450"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Ministry of Defence","AA/AO","2950","2850","24550","21130"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Ministry of Defence","EO","950","925","28720","26930"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Ministry of Defence","G6/G7","455","415","65610","62730"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Ministry of Defence","SCS level","35","30","96450","90000"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Ministry of Defence","SEO/HEO","1515","1470","39400","39810"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Ministry of Defence","Unknown","95","95","39860","37320"
"In post","2021","Unknown","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","AA/AO","5","5","[c]","[c]"
"In post","2021","Unknown","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","EO","30","30","27540","27850"
"In post","2021","Unknown","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","G6/G7","85","85","56140","53130"
"In post","2021","Unknown","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","SCS level","15","15","[c]","[c]"
"In post","2021","Unknown","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","SEO/HEO","90","90","36070","34680"
