"Status","Year","Ethnicity","Function_of_post","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Black","No function","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","No function","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","No function","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","No function","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","No function","International Trade","Heterosexual / straight","45","45","42300","38540"
"In post","2021","Black","No function","International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","No function","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","No function","International Trade","Unknown","5","5","[c]","[c]"
"In post","2021","Black","No function","Knowledge and Information Management","Heterosexual / straight","35","35","33970","30880"
"In post","2021","Black","No function","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","No function","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","No function","Knowledge and Information Management","Unknown","5","5","[c]","[c]"
"In post","2021","Black","No function","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","No function","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","No function","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","No function","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","No function","Medicine","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Black","No function","Medicine","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","No function","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","No function","Medicine","Unknown","5","5","[c]","[c]"
"In post","2021","Black","No function","Operational Delivery","Heterosexual / straight","3320","3190","29490","26810"
"In post","2021","Black","No function","Operational Delivery","LGBO","70","65","27190","25230"
"In post","2021","Black","No function","Operational Delivery","Undeclared","215","200","30740","27850"
"In post","2021","Black","No function","Operational Delivery","Unknown","370","345","29390","26870"
"In post","2021","Black","No function","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","No function","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","No function","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","No function","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","No function","Other","Heterosexual / straight","55","50","33290","30720"
"In post","2021","Black","No function","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","No function","Other","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","No function","Other","Unknown","20","20","[c]","[c]"
"In post","2021","Black","No function","Planning","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Black","No function","Planning","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","No function","Planning","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","No function","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","No function","Planning Inspectors","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","No function","Planning Inspectors","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","No function","Planning Inspectors","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","No function","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","No function","Policy","Heterosexual / straight","735","725","38220","34020"
"In post","2021","Black","No function","Policy","LGBO","30","30","39610","36980"
"In post","2021","Black","No function","Policy","Undeclared","35","35","36520","33790"
"In post","2021","Black","No function","Policy","Unknown","30","30","33650","31780"
"In post","2021","Black","No function","Project Delivery","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Black","No function","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","No function","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","No function","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","No function","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","No function","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","No function","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","No function","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","No function","Psychology","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Black","No function","Psychology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","No function","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","No function","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","No function","Science and Engineering","Heterosexual / straight","155","145","34730","32330"
"In post","2021","Black","No function","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","No function","Science and Engineering","Undeclared","10","5","[c]","[c]"
"In post","2021","Black","No function","Science and Engineering","Unknown","25","20","[c]","[c]"
"In post","2021","Black","No function","Security","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Black","No function","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","No function","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","No function","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","No function","Social Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","No function","Social Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","No function","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","No function","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","No function","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","No function","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","No function","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","No function","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","No function","Tax","Heterosexual / straight","235","225","32710","32130"
"In post","2021","Black","No function","Tax","LGBO","10","10","[c]","[c]"
"In post","2021","Black","No function","Tax","Undeclared","15","15","[c]","[c]"
"In post","2021","Black","No function","Tax","Unknown","35","35","36520","36160"
"In post","2021","Black","No function","Unknown","Heterosexual / straight","155","150","35290","32000"
"In post","2021","Black","No function","Unknown","LGBO","5","5","[c]","[c]"
"In post","2021","Black","No function","Unknown","Undeclared","10","10","[c]","[c]"
"In post","2021","Black","No function","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","No function","Veterinarian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","No function","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","No function","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","No function","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Project Delivery","Commercial","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Black","Project Delivery","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Project Delivery","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Project Delivery","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Project Delivery","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Project Delivery","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Project Delivery","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Project Delivery","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Project Delivery","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Project Delivery","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Project Delivery","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Project Delivery","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Project Delivery","Digital, Data and Technology","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Black","Project Delivery","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Project Delivery","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Project Delivery","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Project Delivery","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Project Delivery","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Project Delivery","Economics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Project Delivery","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Project Delivery","Finance","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Black","Project Delivery","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Project Delivery","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Project Delivery","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Project Delivery","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Project Delivery","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Project Delivery","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Project Delivery","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Project Delivery","International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Project Delivery","International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Project Delivery","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Project Delivery","International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Project Delivery","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Project Delivery","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Project Delivery","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Project Delivery","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Project Delivery","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Project Delivery","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Project Delivery","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Project Delivery","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Project Delivery","Medicine","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Project Delivery","Medicine","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Project Delivery","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Project Delivery","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Project Delivery","Operational Delivery","Heterosexual / straight","35","35","36280","32870"
"In post","2021","Black","Project Delivery","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Project Delivery","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Project Delivery","Operational Delivery","Unknown","5","5","[c]","[c]"
"In post","2021","Black","Project Delivery","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Project Delivery","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Project Delivery","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Project Delivery","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Project Delivery","Other","Heterosexual / straight","50","45","32590","29320"
"In post","2021","Black","Project Delivery","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Project Delivery","Other","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Project Delivery","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Project Delivery","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Project Delivery","Planning","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Project Delivery","Planning","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Project Delivery","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Project Delivery","Policy","Heterosexual / straight","65","65","47180","42340"
"In post","2021","Black","Project Delivery","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Project Delivery","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Project Delivery","Policy","Unknown","10","10","[c]","[c]"
"In post","2021","Black","Project Delivery","Project Delivery","Heterosexual / straight","335","330","38680","36890"
"In post","2021","Black","Project Delivery","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Project Delivery","Project Delivery","Undeclared","15","15","[c]","[c]"
"In post","2021","Black","Project Delivery","Project Delivery","Unknown","15","15","[c]","[c]"
"In post","2021","Black","Project Delivery","Property","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Black","Project Delivery","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Project Delivery","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Project Delivery","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Project Delivery","Psychology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Project Delivery","Psychology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Project Delivery","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Project Delivery","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Project Delivery","Science and Engineering","Heterosexual / straight","45","45","35910","36670"
"In post","2021","Black","Project Delivery","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Project Delivery","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Project Delivery","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Project Delivery","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Project Delivery","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Project Delivery","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Project Delivery","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Project Delivery","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Project Delivery","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Project Delivery","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Project Delivery","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Project Delivery","Tax","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Project Delivery","Tax","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Project Delivery","Tax","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Project Delivery","Tax","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Project Delivery","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Black","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Project Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Property","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Property","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Property","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Property","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Property","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Property","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Property","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Property","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Property","Digital, Data and Technology","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Black","Property","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Property","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Property","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Property","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Property","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Property","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Property","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Property","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Property","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Property","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Property","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Property","Operational Delivery","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Black","Property","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Property","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Property","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Property","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Property","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Property","Other","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Property","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Property","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Property","Planning","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Property","Planning","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Property","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Property","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Property","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Property","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Property","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Property","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Property","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Property","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Property","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Property","Property","Heterosexual / straight","85","80","36560","33740"
"In post","2021","Black","Property","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Property","Property","Undeclared","10","10","[c]","[c]"
"In post","2021","Black","Property","Property","Unknown","15","10","[c]","[c]"
"In post","2021","Black","Property","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Property","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Property","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Property","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Property","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Property","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Property","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Property","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Property","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Black","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Property","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Security","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Security","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Security","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Security","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Security","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Security","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Security","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Security","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Security","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Security","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Security","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Security","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Security","Intelligence Analysis","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Black","Security","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Security","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Security","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Security","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Security","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Security","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Security","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Security","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Security","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Security","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Security","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Security","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Security","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Security","Other","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Security","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Security","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Security","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Security","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Security","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Security","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Security","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Security","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Security","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Security","Security","Heterosexual / straight","70","70","29470","22650"
"In post","2021","Black","Security","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Security","Security","Undeclared","5","5","[c]","[c]"
"In post","2021","Black","Security","Security","Unknown","5","5","[c]","[c]"
"In post","2021","Black","Security","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Black","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Security","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Commercial","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Black","Unknown","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Communications","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Black","Unknown","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Counter Fraud","Heterosexual / straight","10","5","[c]","[c]"
"In post","2021","Black","Unknown","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Digital, Data and Technology","Heterosexual / straight","85","85","46410","42170"
"In post","2021","Black","Unknown","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Digital, Data and Technology","Undeclared","5","5","[c]","[c]"
"In post","2021","Black","Unknown","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Economics","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Black","Unknown","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Economics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Finance","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Black","Unknown","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Human Resources","Heterosexual / straight","50","45","42210","36940"
"In post","2021","Black","Unknown","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Intelligence Analysis","Heterosexual / straight","35","30","30060","29080"
"In post","2021","Black","Unknown","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Intelligence Analysis","Undeclared","5","5","[c]","[c]"
"In post","2021","Black","Unknown","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Knowledge and Information Management","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Black","Unknown","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Legal","Unknown","[c]","[c]","[c]","[c]"
