"Status","Year","Ethnicity","Function_of_post","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Asian","Digital, Data & Technology","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Other","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Project Delivery","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Science and Engineering","Unknown","5","5","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Security","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Tax","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Tax","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Tax","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Tax","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Unknown","Heterosexual / straight","110","105","48180","42050"
"In post","2021","Asian","Digital, Data & Technology","Unknown","LGBO","5","5","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Corporate Finance","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Asian","Finance","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Corporate Finance","Unknown","5","5","[c]","[c]"
"In post","2021","Asian","Finance","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Economics","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Asian","Finance","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Economics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Finance","Heterosexual / straight","510","495","39470","36240"
"In post","2021","Asian","Finance","Finance","LGBO","10","10","[c]","[c]"
"In post","2021","Asian","Finance","Finance","Undeclared","30","30","[c]","[c]"
"In post","2021","Asian","Finance","Finance","Unknown","45","40","36170","32640"
"In post","2021","Asian","Finance","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Operational Delivery","Heterosexual / straight","45","45","28130","25560"
"In post","2021","Asian","Finance","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Operational Delivery","Undeclared","10","10","[c]","[c]"
"In post","2021","Asian","Finance","Operational Delivery","Unknown","20","15","[c]","[c]"
"In post","2021","Asian","Finance","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Other","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Asian","Finance","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Other","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Policy","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Asian","Finance","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Tax","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Asian","Finance","Tax","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Tax","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Tax","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Unknown","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Asian","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Grants Management","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Grants Management","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Grants Management","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Grants Management","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Grants Management","Operational Delivery","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Asian","Grants Management","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Grants Management","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Grants Management","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Grants Management","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Grants Management","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Grants Management","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Grants Management","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Human Resources","Heterosexual / straight","290","280","37250","33130"
"In post","2021","Asian","Human Resources","Human Resources","LGBO","5","5","[c]","[c]"
"In post","2021","Asian","Human Resources","Human Resources","Undeclared","15","15","[c]","[c]"
"In post","2021","Asian","Human Resources","Human Resources","Unknown","15","15","[c]","[c]"
"In post","2021","Asian","Human Resources","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Operational Delivery","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Asian","Human Resources","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
