"Status","Year","Disability","Function_of_post","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Undeclared","Property","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Property","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Property","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Property","Outside London","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Property","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Property","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Security","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Security","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Security","Outside London","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Security","Outside London","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Security","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","London","AA/AO","30","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","London","EO","105","[c]","30900","31060"
"New entrant CS","2021","Undeclared","Unknown","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","London","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Outside London","AA/AO","220","[c]","21100","21010"
"New entrant CS","2021","Undeclared","Unknown","Outside London","EO","325","[c]","27830","27570"
"New entrant CS","2021","Undeclared","Unknown","Outside London","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Outside London","SEO/HEO","25","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Unknown","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Analysis","London","AA/AO","25","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Analysis","London","EO","30","[c]","28070","27470"
"New entrant CS","2021","Unknown","Analysis","London","G6/G7","60","[c]","58670","53360"
"New entrant CS","2021","Unknown","Analysis","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Analysis","London","SEO/HEO","150","[c]","34490","32540"
"New entrant CS","2021","Unknown","Analysis","Outside London","AA/AO","40","[c]","19280","19130"
"New entrant CS","2021","Unknown","Analysis","Outside London","EO","40","[c]","23850","23050"
"New entrant CS","2021","Unknown","Analysis","Outside London","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Analysis","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Analysis","Outside London","SEO/HEO","145","[c]","32470","29540"
"New entrant CS","2021","Unknown","Commercial","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Commercial","London","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Commercial","London","G6/G7","40","[c]","79710","88000"
"New entrant CS","2021","Unknown","Commercial","London","SCS level","110","[c]","82790","71000"
"New entrant CS","2021","Unknown","Commercial","London","SEO/HEO","30","[c]","40350","40650"
"New entrant CS","2021","Unknown","Commercial","Outside London","AA/AO","20","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Commercial","Outside London","EO","35","[c]","24300","25000"
"New entrant CS","2021","Unknown","Commercial","Outside London","G6/G7","30","[c]","67390","61500"
"New entrant CS","2021","Unknown","Commercial","Outside London","SCS level","40","[c]","73740","70000"
"New entrant CS","2021","Unknown","Commercial","Outside London","SEO/HEO","90","[c]","34570","34800"
"New entrant CS","2021","Unknown","Commercial","Outside London","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Commercial","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Commercial","Unknown","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Communications","London","AA/AO","20","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Communications","London","EO","70","[c]","27260","27270"
"New entrant CS","2021","Unknown","Communications","London","G6/G7","35","[c]","58660","57670"
"New entrant CS","2021","Unknown","Communications","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Communications","London","SEO/HEO","70","[c]","38060","38620"
"New entrant CS","2021","Unknown","Communications","Outside London","AA/AO","15","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Communications","Outside London","EO","405","[c]","25490","25560"
"New entrant CS","2021","Unknown","Communications","Outside London","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Communications","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Communications","Outside London","SEO/HEO","100","[c]","32340","31810"
"New entrant CS","2021","Unknown","Communications","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Counter Fraud","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Counter Fraud","London","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Counter Fraud","London","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Counter Fraud","Outside London","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Counter Fraud","Outside London","EO","35","[c]","25560","25560"
"New entrant CS","2021","Unknown","Counter Fraud","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Counter Fraud","Outside London","SEO/HEO","25","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Debt","London","AA/AO","25","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Debt","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Debt","Outside London","AA/AO","630","[c]","20140","20140"
"New entrant CS","2021","Unknown","Debt","Outside London","EO","15","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data & Technology","London","AA/AO","20","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data & Technology","London","EO","35","[c]","28920","27730"
"New entrant CS","2021","Unknown","Digital, Data & Technology","London","G6/G7","105","[c]","59550","57500"
"New entrant CS","2021","Unknown","Digital, Data & Technology","London","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data & Technology","London","SEO/HEO","140","[c]","37690","37290"
"New entrant CS","2021","Unknown","Digital, Data & Technology","Outside London","AA/AO","40","[c]","21640","21590"
"New entrant CS","2021","Unknown","Digital, Data & Technology","Outside London","EO","175","[c]","26450","25560"
"New entrant CS","2021","Unknown","Digital, Data & Technology","Outside London","G6/G7","105","[c]","56180","52670"
"New entrant CS","2021","Unknown","Digital, Data & Technology","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data & Technology","Outside London","SEO/HEO","275","[c]","35980","36500"
"New entrant CS","2021","Unknown","Digital, Data & Technology","Outside London","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data & Technology","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data & Technology","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data & Technology","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","London","EO","15","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","London","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","London","SEO/HEO","85","[c]","36000","32790"
"New entrant CS","2021","Unknown","Finance","Outside London","AA/AO","45","[c]","19840","20140"
"New entrant CS","2021","Unknown","Finance","Outside London","EO","50","[c]","24130","24220"
"New entrant CS","2021","Unknown","Finance","Outside London","G6/G7","25","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","Outside London","SEO/HEO","75","[c]","34610","34900"
"New entrant CS","2021","Unknown","Grants Management","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","London","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","London","EO","40","[c]","27530","27270"
"New entrant CS","2021","Unknown","Human Resources","London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","London","SEO/HEO","30","[c]","36130","34280"
"New entrant CS","2021","Unknown","Human Resources","Outside London","AA/AO","45","[c]","20530","20800"
"New entrant CS","2021","Unknown","Human Resources","Outside London","EO","55","[c]","24560","25000"
"New entrant CS","2021","Unknown","Human Resources","Outside London","G6/G7","25","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Outside London","SEO/HEO","65","[c]","33060","31810"
"New entrant CS","2021","Unknown","Human Resources","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Internal Audit","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Internal Audit","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","London","AA/AO","80","[c]","21120","20120"
"New entrant CS","2021","Unknown","Legal","London","EO","45","[c]","27400","26970"
"New entrant CS","2021","Unknown","Legal","London","G6/G7","85","[c]","54890","55000"
"New entrant CS","2021","Unknown","Legal","London","SEO/HEO","50","[c]","35410","34820"
"New entrant CS","2021","Unknown","Legal","Outside London","AA/AO","270","[c]","20250","20120"
"New entrant CS","2021","Unknown","Legal","Outside London","EO","65","[c]","25850","25480"
"New entrant CS","2021","Unknown","Legal","Outside London","G6/G7","185","[c]","51610","50520"
"New entrant CS","2021","Unknown","Legal","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Outside London","SEO/HEO","135","[c]","34900","38000"
"New entrant CS","2021","Unknown","Legal","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","No function","London","AA/AO","775","[c]","24210","22680"
"New entrant CS","2021","Unknown","No function","London","EO","505","[c]","28660","27660"
"New entrant CS","2021","Unknown","No function","London","G6/G7","240","[c]","57470","53420"
"New entrant CS","2021","Unknown","No function","London","SCS level","45","[c]","96640","82100"
"New entrant CS","2021","Unknown","No function","London","SEO/HEO","1130","[c]","33350","32790"
"New entrant CS","2021","Unknown","No function","London","Unknown","75","[c]","25970","26810"
"New entrant CS","2021","Unknown","No function","Outside London","AA/AO","4295","[c]","21040","20600"
"New entrant CS","2021","Unknown","No function","Outside London","EO","995","[c]","26860","25000"
"New entrant CS","2021","Unknown","No function","Outside London","G6/G7","150","[c]","53910","49860"
"New entrant CS","2021","Unknown","No function","Outside London","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","No function","Outside London","SEO/HEO","800","[c]","33080","30950"
"New entrant CS","2021","Unknown","No function","Outside London","Unknown","340","[c]","21730","22920"
"New entrant CS","2021","Unknown","No function","Unknown","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","No function","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","No function","Unknown","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","No function","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","No function","Unknown","SEO/HEO","90","[c]","28890","28000"
"New entrant CS","2021","Unknown","Project Delivery","London","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","London","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","London","G6/G7","20","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","London","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","London","SEO/HEO","50","[c]","37960","39280"
"New entrant CS","2021","Unknown","Project Delivery","Outside London","AA/AO","20","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","Outside London","EO","150","[c]","20490","19040"
"New entrant CS","2021","Unknown","Project Delivery","Outside London","G6/G7","55","[c]","54270","52580"
"New entrant CS","2021","Unknown","Project Delivery","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","Outside London","SEO/HEO","155","[c]","36390","36740"
"New entrant CS","2021","Unknown","Project Delivery","Outside London","Unknown","35","[c]","24500","16780"
"New entrant CS","2021","Unknown","Property","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Property","London","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Property","London","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Property","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Property","London","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Property","Outside London","AA/AO","110","[c]","21140","20880"
"New entrant CS","2021","Unknown","Property","Outside London","EO","45","[c]","24520","24500"
"New entrant CS","2021","Unknown","Property","Outside London","G6/G7","15","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Property","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Property","Outside London","SEO/HEO","45","[c]","34600","33000"
"New entrant CS","2021","Unknown","Property","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Security","London","AA/AO","25","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Security","London","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Security","London","G6/G7","5","[c]","[c]","[c]"
