"Status","Year","Age","Function_of_post","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","40-49","No function","SEO/HEO","Male","4520","4470","38450","37350"
"In post","2021","40-49","No function","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","No function","Unknown","Female","2305","2065","31950","32690"
"In post","2021","40-49","No function","Unknown","Male","660","640","32210","32690"
"In post","2021","40-49","Project Delivery","AA/AO","Female","70","60","21770","21440"
"In post","2021","40-49","Project Delivery","AA/AO","Male","25","25","[c]","[c]"
"In post","2021","40-49","Project Delivery","EO","Female","445","405","25660","26350"
"In post","2021","40-49","Project Delivery","EO","Male","285","285","25440","26050"
"In post","2021","40-49","Project Delivery","G6/G7","Female","1045","1000","57510","56150"
"In post","2021","40-49","Project Delivery","G6/G7","Male","1300","1290","57680","56240"
"In post","2021","40-49","Project Delivery","SCS level","Female","130","125","87600","79960"
"In post","2021","40-49","Project Delivery","SCS level","Male","125","125","89410","83040"
"In post","2021","40-49","Project Delivery","SEO/HEO","Female","1460","1370","36310","36750"
"In post","2021","40-49","Project Delivery","SEO/HEO","Male","1575","1565","37310","38420"
"In post","2021","40-49","Project Delivery","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Project Delivery","Unknown","Female","70","65","45810","45410"
"In post","2021","40-49","Project Delivery","Unknown","Male","205","205","48610","45490"
"In post","2021","40-49","Property","AA/AO","Female","215","185","21290","21100"
"In post","2021","40-49","Property","AA/AO","Male","215","215","22380","21100"
"In post","2021","40-49","Property","EO","Female","200","180","27400","26500"
"In post","2021","40-49","Property","EO","Male","210","210","27760","26670"
"In post","2021","40-49","Property","G6/G7","Female","115","110","55500","54540"
"In post","2021","40-49","Property","G6/G7","Male","205","205","57210","54990"
"In post","2021","40-49","Property","SCS level","Female","10","10","[c]","[c]"
"In post","2021","40-49","Property","SCS level","Male","15","15","[c]","[c]"
"In post","2021","40-49","Property","SEO/HEO","Female","410","385","36610","35610"
"In post","2021","40-49","Property","SEO/HEO","Male","445","440","36950","36460"
"In post","2021","40-49","Security","AA/AO","Female","175","170","25800","20920"
"In post","2021","40-49","Security","AA/AO","Male","865","865","28960","25390"
"In post","2021","40-49","Security","EO","Female","75","75","30160","26670"
"In post","2021","40-49","Security","EO","Male","160","155","35400","33750"
"In post","2021","40-49","Security","G6/G7","Female","45","45","61630","57550"
"In post","2021","40-49","Security","G6/G7","Male","65","65","59380","58300"
"In post","2021","40-49","Security","SCS level","Female","5","5","[c]","[c]"
"In post","2021","40-49","Security","SCS level","Male","15","15","[c]","[c]"
"In post","2021","40-49","Security","SEO/HEO","Female","140","135","38210","36460"
"In post","2021","40-49","Security","SEO/HEO","Male","185","185","39280","36510"
"In post","2021","40-49","Security","Unknown","Female","15","15","[c]","[c]"
"In post","2021","40-49","Security","Unknown","Male","10","10","[c]","[c]"
"In post","2021","40-49","Unknown","AA/AO","Female","6690","5470","21350","21010"
"In post","2021","40-49","Unknown","AA/AO","Male","3425","3310","21410","21010"
"In post","2021","40-49","Unknown","EO","Female","10320","9080","27840","27570"
"In post","2021","40-49","Unknown","EO","Male","6325","6235","27770","27570"
"In post","2021","40-49","Unknown","G6/G7","Female","2100","1960","60950","60830"
"In post","2021","40-49","Unknown","G6/G7","Male","1850","1830","61150","60740"
"In post","2021","40-49","Unknown","SCS level","Female","280","265","86540","80800"
"In post","2021","40-49","Unknown","SCS level","Male","270","270","89260","83230"
"In post","2021","40-49","Unknown","SEO/HEO","Female","4805","4495","37090","35590"
"In post","2021","40-49","Unknown","SEO/HEO","Male","3720","3690","37350","36630"
"In post","2021","40-49","Unknown","Unknown","Female","105","105","37570","37310"
"In post","2021","40-49","Unknown","Unknown","Male","450","450","39960","35380"
"In post","2021","50-59","Analysis","AA/AO","Female","25","20","[c]","[c]"
"In post","2021","50-59","Analysis","AA/AO","Male","10","10","[c]","[c]"
"In post","2021","50-59","Analysis","EO","Female","60","55","26550","26000"
"In post","2021","50-59","Analysis","EO","Male","55","50","27730","27160"
"In post","2021","50-59","Analysis","G6/G7","Female","140","130","59780","57720"
"In post","2021","50-59","Analysis","G6/G7","Male","255","255","61260","59020"
"In post","2021","50-59","Analysis","SCS level","Female","15","15","[c]","[c]"
"In post","2021","50-59","Analysis","SCS level","Male","30","30","98300","86220"
"In post","2021","50-59","Analysis","SEO/HEO","Female","155","145","36950","36960"
"In post","2021","50-59","Analysis","SEO/HEO","Male","220","215","37420","37280"
"In post","2021","50-59","Commercial","AA/AO","Female","100","90","22480","21580"
"In post","2021","50-59","Commercial","AA/AO","Male","70","70","23200","23090"
"In post","2021","50-59","Commercial","EO","Female","135","125","27210","26700"
"In post","2021","50-59","Commercial","EO","Male","85","85","28100","27630"
"In post","2021","50-59","Commercial","G6/G7","Female","245","240","60520","56510"
"In post","2021","50-59","Commercial","G6/G7","Male","370","365","63970","61480"
"In post","2021","50-59","Commercial","SCS level","Female","65","60","99920","91470"
"In post","2021","50-59","Commercial","SCS level","Male","145","145","106750","95940"
"In post","2021","50-59","Commercial","SEO/HEO","Female","420","405","37970","37410"
"In post","2021","50-59","Commercial","SEO/HEO","Male","460","460","41840","40980"
"In post","2021","50-59","Commercial","Unknown","Female","20","20","[c]","[c]"
"In post","2021","50-59","Commercial","Unknown","Male","30","30","57690","57430"
"In post","2021","50-59","Communications","AA/AO","Female","90","80","21040","21090"
"In post","2021","50-59","Communications","AA/AO","Male","50","45","21190","21440"
"In post","2021","50-59","Communications","EO","Female","225","205","26280","25560"
"In post","2021","50-59","Communications","EO","Male","260","250","25730","25560"
"In post","2021","50-59","Communications","G6/G7","Female","100","100","59460","59020"
"In post","2021","50-59","Communications","G6/G7","Male","95","95","59970","59160"
"In post","2021","50-59","Communications","SCS level","Female","20","20","[c]","[c]"
"In post","2021","50-59","Communications","SCS level","Male","20","20","[c]","[c]"
"In post","2021","50-59","Communications","SEO/HEO","Female","300","290","35960","34230"
"In post","2021","50-59","Communications","SEO/HEO","Male","265","265","35460","34480"
"In post","2021","50-59","Counter Fraud","AA/AO","Female","220","190","21780","21440"
"In post","2021","50-59","Counter Fraud","AA/AO","Male","120","110","21910","21440"
"In post","2021","50-59","Counter Fraud","EO","Female","495","450","27690","28130"
"In post","2021","50-59","Counter Fraud","EO","Male","375","365","27730","28130"
"In post","2021","50-59","Counter Fraud","G6/G7","Female","150","140","56460","54550"
"In post","2021","50-59","Counter Fraud","G6/G7","Male","270","270","59560","59160"
"In post","2021","50-59","Counter Fraud","SCS level","Female","10","10","[c]","[c]"
"In post","2021","50-59","Counter Fraud","SCS level","Male","15","15","[c]","[c]"
"In post","2021","50-59","Counter Fraud","SEO/HEO","Female","720","675","35610","35000"
"In post","2021","50-59","Counter Fraud","SEO/HEO","Male","830","820","36430","36160"
"In post","2021","50-59","Debt","AA/AO","Female","530","440","21650","21440"
"In post","2021","50-59","Debt","AA/AO","Male","295","285","21470","20640"
"In post","2021","50-59","Debt","EO","Female","180","160","27810","28130"
"In post","2021","50-59","Debt","EO","Male","135","130","27880","28130"
"In post","2021","50-59","Debt","G6/G7","Female","15","15","[c]","[c]"
"In post","2021","50-59","Debt","G6/G7","Male","10","10","[c]","[c]"
"In post","2021","50-59","Debt","SEO/HEO","Female","55","50","35070","33510"
"In post","2021","50-59","Debt","SEO/HEO","Male","35","35","35830","35000"
"In post","2021","50-59","Digital, Data & Technology","AA/AO","Female","50","45","21680","21440"
"In post","2021","50-59","Digital, Data & Technology","AA/AO","Male","55","55","22880","21580"
"In post","2021","50-59","Digital, Data & Technology","EO","Female","215","200","28010","26780"
"In post","2021","50-59","Digital, Data & Technology","EO","Male","260","255","28820","28130"
"In post","2021","50-59","Digital, Data & Technology","G6/G7","Female","330","325","56250","54350"
"In post","2021","50-59","Digital, Data & Technology","G6/G7","Male","655","650","58690","57050"
"In post","2021","50-59","Digital, Data & Technology","SCS level","Female","30","30","89180","79360"
"In post","2021","50-59","Digital, Data & Technology","SCS level","Male","50","50","92240","87800"
"In post","2021","50-59","Digital, Data & Technology","SEO/HEO","Female","575","550","37260","37500"
"In post","2021","50-59","Digital, Data & Technology","SEO/HEO","Male","1090","1065","38690","38630"
"In post","2021","50-59","Digital, Data & Technology","Unknown","Female","5","5","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Unknown","Male","20","20","[c]","[c]"
"In post","2021","50-59","Finance","AA/AO","Female","385","305","21240","21440"
"In post","2021","50-59","Finance","AA/AO","Male","160","150","21090","21130"
"In post","2021","50-59","Finance","EO","Female","325","300","27110","26670"
"In post","2021","50-59","Finance","EO","Male","145","140","27350","26930"
"In post","2021","50-59","Finance","G6/G7","Female","290","285","58710","57690"
"In post","2021","50-59","Finance","G6/G7","Male","310","310","61140","59570"
"In post","2021","50-59","Finance","SCS level","Female","35","35","89880","86400"
"In post","2021","50-59","Finance","SCS level","Male","65","65","97730","91630"
"In post","2021","50-59","Finance","SEO/HEO","Female","640","620","37270","36860"
"In post","2021","50-59","Finance","SEO/HEO","Male","445","440","39350","39240"
"In post","2021","50-59","Finance","Unknown","Female","10","10","[c]","[c]"
"In post","2021","50-59","Finance","Unknown","Male","5","5","[c]","[c]"
"In post","2021","50-59","Grants Management","AA/AO","Female","125","110","21050","21050"
"In post","2021","50-59","Grants Management","AA/AO","Male","80","75","21050","21050"
"In post","2021","50-59","Grants Management","EO","Female","80","70","25850","25970"
"In post","2021","50-59","Grants Management","EO","Male","55","50","26060","26520"
"In post","2021","50-59","Grants Management","G6/G7","Female","15","15","[c]","[c]"
"In post","2021","50-59","Grants Management","G6/G7","Male","15","15","[c]","[c]"
"In post","2021","50-59","Grants Management","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Grants Management","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Grants Management","SEO/HEO","Female","60","55","32580","31440"
"In post","2021","50-59","Grants Management","SEO/HEO","Male","60","60","33450","31900"
"In post","2021","50-59","Human Resources","AA/AO","Female","345","305","21510","21440"
"In post","2021","50-59","Human Resources","AA/AO","Male","125","125","21380","21440"
"In post","2021","50-59","Human Resources","EO","Female","320","300","26890","26670"
"In post","2021","50-59","Human Resources","EO","Male","125","125","27840","27380"
"In post","2021","50-59","Human Resources","G6/G7","Female","445","435","58340","56980"
"In post","2021","50-59","Human Resources","G6/G7","Male","195","195","60740","59280"
"In post","2021","50-59","Human Resources","SCS level","Female","60","60","90730","84850"
"In post","2021","50-59","Human Resources","SCS level","Male","25","25","[c]","[c]"
"In post","2021","50-59","Human Resources","SEO/HEO","Female","725","690","37270","36540"
"In post","2021","50-59","Human Resources","SEO/HEO","Male","360","355","38680","38220"
"In post","2021","50-59","Human Resources","Unknown","Female","40","40","38560","32710"
"In post","2021","50-59","Human Resources","Unknown","Male","25","25","[c]","[c]"
"In post","2021","50-59","Internal Audit","AA/AO","Female","5","5","[c]","[c]"
"In post","2021","50-59","Internal Audit","AA/AO","Male","5","5","[c]","[c]"
"In post","2021","50-59","Internal Audit","EO","Female","10","10","[c]","[c]"
"In post","2021","50-59","Internal Audit","EO","Male","5","5","[c]","[c]"
"In post","2021","50-59","Internal Audit","G6/G7","Female","40","40","60960","60490"
"In post","2021","50-59","Internal Audit","G6/G7","Male","55","55","60450","58930"
"In post","2021","50-59","Internal Audit","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Internal Audit","SCS level","Male","10","10","[c]","[c]"
"In post","2021","50-59","Internal Audit","SEO/HEO","Female","95","90","41780","40980"
"In post","2021","50-59","Internal Audit","SEO/HEO","Male","90","90","42510","42490"
"In post","2021","50-59","Internal Audit","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Internal Audit","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Legal","AA/AO","Female","515","450","22320","21950"
"In post","2021","50-59","Legal","AA/AO","Male","220","205","21830","21950"
"In post","2021","50-59","Legal","EO","Female","525","470","28510","28430"
"In post","2021","50-59","Legal","EO","Male","180","175","28680","28430"
"In post","2021","50-59","Legal","G6/G7","Female","970","875","61580","60870"
"In post","2021","50-59","Legal","G6/G7","Male","755","740","62590","61960"
"In post","2021","50-59","Legal","SCS level","Female","110","105","91870","84710"
"In post","2021","50-59","Legal","SCS level","Male","95","95","93070","84720"
"In post","2021","50-59","Legal","SEO/HEO","Female","645","590","39790","39030"
"In post","2021","50-59","Legal","SEO/HEO","Male","320","315","40260","38630"
"In post","2021","50-59","Legal","Unknown","Female","5","5","[c]","[c]"
"In post","2021","50-59","Legal","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","50-59","No function","AA/AO","Female","10155","8705","21830","21440"
"In post","2021","50-59","No function","AA/AO","Male","7850","7410","25310","22740"
"In post","2021","50-59","No function","EO","Female","4880","4465","27490","27130"
"In post","2021","50-59","No function","EO","Male","5115","4960","30160","29620"
"In post","2021","50-59","No function","G6/G7","Female","2415","2320","59990","57690"
"In post","2021","50-59","No function","G6/G7","Male","3050","3015","61000","59160"
"In post","2021","50-59","No function","SCS level","Female","425","410","97340","92310"
"In post","2021","50-59","No function","SCS level","Male","510","500","97740","93000"
"In post","2021","50-59","No function","SEO/HEO","Female","5560","5240","37070","36160"
"In post","2021","50-59","No function","SEO/HEO","Male","6010","5865","39840","38160"
"In post","2021","50-59","No function","Unknown","Female","2015","1855","31070","28200"
"In post","2021","50-59","No function","Unknown","Male","795","770","32560","32690"
"In post","2021","50-59","Project Delivery","AA/AO","Female","135","125","21870","21440"
"In post","2021","50-59","Project Delivery","AA/AO","Male","70","70","22260","22080"
"In post","2021","50-59","Project Delivery","EO","Female","615","570","26110","26670"
"In post","2021","50-59","Project Delivery","EO","Male","535","525","25530","26350"
"In post","2021","50-59","Project Delivery","G6/G7","Female","995","970","57570","56270"
"In post","2021","50-59","Project Delivery","G6/G7","Male","1485","1475","59110","57130"
"In post","2021","50-59","Project Delivery","SCS level","Female","120","115","91160","83300"
"In post","2021","50-59","Project Delivery","SCS level","Male","175","175","97710","88250"
"In post","2021","50-59","Project Delivery","SEO/HEO","Female","1655","1580","36290","36160"
"In post","2021","50-59","Project Delivery","SEO/HEO","Male","2370","2340","38060","38630"
"In post","2021","50-59","Project Delivery","Unknown","Female","55","55","45440","39860"
"In post","2021","50-59","Project Delivery","Unknown","Male","265","265","51740","50530"
"In post","2021","50-59","Property","AA/AO","Female","330","295","21020","21100"
"In post","2021","50-59","Property","AA/AO","Male","435","425","21730","21100"
"In post","2021","50-59","Property","EO","Female","335","315","27520","26670"
"In post","2021","50-59","Property","EO","Male","305","305","28480","26930"
"In post","2021","50-59","Property","G6/G7","Female","175","170","57110","55080"
"In post","2021","50-59","Property","G6/G7","Male","410","405","58860","57090"
"In post","2021","50-59","Property","SCS level","Female","15","15","[c]","[c]"
"In post","2021","50-59","Property","SCS level","Male","35","35","99110","97000"
"In post","2021","50-59","Property","SEO/HEO","Female","485","465","37250","36460"
"In post","2021","50-59","Property","SEO/HEO","Male","800","790","38840","38630"
"In post","2021","50-59","Property","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Property","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Security","AA/AO","Female","280","270","23690","20920"
"In post","2021","50-59","Security","AA/AO","Male","1640","1630","27440","21130"
"In post","2021","50-59","Security","EO","Female","105","100","29350","26930"
"In post","2021","50-59","Security","EO","Male","335","330","36280","42660"
"In post","2021","50-59","Security","G6/G7","Female","40","40","57850","54540"
"In post","2021","50-59","Security","G6/G7","Male","90","90","62130","59320"
"In post","2021","50-59","Security","SCS level","Female","5","5","[c]","[c]"
"In post","2021","50-59","Security","SCS level","Male","15","15","[c]","[c]"
"In post","2021","50-59","Security","SEO/HEO","Female","185","180","38960","36460"
"In post","2021","50-59","Security","SEO/HEO","Male","425","420","43100","38630"
"In post","2021","50-59","Security","Unknown","Female","10","10","[c]","[c]"
"In post","2021","50-59","Security","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","AA/AO","Female","10655","9100","21330","21010"
"In post","2021","50-59","Unknown","AA/AO","Male","5350","5145","21250","21010"
"In post","2021","50-59","Unknown","EO","Female","14435","12865","27970","27570"
"In post","2021","50-59","Unknown","EO","Male","8290","7915","28120","27570"
"In post","2021","50-59","Unknown","G6/G7","Female","1930","1855","60850","60740"
"In post","2021","50-59","Unknown","G6/G7","Male","2095","2070","62370","60830"
"In post","2021","50-59","Unknown","SCS level","Female","220","215","90990","83230"
"In post","2021","50-59","Unknown","SCS level","Male","300","300","94530","87220"
"In post","2021","50-59","Unknown","SEO/HEO","Female","5665","5405","36710","35310"
"In post","2021","50-59","Unknown","SEO/HEO","Male","4565","4505","37770","36560"
"In post","2021","50-59","Unknown","Unknown","Female","60","60","40680","40950"
"In post","2021","50-59","Unknown","Unknown","Male","640","635","42240","37300"
"In post","2021","60-64","Analysis","AA/AO","Female","10","5","[c]","[c]"
"In post","2021","60-64","Analysis","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Analysis","EO","Female","15","10","[c]","[c]"
"In post","2021","60-64","Analysis","EO","Male","10","10","[c]","[c]"
"In post","2021","60-64","Analysis","G6/G7","Female","10","10","[c]","[c]"
"In post","2021","60-64","Analysis","G6/G7","Male","50","45","61860","57820"
"In post","2021","60-64","Analysis","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Analysis","SCS level","Male","5","5","[c]","[c]"
"In post","2021","60-64","Analysis","SEO/HEO","Female","25","20","[c]","[c]"
"In post","2021","60-64","Analysis","SEO/HEO","Male","50","40","37310","37320"
"In post","2021","60-64","Commercial","AA/AO","Female","30","25","21870","21580"
"In post","2021","60-64","Commercial","AA/AO","Male","15","15","[c]","[c]"
"In post","2021","60-64","Commercial","EO","Female","35","30","27010","26780"
"In post","2021","60-64","Commercial","EO","Male","30","30","[c]","[c]"
"In post","2021","60-64","Commercial","G6/G7","Female","35","25","63750","58080"
"In post","2021","60-64","Commercial","G6/G7","Male","65","55","64980","62460"
"In post","2021","60-64","Commercial","SCS level","Female","10","5","[c]","[c]"
"In post","2021","60-64","Commercial","SCS level","Male","10","10","[c]","[c]"
"In post","2021","60-64","Commercial","SEO/HEO","Female","70","65","38800","38570"
"In post","2021","60-64","Commercial","SEO/HEO","Male","95","85","41570","40980"
"In post","2021","60-64","Commercial","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Commercial","Unknown","Male","5","5","[c]","[c]"
"In post","2021","60-64","Communications","AA/AO","Female","30","20","[c]","[c]"
"In post","2021","60-64","Communications","AA/AO","Male","25","20","[c]","[c]"
"In post","2021","60-64","Communications","EO","Female","60","50","26880","26930"
"In post","2021","60-64","Communications","EO","Male","75","65","25240","25800"
"In post","2021","60-64","Communications","G6/G7","Female","20","15","[c]","[c]"
"In post","2021","60-64","Communications","G6/G7","Male","15","15","[c]","[c]"
"In post","2021","60-64","Communications","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Communications","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Communications","SEO/HEO","Female","40","40","36020","36160"
"In post","2021","60-64","Communications","SEO/HEO","Male","50","45","35840","35000"
"In post","2021","60-64","Counter Fraud","AA/AO","Female","70","55","21670","21440"
"In post","2021","60-64","Counter Fraud","AA/AO","Male","45","35","21930","21440"
"In post","2021","60-64","Counter Fraud","EO","Female","145","105","27830","28130"
"In post","2021","60-64","Counter Fraud","EO","Male","105","80","28330","28130"
"In post","2021","60-64","Counter Fraud","G6/G7","Female","25","20","[c]","[c]"
"In post","2021","60-64","Counter Fraud","G6/G7","Male","75","55","60080","58130"
"In post","2021","60-64","Counter Fraud","SEO/HEO","Female","135","100","35190","35000"
"In post","2021","60-64","Counter Fraud","SEO/HEO","Male","190","150","37640","38110"
"In post","2021","60-64","Debt","AA/AO","Female","205","150","22030","21440"
"In post","2021","60-64","Debt","AA/AO","Male","100","85","21360","21440"
"In post","2021","60-64","Debt","EO","Female","65","50","28030","28130"
"In post","2021","60-64","Debt","EO","Male","45","35","27990","28130"
"In post","2021","60-64","Debt","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Debt","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Debt","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2021","60-64","Debt","SEO/HEO","Male","15","10","[c]","[c]"
"In post","2021","60-64","Digital, Data & Technology","AA/AO","Female","20","15","[c]","[c]"
"In post","2021","60-64","Digital, Data & Technology","AA/AO","Male","20","20","[c]","[c]"
"In post","2021","60-64","Digital, Data & Technology","EO","Female","60","50","27910","27080"
"In post","2021","60-64","Digital, Data & Technology","EO","Male","75","70","27730","27130"
"In post","2021","60-64","Digital, Data & Technology","G6/G7","Female","40","35","59120","56750"
"In post","2021","60-64","Digital, Data & Technology","G6/G7","Male","105","95","57780","57750"
"In post","2021","60-64","Digital, Data & Technology","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Digital, Data & Technology","SCS level","Male","15","15","[c]","[c]"
"In post","2021","60-64","Digital, Data & Technology","SEO/HEO","Female","105","85","36040","35000"
"In post","2021","60-64","Digital, Data & Technology","SEO/HEO","Male","230","205","39140","38630"
"In post","2021","60-64","Digital, Data & Technology","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Digital, Data & Technology","Unknown","Male","5","5","[c]","[c]"
"In post","2021","60-64","Finance","AA/AO","Female","135","95","21140","21290"
"In post","2021","60-64","Finance","AA/AO","Male","55","50","20940","20640"
"In post","2021","60-64","Finance","EO","Female","85","75","27270","26930"
"In post","2021","60-64","Finance","EO","Male","30","25","[c]","[c]"
"In post","2021","60-64","Finance","G6/G7","Female","30","25","58470","55720"
"In post","2021","60-64","Finance","G6/G7","Male","45","40","58050","57930"
"In post","2021","60-64","Finance","SCS level","Female","5","5","[c]","[c]"
"In post","2021","60-64","Finance","SCS level","Male","15","15","[c]","[c]"
"In post","2021","60-64","Finance","SEO/HEO","Female","115","105","37760","36460"
"In post","2021","60-64","Finance","SEO/HEO","Male","130","120","41770","41930"
"In post","2021","60-64","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Grants Management","AA/AO","Female","55","45","21050","21050"
"In post","2021","60-64","Grants Management","AA/AO","Male","30","25","[c]","[c]"
"In post","2021","60-64","Grants Management","EO","Female","30","25","25880","25890"
"In post","2021","60-64","Grants Management","EO","Male","20","20","[c]","[c]"
"In post","2021","60-64","Grants Management","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Grants Management","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Grants Management","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2021","60-64","Grants Management","SEO/HEO","Male","20","15","[c]","[c]"
"In post","2021","60-64","Human Resources","AA/AO","Female","115","95","21570","21440"
"In post","2021","60-64","Human Resources","AA/AO","Male","40","35","21030","21130"
"In post","2021","60-64","Human Resources","EO","Female","65","50","27840","27390"
"In post","2021","60-64","Human Resources","EO","Male","35","30","28560","28130"
"In post","2021","60-64","Human Resources","G6/G7","Female","45","40","60410","57230"
"In post","2021","60-64","Human Resources","G6/G7","Male","25","20","[c]","[c]"
"In post","2021","60-64","Human Resources","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Human Resources","SCS level","Male","10","5","[c]","[c]"
"In post","2021","60-64","Human Resources","SEO/HEO","Female","130","105","37750","38580"
"In post","2021","60-64","Human Resources","SEO/HEO","Male","75","60","38800","38280"
"In post","2021","60-64","Human Resources","Unknown","Female","10","10","[c]","[c]"
"In post","2021","60-64","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Internal Audit","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Internal Audit","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Internal Audit","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Internal Audit","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Internal Audit","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Internal Audit","G6/G7","Male","10","5","[c]","[c]"
"In post","2021","60-64","Internal Audit","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Internal Audit","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Internal Audit","SEO/HEO","Female","15","15","[c]","[c]"
"In post","2021","60-64","Internal Audit","SEO/HEO","Male","30","25","[c]","[c]"
"In post","2021","60-64","Legal","AA/AO","Female","155","125","22240","22570"
"In post","2021","60-64","Legal","AA/AO","Male","85","75","21960","21950"
"In post","2021","60-64","Legal","EO","Female","120","100","28300","28430"
"In post","2021","60-64","Legal","EO","Male","30","30","27810","28430"
"In post","2021","60-64","Legal","G6/G7","Female","175","145","62020","62140"
"In post","2021","60-64","Legal","G6/G7","Male","170","145","63510","63050"
"In post","2021","60-64","Legal","SCS level","Female","15","15","[c]","[c]"
"In post","2021","60-64","Legal","SCS level","Male","15","15","[c]","[c]"
"In post","2021","60-64","Legal","SEO/HEO","Female","95","80","41920","41900"
"In post","2021","60-64","Legal","SEO/HEO","Male","85","65","42000","42390"
"In post","2021","60-64","Legal","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Legal","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","No function","AA/AO","Female","3785","2890","21280","21180"
"In post","2021","60-64","No function","AA/AO","Male","2630","2140","23740","21550"
"In post","2021","60-64","No function","EO","Female","1185","935","27690","27380"
"In post","2021","60-64","No function","EO","Male","1475","1180","29670","28130"
"In post","2021","60-64","No function","G6/G7","Female","335","300","60670","57800"
"In post","2021","60-64","No function","G6/G7","Male","615","545","62940","59720"
"In post","2021","60-64","No function","SCS level","Female","70","60","108760","98480"
"In post","2021","60-64","No function","SCS level","Male","115","105","106510","102850"
"In post","2021","60-64","No function","SEO/HEO","Female","1015","825","36870","35000"
"In post","2021","60-64","No function","SEO/HEO","Male","1375","1130","39870","38160"
"In post","2021","60-64","No function","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","No function","Unknown","Female","660","555","29860","28200"
"In post","2021","60-64","No function","Unknown","Male","300","270","32510","32690"
"In post","2021","60-64","Project Delivery","AA/AO","Female","35","30","21980","21470"
"In post","2021","60-64","Project Delivery","AA/AO","Male","20","20","[c]","[c]"
"In post","2021","60-64","Project Delivery","EO","Female","190","165","25830","26630"
"In post","2021","60-64","Project Delivery","EO","Male","205","185","25230","26020"
"In post","2021","60-64","Project Delivery","G6/G7","Female","100","90","59390","59060"
"In post","2021","60-64","Project Delivery","G6/G7","Male","280","245","59770","57910"
"In post","2021","60-64","Project Delivery","SCS level","Female","10","10","[c]","[c]"
"In post","2021","60-64","Project Delivery","SCS level","Male","40","40","107010","97060"
"In post","2021","60-64","Project Delivery","SEO/HEO","Female","295","250","36470","36150"
"In post","2021","60-64","Project Delivery","SEO/HEO","Male","720","655","38530","39080"
"In post","2021","60-64","Project Delivery","Unknown","Female","10","5","[c]","[c]"
"In post","2021","60-64","Project Delivery","Unknown","Male","75","70","47440","45200"
"In post","2021","60-64","Property","AA/AO","Female","125","105","20800","21100"
"In post","2021","60-64","Property","AA/AO","Male","200","190","21370","20460"
"In post","2021","60-64","Property","EO","Female","85","75","27840","26780"
"In post","2021","60-64","Property","EO","Male","105","95","28600","27680"
"In post","2021","60-64","Property","G6/G7","Female","15","15","[c]","[c]"
"In post","2021","60-64","Property","G6/G7","Male","105","95","60070","58510"
