"Status","Year","Function_of_post","Organisation","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Finance","Charity Commission","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Charity Commission","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Charity Commission","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Companies House","AA/AO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Finance","Companies House","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Companies House","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Companies House","AA/AO","Unknown","5","5","[c]","[c]"
"In post","2021","Finance","Companies House","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Finance","Companies House","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Companies House","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Companies House","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Companies House","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Companies House","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Companies House","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Companies House","SEO/HEO","Heterosexual / straight","20","15","[c]","[c]"
"In post","2021","Finance","Companies House","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Companies House","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Companies House","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Competition and Markets Authority","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Competition and Markets Authority","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Competition and Markets Authority","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Competition and Markets Authority","G6/G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Finance","Competition and Markets Authority","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Competition and Markets Authority","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Competition and Markets Authority","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Competition and Markets Authority","SEO/HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Finance","Competition and Markets Authority","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Competition and Markets Authority","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Criminal Injuries Compensation Authority","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Criminal Injuries Compensation Authority","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Criminal Injuries Compensation Authority","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Criminal Injuries Compensation Authority","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Criminal Injuries Compensation Authority","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Crown Commercial Service","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Finance","Crown Commercial Service","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Crown Commercial Service","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Crown Commercial Service","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Finance","Crown Commercial Service","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Crown Commercial Service","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Crown Commercial Service","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Crown Commercial Service","SEO/HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Finance","Crown Commercial Service","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Crown Office and Procurator Fiscal Service","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Crown Office and Procurator Fiscal Service","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Crown Office and Procurator Fiscal Service","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Crown Office and Procurator Fiscal Service","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Crown Office and Procurator Fiscal Service","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Crown Office and Procurator Fiscal Service","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Crown Office and Procurator Fiscal Service","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Crown Office and Procurator Fiscal Service","SEO/HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Finance","Crown Office and Procurator Fiscal Service","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Crown Prosecution Service","AA/AO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Finance","Crown Prosecution Service","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Crown Prosecution Service","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Crown Prosecution Service","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Crown Prosecution Service","EO","Heterosexual / straight","25","20","[c]","[c]"
"In post","2021","Finance","Crown Prosecution Service","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Crown Prosecution Service","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Crown Prosecution Service","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Finance","Crown Prosecution Service","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Crown Prosecution Service","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Crown Prosecution Service","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Crown Prosecution Service","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Crown Prosecution Service","SEO/HEO","Heterosexual / straight","40","40","34360","33000"
"In post","2021","Finance","Crown Prosecution Service","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Debt Management Office","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Debt Management Office","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Debt Management Office","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Debt Management Office","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Debt Management Office","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Debt Management Office","G6/G7","Unknown","5","5","[c]","[c]"
"In post","2021","Finance","Debt Management Office","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Debt Management Office","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Debt Management Office","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Defence Electronics and Components Agency","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Defence Electronics and Components Agency","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Defence Electronics and Components Agency","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Defence Electronics and Components Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Defence Electronics and Components Agency","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Defence Electronics and Components Agency","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Defence Electronics and Components Agency","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Defence Electronics and Components Agency","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Defence Electronics and Components Agency","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Defence Electronics and Components Agency","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Defence Electronics and Components Agency","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Defence Equipment and Support","EO","Heterosexual / straight","120","115","21510","19940"
"In post","2021","Finance","Defence Equipment and Support","EO","LGBO","10","10","[c]","[c]"
"In post","2021","Finance","Defence Equipment and Support","EO","Undeclared","10","10","[c]","[c]"
"In post","2021","Finance","Defence Equipment and Support","EO","Unknown","5","5","[c]","[c]"
"In post","2021","Finance","Defence Equipment and Support","G6/G7","Heterosexual / straight","65","60","59000","56860"
"In post","2021","Finance","Defence Equipment and Support","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Defence Equipment and Support","G6/G7","Undeclared","10","10","[c]","[c]"
"In post","2021","Finance","Defence Equipment and Support","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Defence Equipment and Support","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Finance","Defence Equipment and Support","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Defence Equipment and Support","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Defence Equipment and Support","SEO/HEO","Heterosexual / straight","145","140","35280","34210"
"In post","2021","Finance","Defence Equipment and Support","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2021","Finance","Defence Equipment and Support","SEO/HEO","Undeclared","20","20","[c]","[c]"
"In post","2021","Finance","Defence Equipment and Support","SEO/HEO","Unknown","15","10","[c]","[c]"
"In post","2021","Finance","Defence Science and Technology Laboratory","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Defence Science and Technology Laboratory","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Defence Science and Technology Laboratory","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Defence Science and Technology Laboratory","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Defence Science and Technology Laboratory","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Defence Science and Technology Laboratory","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Defence Science and Technology Laboratory","G6/G7","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Finance","Defence Science and Technology Laboratory","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Defence Science and Technology Laboratory","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Defence Science and Technology Laboratory","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Defence Science and Technology Laboratory","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Defence Science and Technology Laboratory","SEO/HEO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Finance","Defence Science and Technology Laboratory","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","Heterosexual / straight","45","45","62160","59010"
"In post","2021","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","Undeclared","10","10","[c]","[c]"
"In post","2021","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","Heterosexual / straight","45","45","40100","37950"
"In post","2021","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","Undeclared","5","5","[c]","[c]"
"In post","2021","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Digital, Culture, Media and Sport","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Digital, Culture, Media and Sport","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Digital, Culture, Media and Sport","G6/G7","Heterosexual / straight","30","30","65240","62360"
"In post","2021","Finance","Department for Digital, Culture, Media and Sport","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Digital, Culture, Media and Sport","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Digital, Culture, Media and Sport","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Digital, Culture, Media and Sport","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Finance","Department for Digital, Culture, Media and Sport","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Digital, Culture, Media and Sport","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Digital, Culture, Media and Sport","SEO/HEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Finance","Department for Digital, Culture, Media and Sport","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Digital, Culture, Media and Sport","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
