"Status","Year","Age","Organisation","Profession_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","30-39","HM Land Registry","Project Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Land Registry","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Land Registry","Project Delivery","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Land Registry","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Land Registry","Project Delivery","South West (England)","15","15","39010","38550"
"In post","2021","30-39","HM Land Registry","Project Delivery","Wales","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Land Registry","Project Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Land Registry","Project Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Land Registry","Property","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Prison and Probation Service","Commercial","East Midlands (England)","10","10","37090","34320"
"In post","2021","30-39","HM Prison and Probation Service","Commercial","East of England","15","15","39260","38280"
"In post","2021","30-39","HM Prison and Probation Service","Commercial","London","60","55","46550","46600"
"In post","2021","30-39","HM Prison and Probation Service","Commercial","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Prison and Probation Service","Commercial","North West (England)","15","15","42630","42630"
"In post","2021","30-39","HM Prison and Probation Service","Commercial","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Prison and Probation Service","Commercial","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Prison and Probation Service","Commercial","Wales","5","5","[c]","[c]"
"In post","2021","30-39","HM Prison and Probation Service","Commercial","West Midlands (England)","15","15","37660","37430"
"In post","2021","30-39","HM Prison and Probation Service","Commercial","Yorkshire and The Humber","15","15","41040","42460"
"In post","2021","30-39","HM Prison and Probation Service","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Prison and Probation Service","Communications","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Prison and Probation Service","Human Resources","East of England","5","5","[c]","[c]"
"In post","2021","30-39","HM Prison and Probation Service","Human Resources","London","10","10","44220","40810"
"In post","2021","30-39","HM Prison and Probation Service","Human Resources","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Prison and Probation Service","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Prison and Probation Service","Human Resources","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Prison and Probation Service","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Prison and Probation Service","Human Resources","West Midlands (England)","5","5","[c]","[c]"
"In post","2021","30-39","HM Prison and Probation Service","Human Resources","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2021","30-39","HM Prison and Probation Service","Intelligence Analysis","East Midlands (England)","15","10","27170","26850"
"In post","2021","30-39","HM Prison and Probation Service","Intelligence Analysis","East of England","20","20","30640","27380"
"In post","2021","30-39","HM Prison and Probation Service","Intelligence Analysis","London","25","25","36420","31600"
"In post","2021","30-39","HM Prison and Probation Service","Intelligence Analysis","North East (England)","10","10","32720","32780"
"In post","2021","30-39","HM Prison and Probation Service","Intelligence Analysis","North West (England)","15","15","27790","26850"
"In post","2021","30-39","HM Prison and Probation Service","Intelligence Analysis","South East (England)","20","20","27690","26850"
"In post","2021","30-39","HM Prison and Probation Service","Intelligence Analysis","South West (England)","10","10","[c]","[c]"
"In post","2021","30-39","HM Prison and Probation Service","Intelligence Analysis","Wales","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Prison and Probation Service","Intelligence Analysis","West Midlands (England)","15","15","32180","28800"
"In post","2021","30-39","HM Prison and Probation Service","Intelligence Analysis","Yorkshire and The Humber","20","20","29430","30140"
"In post","2021","30-39","HM Prison and Probation Service","Internal Audit","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Prison and Probation Service","Internal Audit","East of England","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Prison and Probation Service","Internal Audit","London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Prison and Probation Service","Internal Audit","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Prison and Probation Service","Internal Audit","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Prison and Probation Service","Internal Audit","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Prison and Probation Service","Internal Audit","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Prison and Probation Service","Operational Delivery","East Midlands (England)","1160","1095","27710","26630"
"In post","2021","30-39","HM Prison and Probation Service","Operational Delivery","East of England","1160","1105","28710","29300"
"In post","2021","30-39","HM Prison and Probation Service","Operational Delivery","London","1370","1335","33770","33260"
"In post","2021","30-39","HM Prison and Probation Service","Operational Delivery","North East (England)","705","685","27030","25790"
"In post","2021","30-39","HM Prison and Probation Service","Operational Delivery","North West (England)","1410","1345","27360","25830"
"In post","2021","30-39","HM Prison and Probation Service","Operational Delivery","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Prison and Probation Service","Operational Delivery","South East (England)","1830","1745","29960","30400"
"In post","2021","30-39","HM Prison and Probation Service","Operational Delivery","South West (England)","855","805","27610","26330"
"In post","2021","30-39","HM Prison and Probation Service","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Prison and Probation Service","Operational Delivery","Wales","730","700","27820","25790"
"In post","2021","30-39","HM Prison and Probation Service","Operational Delivery","West Midlands (England)","1120","1065","27380","25790"
"In post","2021","30-39","HM Prison and Probation Service","Operational Delivery","Yorkshire and The Humber","1375","1290","27470","26300"
"In post","2021","30-39","HM Prison and Probation Service","Policy","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Prison and Probation Service","Policy","East of England","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Prison and Probation Service","Policy","London","100","100","38230","32750"
"In post","2021","30-39","HM Prison and Probation Service","Policy","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Prison and Probation Service","Policy","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Prison and Probation Service","Policy","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Prison and Probation Service","Policy","Wales","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Prison and Probation Service","Policy","West Midlands (England)","30","30","32440","33520"
"In post","2021","30-39","HM Prison and Probation Service","Policy","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Prison and Probation Service","Psychology","East Midlands (England)","75","70","34690","31180"
"In post","2021","30-39","HM Prison and Probation Service","Psychology","East of England","70","70","33380","31180"
"In post","2021","30-39","HM Prison and Probation Service","Psychology","London","25","25","42780","41530"
"In post","2021","30-39","HM Prison and Probation Service","Psychology","North East (England)","45","40","36470","40060"
"In post","2021","30-39","HM Prison and Probation Service","Psychology","North West (England)","65","65","35070","31180"
"In post","2021","30-39","HM Prison and Probation Service","Psychology","South East (England)","75","70","33520","30450"
"In post","2021","30-39","HM Prison and Probation Service","Psychology","South West (England)","35","30","33270","31180"
"In post","2021","30-39","HM Prison and Probation Service","Psychology","Wales","30","25","33890","30450"
"In post","2021","30-39","HM Prison and Probation Service","Psychology","West Midlands (England)","50","50","34290","31180"
"In post","2021","30-39","HM Prison and Probation Service","Psychology","Yorkshire and The Humber","70","70","34620","31180"
"In post","2021","30-39","HM Prison and Probation Service","Security","East Midlands (England)","10","10","[c]","[c]"
"In post","2021","30-39","HM Prison and Probation Service","Security","East of England","10","10","32370","29530"
"In post","2021","30-39","HM Prison and Probation Service","Security","London","55","55","44530","42740"
"In post","2021","30-39","HM Prison and Probation Service","Security","North East (England)","10","10","[c]","[c]"
"In post","2021","30-39","HM Prison and Probation Service","Security","North West (England)","20","20","33950","31790"
"In post","2021","30-39","HM Prison and Probation Service","Security","South East (England)","15","15","39510","39470"
"In post","2021","30-39","HM Prison and Probation Service","Security","South West (England)","5","5","[c]","[c]"
"In post","2021","30-39","HM Prison and Probation Service","Security","Wales","15","15","28400","28720"
"In post","2021","30-39","HM Prison and Probation Service","Security","West Midlands (England)","15","15","32110","31420"
"In post","2021","30-39","HM Prison and Probation Service","Security","Yorkshire and The Humber","35","35","37780","38160"
"In post","2021","30-39","HM Prison and Probation Service","Statistics","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Revenue and Customs (excl. agencies)","Commercial","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Revenue and Customs (excl. agencies)","Commercial","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Revenue and Customs (excl. agencies)","Communications","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Revenue and Customs (excl. agencies)","Communications","London","15","15","52630","59160"
"In post","2021","30-39","HM Revenue and Customs (excl. agencies)","Communications","North East (England)","10","10","[c]","[c]"
"In post","2021","30-39","HM Revenue and Customs (excl. agencies)","Communications","North West (England)","10","10","42410","45610"
"In post","2021","30-39","HM Revenue and Customs (excl. agencies)","Communications","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Revenue and Customs (excl. agencies)","Communications","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Revenue and Customs (excl. agencies)","Communications","Wales","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Revenue and Customs (excl. agencies)","Communications","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Revenue and Customs (excl. agencies)","Communications","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Revenue and Customs (excl. agencies)","Digital, Data and Technology","East of England","25","25","32910","31810"
"In post","2021","30-39","HM Revenue and Customs (excl. agencies)","Digital, Data and Technology","London","25","25","46600","41760"
"In post","2021","30-39","HM Revenue and Customs (excl. agencies)","Digital, Data and Technology","North East (England)","105","105","39010","38630"
