"Status","Year","Age","Organisation","Profession_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","30-39","Food Standards Agency","Policy","Northern Ireland","15","15","38440","37910"
"In post","2021","30-39","Food Standards Agency","Policy","Wales","10","10","36960","31000"
"In post","2021","30-39","Food Standards Agency","Policy","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Food Standards Agency","Policy","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2021","30-39","Food Standards Agency","Project Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Food Standards Agency","Project Delivery","Wales","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Food Standards Agency","Project Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Food Standards Agency","Science and Engineering","London","20","15","39660","40650"
"In post","2021","30-39","Food Standards Agency","Science and Engineering","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Food Standards Agency","Science and Engineering","Wales","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Food Standards Agency","Science and Engineering","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Food Standards Agency","Social Research","London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Food Standards Agency","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Food Standards Agency","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Food Standards Agency","Unknown","Wales","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Food Standards Agency","Veterinarian","London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Food Standards Agency","Veterinarian","Wales","5","5","[c]","[c]"
"In post","2021","30-39","Food Standards Agency","Veterinarian","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Food Standards Agency","Veterinarian","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Food Standards Scotland","Unknown","Scotland","65","65","33530","32140"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Commercial","Scotland","15","15","36190","33930"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Communications","London","50","50","48780","46880"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Digital, Data and Technology","Scotland","50","45","36990","33930"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Economics","London","50","45","56650","57900"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Economics","Overseas","25","25","55510","55620"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Economics","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","London","15","15","47410","38930"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","Overseas","5","5","[c]","[c]"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","Scotland","25","25","39500","39630"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Human Resources","London","25","25","49120","53800"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Human Resources","Scotland","10","10","[c]","[c]"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Intelligence Analysis","London","35","35","45690","41460"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Intelligence Analysis","Overseas","25","25","39930","34770"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Internal Audit","London","5","5","[c]","[c]"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Internal Audit","Scotland","15","15","39930","33930"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Internal Audit","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Knowledge and Information Management","London","15","15","46380","41460"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Knowledge and Information Management","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Knowledge and Information Management","South East (England)","5","5","[c]","[c]"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Legal","London","25","25","65730","67050"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Medicine","London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Medicine","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","London","45","45","37630","36460"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","Overseas","5","5","[c]","[c]"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","Scotland","35","30","34020","33930"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","South East (England)","40","40","28550","24750"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Research","London","20","20","53150","51650"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Research","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Other","London","35","30","60630","63000"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Other","Overseas","25","25","59430","55620"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Other","Scotland","5","5","[c]","[c]"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","London","600","590","50390","53610"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","Overseas","520","520","48170","52430"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","Scotland","55","55","46060","49920"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Project Delivery","London","55","50","45710","41970"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Project Delivery","Overseas","30","30","52060","53000"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Project Delivery","Scotland","35","35","36470","33930"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Property","London","10","10","50480","49370"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Security","London","20","20","44590","41600"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Security","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Security","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Security","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Statistics","London","5","5","[c]","[c]"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Statistics","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Statistics","Scotland","15","15","48280","50250"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Tax","London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Tax","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","London","100","100","50290","50170"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","Overseas","20","20","49550","52400"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Forestry and Land Scotland","Unknown","Scotland","210","205","30000","28120"
"In post","2021","30-39","Government Actuary's Department","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Government Actuary's Department","Other","London","60","55","68760","65470"
"In post","2021","30-39","Government Actuary's Department","Other","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Government Internal Audit Agency","Counter Fraud","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Government Internal Audit Agency","Finance","Wales","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Government Internal Audit Agency","Internal Audit","London","15","15","52760","53070"
"In post","2021","30-39","Government Internal Audit Agency","Internal Audit","North East (England)","5","5","[c]","[c]"
"In post","2021","30-39","Government Internal Audit Agency","Internal Audit","North West (England)","5","5","[c]","[c]"
"In post","2021","30-39","Government Internal Audit Agency","Internal Audit","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Government Internal Audit Agency","Internal Audit","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Government Internal Audit Agency","Internal Audit","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Government Internal Audit Agency","Internal Audit","Wales","5","5","[c]","[c]"
"In post","2021","30-39","Government Internal Audit Agency","Internal Audit","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Government Internal Audit Agency","Internal Audit","Yorkshire and The Humber","10","10","42820","40000"
"In post","2021","30-39","Government Internal Audit Agency","Other","London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Government Internal Audit Agency","Policy","London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Government Internal Audit Agency","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Government Legal Department","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Government Legal Department","Finance","London","10","10","[c]","[c]"
"In post","2021","30-39","Government Legal Department","Human Resources","London","15","15","37080","31670"
"In post","2021","30-39","Government Legal Department","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Government Legal Department","Legal","London","690","650","54940","51830"
"In post","2021","30-39","Government Legal Department","Legal","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Government Legal Department","Legal","South West (England)","10","10","51010","49950"
"In post","2021","30-39","Government Legal Department","Legal","Yorkshire and The Humber","10","10","58150","61430"
"In post","2021","30-39","Government Legal Department","Other","London","80","80","29690","27580"
"In post","2021","30-39","Government Legal Department","Other","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Government Legal Department","Other","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Government Legal Department","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Government Property Agency","Finance","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Government Property Agency","Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Government Property Agency","Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Government Property Agency","Finance","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Government Property Agency","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Government Property Agency","Human Resources","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Government Property Agency","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Government Property Agency","Other","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Government Property Agency","Other","London","5","5","[c]","[c]"
"In post","2021","30-39","Government Property Agency","Other","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Government Property Agency","Other","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Government Property Agency","Other","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Government Property Agency","Planning","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Government Property Agency","Project Delivery","London","5","5","[c]","[c]"
"In post","2021","30-39","Government Property Agency","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Government Property Agency","Project Delivery","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Government Property Agency","Project Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Government Property Agency","Project Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Government Property Agency","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Government Property Agency","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Health and Safety Executive","Commercial","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Health and Safety Executive","Communications","North West (England)","5","5","[c]","[c]"
"In post","2021","30-39","Health and Safety Executive","Digital, Data and Technology","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Health and Safety Executive","Digital, Data and Technology","North West (England)","5","5","[c]","[c]"
"In post","2021","30-39","Health and Safety Executive","Economics","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Health and Safety Executive","Finance","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Health and Safety Executive","Finance","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Health and Safety Executive","Human Resources","North West (England)","5","5","[c]","[c]"
"In post","2021","30-39","Health and Safety Executive","Legal","North West (England)","5","5","[c]","[c]"
"In post","2021","30-39","Health and Safety Executive","Operational Delivery","East Midlands (England)","25","25","31800","28990"
"In post","2021","30-39","Health and Safety Executive","Operational Delivery","East of England","20","20","37290","40230"
"In post","2021","30-39","Health and Safety Executive","Operational Delivery","London","25","25","45520","45380"
"In post","2021","30-39","Health and Safety Executive","Operational Delivery","North East (England)","15","10","40430","41480"
"In post","2021","30-39","Health and Safety Executive","Operational Delivery","North West (England)","55","55","38190","36450"
"In post","2021","30-39","Health and Safety Executive","Operational Delivery","Scotland","30","25","52400","41480"
"In post","2021","30-39","Health and Safety Executive","Operational Delivery","South East (England)","15","15","39140","40230"
"In post","2021","30-39","Health and Safety Executive","Operational Delivery","South West (England)","10","10","41820","41000"
"In post","2021","30-39","Health and Safety Executive","Operational Delivery","Wales","10","10","30870","29190"
"In post","2021","30-39","Health and Safety Executive","Operational Delivery","West Midlands (England)","15","15","42270","42920"
"In post","2021","30-39","Health and Safety Executive","Operational Delivery","Yorkshire and The Humber","20","20","36990","40620"
"In post","2021","30-39","Health and Safety Executive","Policy","London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Health and Safety Executive","Policy","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Health and Safety Executive","Project Delivery","East Midlands (England)","5","5","[c]","[c]"
"In post","2021","30-39","Health and Safety Executive","Science and Engineering","East Midlands (England)","40","35","35550","32750"
"In post","2021","30-39","Health and Safety Executive","Science and Engineering","North West (England)","20","20","34530","31710"
"In post","2021","30-39","Health and Safety Executive","Science and Engineering","Yorkshire and The Humber","20","20","34700","31710"
"In post","2021","30-39","Health and Safety Executive","Statistics","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Health and Safety Executive","Statistics","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Courts and Tribunals Service","Commercial","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Courts and Tribunals Service","Commercial","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Courts and Tribunals Service","Commercial","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Courts and Tribunals Service","Communications","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Courts and Tribunals Service","Communications","East of England","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Courts and Tribunals Service","Communications","London","5","5","[c]","[c]"
"In post","2021","30-39","HM Courts and Tribunals Service","Communications","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Courts and Tribunals Service","Communications","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Courts and Tribunals Service","Digital, Data and Technology","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Courts and Tribunals Service","Digital, Data and Technology","East of England","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Courts and Tribunals Service","Digital, Data and Technology","London","20","20","42070","36800"
"In post","2021","30-39","HM Courts and Tribunals Service","Digital, Data and Technology","North West (England)","5","5","[c]","[c]"
"In post","2021","30-39","HM Courts and Tribunals Service","Digital, Data and Technology","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Courts and Tribunals Service","Digital, Data and Technology","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Courts and Tribunals Service","Digital, Data and Technology","Wales","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Courts and Tribunals Service","Digital, Data and Technology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Courts and Tribunals Service","Finance","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Courts and Tribunals Service","Finance","East of England","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Courts and Tribunals Service","Finance","London","20","20","45240","42220"
"In post","2021","30-39","HM Courts and Tribunals Service","Finance","North West (England)","10","10","38460","35530"
"In post","2021","30-39","HM Courts and Tribunals Service","Finance","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Courts and Tribunals Service","Finance","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Courts and Tribunals Service","Finance","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Courts and Tribunals Service","Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Courts and Tribunals Service","Human Resources","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Courts and Tribunals Service","Human Resources","London","10","10","41160","35090"
"In post","2021","30-39","HM Courts and Tribunals Service","Human Resources","North West (England)","10","10","[c]","[c]"
"In post","2021","30-39","HM Courts and Tribunals Service","Human Resources","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Courts and Tribunals Service","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Courts and Tribunals Service","Human Resources","Wales","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Courts and Tribunals Service","Human Resources","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Courts and Tribunals Service","Human Resources","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Courts and Tribunals Service","Knowledge and Information Management","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Courts and Tribunals Service","Legal","East Midlands (England)","10","10","[c]","[c]"
"In post","2021","30-39","HM Courts and Tribunals Service","Legal","East of England","15","10","33220","29580"
"In post","2021","30-39","HM Courts and Tribunals Service","Legal","London","60","60","39480","36560"
"In post","2021","30-39","HM Courts and Tribunals Service","Legal","North East (England)","10","10","34080","36340"
"In post","2021","30-39","HM Courts and Tribunals Service","Legal","North West (England)","15","15","32940","32540"
"In post","2021","30-39","HM Courts and Tribunals Service","Legal","South East (England)","15","15","38040","36560"
"In post","2021","30-39","HM Courts and Tribunals Service","Legal","South West (England)","5","5","[c]","[c]"
"In post","2021","30-39","HM Courts and Tribunals Service","Legal","Wales","15","15","34650","32540"
"In post","2021","30-39","HM Courts and Tribunals Service","Legal","West Midlands (England)","15","15","35020","35790"
"In post","2021","30-39","HM Courts and Tribunals Service","Legal","Yorkshire and The Humber","20","20","28480","24000"
"In post","2021","30-39","HM Courts and Tribunals Service","Operational Delivery","East Midlands (England)","225","195","20900","19570"
"In post","2021","30-39","HM Courts and Tribunals Service","Operational Delivery","East of England","160","140","21190","20100"
"In post","2021","30-39","HM Courts and Tribunals Service","Operational Delivery","London","660","615","25900","23500"
"In post","2021","30-39","HM Courts and Tribunals Service","Operational Delivery","North East (England)","125","105","20160","19570"
"In post","2021","30-39","HM Courts and Tribunals Service","Operational Delivery","North West (England)","340","305","21410","20440"
"In post","2021","30-39","HM Courts and Tribunals Service","Operational Delivery","Scotland","45","40","21800","20650"
"In post","2021","30-39","HM Courts and Tribunals Service","Operational Delivery","South East (England)","190","160","22110","21170"
"In post","2021","30-39","HM Courts and Tribunals Service","Operational Delivery","South West (England)","130","105","20500","19830"
"In post","2021","30-39","HM Courts and Tribunals Service","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Courts and Tribunals Service","Operational Delivery","Wales","150","135","20240","19570"
"In post","2021","30-39","HM Courts and Tribunals Service","Operational Delivery","West Midlands (England)","360","330","20790","19930"
"In post","2021","30-39","HM Courts and Tribunals Service","Operational Delivery","Yorkshire and The Humber","185","150","20440","19570"
"In post","2021","30-39","HM Courts and Tribunals Service","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Courts and Tribunals Service","Planning","London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Courts and Tribunals Service","Policy","London","5","5","[c]","[c]"
"In post","2021","30-39","HM Courts and Tribunals Service","Policy","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Courts and Tribunals Service","Project Delivery","East Midlands (England)","5","5","[c]","[c]"
"In post","2021","30-39","HM Courts and Tribunals Service","Project Delivery","East of England","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Courts and Tribunals Service","Project Delivery","London","50","50","40570","36800"
"In post","2021","30-39","HM Courts and Tribunals Service","Project Delivery","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Courts and Tribunals Service","Project Delivery","North West (England)","10","10","31430","29260"
"In post","2021","30-39","HM Courts and Tribunals Service","Project Delivery","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Courts and Tribunals Service","Project Delivery","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Courts and Tribunals Service","Project Delivery","Wales","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Courts and Tribunals Service","Project Delivery","West Midlands (England)","10","10","[c]","[c]"
"In post","2021","30-39","HM Courts and Tribunals Service","Project Delivery","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2021","30-39","HM Courts and Tribunals Service","Property","London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Courts and Tribunals Service","Property","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Courts and Tribunals Service","Property","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Courts and Tribunals Service","Property","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Courts and Tribunals Service","Property","Wales","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Courts and Tribunals Service","Social Research","London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Courts and Tribunals Service","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Courts and Tribunals Service","Unknown","East of England","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Courts and Tribunals Service","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Land Registry","Commercial","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Land Registry","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Land Registry","Commercial","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Land Registry","Communications","London","5","5","[c]","[c]"
"In post","2021","30-39","HM Land Registry","Communications","Wales","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Land Registry","Digital, Data and Technology","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Land Registry","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Land Registry","Digital, Data and Technology","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Land Registry","Digital, Data and Technology","North West (England)","5","5","[c]","[c]"
"In post","2021","30-39","HM Land Registry","Digital, Data and Technology","South West (England)","100","95","38310","38450"
"In post","2021","30-39","HM Land Registry","Digital, Data and Technology","Wales","5","5","[c]","[c]"
"In post","2021","30-39","HM Land Registry","Digital, Data and Technology","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Land Registry","Digital, Data and Technology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Land Registry","Finance","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Land Registry","Finance","London","5","5","[c]","[c]"
"In post","2021","30-39","HM Land Registry","Finance","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Land Registry","Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Land Registry","Human Resources","East Midlands (England)","10","10","31460","27130"
"In post","2021","30-39","HM Land Registry","Human Resources","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Land Registry","Human Resources","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Land Registry","Legal","East Midlands (England)","5","5","[c]","[c]"
"In post","2021","30-39","HM Land Registry","Legal","East of England","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Land Registry","Legal","London","5","5","[c]","[c]"
"In post","2021","30-39","HM Land Registry","Legal","North East (England)","5","5","[c]","[c]"
"In post","2021","30-39","HM Land Registry","Legal","North West (England)","5","5","[c]","[c]"
"In post","2021","30-39","HM Land Registry","Legal","South West (England)","10","10","44420","33840"
"In post","2021","30-39","HM Land Registry","Legal","Wales","5","5","[c]","[c]"
"In post","2021","30-39","HM Land Registry","Legal","West Midlands (England)","5","5","[c]","[c]"
"In post","2021","30-39","HM Land Registry","Legal","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Land Registry","Operational Delivery","East Midlands (England)","80","75","25070","22350"
"In post","2021","30-39","HM Land Registry","Operational Delivery","East of England","25","25","24850","22350"
"In post","2021","30-39","HM Land Registry","Operational Delivery","London","30","30","31540","28230"
"In post","2021","30-39","HM Land Registry","Operational Delivery","North East (England)","85","80","24740","22350"
"In post","2021","30-39","HM Land Registry","Operational Delivery","North West (England)","95","90","23540","22350"
"In post","2021","30-39","HM Land Registry","Operational Delivery","South West (England)","110","105","25460","22350"
"In post","2021","30-39","HM Land Registry","Operational Delivery","Wales","115","110","25790","22350"
"In post","2021","30-39","HM Land Registry","Operational Delivery","West Midlands (England)","80","70","25010","22350"
"In post","2021","30-39","HM Land Registry","Operational Delivery","Yorkshire and The Humber","40","35","24600","22350"
"In post","2021","30-39","HM Land Registry","Other","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Land Registry","Other","London","[c]","[c]","[c]","[c]"
