"Status","Year","Age","Ethnicity","Function_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","20-29","Asian","Counter Fraud","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Counter Fraud","G7","5","5","[c]","[c]"
"In post","2021","20-29","Asian","Counter Fraud","HEO","15","15","[c]","[c]"
"In post","2021","20-29","Asian","Counter Fraud","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Debt","AO","55","50","20560","20140"
"In post","2021","20-29","Asian","Debt","EO","10","10","[c]","[c]"
"In post","2021","20-29","Asian","Debt","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Debt","HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Debt","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Digital, Data & Technology","AA","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Digital, Data & Technology","AO","10","10","[c]","[c]"
"In post","2021","20-29","Asian","Digital, Data & Technology","EO","60","60","27050","26460"
"In post","2021","20-29","Asian","Digital, Data & Technology","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Digital, Data & Technology","G7","15","15","[c]","[c]"
"In post","2021","20-29","Asian","Digital, Data & Technology","HEO","55","55","32430","32650"
"In post","2021","20-29","Asian","Digital, Data & Technology","SEO","30","30","[c]","[c]"
"In post","2021","20-29","Asian","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Finance","AA","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Finance","AO","30","30","[c]","[c]"
"In post","2021","20-29","Asian","Finance","EO","45","45","26230","26000"
"In post","2021","20-29","Asian","Finance","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Finance","G7","5","5","[c]","[c]"
"In post","2021","20-29","Asian","Finance","HEO","45","45","33360","32880"
"In post","2021","20-29","Asian","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Finance","SEO","20","20","[c]","[c]"
"In post","2021","20-29","Asian","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Grants Management","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Grants Management","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Grants Management","HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Grants Management","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Human Resources","AA","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Human Resources","AO","10","10","[c]","[c]"
"In post","2021","20-29","Asian","Human Resources","EO","35","35","26960","27440"
"In post","2021","20-29","Asian","Human Resources","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Human Resources","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Human Resources","HEO","35","35","32820","32480"
"In post","2021","20-29","Asian","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Human Resources","SEO","10","10","[c]","[c]"
"In post","2021","20-29","Asian","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Internal Audit","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Internal Audit","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Internal Audit","HEO","5","5","[c]","[c]"
"In post","2021","20-29","Asian","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Legal","AA","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Legal","AO","50","50","22650","23470"
"In post","2021","20-29","Asian","Legal","EO","55","55","27120","26970"
"In post","2021","20-29","Asian","Legal","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Legal","G7","15","15","[c]","[c]"
"In post","2021","20-29","Asian","Legal","HEO","45","45","34780","32840"
"In post","2021","20-29","Asian","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Legal","SEO","10","10","[c]","[c]"
"In post","2021","20-29","Asian","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","No function","AA","50","50","20480","20230"
"In post","2021","20-29","Asian","No function","AO","765","725","21640","20140"
"In post","2021","20-29","Asian","No function","EO","430","425","26850","26880"
"In post","2021","20-29","Asian","No function","G6","5","5","[c]","[c]"
"In post","2021","20-29","Asian","No function","G7","145","145","53920","53160"
"In post","2021","20-29","Asian","No function","HEO","495","490","32980","32930"
"In post","2021","20-29","Asian","No function","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","No function","SEO","145","145","39610","40050"
"In post","2021","20-29","Asian","No function","Unknown","110","105","24980","23840"
"In post","2021","20-29","Asian","Project Delivery","AA","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Project Delivery","AO","10","10","[c]","[c]"
"In post","2021","20-29","Asian","Project Delivery","EO","60","60","25360","26180"
"In post","2021","20-29","Asian","Project Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Project Delivery","G7","15","15","[c]","[c]"
"In post","2021","20-29","Asian","Project Delivery","HEO","80","80","32070","32680"
"In post","2021","20-29","Asian","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Project Delivery","SEO","25","25","[c]","[c]"
"In post","2021","20-29","Asian","Project Delivery","Unknown","10","10","[c]","[c]"
"In post","2021","20-29","Asian","Property","AA","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Property","AO","5","5","[c]","[c]"
"In post","2021","20-29","Asian","Property","EO","10","10","[c]","[c]"
"In post","2021","20-29","Asian","Property","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Property","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Property","HEO","15","15","[c]","[c]"
"In post","2021","20-29","Asian","Property","SEO","5","5","[c]","[c]"
"In post","2021","20-29","Asian","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Security","AA","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Security","AO","5","5","[c]","[c]"
"In post","2021","20-29","Asian","Security","EO","10","10","[c]","[c]"
"In post","2021","20-29","Asian","Security","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Security","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Security","HEO","5","5","[c]","[c]"
"In post","2021","20-29","Asian","Security","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Unknown","AA","20","20","[c]","[c]"
"In post","2021","20-29","Asian","Unknown","AO","575","550","22080","21010"
"In post","2021","20-29","Asian","Unknown","EO","1305","1290","28710","27570"
"In post","2021","20-29","Asian","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Unknown","G7","30","30","[c]","[c]"
"In post","2021","20-29","Asian","Unknown","HEO","180","180","34220","35070"
"In post","2021","20-29","Asian","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Unknown","SEO","65","65","41520","41970"
"In post","2021","20-29","Asian","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","20-29","Black","Analysis","AA","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Analysis","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Analysis","EO","10","10","[c]","[c]"
"In post","2021","20-29","Black","Analysis","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Analysis","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Analysis","HEO","35","35","34120","32540"
"In post","2021","20-29","Black","Analysis","SEO","10","10","[c]","[c]"
"In post","2021","20-29","Black","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Commercial","AA","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Commercial","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Commercial","EO","5","5","[c]","[c]"
"In post","2021","20-29","Black","Commercial","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Commercial","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Commercial","HEO","10","10","[c]","[c]"
"In post","2021","20-29","Black","Commercial","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Commercial","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Communications","AA","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Communications","AO","5","5","[c]","[c]"
"In post","2021","20-29","Black","Communications","EO","15","15","[c]","[c]"
"In post","2021","20-29","Black","Communications","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Communications","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Communications","HEO","20","20","[c]","[c]"
"In post","2021","20-29","Black","Communications","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Counter Fraud","AA","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Counter Fraud","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Counter Fraud","EO","15","15","[c]","[c]"
"In post","2021","20-29","Black","Counter Fraud","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Counter Fraud","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Counter Fraud","HEO","10","10","[c]","[c]"
"In post","2021","20-29","Black","Counter Fraud","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Debt","AO","15","15","[c]","[c]"
"In post","2021","20-29","Black","Debt","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Debt","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Debt","HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Debt","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Digital, Data & Technology","AA","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Digital, Data & Technology","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Digital, Data & Technology","EO","15","15","[c]","[c]"
"In post","2021","20-29","Black","Digital, Data & Technology","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Digital, Data & Technology","G7","5","5","[c]","[c]"
"In post","2021","20-29","Black","Digital, Data & Technology","HEO","15","15","[c]","[c]"
"In post","2021","20-29","Black","Digital, Data & Technology","SEO","10","10","[c]","[c]"
"In post","2021","20-29","Black","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Finance","AA","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Finance","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Finance","EO","5","5","[c]","[c]"
"In post","2021","20-29","Black","Finance","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Finance","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Finance","HEO","15","15","[c]","[c]"
"In post","2021","20-29","Black","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Finance","SEO","5","5","[c]","[c]"
"In post","2021","20-29","Black","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Grants Management","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Grants Management","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Grants Management","HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Grants Management","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Human Resources","AA","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Human Resources","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Human Resources","EO","20","20","[c]","[c]"
"In post","2021","20-29","Black","Human Resources","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Human Resources","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Human Resources","HEO","15","15","[c]","[c]"
"In post","2021","20-29","Black","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Human Resources","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Internal Audit","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Internal Audit","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Legal","AA","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Legal","AO","20","20","[c]","[c]"
"In post","2021","20-29","Black","Legal","EO","25","25","[c]","[c]"
"In post","2021","20-29","Black","Legal","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Legal","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Legal","HEO","20","20","[c]","[c]"
"In post","2021","20-29","Black","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Legal","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","No function","AA","35","35","22280","23790"
"In post","2021","20-29","Black","No function","AO","290","285","24910","22850"
"In post","2021","20-29","Black","No function","EO","165","160","27230","27130"
"In post","2021","20-29","Black","No function","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","No function","G7","30","30","54040","53380"
"In post","2021","20-29","Black","No function","HEO","195","190","33070","33120"
"In post","2021","20-29","Black","No function","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","No function","SEO","50","50","39820","40050"
"In post","2021","20-29","Black","No function","Unknown","115","110","26750","26810"
"In post","2021","20-29","Black","Project Delivery","AA","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Project Delivery","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Project Delivery","EO","25","25","[c]","[c]"
"In post","2021","20-29","Black","Project Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Project Delivery","G7","10","10","[c]","[c]"
"In post","2021","20-29","Black","Project Delivery","HEO","25","25","[c]","[c]"
"In post","2021","20-29","Black","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Project Delivery","SEO","10","10","[c]","[c]"
"In post","2021","20-29","Black","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Property","AA","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Property","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Property","EO","5","5","[c]","[c]"
"In post","2021","20-29","Black","Property","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Property","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Property","HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Property","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Security","AA","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Security","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Security","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Security","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Security","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Security","HEO","5","5","[c]","[c]"
"In post","2021","20-29","Black","Security","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Unknown","AA","5","5","[c]","[c]"
"In post","2021","20-29","Black","Unknown","AO","165","160","23430","25110"
"In post","2021","20-29","Black","Unknown","EO","525","520","29700","31060"
"In post","2021","20-29","Black","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Unknown","G7","5","5","[c]","[c]"
"In post","2021","20-29","Black","Unknown","HEO","85","85","34540","35070"
"In post","2021","20-29","Black","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Unknown","SEO","30","30","40710","41950"
"In post","2021","20-29","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Analysis","AA","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Analysis","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Analysis","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Analysis","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Analysis","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Analysis","HEO","10","10","[c]","[c]"
"In post","2021","20-29","Chinese","Analysis","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Commercial","AA","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Commercial","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Commercial","EO","[c]","[c]","[c]","[c]"
