"Status","Year","Age","Disability","Organisation","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","20-29","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Department for International Development","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Department for International Development","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Department for International Trade","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Department for International Trade","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Department for International Trade","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Department for Transport (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Department for Work and Pensions (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Department for Work and Pensions (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Department for Work and Pensions (excl. agencies)","London","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Department for Work and Pensions (excl. agencies)","North East (England)","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Department for Work and Pensions (excl. agencies)","North West (England)","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Department for Work and Pensions (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Department for Work and Pensions (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Department for Work and Pensions (excl. agencies)","South West (England)","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Department for Work and Pensions (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Department for Work and Pensions (excl. agencies)","West Midlands (England)","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Department of Health and Social Care (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Department of Health and Social Care (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Disclosure Scotland","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Driver and Vehicle Licensing Agency","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Driver and Vehicle Standards Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Driver and Vehicle Standards Agency","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Driver and Vehicle Standards Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Driver and Vehicle Standards Agency","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Driver and Vehicle Standards Agency","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Driver and Vehicle Standards Agency","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Driver and Vehicle Standards Agency","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Driver and Vehicle Standards Agency","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Driver and Vehicle Standards Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Education and Skills Funding Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Education and Skills Funding Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Education and Skills Funding Agency","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Education and Skills Funding Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Education and Skills Funding Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","FCDO Services","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Food Standards Agency","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Food Standards Agency","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Food Standards Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Food Standards Scotland","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Foreign and Commonwealth Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Forestry and Land Scotland","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Government Actuary's Department","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Government Legal Department","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Health and Safety Executive","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Health and Safety Executive","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Health and Safety Executive","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Health and Safety Executive","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Health and Safety Executive","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Health and Safety Executive","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","HM Courts and Tribunals Service","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","HM Courts and Tribunals Service","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","HM Courts and Tribunals Service","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","HM Courts and Tribunals Service","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","HM Courts and Tribunals Service","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","HM Courts and Tribunals Service","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","HM Courts and Tribunals Service","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","HM Courts and Tribunals Service","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","HM Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","HM Courts and Tribunals Service","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","HM Courts and Tribunals Service","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","HM Courts and Tribunals Service","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","HM Land Registry","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","HM Land Registry","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","HM Land Registry","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","HM Land Registry","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","HM Land Registry","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","HM Land Registry","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","HM Land Registry","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","HM Land Registry","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","HM Prison and Probation Service","East Midlands (England)","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","HM Prison and Probation Service","East of England","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","HM Prison and Probation Service","London","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","HM Prison and Probation Service","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","HM Prison and Probation Service","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","HM Prison and Probation Service","South East (England)","20","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","HM Prison and Probation Service","South West (England)","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","HM Prison and Probation Service","Wales","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","HM Prison and Probation Service","West Midlands (England)","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","HM Prison and Probation Service","Yorkshire and The Humber","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","HM Revenue and Customs (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","HM Revenue and Customs (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","HM Revenue and Customs (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","HM Revenue and Customs (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","HM Revenue and Customs (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","HM Revenue and Customs (excl. agencies)","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","HM Revenue and Customs (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","HM Revenue and Customs (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","HM Revenue and Customs (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","HM Revenue and Customs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","HM Revenue and Customs (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","HM Revenue and Customs (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","HM Revenue and Customs (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","HM Treasury (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","HM Treasury (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Home Office (incl. agencies)","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Home Office (incl. agencies)","London","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Home Office (incl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Home Office (incl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Home Office (incl. agencies)","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Home Office (incl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Home Office (incl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Home Office (incl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Home Office (incl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Home Office (incl. agencies)","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Home Office (incl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Home Office (incl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Insolvency Service","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Insolvency Service","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Insolvency Service","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Insolvency Service","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Insolvency Service","Scotland","[c]","[c]","[c]","[c]"
