"Status","Year","Age","Disability","Organisation","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","50-59","Unknown","Office for Standards in Education, Children's Services and Skills","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Office of Gas and Electricity Markets","London","15","15","[c]","[c]"
"In post","2021","50-59","Unknown","Office of Gas and Electricity Markets","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Office of Qualifications and Examinations Regulation","West Midlands (England)","15","10","[c]","[c]"
"In post","2021","50-59","Unknown","Office of the Public Guardian","East Midlands (England)","10","5","[c]","[c]"
"In post","2021","50-59","Unknown","Office of the Public Guardian","West Midlands (England)","10","10","[c]","[c]"
"In post","2021","50-59","Unknown","Office of the Scottish Charity Regulator","Scotland","5","5","[c]","[c]"
"In post","2021","50-59","Unknown","Planning Inspectorate","South West (England)","40","35","45260","47660"
"In post","2021","50-59","Unknown","Planning Inspectorate","Wales","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Public Health England","East Midlands (England)","20","15","[c]","[c]"
"In post","2021","50-59","Unknown","Public Health England","East of England","25","25","[c]","[c]"
"In post","2021","50-59","Unknown","Public Health England","London","255","240","56820","50930"
"In post","2021","50-59","Unknown","Public Health England","North East (England)","10","10","[c]","[c]"
"In post","2021","50-59","Unknown","Public Health England","North West (England)","35","30","45290","35440"
"In post","2021","50-59","Unknown","Public Health England","Scotland","5","5","[c]","[c]"
"In post","2021","50-59","Unknown","Public Health England","South East (England)","85","75","52260","51360"
"In post","2021","50-59","Unknown","Public Health England","South West (England)","75","70","54350","48340"
"In post","2021","50-59","Unknown","Public Health England","Wales","5","5","[c]","[c]"
"In post","2021","50-59","Unknown","Public Health England","West Midlands (England)","50","45","57920","47100"
"In post","2021","50-59","Unknown","Public Health England","Yorkshire and The Humber","25","25","[c]","[c]"
"In post","2021","50-59","Unknown","Registers of Scotland","Scotland","140","135","32790","30080"
"In post","2021","50-59","Unknown","Revenue Scotland","Scotland","10","10","[c]","[c]"
"In post","2021","50-59","Unknown","Royal Fleet Auxiliary","Unknown","500","500","42860","37740"
"In post","2021","50-59","Unknown","Rural Payments Agency","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Rural Payments Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Rural Payments Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland","10","10","[c]","[c]"
"In post","2021","50-59","Unknown","Scottish Courts and Tribunals Service","Scotland","490","445","28380","22820"
"In post","2021","50-59","Unknown","Scottish Forestry","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Scottish Government (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Scottish Government (excl. agencies)","Scotland","560","540","47950","46600"
"In post","2021","50-59","Unknown","Scottish Housing Regulator","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Scottish Prison Service","Scotland","1285","1220","34430","33650"
"In post","2021","50-59","Unknown","Scottish Public Pensions Agency","Scotland","30","25","[c]","[c]"
"In post","2021","50-59","Unknown","Serious Fraud Office","London","30","30","57250","53830"
"In post","2021","50-59","Unknown","Social Security Scotland","Scotland","70","65","38040","33410"
"In post","2021","50-59","Unknown","Standards and Testing Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Standards and Testing Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Student Awards Agency for Scotland","Scotland","25","20","[c]","[c]"
"In post","2021","50-59","Unknown","Submarine Delivery Agency","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Submarine Delivery Agency","Scotland","5","5","[c]","[c]"
"In post","2021","50-59","Unknown","Submarine Delivery Agency","South West (England)","40","40","53360","54570"
"In post","2021","50-59","Unknown","Teaching Regulation Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","The National Archives","London","60","60","37780","34770"
"In post","2021","50-59","Unknown","Transport Scotland","Scotland","50","45","51870","49760"
"In post","2021","50-59","Unknown","UK Hydrographic Office","South West (England)","55","55","36270","33290"
"In post","2021","50-59","Unknown","UK Intellectual Property Office","Wales","55","55","38900","39280"
"In post","2021","50-59","Unknown","UK Space Agency","London","5","5","[c]","[c]"
"In post","2021","50-59","Unknown","UK Space Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","United Kingdom Statistics Authority","London","15","15","[c]","[c]"
"In post","2021","50-59","Unknown","United Kingdom Statistics Authority","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","United Kingdom Statistics Authority","South East (England)","220","165","24740","19520"
"In post","2021","50-59","Unknown","United Kingdom Statistics Authority","Wales","100","100","33650","29540"
"In post","2021","50-59","Unknown","Valuation Office Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Valuation Office Agency","East of England","5","5","[c]","[c]"
"In post","2021","50-59","Unknown","Valuation Office Agency","London","15","15","[c]","[c]"
"In post","2021","50-59","Unknown","Valuation Office Agency","North East (England)","30","30","24040","21100"
"In post","2021","50-59","Unknown","Valuation Office Agency","North West (England)","10","10","[c]","[c]"
"In post","2021","50-59","Unknown","Valuation Office Agency","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Valuation Office Agency","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Valuation Office Agency","South West (England)","30","25","[c]","[c]"
"In post","2021","50-59","Unknown","Valuation Office Agency","Wales","10","10","[c]","[c]"
"In post","2021","50-59","Unknown","Valuation Office Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Valuation Office Agency","Yorkshire and The Humber","15","15","[c]","[c]"
"In post","2021","50-59","Unknown","Vehicle Certification Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Vehicle Certification Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Veterinary Medicines Directorate","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Water Services Regulation Authority","West Midlands (England)","5","5","[c]","[c]"
"In post","2021","50-59","Unknown","Welsh Government (excl. agencies)","Wales","50","50","46610","41560"
"In post","2021","50-59","Unknown","Welsh Revenue Authority","Wales","15","15","[c]","[c]"
"In post","2021","50-59","Unknown","Wilton Park","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Accountant in Bankruptcy","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Advisory, Conciliation and Arbitration Service","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Advisory, Conciliation and Arbitration Service","East of England","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Advisory, Conciliation and Arbitration Service","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Advisory, Conciliation and Arbitration Service","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Advisory, Conciliation and Arbitration Service","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Advisory, Conciliation and Arbitration Service","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Advisory, Conciliation and Arbitration Service","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Advisory, Conciliation and Arbitration Service","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Advisory, Conciliation and Arbitration Service","Wales","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Advisory, Conciliation and Arbitration Service","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Animal and Plant Health Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Animal and Plant Health Agency","East of England","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Animal and Plant Health Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Animal and Plant Health Agency","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Animal and Plant Health Agency","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Animal and Plant Health Agency","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Animal and Plant Health Agency","South East (England)","10","10","[c]","[c]"
"In post","2021","60-64","Declared disabled","Animal and Plant Health Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Animal and Plant Health Agency","Wales","5","5","[c]","[c]"
"In post","2021","60-64","Declared disabled","Animal and Plant Health Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Animal and Plant Health Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Cabinet Office (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Cabinet Office (excl. agencies)","London","15","10","[c]","[c]"
"In post","2021","60-64","Declared disabled","Cabinet Office (excl. agencies)","North East (England)","5","5","[c]","[c]"
"In post","2021","60-64","Declared disabled","Cabinet Office (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Cabinet Office (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Cabinet Office (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Cabinet Office (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Cabinet Office (excl. agencies)","Yorkshire and The Humber","10","5","[c]","[c]"
"In post","2021","60-64","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","East of England","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Charity Commission","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Charity Commission","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Charity Commission","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Companies House","Wales","10","10","[c]","[c]"
"In post","2021","60-64","Declared disabled","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Competition and Markets Authority","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Criminal Injuries Compensation Authority","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Crown Commercial Service","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Crown Commercial Service","East of England","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Crown Commercial Service","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Crown Commercial Service","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Crown Commercial Service","Wales","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Crown Commercial Service","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Crown Office and Procurator Fiscal Service","Scotland","5","5","[c]","[c]"
"In post","2021","60-64","Declared disabled","Crown Prosecution Service","East Midlands (England)","5","5","[c]","[c]"
"In post","2021","60-64","Declared disabled","Crown Prosecution Service","East of England","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Crown Prosecution Service","London","25","25","[c]","[c]"
"In post","2021","60-64","Declared disabled","Crown Prosecution Service","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Crown Prosecution Service","North West (England)","5","5","[c]","[c]"
"In post","2021","60-64","Declared disabled","Crown Prosecution Service","South East (England)","10","5","[c]","[c]"
"In post","2021","60-64","Declared disabled","Crown Prosecution Service","South West (England)","5","5","[c]","[c]"
"In post","2021","60-64","Declared disabled","Crown Prosecution Service","Wales","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Crown Prosecution Service","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Crown Prosecution Service","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2021","60-64","Declared disabled","Debt Management Office","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Defence Electronics and Components Agency","Wales","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Defence Electronics and Components Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Defence Equipment and Support","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Defence Equipment and Support","East of England","5","5","[c]","[c]"
"In post","2021","60-64","Declared disabled","Defence Equipment and Support","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Defence Equipment and Support","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Defence Equipment and Support","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Defence Equipment and Support","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Defence Equipment and Support","Scotland","5","5","[c]","[c]"
"In post","2021","60-64","Declared disabled","Defence Equipment and Support","South East (England)","10","5","[c]","[c]"
"In post","2021","60-64","Declared disabled","Defence Equipment and Support","South West (England)","80","70","37910","37340"
"In post","2021","60-64","Declared disabled","Defence Equipment and Support","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Defence Equipment and Support","Wales","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Defence Equipment and Support","West Midlands (England)","5","5","[c]","[c]"
"In post","2021","60-64","Declared disabled","Defence Equipment and Support","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Defence Science and Technology Laboratory","East of England","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Defence Science and Technology Laboratory","South East (England)","10","10","[c]","[c]"
"In post","2021","60-64","Declared disabled","Defence Science and Technology Laboratory","South West (England)","20","20","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","15","15","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department for Education (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department for Education (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department for Education (excl. agencies)","London","10","10","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department for Education (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department for Education (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department for Education (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department for Education (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department for Education (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","London","10","10","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department for International Trade","London","5","5","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department for International Trade","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department for International Trade","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department for International Trade","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department for International Trade","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department for International Trade","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department for Transport (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department for Transport (excl. agencies)","London","10","10","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department for Transport (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department for Transport (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department for Transport (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department for Transport (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department for Work and Pensions (excl. agencies)","East Midlands (England)","100","80","25450","27570"
"In post","2021","60-64","Declared disabled","Department for Work and Pensions (excl. agencies)","East of England","110","85","28680","27570"
"In post","2021","60-64","Declared disabled","Department for Work and Pensions (excl. agencies)","London","170","150","32290","31060"
"In post","2021","60-64","Declared disabled","Department for Work and Pensions (excl. agencies)","North East (England)","200","150","25400","26120"
"In post","2021","60-64","Declared disabled","Department for Work and Pensions (excl. agencies)","North West (England)","345","270","25510","26590"
"In post","2021","60-64","Declared disabled","Department for Work and Pensions (excl. agencies)","Scotland","220","165","24780","26120"
"In post","2021","60-64","Declared disabled","Department for Work and Pensions (excl. agencies)","South East (England)","170","140","27000","27570"
"In post","2021","60-64","Declared disabled","Department for Work and Pensions (excl. agencies)","South West (England)","145","110","25200","27570"
"In post","2021","60-64","Declared disabled","Department for Work and Pensions (excl. agencies)","Unknown","15","15","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department for Work and Pensions (excl. agencies)","Wales","100","70","24730","26120"
"In post","2021","60-64","Declared disabled","Department for Work and Pensions (excl. agencies)","West Midlands (England)","170","135","25640","27570"
"In post","2021","60-64","Declared disabled","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","180","130","26290","27570"
"In post","2021","60-64","Declared disabled","Department of Health and Social Care (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department of Health and Social Care (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Department of Health and Social Care (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Disclosure Scotland","Scotland","10","10","[c]","[c]"
"In post","2021","60-64","Declared disabled","Driver and Vehicle Licensing Agency","Wales","110","75","24370","21590"
"In post","2021","60-64","Declared disabled","Driver and Vehicle Standards Agency","East Midlands (England)","15","15","[c]","[c]"
"In post","2021","60-64","Declared disabled","Driver and Vehicle Standards Agency","East of England","10","10","[c]","[c]"
"In post","2021","60-64","Declared disabled","Driver and Vehicle Standards Agency","London","5","5","[c]","[c]"
"In post","2021","60-64","Declared disabled","Driver and Vehicle Standards Agency","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Driver and Vehicle Standards Agency","North West (England)","10","10","[c]","[c]"
"In post","2021","60-64","Declared disabled","Driver and Vehicle Standards Agency","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Driver and Vehicle Standards Agency","South East (England)","10","10","[c]","[c]"
"In post","2021","60-64","Declared disabled","Driver and Vehicle Standards Agency","South West (England)","5","5","[c]","[c]"
"In post","2021","60-64","Declared disabled","Driver and Vehicle Standards Agency","Wales","10","10","[c]","[c]"
"In post","2021","60-64","Declared disabled","Driver and Vehicle Standards Agency","West Midlands (England)","10","5","[c]","[c]"
"In post","2021","60-64","Declared disabled","Driver and Vehicle Standards Agency","Yorkshire and The Humber","10","5","[c]","[c]"
"In post","2021","60-64","Declared disabled","Education and Skills Funding Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Education and Skills Funding Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Education and Skills Funding Agency","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Education and Skills Funding Agency","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Education and Skills Funding Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Education and Skills Funding Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Education and Skills Funding Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Education Scotland","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","ESTYN","Wales","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","FCDO Services","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","FCDO Services","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","FCDO Services","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Food Standards Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Food Standards Agency","East of England","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Food Standards Agency","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Food Standards Agency","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Food Standards Agency","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Food Standards Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Food Standards Agency","Wales","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Food Standards Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Food Standards Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Food Standards Scotland","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","London","20","20","[c]","[c]"
"In post","2021","60-64","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","5","5","[c]","[c]"
"In post","2021","60-64","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Scotland","5","5","[c]","[c]"
"In post","2021","60-64","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Forestry and Land Scotland","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Government Actuary's Department","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Government Internal Audit Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Government Internal Audit Agency","East of England","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Government Internal Audit Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Government Internal Audit Agency","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Government Internal Audit Agency","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Government Internal Audit Agency","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Government Internal Audit Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Government Internal Audit Agency","Wales","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Government Internal Audit Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Government Internal Audit Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Government Legal Department","London","10","5","[c]","[c]"
"In post","2021","60-64","Declared disabled","Government Legal Department","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Government Legal Department","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Government Legal Department","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Government Property Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Government Property Agency","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Government Property Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Government Property Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Health and Safety Executive","East Midlands (England)","5","5","[c]","[c]"
