"Status","Year","Age","Disability","Function_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Unknown","Security","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Unknown","Department for Work and Pensions","15","15","[c]","[c]"
"In post","2021","16-19","Unknown","Unknown","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Unknown","Home Office","40","40","22060","21430"
"In post","2021","16-19","Unknown","Unknown","Ministry of Defence","40","40","18630","15940"
"In post","2021","16-19","Unknown","Unknown","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Unknown","Scottish Government","25","25","[c]","[c]"
"In post","2021","16-19","Unknown","Unknown","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Analysis","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Analysis","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Analysis","Chancellor's other departments","5","5","[c]","[c]"
"In post","2021","20-29","Declared disabled","Analysis","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Analysis","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Analysis","Department for Business, Energy and Industrial Strategy","10","10","[c]","[c]"
"In post","2021","20-29","Declared disabled","Analysis","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Analysis","Department for Education","10","10","[c]","[c]"
"In post","2021","20-29","Declared disabled","Analysis","Department for Environment, Food and Rural Affairs","10","10","[c]","[c]"
"In post","2021","20-29","Declared disabled","Analysis","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Analysis","Department for Transport","10","10","[c]","[c]"
"In post","2021","20-29","Declared disabled","Analysis","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Analysis","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Analysis","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Analysis","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Analysis","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Analysis","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Analysis","HM Revenue and Customs","20","20","[c]","[c]"
"In post","2021","20-29","Declared disabled","Analysis","HM Treasury","5","5","[c]","[c]"
"In post","2021","20-29","Declared disabled","Analysis","Ministry of Defence","15","15","[c]","[c]"
"In post","2021","20-29","Declared disabled","Analysis","Ministry of Housing, Communities and Local Government","5","5","[c]","[c]"
"In post","2021","20-29","Declared disabled","Analysis","Ministry of Justice","10","10","[c]","[c]"
"In post","2021","20-29","Declared disabled","Analysis","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Analysis","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Analysis","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Analysis","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Analysis","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Analysis","United Kingdom Statistics Authority","40","40","31560","31080"
"In post","2021","20-29","Declared disabled","Analysis","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Analysis","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Commercial","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Commercial","Cabinet Office","5","5","[c]","[c]"
"In post","2021","20-29","Declared disabled","Commercial","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Commercial","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Commercial","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Commercial","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Commercial","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Commercial","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Commercial","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Commercial","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Commercial","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Commercial","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Commercial","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Commercial","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Commercial","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Commercial","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Commercial","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Commercial","Ministry of Defence","15","15","[c]","[c]"
"In post","2021","20-29","Declared disabled","Commercial","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Commercial","Ministry of Justice","5","5","[c]","[c]"
"In post","2021","20-29","Declared disabled","Commercial","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Commercial","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Commercial","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Commercial","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Commercial","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Commercial","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Commercial","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Commercial","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Communications","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Communications","Cabinet Office","5","5","[c]","[c]"
"In post","2021","20-29","Declared disabled","Communications","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Communications","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Communications","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Communications","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Communications","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Communications","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Communications","Department for Environment, Food and Rural Affairs","5","5","[c]","[c]"
"In post","2021","20-29","Declared disabled","Communications","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Communications","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Communications","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Communications","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Communications","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Communications","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Communications","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Communications","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Communications","HM Revenue and Customs","35","35","28450","25560"
"In post","2021","20-29","Declared disabled","Communications","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Communications","Ministry of Defence","10","10","[c]","[c]"
"In post","2021","20-29","Declared disabled","Communications","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Communications","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Communications","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Communications","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Communications","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Communications","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Communications","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Communications","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Communications","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Communications","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Communications","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Communications","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Communications","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Communications","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Communications","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Communications","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Communications","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Counter Fraud","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Counter Fraud","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Counter Fraud","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Counter Fraud","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Counter Fraud","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Counter Fraud","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Counter Fraud","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Counter Fraud","HM Revenue and Customs","35","35","32680","29570"
"In post","2021","20-29","Declared disabled","Counter Fraud","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Debt","HM Revenue and Customs","25","25","[c]","[c]"
"In post","2021","20-29","Declared disabled","Debt","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Debt","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Digital, Data & Technology","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Digital, Data & Technology","Cabinet Office","20","20","[c]","[c]"
"In post","2021","20-29","Declared disabled","Digital, Data & Technology","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Digital, Data & Technology","Competition and Markets Authority","[c]","[c]","[c]","[c]"
