"Status","Year","Age","Ethnicity","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","50-59","Unknown","Other","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Unknown","Other","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Unknown","Other","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Unknown","Planning Inspectors","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Unknown","Policy","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Unknown","Policy","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Unknown","Policy","G6","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Unknown","Policy","G7","30","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Unknown","Policy","HEO","25","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Unknown","Policy","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Unknown","Policy","SEO","20","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Unknown","Project Delivery","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Unknown","Project Delivery","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Unknown","Project Delivery","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Unknown","Project Delivery","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Unknown","Project Delivery","G7","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Unknown","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Unknown","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Unknown","Project Delivery","SEO","15","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Unknown","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Unknown","Property","AA","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Unknown","Property","G6","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Unknown","Property","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Unknown","Property","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Unknown","Property","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Unknown","Property","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Unknown","Psychology","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Unknown","Science and Engineering","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Unknown","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Unknown","Science and Engineering","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Unknown","Science and Engineering","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Unknown","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Unknown","Science and Engineering","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Unknown","Security","AA","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Unknown","Security","AO","15","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Unknown","Security","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Unknown","Security","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Unknown","Security","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Unknown","Security","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Unknown","Security","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Unknown","Social Research","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Unknown","Statistics","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Unknown","Statistics","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Unknown","Statistics","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Unknown","Tax","AO","155","[c]","20210","20140"
"New entrant CS","2021","50-59","Unknown","Tax","EO","30","[c]","25520","25560"
"New entrant CS","2021","50-59","Unknown","Tax","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Unknown","Tax","HEO","15","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Unknown","Unknown","AA","15","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Unknown","Unknown","AO","105","[c]","21290","21010"
"New entrant CS","2021","50-59","Unknown","Unknown","EO","205","[c]","28080","27570"
"New entrant CS","2021","50-59","Unknown","Unknown","G6","35","[c]","81490","80770"
"New entrant CS","2021","50-59","Unknown","Unknown","G7","25","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Unknown","Unknown","HEO","25","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Unknown","Unknown","SCS level","60","[c]","94610","76960"
"New entrant CS","2021","50-59","Unknown","Unknown","SEO","25","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Unknown","Unknown","Unknown","65","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Commercial","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Commercial","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Commercial","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Commercial","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Commercial","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Commercial","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Commercial","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Commercial","SEO","15","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Communications","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Communications","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Communications","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Communications","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Communications","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Communications","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Corporate Finance","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Counter Fraud","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Counter Fraud","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Counter Fraud","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Counter Fraud","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Digital, Data and Technology","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Digital, Data and Technology","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Digital, Data and Technology","G6","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Digital, Data and Technology","G7","45","[c]","54440","52580"
"New entrant CS","2021","50-59","White","Digital, Data and Technology","HEO","15","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Digital, Data and Technology","SEO","30","[c]","41950","40210"
"New entrant CS","2021","50-59","White","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Economics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Economics","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Finance","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Finance","AO","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Finance","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Finance","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Finance","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Finance","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Finance","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Finance","SEO","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Human Resources","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Human Resources","AO","15","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Human Resources","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Human Resources","G6","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Human Resources","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Human Resources","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Human Resources","SEO","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Inspector of Education and Training","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Inspector of Education and Training","G7","15","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Inspector of Education and Training","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Intelligence Analysis","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Intelligence Analysis","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Intelligence Analysis","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Intelligence Analysis","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Intelligence Analysis","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Intelligence Analysis","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Internal Audit","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Internal Audit","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","International Trade","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","International Trade","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","International Trade","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","International Trade","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","International Trade","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Knowledge and Information Management","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Knowledge and Information Management","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Legal","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Legal","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Legal","G7","40","[c]","51640","50510"
"New entrant CS","2021","50-59","White","Legal","HEO","15","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Legal","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Medicine","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Medicine","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Medicine","G6","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Medicine","G7","15","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Medicine","HEO","15","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Medicine","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Medicine","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Operational Delivery","AA","140","[c]","19230","20600"
"New entrant CS","2021","50-59","White","Operational Delivery","AO","360","[c]","21480","21050"
"New entrant CS","2021","50-59","White","Operational Delivery","EO","210","[c]","28560","26410"
"New entrant CS","2021","50-59","White","Operational Delivery","G6","15","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Operational Delivery","G7","55","[c]","54140","52970"
"New entrant CS","2021","50-59","White","Operational Delivery","HEO","110","[c]","34150","32140"
"New entrant CS","2021","50-59","White","Operational Delivery","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Operational Delivery","SEO","110","[c]","40180","39370"
"New entrant CS","2021","50-59","White","Operational Delivery","Unknown","90","[c]","22780","18460"
"New entrant CS","2021","50-59","White","Operational Research","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Other","AA","45","[c]","18970","18760"
"New entrant CS","2021","50-59","White","Other","AO","80","[c]","21000","20920"
"New entrant CS","2021","50-59","White","Other","EO","65","[c]","26060","26350"
"New entrant CS","2021","50-59","White","Other","G6","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Other","G7","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Other","HEO","30","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Other","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Other","SEO","15","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Planning Inspectors","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Policy","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Policy","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Policy","G6","15","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Policy","G7","20","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Policy","HEO","20","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Policy","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Policy","SEO","15","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Project Delivery","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Project Delivery","AO","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Project Delivery","EO","15","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Project Delivery","G6","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Project Delivery","G7","20","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Project Delivery","HEO","25","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Project Delivery","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Project Delivery","SEO","45","[c]","39770","40000"
"New entrant CS","2021","50-59","White","Project Delivery","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Property","AA","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Property","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Property","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Property","G6","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Property","G7","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Property","HEO","25","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Property","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Property","SEO","15","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Psychology","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Psychology","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Psychology","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Science and Engineering","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Science and Engineering","AO","20","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Science and Engineering","EO","15","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Science and Engineering","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Science and Engineering","G7","15","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Science and Engineering","HEO","30","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Science and Engineering","SEO","45","[c]","41070","40090"
"New entrant CS","2021","50-59","White","Science and Engineering","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Security","AA","45","[c]","19860","19560"
"New entrant CS","2021","50-59","White","Security","AO","25","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Security","EO","20","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Security","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Security","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Security","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Security","SEO","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Social Research","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Social Research","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Social Research","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Statistics","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Statistics","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Statistics","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Statistics","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Statistics","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Tax","AO","75","[c]","20240","20140"
"New entrant CS","2021","50-59","White","Tax","EO","15","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Tax","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Tax","HEO","15","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Unknown","AA","35","[c]","20270","20060"
"New entrant CS","2021","50-59","White","Unknown","AO","675","[c]","21390","21010"
"New entrant CS","2021","50-59","White","Unknown","EO","1425","[c]","28050","27570"
"New entrant CS","2021","50-59","White","Unknown","G6","15","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Unknown","G7","45","[c]","55290","55500"
"New entrant CS","2021","50-59","White","Unknown","HEO","50","[c]","32870","32900"
"New entrant CS","2021","50-59","White","Unknown","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Unknown","SEO","40","[c]","39180","38540"
"New entrant CS","2021","50-59","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Veterinarian","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Asian","Commercial","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Asian","Commercial","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Asian","Commercial","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Asian","Commercial","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Asian","Communications","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Asian","Communications","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Asian","Counter Fraud","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Asian","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Asian","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Asian","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Asian","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Asian","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Asian","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Asian","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Asian","Finance","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Asian","Finance","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Asian","Finance","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Asian","Finance","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Asian","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Asian","Human Resources","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Asian","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Asian","Human Resources","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Asian","Human Resources","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Asian","Human Resources","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Asian","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Asian","Inspector of Education and Training","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Asian","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Asian","Intelligence Analysis","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Asian","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Asian","International Trade","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Asian","Knowledge and Information Management","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Asian","Legal","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Asian","Legal","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Asian","Medicine","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Asian","Medicine","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Asian","Medicine","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Asian","Medicine","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Asian","Medicine","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Asian","Operational Delivery","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Asian","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Asian","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Asian","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Asian","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Asian","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Asian","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Asian","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Asian","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Asian","Other","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Asian","Other","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Asian","Other","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Asian","Other","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Asian","Other","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Asian","Other","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Asian","Other","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Asian","Policy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Asian","Policy","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Asian","Policy","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Asian","Policy","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Asian","Policy","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Asian","Policy","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Asian","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Asian","Project Delivery","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Asian","Project Delivery","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Asian","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Asian","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Asian","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Asian","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Asian","Property","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Asian","Property","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Asian","Property","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Asian","Property","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Asian","Property","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Asian","Psychology","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Asian","Science and Engineering","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Asian","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Asian","Science and Engineering","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Asian","Science and Engineering","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Asian","Science and Engineering","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Asian","Science and Engineering","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Asian","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Asian","Security","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Asian","Security","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Asian","Security","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Asian","Security","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Asian","Security","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Asian","Security","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Asian","Statistics","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Asian","Tax","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Asian","Tax","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Asian","Tax","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Asian","Unknown","AA","[c]","[c]","[c]","[c]"
