"Status","Year","Function_of_post","Organisation","Profession_of_post","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Policy","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Unknown","Bath and North East Somerset, North Somerset and South Gloucestershire","25","25","85380","82000"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Unknown","Berkshire","5","5","[c]","[c]"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Unknown","Birmingham","15","15","89790","74000"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Unknown","Blackpool","30","30","56540","49700"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Unknown","Bristol, City of","5","5","[c]","[c]"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Unknown","Buckinghamshire CC","10","10","[c]","[c]"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Unknown","Cambridgeshire CC","5","5","[c]","[c]"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Unknown","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Unknown","Central Hampshire","30","25","68020","67960"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Unknown","Coventry","5","5","[c]","[c]"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Unknown","Croydon","20","15","70260","68170"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Unknown","Darlington","10","10","68480","66810"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Unknown","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Unknown","Glasgow City","15","15","64460","67610"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Unknown","Greater Manchester South West","50","50","60760","53020"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Unknown","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Unknown","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Unknown","Leeds","65","60","67060","64500"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Unknown","Lewisham and Southwark","10","10","114770","126890"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Unknown","Liverpool","70","70","64390","55840"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Unknown","Manchester","35","35","62540","56520"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Unknown","Monmouthshire and Newport","15","15","55810","51670"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Unknown","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Unknown","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Unknown","Norwich and East Norfolk","55","55","55100","52050"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Unknown","Nottingham","10","10","[c]","[c]"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Unknown","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Unknown","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Unknown","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Unknown","Portsmouth","15","15","67990","64500"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Unknown","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Unknown","Sheffield","40","40","61060","50760"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Unknown","South Hampshire","5","5","[c]","[c]"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Unknown","South Lanarkshire","20","20","65780","62130"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Unknown","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Unknown","Telford and Wrekin","10","10","70410","54400"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Unknown","Tower Hamlets","90","85","53220","54700"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Unknown","Tyneside","15","15","60310","56470"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Unknown","Unknown","15","15","62420","54700"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Unknown","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Unknown","West Kent","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Unknown","Westminster","635","625","78350","69170"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Unknown","Wiltshire","50","50","69820","63750"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Unknown","York","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Centre for Environment, Fisheries and Aquaculture Science","Commercial","Dorset CC","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Centre for Environment, Fisheries and Aquaculture Science","Commercial","Suffolk","10","10","42600","40320"
"In post","2021","Commercial","Charity Commission","Commercial","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Charity Commission","Operational Delivery","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Charity Commission","Unknown","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Companies House","Commercial","Cardiff and Vale of Glamorgan","5","5","[c]","[c]"
"In post","2021","Commercial","Competition and Markets Authority","Commercial","Tower Hamlets","10","10","[c]","[c]"
"In post","2021","Commercial","Crown Commercial Service","Commercial","Birmingham","10","10","29680","31560"
"In post","2021","Commercial","Crown Commercial Service","Commercial","Liverpool","185","180","33650","34800"
"In post","2021","Commercial","Crown Commercial Service","Commercial","Monmouthshire and Newport","65","65","31160","28540"
"In post","2021","Commercial","Crown Commercial Service","Commercial","Norwich and East Norfolk","85","85","34770","34800"
"In post","2021","Commercial","Crown Commercial Service","Commercial","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Crown Commercial Service","Commercial","Tower Hamlets","20","20","47540","40730"
"In post","2021","Commercial","Crown Commercial Service","Commercial","Wakefield","5","5","[c]","[c]"
"In post","2021","Commercial","Crown Prosecution Service","Commercial","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Crown Prosecution Service","Commercial","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Crown Prosecution Service","Commercial","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Crown Prosecution Service","Commercial","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Crown Prosecution Service","Commercial","Westminster","5","5","[c]","[c]"
"In post","2021","Commercial","Crown Prosecution Service","Commercial","York","10","10","41500","38180"
"In post","2021","Commercial","Debt Management Office","Operational Delivery","Camden and City of London","10","10","[c]","[c]"
"In post","2021","Commercial","Defence Electronics and Components Agency","Commercial","Flintshire and Wrexham","25","25","32200","30040"
"In post","2021","Commercial","Defence Electronics and Components Agency","Commercial","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Defence Equipment and Support","Commercial","Bath and North East Somerset, North Somerset and South Gloucestershire","55","55","48440","35170"
"In post","2021","Commercial","Defence Equipment and Support","Commercial","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Defence Equipment and Support","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Defence Equipment and Support","Commercial","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Defence Equipment and Support","Commercial","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Defence Equipment and Support","Finance","Bath and North East Somerset, North Somerset and South Gloucestershire","5","5","[c]","[c]"
"In post","2021","Commercial","Defence Equipment and Support","Knowledge and Information Management","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Defence Equipment and Support","Knowledge and Information Management","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Defence Equipment and Support","Other","Bath and North East Somerset, North Somerset and South Gloucestershire","45","45","41050","40600"
"In post","2021","Commercial","Defence Equipment and Support","Other","Glasgow City","5","5","[c]","[c]"
"In post","2021","Commercial","Defence Equipment and Support","Other","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Defence Equipment and Support","Other","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Defence Equipment and Support","Policy","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Defence Equipment and Support","Project Delivery","Bath and North East Somerset, North Somerset and South Gloucestershire","60","60","47530","42850"
"In post","2021","Commercial","Defence Equipment and Support","Project Delivery","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Defence Equipment and Support","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Defence Equipment and Support","Science and Engineering","Bath and North East Somerset, North Somerset and South Gloucestershire","55","55","45000","42530"
"In post","2021","Commercial","Defence Equipment and Support","Science and Engineering","Clackmannanshire and Fife","10","10","[c]","[c]"
"In post","2021","Commercial","Defence Equipment and Support","Science and Engineering","Glasgow City","30","30","36200","33000"
"In post","2021","Commercial","Defence Equipment and Support","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Defence Science and Technology Laboratory","Commercial","Central Hampshire","30","25","31910","28650"
"In post","2021","Commercial","Defence Science and Technology Laboratory","Commercial","West Kent","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Defence Science and Technology Laboratory","Commercial","Wiltshire","35","35","34940","37320"
"In post","2021","Commercial","Defence Science and Technology Laboratory","Corporate Finance","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","Commercial","Westminster","5","5","[c]","[c]"
"In post","2021","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Digital, Culture, Media and Sport","Commercial","Westminster","20","20","50090","51730"
"In post","2021","Commercial","Department for Digital, Culture, Media and Sport","Operational Delivery","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Digital, Culture, Media and Sport","Operational Delivery","Westminster","5","5","[c]","[c]"
"In post","2021","Commercial","Department for Education (excl. agencies)","Commercial","Coventry","25","20","38310","38280"
"In post","2021","Commercial","Department for Education (excl. agencies)","Commercial","Darlington","20","20","43810","38280"
"In post","2021","Commercial","Department for Education (excl. agencies)","Commercial","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Education (excl. agencies)","Commercial","Manchester","60","60","38230","36780"
"In post","2021","Commercial","Department for Education (excl. agencies)","Commercial","Nottingham","10","10","48620","49860"
"In post","2021","Commercial","Department for Education (excl. agencies)","Commercial","Sheffield","55","50","38610","38000"
"In post","2021","Commercial","Department for Education (excl. agencies)","Commercial","Tyneside","10","10","[c]","[c]"
"In post","2021","Commercial","Department for Education (excl. agencies)","Commercial","Westminster","10","10","[c]","[c]"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","Berkshire","15","15","34680","35900"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","Bristol, City of","25","25","40970","36970"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","Devon CC","10","10","43390","38370"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","Leeds","5","5","[c]","[c]"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","Peterborough","15","15","38980","36970"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","Solihull","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","Warrington","10","10","35920","35900"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","West Surrey","5","5","[c]","[c]"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","Westminster","20","20","39850","40200"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","Worcestershire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","York","15","15","37370","37240"
"In post","2021","Commercial","Department for International Trade","Commercial","Westminster","25","25","37120","38160"
"In post","2021","Commercial","Department for Transport (excl. agencies)","Commercial","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Transport (excl. agencies)","Commercial","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Transport (excl. agencies)","Commercial","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Transport (excl. agencies)","Commercial","Westminster","5","5","[c]","[c]"
"In post","2021","Commercial","Department of Health and Social Care (excl. agencies)","Commercial","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department of Health and Social Care (excl. agencies)","Commercial","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department of Health and Social Care (excl. agencies)","Commercial","East Merseyside","5","5","[c]","[c]"
"In post","2021","Commercial","Department of Health and Social Care (excl. agencies)","Commercial","Leeds","85","80","41890","36820"
"In post","2021","Commercial","Department of Health and Social Care (excl. agencies)","Commercial","Westminster","105","105","55070","53360"
"In post","2021","Commercial","Driver and Vehicle Licensing Agency","Commercial","Swansea","155","140","32760","31040"
"In post","2021","Commercial","Driver and Vehicle Standards Agency","Commercial","Bristol, City of","20","20","37310","35200"
"In post","2021","Commercial","Driver and Vehicle Standards Agency","Commercial","Nottingham","15","10","32590","31040"
"In post","2021","Commercial","Driver and Vehicle Standards Agency","Commercial","Swansea","5","5","[c]","[c]"
"In post","2021","Commercial","Education and Skills Funding Agency","Commercial","Sheffield","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","ESTYN","Commercial","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","FCDO Services","Commercial","Milton Keynes","75","70","43520","40850"
"In post","2021","Commercial","FCDO Services","Commercial","Westminster","10","10","[c]","[c]"
"In post","2021","Commercial","Food Standards Agency","Commercial","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Food Standards Agency","Commercial","York","10","10","38840","34720"
"In post","2021","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","Commercial","South Lanarkshire","65","65","40210","39630"
"In post","2021","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","Commercial","Westminster","5","5","[c]","[c]"
"In post","2021","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","Knowledge and Information Management","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","South Lanarkshire","5","5","[c]","[c]"
"In post","2021","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","Project Delivery","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Government Actuary's Department","Other","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Government Internal Audit Agency","Commercial","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Government Internal Audit Agency","Commercial","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Health and Safety Executive","Commercial","East Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Health and Safety Executive","Commercial","Sefton","15","15","40160","33050"
"In post","2021","Commercial","Health and Safety Executive","Commercial","Sheffield","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Health and Safety Executive","Commercial","South and West Derbyshire","15","15","49070","45870"
"In post","2021","Commercial","Health and Safety Executive","Operational Delivery","Sefton","10","5","[c]","[c]"
"In post","2021","Commercial","Health and Safety Executive","Operational Delivery","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Health and Safety Executive","Project Delivery","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Land Registry","Commercial","Croydon","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Land Registry","Commercial","Leicester","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Land Registry","Commercial","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Land Registry","Commercial","Plymouth","10","10","38760","38550"
"In post","2021","Commercial","HM Prison and Probation Service","Commercial","Barnsley, Doncaster and Rotherham","10","10","37890","31190"
"In post","2021","Commercial","HM Prison and Probation Service","Commercial","Bath and North East Somerset, North Somerset and South Gloucestershire","10","5","[c]","[c]"
"In post","2021","Commercial","HM Prison and Probation Service","Commercial","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Prison and Probation Service","Commercial","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Prison and Probation Service","Commercial","Bexley and Greenwich","10","10","[c]","[c]"
"In post","2021","Commercial","HM Prison and Probation Service","Commercial","Birmingham","15","15","45780","41020"
"In post","2021","Commercial","HM Prison and Probation Service","Commercial","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Prison and Probation Service","Commercial","Bradford","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Prison and Probation Service","Commercial","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Prison and Probation Service","Commercial","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Prison and Probation Service","Commercial","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Prison and Probation Service","Commercial","Bristol, City of","5","5","[c]","[c]"
"In post","2021","Commercial","HM Prison and Probation Service","Commercial","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Prison and Probation Service","Commercial","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Prison and Probation Service","Commercial","Cardiff and Vale of Glamorgan","5","5","[c]","[c]"
"In post","2021","Commercial","HM Prison and Probation Service","Commercial","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Prison and Probation Service","Commercial","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Prison and Probation Service","Commercial","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Prison and Probation Service","Commercial","Chorley and West Lancashire","15","15","46320","44760"
"In post","2021","Commercial","HM Prison and Probation Service","Commercial","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Prison and Probation Service","Commercial","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Prison and Probation Service","Commercial","Croydon","100","95","44710","44570"
"In post","2021","Commercial","HM Prison and Probation Service","Commercial","Derby","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Prison and Probation Service","Commercial","Devon CC","5","5","[c]","[c]"
"In post","2021","Commercial","HM Prison and Probation Service","Commercial","Dorset CC","5","5","[c]","[c]"
"In post","2021","Commercial","HM Prison and Probation Service","Commercial","Dudley","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Prison and Probation Service","Commercial","Durham CC","15","15","46010","43830"
"In post","2021","Commercial","HM Prison and Probation Service","Commercial","East Kent","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Prison and Probation Service","Commercial","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Prison and Probation Service","Commercial","East Riding of Yorkshire","10","10","43520","48740"
"In post","2021","Commercial","HM Prison and Probation Service","Commercial","East Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Prison and Probation Service","Commercial","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Prison and Probation Service","Commercial","Enfield","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Prison and Probation Service","Commercial","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Prison and Probation Service","Commercial","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Prison and Probation Service","Commercial","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Prison and Probation Service","Commercial","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Prison and Probation Service","Commercial","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Prison and Probation Service","Commercial","Greater Manchester South West","10","10","47610","48740"
"In post","2021","Commercial","HM Prison and Probation Service","Commercial","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Prison and Probation Service","Commercial","Hartlepool and Stockton-on-Tees","5","5","[c]","[c]"
"In post","2021","Commercial","HM Prison and Probation Service","Commercial","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Prison and Probation Service","Commercial","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Prison and Probation Service","Commercial","Hounslow and Richmond upon Thames","5","5","[c]","[c]"
"In post","2021","Commercial","HM Prison and Probation Service","Commercial","Isle of Wight","5","5","[c]","[c]"
"In post","2021","Commercial","HM Prison and Probation Service","Commercial","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Prison and Probation Service","Commercial","Kent Thames Gateway","10","5","[c]","[c]"
"In post","2021","Commercial","HM Prison and Probation Service","Commercial","Kingston upon Hull, City of","10","10","[c]","[c]"
"In post","2021","Commercial","HM Prison and Probation Service","Commercial","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Prison and Probation Service","Commercial","Leeds","25","25","50420","48260"
"In post","2021","Commercial","HM Prison and Probation Service","Commercial","Leicester","15","15","39100","34320"
"In post","2021","Commercial","HM Prison and Probation Service","Commercial","Leicestershire CC and Rutland","15","15","43690","49870"
"In post","2021","Commercial","HM Prison and Probation Service","Commercial","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Prison and Probation Service","Commercial","Liverpool","10","10","[c]","[c]"
"In post","2021","Commercial","HM Prison and Probation Service","Commercial","Luton","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Prison and Probation Service","Commercial","Manchester","15","15","55500","51150"
"In post","2021","Commercial","HM Prison and Probation Service","Commercial","Medway","5","5","[c]","[c]"
"In post","2021","Commercial","HM Prison and Probation Service","Commercial","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Prison and Probation Service","Commercial","Mid Lancashire","5","5","[c]","[c]"
"In post","2021","Commercial","HM Prison and Probation Service","Commercial","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Prison and Probation Service","Commercial","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Prison and Probation Service","Commercial","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Prison and Probation Service","Commercial","North Nottinghamshire","5","5","[c]","[c]"
"In post","2021","Commercial","HM Prison and Probation Service","Commercial","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Prison and Probation Service","Commercial","Norwich and East Norfolk","5","5","[c]","[c]"
"In post","2021","Commercial","HM Prison and Probation Service","Commercial","Oxfordshire","5","5","[c]","[c]"
"In post","2021","Commercial","HM Prison and Probation Service","Commercial","Peterborough","20","20","41780","37210"
"In post","2021","Commercial","HM Prison and Probation Service","Commercial","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Prison and Probation Service","Commercial","Portsmouth","5","5","[c]","[c]"
"In post","2021","Commercial","HM Prison and Probation Service","Commercial","Shropshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Prison and Probation Service","Commercial","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Prison and Probation Service","Commercial","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Prison and Probation Service","Commercial","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Prison and Probation Service","Commercial","Staffordshire CC","30","30","48700","47450"
"In post","2021","Commercial","HM Prison and Probation Service","Commercial","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Prison and Probation Service","Commercial","Suffolk","10","10","48100","44760"
"In post","2021","Commercial","HM Prison and Probation Service","Commercial","Swansea","5","5","[c]","[c]"
"In post","2021","Commercial","HM Prison and Probation Service","Commercial","Swindon","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Prison and Probation Service","Commercial","Torbay","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Prison and Probation Service","Commercial","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Prison and Probation Service","Commercial","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Prison and Probation Service","Commercial","Wakefield","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Prison and Probation Service","Commercial","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Prison and Probation Service","Commercial","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Prison and Probation Service","Commercial","Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Prison and Probation Service","Commercial","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Prison and Probation Service","Commercial","West Surrey","5","5","[c]","[c]"
"In post","2021","Commercial","HM Prison and Probation Service","Commercial","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Prison and Probation Service","Commercial","Westminster","115","110","55100","52340"
"In post","2021","Commercial","HM Prison and Probation Service","Commercial","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Prison and Probation Service","Commercial","Wirral","5","5","[c]","[c]"
"In post","2021","Commercial","HM Prison and Probation Service","Commercial","Worcestershire","5","5","[c]","[c]"
"In post","2021","Commercial","HM Prison and Probation Service","Commercial","York","5","5","[c]","[c]"
"In post","2021","Commercial","HM Revenue and Customs (excl. agencies)","Commercial","Greater Manchester South West","50","45","38760","38630"
"In post","2021","Commercial","HM Revenue and Customs (excl. agencies)","Commercial","North Lanarkshire","[c]","[c]","[c]","[c]"
