"Status","Year","Function_of_post","Organisation","Parent_department","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Finance","Vehicle Certification Agency","Department for Transport","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Water Services Regulation Authority","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Water Services Regulation Authority","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Welsh Revenue Authority","Welsh Government","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Welsh Revenue Authority","Welsh Government","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Wilton Park","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Wilton Park","Foreign, Commonwealth and Development Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","HM Land Registry","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","HM Land Registry","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Female","30","[c]","22430","21050"
"New entrant CS","2021","Grants Management","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Cabinet Office (excl. agencies)","Cabinet Office","Female","70","[c]","31470","27750"
"New entrant CS","2021","Human Resources","Cabinet Office (excl. agencies)","Cabinet Office","Male","40","[c]","31570","27750"
"New entrant CS","2021","Human Resources","Companies House","Department for Business, Energy and Industrial Strategy","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Companies House","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Competition and Markets Authority","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Competition and Markets Authority","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Crown Commercial Service","Other Cabinet Office Agencies","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Crown Commercial Service","Other Cabinet Office Agencies","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Crown Office and Procurator Fiscal Service","Scottish Government","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Crown Office and Procurator Fiscal Service","Scottish Government","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Crown Prosecution Service","Attorney General's Departments","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Crown Prosecution Service","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Defence Equipment and Support","Ministry of Defence","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Defence Equipment and Support","Ministry of Defence","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Defence Science and Technology Laboratory","Ministry of Defence","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Defence Science and Technology Laboratory","Ministry of Defence","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Education (excl. agencies)","Department for Education","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Education (excl. agencies)","Department for Education","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for International Trade","Department for International Trade","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for International Trade","Department for International Trade","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Transport (excl. agencies)","Department for Transport","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Transport (excl. agencies)","Department for Transport","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Female","35","[c]","30270","27270"
"New entrant CS","2021","Human Resources","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Driver and Vehicle Licensing Agency","Department for Transport","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Driver and Vehicle Licensing Agency","Department for Transport","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Driver and Vehicle Standards Agency","Department for Transport","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Driver and Vehicle Standards Agency","Department for Transport","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Education and Skills Funding Agency","Department for Education","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Education and Skills Funding Agency","Department for Education","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Food Standards Agency","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Food Standards Agency","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Forestry and Land Scotland","Scottish Government","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Forestry and Land Scotland","Scottish Government","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Government Actuary's Department","Chancellor's other departments","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Government Actuary's Department","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Government Internal Audit Agency","HM Treasury","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Government Internal Audit Agency","HM Treasury","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Government Legal Department","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Government Legal Department","Attorney General's Departments","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Government Property Agency","Other Cabinet Office Agencies","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Government Property Agency","Other Cabinet Office Agencies","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Health and Safety Executive","Department for Work and Pensions","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Health and Safety Executive","Department for Work and Pensions","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Courts and Tribunals Service","Ministry of Justice","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Courts and Tribunals Service","Ministry of Justice","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Land Registry","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Land Registry","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Prison and Probation Service","Ministry of Justice","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Prison and Probation Service","Ministry of Justice","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Female","35","[c]","44300","36640"
"New entrant CS","2021","Human Resources","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Treasury (excl. agencies)","HM Treasury","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Treasury (excl. agencies)","HM Treasury","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Insolvency Service","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Insolvency Service","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Institute for Apprenticeships and Technical Education","Department for Education","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Institute for Apprenticeships and Technical Education","Department for Education","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Maritime and Coastguard Agency","Department for Transport","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Maritime and Coastguard Agency","Department for Transport","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Met Office","Department for Business, Energy and Industrial Strategy","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Met Office","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Ministry of Defence (excl. agencies)","Ministry of Defence","Female","80","[c]","25870","20920"
"New entrant CS","2021","Human Resources","Ministry of Defence (excl. agencies)","Ministry of Defence","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Ministry of Justice (excl. agencies)","Ministry of Justice","Female","35","[c]","35100","30990"
"New entrant CS","2021","Human Resources","Ministry of Justice (excl. agencies)","Ministry of Justice","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","National Crime Agency","National Crime Agency","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","National Crime Agency","National Crime Agency","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Office of Rail and Road","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Office of Rail and Road","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Public Health England","Department of Health and Social Care","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Public Health England","Department of Health and Social Care","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Registers of Scotland","Scottish Government","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Registers of Scotland","Scottish Government","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Scottish Courts and Tribunals Service","Scottish Government","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Scottish Courts and Tribunals Service","Scottish Government","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Scottish Prison Service","Scottish Government","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Scottish Prison Service","Scottish Government","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Submarine Delivery Agency","Ministry of Defence","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Submarine Delivery Agency","Ministry of Defence","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","The National Archives","The National Archives","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","The National Archives","The National Archives","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","UK Export Finance","UK Export Finance","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","UK Export Finance","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","UK Hydrographic Office","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","UK Hydrographic Office","Ministry of Defence","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","UK Space Agency","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","UK Space Agency","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Vehicle Certification Agency","Department for Transport","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Vehicle Certification Agency","Department for Transport","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Wales Office","Wales Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Wales Office","Wales Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Water Services Regulation Authority","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Water Services Regulation Authority","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Welsh Revenue Authority","Welsh Government","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Welsh Revenue Authority","Welsh Government","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Food Standards Agency","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Food Standards Agency","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Government Internal Audit Agency","HM Treasury","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Government Internal Audit Agency","HM Treasury","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","HM Prison and Probation Service","Ministry of Justice","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","HM Prison and Probation Service","Ministry of Justice","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Ministry of Defence (excl. agencies)","Ministry of Defence","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Ministry of Defence (excl. agencies)","Ministry of Defence","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Attorney General's Office","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Attorney General's Office","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Charity Commission","Charity Commission","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Charity Commission","Charity Commission","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Companies House","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Companies House","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Competition and Markets Authority","Competition and Markets Authority","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Competition and Markets Authority","Competition and Markets Authority","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Crown Office and Procurator Fiscal Service","Scottish Government","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Crown Office and Procurator Fiscal Service","Scottish Government","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Crown Prosecution Service","Attorney General's Departments","Female","450","[c]","31060","25480"
"New entrant CS","2021","Legal","Crown Prosecution Service","Attorney General's Departments","Male","245","[c]","36910","38000"
"New entrant CS","2021","Legal","Department for Education (excl. agencies)","Department for Education","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Department for Education (excl. agencies)","Department for Education","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Department for International Trade","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Department for International Trade","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Food Standards Agency","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Food Standards Agency","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Government Legal Department","Attorney General's Departments","Female","155","[c]","42440","43920"
"New entrant CS","2021","Legal","Government Legal Department","Attorney General's Departments","Male","85","[c]","42450","43920"
"New entrant CS","2021","Legal","HM Courts and Tribunals Service","Ministry of Justice","Female","95","[c]","28150","26550"
"New entrant CS","2021","Legal","HM Courts and Tribunals Service","Ministry of Justice","Male","45","[c]","26800","26550"
"New entrant CS","2021","Legal","HM Land Registry","HM Land Registry","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Legal","HM Land Registry","HM Land Registry","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Legal","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","Legal","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Insolvency Service","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Insolvency Service","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Institute for Apprenticeships and Technical Education","Department for Education","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Institute for Apprenticeships and Technical Education","Department for Education","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Legal Aid Agency","Ministry of Justice","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Legal Aid Agency","Ministry of Justice","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Ministry of Defence (excl. agencies)","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Ministry of Defence (excl. agencies)","Ministry of Defence","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Ministry of Justice (excl. agencies)","Ministry of Justice","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Ministry of Justice (excl. agencies)","Ministry of Justice","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Legal","National Crime Agency","National Crime Agency","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Legal","National Crime Agency","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Office of Rail and Road","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Office of Rail and Road","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Office of the Public Guardian","Ministry of Justice","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Office of the Public Guardian","Ministry of Justice","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Registers of Scotland","Scottish Government","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Registers of Scotland","Scottish Government","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Scottish Courts and Tribunals Service","Scottish Government","Female","55","[c]","23090","20850"
"New entrant CS","2021","Legal","Scottish Courts and Tribunals Service","Scottish Government","Male","30","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Serious Fraud Office","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Serious Fraud Office","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","UK Export Finance","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","UK Export Finance","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","UK Supreme Court","UK Supreme Court","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Legal","UK Supreme Court","UK Supreme Court","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Water Services Regulation Authority","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Water Services Regulation Authority","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Welsh Revenue Authority","Welsh Government","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Welsh Revenue Authority","Welsh Government","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Female","85","[c]","25310","24250"
"New entrant CS","2021","No function","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Male","60","[c]","26100","24250"
"New entrant CS","2021","No function","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Female","295","[c]","24850","24370"
"New entrant CS","2021","No function","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Male","175","[c]","25720","24370"
"New entrant CS","2021","No function","Cabinet Office (excl. agencies)","Cabinet Office","Female","545","[c]","31270","28000"
"New entrant CS","2021","No function","Cabinet Office (excl. agencies)","Cabinet Office","Male","360","[c]","33470","28000"
"New entrant CS","2021","No function","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Charity Commission","Charity Commission","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Charity Commission","Charity Commission","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Companies House","Department for Business, Energy and Industrial Strategy","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","Companies House","Department for Business, Energy and Industrial Strategy","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","Criminal Injuries Compensation Authority","Ministry of Justice","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","Criminal Injuries Compensation Authority","Ministry of Justice","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","Crown Commercial Service","Other Cabinet Office Agencies","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","No function","Crown Commercial Service","Other Cabinet Office Agencies","Male","30","[c]","30810","27770"
"New entrant CS","2021","No function","Crown Office and Procurator Fiscal Service","Scottish Government","Female","80","[c]","21760","20760"
"New entrant CS","2021","No function","Crown Office and Procurator Fiscal Service","Scottish Government","Male","30","[c]","23170","20760"
"New entrant CS","2021","No function","Defence Science and Technology Laboratory","Ministry of Defence","Female","50","[c]","30170","28650"
"New entrant CS","2021","No function","Defence Science and Technology Laboratory","Ministry of Defence","Male","80","[c]","31310","28650"
"New entrant CS","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Female","310","[c]","36780","33570"
"New entrant CS","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Male","290","[c]","39850","33570"
"New entrant CS","2021","No function","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Female","150","[c]","36690","34020"
"New entrant CS","2021","No function","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Male","105","[c]","38850","34020"
"New entrant CS","2021","No function","Department for Education (excl. agencies)","Department for Education","Female","165","[c]","34380","29360"
"New entrant CS","2021","No function","Department for Education (excl. agencies)","Department for Education","Male","85","[c]","35220","32940"
"New entrant CS","2021","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Female","380","[c]","36110","32560"
"New entrant CS","2021","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Male","295","[c]","35690","32560"
"New entrant CS","2021","No function","Department for International Trade","Department for International Trade","Female","125","[c]","32710","31800"
"New entrant CS","2021","No function","Department for International Trade","Department for International Trade","Male","100","[c]","33830","31800"
"New entrant CS","2021","No function","Department for Transport (excl. agencies)","Department for Transport","Female","145","[c]","34190","30730"
"New entrant CS","2021","No function","Department for Transport (excl. agencies)","Department for Transport","Male","150","[c]","40680","34710"
"New entrant CS","2021","No function","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Female","390","[c]","37790","32790"
"New entrant CS","2021","No function","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Male","245","[c]","42370","32790"
"New entrant CS","2021","No function","Driver and Vehicle Licensing Agency","Department for Transport","Female","155","[c]","21340","18060"
"New entrant CS","2021","No function","Driver and Vehicle Licensing Agency","Department for Transport","Male","95","[c]","22240","21590"
