"Status","Year","Function_of_post","Organisation","Parent_department","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Finance","UK Space Agency","Department for Business, Energy and Industrial Strategy","Female","10","10","[c]","[c]"
"In post","2021","Finance","UK Space Agency","Department for Business, Energy and Industrial Strategy","Male","5","5","[c]","[c]"
"In post","2021","Finance","UK Supreme Court","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","UK Supreme Court","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Female","35","30","31540","29540"
"In post","2021","Finance","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Male","25","25","[c]","[c]"
"In post","2021","Finance","Valuation Office Agency","HM Revenue and Customs","Female","15","15","[c]","[c]"
"In post","2021","Finance","Valuation Office Agency","HM Revenue and Customs","Male","30","30","[c]","[c]"
"In post","2021","Finance","Vehicle Certification Agency","Department for Transport","Female","5","5","[c]","[c]"
"In post","2021","Finance","Vehicle Certification Agency","Department for Transport","Male","5","5","[c]","[c]"
"In post","2021","Finance","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Female","5","5","[c]","[c]"
"In post","2021","Finance","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Wales Office","Wales Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Wales Office","Wales Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Water Services Regulation Authority","Water Services Regulation Authority","Female","5","5","[c]","[c]"
"In post","2021","Finance","Water Services Regulation Authority","Water Services Regulation Authority","Male","5","5","[c]","[c]"
"In post","2021","Finance","Welsh Revenue Authority","Welsh Government","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Welsh Revenue Authority","Welsh Government","Male","5","5","[c]","[c]"
"In post","2021","Finance","Wilton Park","Foreign, Commonwealth and Development Office","Female","5","5","[c]","[c]"
"In post","2021","Finance","Wilton Park","Foreign, Commonwealth and Development Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Charity Commission","Charity Commission","Female","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Charity Commission","Charity Commission","Male","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","HM Land Registry","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","HM Land Registry","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Female","1090","950","25070","21050"
"In post","2021","Grants Management","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Male","800","780","26120","24920"
"In post","2021","Human Resources","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Female","20","20","[c]","[c]"
"In post","2021","Human Resources","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Cabinet Office (excl. agencies)","Cabinet Office","Female","735","690","39170","35590"
"In post","2021","Human Resources","Cabinet Office (excl. agencies)","Cabinet Office","Male","385","380","39200","35320"
"In post","2021","Human Resources","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Charity Commission","Charity Commission","Female","10","10","[c]","[c]"
"In post","2021","Human Resources","Charity Commission","Charity Commission","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Companies House","Department for Business, Energy and Industrial Strategy","Female","60","55","33220","30530"
"In post","2021","Human Resources","Companies House","Department for Business, Energy and Industrial Strategy","Male","25","25","[c]","[c]"
"In post","2021","Human Resources","Competition and Markets Authority","Competition and Markets Authority","Female","30","25","[c]","[c]"
"In post","2021","Human Resources","Competition and Markets Authority","Competition and Markets Authority","Male","10","10","[c]","[c]"
"In post","2021","Human Resources","Crown Commercial Service","Other Cabinet Office Agencies","Female","30","25","[c]","[c]"
"In post","2021","Human Resources","Crown Commercial Service","Other Cabinet Office Agencies","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Crown Office and Procurator Fiscal Service","Scottish Government","Female","20","20","[c]","[c]"
"In post","2021","Human Resources","Crown Office and Procurator Fiscal Service","Scottish Government","Male","10","10","[c]","[c]"
"In post","2021","Human Resources","Crown Prosecution Service","Attorney General's Departments","Female","110","105","41450","38180"
"In post","2021","Human Resources","Crown Prosecution Service","Attorney General's Departments","Male","35","35","38250","34160"
"In post","2021","Human Resources","Debt Management Office","HM Treasury","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Debt Management Office","HM Treasury","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Defence Electronics and Components Agency","Ministry of Defence","Female","5","5","[c]","[c]"
"In post","2021","Human Resources","Defence Electronics and Components Agency","Ministry of Defence","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Defence Equipment and Support","Ministry of Defence","Female","150","140","37270","32540"
"In post","2021","Human Resources","Defence Equipment and Support","Ministry of Defence","Male","40","40","46680","40430"
"In post","2021","Human Resources","Defence Science and Technology Laboratory","Ministry of Defence","Female","60","55","34470","28650"
"In post","2021","Human Resources","Defence Science and Technology Laboratory","Ministry of Defence","Male","15","15","[c]","[c]"
"In post","2021","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Female","85","80","46040","45970"
"In post","2021","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Male","30","30","48820","50580"
"In post","2021","Human Resources","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Female","45","40","50890","40550"
"In post","2021","Human Resources","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Male","20","20","[c]","[c]"
"In post","2021","Human Resources","Department for Education (excl. agencies)","Department for Education","Female","105","100","33960","29500"
"In post","2021","Human Resources","Department for Education (excl. agencies)","Department for Education","Male","30","30","[c]","[c]"
"In post","2021","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Female","195","185","42910","38710"
"In post","2021","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Male","65","65","42610","39370"
"In post","2021","Human Resources","Department for International Trade","Department for International Trade","Female","85","85","43770","38540"
"In post","2021","Human Resources","Department for International Trade","Department for International Trade","Male","40","40","42210","32120"
"In post","2021","Human Resources","Department for Transport (excl. agencies)","Department for Transport","Female","80","75","45910","42470"
"In post","2021","Human Resources","Department for Transport (excl. agencies)","Department for Transport","Male","35","35","41060","39040"
"In post","2021","Human Resources","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Female","95","95","40610","32790"
"In post","2021","Human Resources","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Male","35","35","37590","32790"
"In post","2021","Human Resources","Driver and Vehicle Licensing Agency","Department for Transport","Female","135","125","32290","31380"
"In post","2021","Human Resources","Driver and Vehicle Licensing Agency","Department for Transport","Male","35","35","33970","31380"
"In post","2021","Human Resources","Driver and Vehicle Standards Agency","Department for Transport","Female","50","45","36730","33600"
"In post","2021","Human Resources","Driver and Vehicle Standards Agency","Department for Transport","Male","45","45","34160","32810"
"In post","2021","Human Resources","Education and Skills Funding Agency","Department for Education","Female","10","10","[c]","[c]"
"In post","2021","Human Resources","Education and Skills Funding Agency","Department for Education","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","ESTYN","ESTYN","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","ESTYN","ESTYN","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","FCDO Services","Foreign, Commonwealth and Development Office","Female","35","30","39140","33050"
"In post","2021","Human Resources","FCDO Services","Foreign, Commonwealth and Development Office","Male","5","5","[c]","[c]"
"In post","2021","Human Resources","Food Standards Agency","Food Standards Agency","Female","25","20","[c]","[c]"
"In post","2021","Human Resources","Food Standards Agency","Food Standards Agency","Male","10","10","[c]","[c]"
"In post","2021","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Female","170","165","42250","37560"
"In post","2021","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Male","70","70","47610","44880"
"In post","2021","Human Resources","Forestry and Land Scotland","Scottish Government","Female","40","40","33280","30160"
"In post","2021","Human Resources","Forestry and Land Scotland","Scottish Government","Male","30","30","27730","19160"
"In post","2021","Human Resources","Government Actuary's Department","Chancellor's other departments","Female","10","10","[c]","[c]"
"In post","2021","Human Resources","Government Actuary's Department","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Government Internal Audit Agency","HM Treasury","Female","10","10","[c]","[c]"
"In post","2021","Human Resources","Government Internal Audit Agency","HM Treasury","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Government Legal Department","Attorney General's Departments","Female","40","35","39010","32890"
"In post","2021","Human Resources","Government Legal Department","Attorney General's Departments","Male","25","25","[c]","[c]"
"In post","2021","Human Resources","Government Property Agency","Other Cabinet Office Agencies","Female","10","10","[c]","[c]"
"In post","2021","Human Resources","Government Property Agency","Other Cabinet Office Agencies","Male","5","5","[c]","[c]"
"In post","2021","Human Resources","Health and Safety Executive","Department for Work and Pensions","Female","60","55","36990","31710"
"In post","2021","Human Resources","Health and Safety Executive","Department for Work and Pensions","Male","25","25","[c]","[c]"
"In post","2021","Human Resources","HM Courts and Tribunals Service","Ministry of Justice","Female","75","70","38710","32000"
"In post","2021","Human Resources","HM Courts and Tribunals Service","Ministry of Justice","Male","25","20","[c]","[c]"
"In post","2021","Human Resources","HM Land Registry","HM Land Registry","Female","70","60","38190","33840"
"In post","2021","Human Resources","HM Land Registry","HM Land Registry","Male","25","25","[c]","[c]"
"In post","2021","Human Resources","HM Prison and Probation Service","Ministry of Justice","Female","65","65","45610","44760"
"In post","2021","Human Resources","HM Prison and Probation Service","Ministry of Justice","Male","60","60","49080","51150"
"In post","2021","Human Resources","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Female","1025","935","35870","31810"
"In post","2021","Human Resources","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Male","555","535","34470","31810"
"In post","2021","Human Resources","HM Treasury (excl. agencies)","HM Treasury","Female","70","65","40980","37500"
"In post","2021","Human Resources","HM Treasury (excl. agencies)","HM Treasury","Male","25","25","[c]","[c]"
"In post","2021","Human Resources","Insolvency Service","Department for Business, Energy and Industrial Strategy","Female","40","35","40480","41470"
"In post","2021","Human Resources","Insolvency Service","Department for Business, Energy and Industrial Strategy","Male","10","10","[c]","[c]"
"In post","2021","Human Resources","Institute for Apprenticeships and Technical Education","Department for Education","Female","5","5","[c]","[c]"
"In post","2021","Human Resources","Institute for Apprenticeships and Technical Education","Department for Education","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Legal Aid Agency","Ministry of Justice","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Legal Aid Agency","Ministry of Justice","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Maritime and Coastguard Agency","Department for Transport","Female","30","25","[c]","[c]"
"In post","2021","Human Resources","Maritime and Coastguard Agency","Department for Transport","Male","10","10","[c]","[c]"
"In post","2021","Human Resources","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Female","20","20","[c]","[c]"
"In post","2021","Human Resources","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Met Office","Department for Business, Energy and Industrial Strategy","Female","45","45","37140","32810"
"In post","2021","Human Resources","Met Office","Department for Business, Energy and Industrial Strategy","Male","25","20","[c]","[c]"
"In post","2021","Human Resources","Ministry of Defence (excl. agencies)","Ministry of Defence","Female","1165","1070","29920","26670"
"In post","2021","Human Resources","Ministry of Defence (excl. agencies)","Ministry of Defence","Male","505","500","32730","27720"
"In post","2021","Human Resources","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Female","50","50","41220","33620"
"In post","2021","Human Resources","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Male","15","15","[c]","[c]"
"In post","2021","Human Resources","Ministry of Justice (excl. agencies)","Ministry of Justice","Female","535","515","41180","36800"
"In post","2021","Human Resources","Ministry of Justice (excl. agencies)","Ministry of Justice","Male","215","210","41280","36760"
"In post","2021","Human Resources","National Crime Agency","National Crime Agency","Female","115","105","40250","40060"
"In post","2021","Human Resources","National Crime Agency","National Crime Agency","Male","70","70","40030","38730"
"In post","2021","Human Resources","National Savings and Investments","Chancellor's other departments","Female","5","5","[c]","[c]"
"In post","2021","Human Resources","National Savings and Investments","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Northern Ireland Office","Northern Ireland Office","Female","5","5","[c]","[c]"
"In post","2021","Human Resources","Northern Ireland Office","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Female","35","35","40910","32010"
"In post","2021","Human Resources","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Male","20","20","[c]","[c]"
"In post","2021","Human Resources","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Female","20","20","[c]","[c]"
"In post","2021","Human Resources","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Female","5","5","[c]","[c]"
"In post","2021","Human Resources","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Office of Rail and Road","Office of Rail and Road","Female","10","5","[c]","[c]"
"In post","2021","Human Resources","Office of Rail and Road","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Female","15","15","[c]","[c]"
"In post","2021","Human Resources","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Male","5","5","[c]","[c]"
"In post","2021","Human Resources","Public Health England","Department of Health and Social Care","Female","100","100","43590","38550"
"In post","2021","Human Resources","Public Health England","Department of Health and Social Care","Male","30","30","51600","42470"
"In post","2021","Human Resources","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Registers of Scotland","Scottish Government","Female","30","30","38630","36780"
"In post","2021","Human Resources","Registers of Scotland","Scottish Government","Male","15","10","[c]","[c]"
"In post","2021","Human Resources","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Scottish Courts and Tribunals Service","Scottish Government","Female","20","20","[c]","[c]"
"In post","2021","Human Resources","Scottish Courts and Tribunals Service","Scottish Government","Male","10","10","[c]","[c]"
"In post","2021","Human Resources","Scottish Prison Service","Scottish Government","Female","90","80","32840","30930"
"In post","2021","Human Resources","Scottish Prison Service","Scottish Government","Male","40","40","39550","39500"
"In post","2021","Human Resources","Serious Fraud Office","Attorney General's Departments","Female","5","5","[c]","[c]"
"In post","2021","Human Resources","Serious Fraud Office","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Submarine Delivery Agency","Ministry of Defence","Female","160","145","34570","32320"
"In post","2021","Human Resources","Submarine Delivery Agency","Ministry of Defence","Male","65","65","43990","34850"
"In post","2021","Human Resources","The National Archives","The National Archives","Female","20","15","[c]","[c]"
"In post","2021","Human Resources","The National Archives","The National Archives","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","UK Export Finance","UK Export Finance","Female","15","15","[c]","[c]"
"In post","2021","Human Resources","UK Export Finance","UK Export Finance","Male","10","10","[c]","[c]"
"In post","2021","Human Resources","UK Hydrographic Office","Ministry of Defence","Female","15","15","[c]","[c]"
"In post","2021","Human Resources","UK Hydrographic Office","Ministry of Defence","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Female","40","35","36640","31140"
"In post","2021","Human Resources","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Male","5","5","[c]","[c]"
"In post","2021","Human Resources","UK Space Agency","Department for Business, Energy and Industrial Strategy","Female","10","10","[c]","[c]"
"In post","2021","Human Resources","UK Space Agency","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","UK Supreme Court","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","UK Supreme Court","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Female","160","150","36200","31270"
"In post","2021","Human Resources","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Male","55","55","39990","36030"
"In post","2021","Human Resources","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Valuation Office Agency","HM Revenue and Customs","Female","60","55","39370","33250"
"In post","2021","Human Resources","Valuation Office Agency","HM Revenue and Customs","Male","30","30","[c]","[c]"
"In post","2021","Human Resources","Vehicle Certification Agency","Department for Transport","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Vehicle Certification Agency","Department for Transport","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Wales Office","Wales Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Wales Office","Wales Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Water Services Regulation Authority","Water Services Regulation Authority","Female","10","10","[c]","[c]"
"In post","2021","Human Resources","Water Services Regulation Authority","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Welsh Revenue Authority","Welsh Government","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Welsh Revenue Authority","Welsh Government","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Wilton Park","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Wilton Park","Foreign, Commonwealth and Development Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Debt Management Office","HM Treasury","Female","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Debt Management Office","HM Treasury","Male","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Defence Science and Technology Laboratory","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Defence Science and Technology Laboratory","Ministry of Defence","Male","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Female","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Food Standards Agency","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Food Standards Agency","Food Standards Agency","Male","5","5","[c]","[c]"
"In post","2021","Internal Audit","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Female","40","40","37630","33930"
"In post","2021","Internal Audit","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Male","30","30","46630","39630"
"In post","2021","Internal Audit","Government Internal Audit Agency","HM Treasury","Female","160","150","47970","44380"
"In post","2021","Internal Audit","Government Internal Audit Agency","HM Treasury","Male","190","185","52470","49750"
"In post","2021","Internal Audit","HM Land Registry","HM Land Registry","Female","5","5","[c]","[c]"
"In post","2021","Internal Audit","HM Land Registry","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","HM Prison and Probation Service","Ministry of Justice","Female","35","35","49630","50260"
"In post","2021","Internal Audit","HM Prison and Probation Service","Ministry of Justice","Male","30","30","[c]","[c]"
"In post","2021","Internal Audit","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Female","45","40","45160","41490"
"In post","2021","Internal Audit","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Male","30","30","42800","41280"
"In post","2021","Internal Audit","Institute for Apprenticeships and Technical Education","Department for Education","Female","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Institute for Apprenticeships and Technical Education","Department for Education","Male","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Maritime and Coastguard Agency","Department for Transport","Female","10","10","[c]","[c]"
"In post","2021","Internal Audit","Maritime and Coastguard Agency","Department for Transport","Male","5","5","[c]","[c]"
"In post","2021","Internal Audit","Met Office","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Met Office","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Ministry of Defence (excl. agencies)","Ministry of Defence","Female","70","70","37270","33300"
"In post","2021","Internal Audit","Ministry of Defence (excl. agencies)","Ministry of Defence","Male","65","65","39990","35720"
"In post","2021","Internal Audit","Scottish Prison Service","Scottish Government","Female","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Scottish Prison Service","Scottish Government","Male","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","UK Export Finance","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","UK Export Finance","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","UK Hydrographic Office","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","UK Hydrographic Office","Ministry of Defence","Male","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Female","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Wilton Park","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Wilton Park","Foreign, Commonwealth and Development Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Attorney General's Office","Attorney General's Departments","Female","20","20","[c]","[c]"
"In post","2021","Legal","Attorney General's Office","Attorney General's Departments","Male","15","15","[c]","[c]"
"In post","2021","Legal","Cabinet Office (excl. agencies)","Cabinet Office","Female","25","25","[c]","[c]"
"In post","2021","Legal","Cabinet Office (excl. agencies)","Cabinet Office","Male","30","30","80510","79760"
"In post","2021","Legal","Charity Commission","Charity Commission","Female","15","15","[c]","[c]"
"In post","2021","Legal","Charity Commission","Charity Commission","Male","5","5","[c]","[c]"
"In post","2021","Legal","Companies House","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Companies House","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Competition and Markets Authority","Competition and Markets Authority","Female","85","85","67170","71370"
"In post","2021","Legal","Competition and Markets Authority","Competition and Markets Authority","Male","75","75","71290","72430"
"In post","2021","Legal","Criminal Injuries Compensation Authority","Ministry of Justice","Female","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Criminal Injuries Compensation Authority","Ministry of Justice","Male","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Crown Office and Procurator Fiscal Service","Scottish Government","Female","425","395","54110","52490"
"In post","2021","Legal","Crown Office and Procurator Fiscal Service","Scottish Government","Male","175","170","55850","55850"
"In post","2021","Legal","Crown Prosecution Service","Attorney General's Departments","Female","4165","3760","39610","32490"
"In post","2021","Legal","Crown Prosecution Service","Attorney General's Departments","Male","2075","2020","45060","48080"
"In post","2021","Legal","Crown Prosecution Service Inspectorate","Attorney General's Departments","Female","15","15","[c]","[c]"
"In post","2021","Legal","Crown Prosecution Service Inspectorate","Attorney General's Departments","Male","10","10","[c]","[c]"
"In post","2021","Legal","Debt Management Office","HM Treasury","Female","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Debt Management Office","HM Treasury","Male","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Defence Science and Technology Laboratory","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Defence Science and Technology Laboratory","Ministry of Defence","Male","5","5","[c]","[c]"
"In post","2021","Legal","Department for Education (excl. agencies)","Department for Education","Female","35","35","55560","57570"
"In post","2021","Legal","Department for Education (excl. agencies)","Department for Education","Male","20","20","[c]","[c]"
"In post","2021","Legal","Department for International Trade","Department for International Trade","Female","5","5","[c]","[c]"
"In post","2021","Legal","Department for International Trade","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2021","Legal","FCDO Services","Foreign, Commonwealth and Development Office","Female","15","10","[c]","[c]"
"In post","2021","Legal","FCDO Services","Foreign, Commonwealth and Development Office","Male","40","25","54730","57760"
"In post","2021","Legal","Food Standards Agency","Food Standards Agency","Female","10","10","[c]","[c]"
"In post","2021","Legal","Food Standards Agency","Food Standards Agency","Male","10","10","[c]","[c]"
"In post","2021","Legal","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Female","30","30","65550","70210"
"In post","2021","Legal","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Male","40","40","61560","65040"
"In post","2021","Legal","Government Legal Department","Attorney General's Departments","Female","1535","1390","55180","52100"
"In post","2021","Legal","Government Legal Department","Attorney General's Departments","Male","815","795","56350","54080"
"In post","2021","Legal","Health and Safety Executive","Department for Work and Pensions","Female","10","10","[c]","[c]"
"In post","2021","Legal","Health and Safety Executive","Department for Work and Pensions","Male","10","10","[c]","[c]"
"In post","2021","Legal","HM Courts and Tribunals Service","Ministry of Justice","Female","865","770","41720","42130"
"In post","2021","Legal","HM Courts and Tribunals Service","Ministry of Justice","Male","320","305","43330","43460"
"In post","2021","Legal","HM Land Registry","HM Land Registry","Female","165","145","48960","57000"
"In post","2021","Legal","HM Land Registry","HM Land Registry","Male","100","95","53190","58760"
"In post","2021","Legal","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Female","685","625","39660","31810"
"In post","2021","Legal","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Male","595","580","40980","35000"
"In post","2021","Legal","HM Treasury (excl. agencies)","HM Treasury","Female","[c]","[c]","[c]","[c]"
"In post","2021","Legal","HM Treasury (excl. agencies)","HM Treasury","Male","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Insolvency Service","Department for Business, Energy and Industrial Strategy","Female","20","20","[c]","[c]"
"In post","2021","Legal","Insolvency Service","Department for Business, Energy and Industrial Strategy","Male","20","20","[c]","[c]"
"In post","2021","Legal","Institute for Apprenticeships and Technical Education","Department for Education","Female","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Institute for Apprenticeships and Technical Education","Department for Education","Male","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Legal Aid Agency","Ministry of Justice","Female","35","35","40910","38860"
