"Status","Year","Ethnicity","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Unknown","SEO/HEO","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","Undeclared","45","[c]","38240","37320"
"Leaver CS","2021","Unknown","SEO/HEO","Unknown","950","[c]","36010","35110"
"Leaver CS","2021","Unknown","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","630","[c]","34750","32400"
"Leaver CS","2021","White","AA/AO","Heterosexual / straight","4420","[c]","21200","21010"
"Leaver CS","2021","White","AA/AO","LGBO","290","[c]","20770","21010"
"Leaver CS","2021","White","AA/AO","Undeclared","450","[c]","20990","20940"
"Leaver CS","2021","White","AA/AO","Unknown","2355","[c]","21290","20830"
"Leaver CS","2021","White","EO","Heterosexual / straight","2210","[c]","27230","27570"
"Leaver CS","2021","White","EO","LGBO","130","[c]","27050","27570"
"Leaver CS","2021","White","EO","Undeclared","285","[c]","27710","27570"
"Leaver CS","2021","White","EO","Unknown","1270","[c]","27690","27570"
"Leaver CS","2021","White","G6/G7","Heterosexual / straight","1025","[c]","60670","58240"
"Leaver CS","2021","White","G6/G7","LGBO","65","[c]","59770","58290"
"Leaver CS","2021","White","G6/G7","Undeclared","120","[c]","62290","59590"
"Leaver CS","2021","White","G6/G7","Unknown","435","[c]","61040","58140"
"Leaver CS","2021","White","SCS level","Heterosexual / straight","215","[c]","96890","93400"
"Leaver CS","2021","White","SCS level","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","White","SCS level","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2021","White","SCS level","Unknown","75","[c]","100070","99590"
"Leaver CS","2021","White","SEO/HEO","Heterosexual / straight","2220","[c]","37250","36500"
"Leaver CS","2021","White","SEO/HEO","LGBO","120","[c]","36530","36730"
"Leaver CS","2021","White","SEO/HEO","Undeclared","230","[c]","38450","37190"
"Leaver CS","2021","White","SEO/HEO","Unknown","1110","[c]","37880","37130"
"Leaver CS","2021","White","Unknown","Heterosexual / straight","445","[c]","38040","36030"
"Leaver CS","2021","White","Unknown","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2021","White","Unknown","Undeclared","40","[c]","[c]","[c]"
"Leaver CS","2021","White","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","AA/AO","Heterosexual / straight","130","[c]","21440","20920"
"Leaver Dept.","2021","Asian","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","AA/AO","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","AA/AO","Unknown","95","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","EO","Heterosexual / straight","205","[c]","27480","27570"
"Leaver Dept.","2021","Asian","EO","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","EO","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","EO","Unknown","35","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","G6/G7","Heterosexual / straight","85","[c]","58050","56340"
"Leaver Dept.","2021","Asian","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","G6/G7","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","G6/G7","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","SCS level","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","SEO/HEO","Heterosexual / straight","260","[c]","36030","34830"
"Leaver Dept.","2021","Asian","SEO/HEO","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","SEO/HEO","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","SEO/HEO","Unknown","50","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","AA/AO","Heterosexual / straight","60","[c]","21950","21300"
"Leaver Dept.","2021","Black","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","AA/AO","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","EO","Heterosexual / straight","120","[c]","27420","27570"
"Leaver Dept.","2021","Black","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","EO","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","EO","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","G6/G7","Heterosexual / straight","40","[c]","56920","54700"
"Leaver Dept.","2021","Black","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","G6/G7","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","SEO/HEO","Heterosexual / straight","145","[c]","36180","35370"
"Leaver Dept.","2021","Black","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","SEO/HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","SEO/HEO","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","AA/AO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","AA/AO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","EO","Heterosexual / straight","45","[c]","27250","27510"
"Leaver Dept.","2021","Mixed","EO","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","EO","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","EO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","G6/G7","Heterosexual / straight","60","[c]","57780","55720"
"Leaver Dept.","2021","Mixed","G6/G7","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","G6/G7","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","G6/G7","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","SEO/HEO","Heterosexual / straight","90","[c]","34810","33640"
"Leaver Dept.","2021","Mixed","SEO/HEO","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","SEO/HEO","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","SEO/HEO","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","AA/AO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","SEO/HEO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","SEO/HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","SEO/HEO","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","AA/AO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","AA/AO","Undeclared","35","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","AA/AO","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","EO","Undeclared","45","[c]","27060","26930"
"Leaver Dept.","2021","Undeclared","EO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","G6/G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","G6/G7","Undeclared","50","[c]","59820","59020"
"Leaver Dept.","2021","Undeclared","G6/G7","Unknown","35","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","SEO/HEO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","SEO/HEO","Undeclared","70","[c]","36680","36800"
"Leaver Dept.","2021","Undeclared","SEO/HEO","Unknown","75","[c]","35960","36030"
"Leaver Dept.","2021","Undeclared","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","AA/AO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","AA/AO","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","AA/AO","Unknown","530","[c]","20900","20880"
"Leaver Dept.","2021","Unknown","EO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","EO","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","EO","Unknown","430","[c]","27270","27500"
"Leaver Dept.","2021","Unknown","G6/G7","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","G6/G7","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","G6/G7","Unknown","585","[c]","56180","54460"
"Leaver Dept.","2021","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","SCS level","Unknown","75","[c]","84710","76600"
"Leaver Dept.","2021","Unknown","SEO/HEO","Heterosexual / straight","40","[c]","34130","33190"
"Leaver Dept.","2021","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","SEO/HEO","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","SEO/HEO","Unknown","1295","[c]","34170","32830"
"Leaver Dept.","2021","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Unknown","85","[c]","[c]","[c]"
"Leaver Dept.","2021","White","AA/AO","Heterosexual / straight","660","[c]","20910","21010"
"Leaver Dept.","2021","White","AA/AO","LGBO","70","[c]","20880","21010"
"Leaver Dept.","2021","White","AA/AO","Undeclared","50","[c]","20670","20920"
"Leaver Dept.","2021","White","AA/AO","Unknown","360","[c]","21080","21010"
"Leaver Dept.","2021","White","EO","Heterosexual / straight","925","[c]","26430","27310"
"Leaver Dept.","2021","White","EO","LGBO","105","[c]","26420","27150"
"Leaver Dept.","2021","White","EO","Undeclared","65","[c]","27080","27570"
"Leaver Dept.","2021","White","EO","Unknown","280","[c]","27100","27570"
"Leaver Dept.","2021","White","G6/G7","Heterosexual / straight","970","[c]","57460","55650"
"Leaver Dept.","2021","White","G6/G7","LGBO","90","[c]","55260","53680"
"Leaver Dept.","2021","White","G6/G7","Undeclared","85","[c]","58080","55950"
"Leaver Dept.","2021","White","G6/G7","Unknown","165","[c]","57620","55950"
"Leaver Dept.","2021","White","SCS level","Heterosexual / straight","160","[c]","90010","81110"
"Leaver Dept.","2021","White","SCS level","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","White","SCS level","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2021","White","SCS level","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2021","White","SEO/HEO","Heterosexual / straight","1680","[c]","35290","34010"
"Leaver Dept.","2021","White","SEO/HEO","LGBO","205","[c]","34710","33960"
"Leaver Dept.","2021","White","SEO/HEO","Undeclared","125","[c]","36670","36360"
"Leaver Dept.","2021","White","SEO/HEO","Unknown","330","[c]","35690","34380"
"Leaver Dept.","2021","White","Unknown","Heterosexual / straight","75","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","Asian","AA/AO","Heterosexual / straight","1010","[c]","21840","21010"
"New entrant CS","2021","Asian","AA/AO","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2021","Asian","AA/AO","Undeclared","50","[c]","21520","21010"
"New entrant CS","2021","Asian","AA/AO","Unknown","40","[c]","22030","21160"
"New entrant CS","2021","Asian","EO","Heterosexual / straight","1790","[c]","28730","27610"
"New entrant CS","2021","Asian","EO","LGBO","45","[c]","28030","27610"
"New entrant CS","2021","Asian","EO","Undeclared","55","[c]","28220","27570"
"New entrant CS","2021","Asian","EO","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","Asian","G6/G7","Heterosexual / straight","220","[c]","57270","54700"
"New entrant CS","2021","Asian","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","G6/G7","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2021","Asian","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","SCS level","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2021","Asian","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","SEO/HEO","Heterosexual / straight","665","[c]","35490","34550"
"New entrant CS","2021","Asian","SEO/HEO","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2021","Asian","SEO/HEO","Undeclared","35","[c]","35390","33930"
"New entrant CS","2021","Asian","SEO/HEO","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Heterosexual / straight","55","[c]","24030","22920"
"New entrant CS","2021","Asian","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","AA/AO","Heterosexual / straight","590","[c]","23150","22850"
"New entrant CS","2021","Black","AA/AO","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2021","Black","AA/AO","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2021","Black","AA/AO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Black","EO","Heterosexual / straight","1235","[c]","29320","31060"
"New entrant CS","2021","Black","EO","LGBO","55","[c]","29180","29290"
"New entrant CS","2021","Black","EO","Undeclared","40","[c]","29270","31060"
"New entrant CS","2021","Black","EO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Black","G6/G7","Heterosexual / straight","105","[c]","54660","52850"
"New entrant CS","2021","Black","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Black","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","SEO/HEO","Heterosexual / straight","410","[c]","35530","34550"
"New entrant CS","2021","Black","SEO/HEO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","Black","SEO/HEO","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2021","Black","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Black","Unknown","Heterosexual / straight","100","[c]","24570","23760"
"New entrant CS","2021","Black","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","AA/AO","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","EO","Heterosexual / straight","35","[c]","27830","27570"
"New entrant CS","2021","Chinese","EO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","SEO/HEO","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","SEO/HEO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","SEO/HEO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","AA/AO","Heterosexual / straight","370","[c]","22360","21010"
"New entrant CS","2021","Mixed","AA/AO","LGBO","60","[c]","22530","21010"
"New entrant CS","2021","Mixed","AA/AO","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","AA/AO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","EO","Heterosexual / straight","500","[c]","28450","27570"
"New entrant CS","2021","Mixed","EO","LGBO","75","[c]","28640","27570"
"New entrant CS","2021","Mixed","EO","Undeclared","45","[c]","28260","27570"
"New entrant CS","2021","Mixed","EO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","G6/G7","Heterosexual / straight","60","[c]","56350","54320"
"New entrant CS","2021","Mixed","G6/G7","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","G6/G7","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","G6/G7","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","SEO/HEO","Heterosexual / straight","225","[c]","35060","34020"
"New entrant CS","2021","Mixed","SEO/HEO","LGBO","45","[c]","34350","33240"
"New entrant CS","2021","Mixed","SEO/HEO","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Unknown","Heterosexual / straight","50","[c]","23740","22920"
"New entrant CS","2021","Mixed","Unknown","LGBO","[c]","[c]","[c]","[c]"
