"Status","Year","Function_of_post","Parent_department","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Human Resources","HM Revenue and Customs","SCS level","Unknown","5","5","[c]","[c]"
"In post","2021","Human Resources","HM Revenue and Customs","SEO","Heterosexual / straight","160","150","38880","38630"
"In post","2021","Human Resources","HM Revenue and Customs","SEO","LGBO","10","10","[c]","[c]"
"In post","2021","Human Resources","HM Revenue and Customs","SEO","Undeclared","15","10","[c]","[c]"
"In post","2021","Human Resources","HM Revenue and Customs","SEO","Unknown","50","50","38610","38630"
"In post","2021","Human Resources","HM Treasury","AO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Human Resources","HM Treasury","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Treasury","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Treasury","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Treasury","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Human Resources","HM Treasury","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Treasury","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Treasury","G6","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Human Resources","HM Treasury","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Treasury","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Treasury","G7","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Human Resources","HM Treasury","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Treasury","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Treasury","HEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Human Resources","HM Treasury","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Treasury","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Treasury","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Treasury","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Treasury","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Treasury","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Treasury","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Defence","AA","Heterosexual / straight","35","30","19630","19560"
"In post","2021","Human Resources","Ministry of Defence","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Defence","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Defence","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Defence","AO","Heterosexual / straight","565","515","21360","21130"
"In post","2021","Human Resources","Ministry of Defence","AO","LGBO","25","25","[c]","[c]"
"In post","2021","Human Resources","Ministry of Defence","AO","Undeclared","80","70","21390","21130"
"In post","2021","Human Resources","Ministry of Defence","AO","Unknown","55","50","21180","20920"
"In post","2021","Human Resources","Ministry of Defence","EO","Heterosexual / straight","295","280","26050","26670"
"In post","2021","Human Resources","Ministry of Defence","EO","LGBO","5","5","[c]","[c]"
"In post","2021","Human Resources","Ministry of Defence","EO","Undeclared","30","30","27190","26670"
"In post","2021","Human Resources","Ministry of Defence","EO","Unknown","35","30","26990","26670"
"In post","2021","Human Resources","Ministry of Defence","G6","Heterosexual / straight","50","45","68470","67980"
"In post","2021","Human Resources","Ministry of Defence","G6","LGBO","5","5","[c]","[c]"
"In post","2021","Human Resources","Ministry of Defence","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Defence","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Defence","G7","Heterosexual / straight","115","110","54490","54540"
"In post","2021","Human Resources","Ministry of Defence","G7","LGBO","5","5","[c]","[c]"
"In post","2021","Human Resources","Ministry of Defence","G7","Undeclared","15","15","[c]","[c]"
"In post","2021","Human Resources","Ministry of Defence","G7","Unknown","10","10","[c]","[c]"
"In post","2021","Human Resources","Ministry of Defence","HEO","Heterosexual / straight","305","290","33250","33300"
"In post","2021","Human Resources","Ministry of Defence","HEO","LGBO","15","15","[c]","[c]"
"In post","2021","Human Resources","Ministry of Defence","HEO","Undeclared","35","35","33720","33300"
"In post","2021","Human Resources","Ministry of Defence","HEO","Unknown","15","15","[c]","[c]"
"In post","2021","Human Resources","Ministry of Defence","SCS level","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Human Resources","Ministry of Defence","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Defence","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Defence","SEO","Heterosexual / straight","180","175","41520","41460"
"In post","2021","Human Resources","Ministry of Defence","SEO","LGBO","10","10","[c]","[c]"
"In post","2021","Human Resources","Ministry of Defence","SEO","Undeclared","25","20","[c]","[c]"
"In post","2021","Human Resources","Ministry of Defence","SEO","Unknown","15","15","[c]","[c]"
"In post","2021","Human Resources","Ministry of Defence","Unknown","Heterosexual / straight","180","170","37570","32710"
"In post","2021","Human Resources","Ministry of Defence","Unknown","LGBO","5","5","[c]","[c]"
"In post","2021","Human Resources","Ministry of Defence","Unknown","Undeclared","30","25","[c]","[c]"
"In post","2021","Human Resources","Ministry of Defence","Unknown","Unknown","10","10","[c]","[c]"
"In post","2021","Human Resources","Ministry of Housing, Communities and Local Government","AO","Heterosexual / straight","15","10","[c]","[c]"
"In post","2021","Human Resources","Ministry of Housing, Communities and Local Government","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Housing, Communities and Local Government","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Housing, Communities and Local Government","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Human Resources","Ministry of Housing, Communities and Local Government","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Housing, Communities and Local Government","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Housing, Communities and Local Government","G6","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Human Resources","Ministry of Housing, Communities and Local Government","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Housing, Communities and Local Government","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Housing, Communities and Local Government","G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Human Resources","Ministry of Housing, Communities and Local Government","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Housing, Communities and Local Government","HEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Human Resources","Ministry of Housing, Communities and Local Government","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Housing, Communities and Local Government","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Housing, Communities and Local Government","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Housing, Communities and Local Government","SEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Human Resources","Ministry of Housing, Communities and Local Government","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Justice","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Justice","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Justice","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Justice","AO","Heterosexual / straight","20","15","[c]","[c]"
"In post","2021","Human Resources","Ministry of Justice","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Justice","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Justice","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Justice","EO","Heterosexual / straight","90","85","26290","26410"
"In post","2021","Human Resources","Ministry of Justice","EO","LGBO","5","5","[c]","[c]"
"In post","2021","Human Resources","Ministry of Justice","EO","Undeclared","10","10","[c]","[c]"
"In post","2021","Human Resources","Ministry of Justice","EO","Unknown","10","10","[c]","[c]"
"In post","2021","Human Resources","Ministry of Justice","G6","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Human Resources","Ministry of Justice","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Justice","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Justice","G7","Heterosexual / straight","145","145","59380","59330"
"In post","2021","Human Resources","Ministry of Justice","G7","LGBO","15","15","[c]","[c]"
"In post","2021","Human Resources","Ministry of Justice","G7","Undeclared","15","15","[c]","[c]"
"In post","2021","Human Resources","Ministry of Justice","G7","Unknown","10","10","[c]","[c]"
"In post","2021","Human Resources","Ministry of Justice","HEO","Heterosexual / straight","225","220","30500","31170"
"In post","2021","Human Resources","Ministry of Justice","HEO","LGBO","15","15","[c]","[c]"
"In post","2021","Human Resources","Ministry of Justice","HEO","Undeclared","30","25","[c]","[c]"
"In post","2021","Human Resources","Ministry of Justice","HEO","Unknown","30","30","31250","31180"
"In post","2021","Human Resources","Ministry of Justice","SCS level","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Human Resources","Ministry of Justice","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Justice","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Justice","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Justice","SEO","Heterosexual / straight","260","255","44800","44980"
"In post","2021","Human Resources","Ministry of Justice","SEO","LGBO","5","5","[c]","[c]"
"In post","2021","Human Resources","Ministry of Justice","SEO","Undeclared","20","20","[c]","[c]"
"In post","2021","Human Resources","Ministry of Justice","SEO","Unknown","20","20","[c]","[c]"
"In post","2021","Human Resources","Ministry of Justice","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Human Resources","Ministry of Justice","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","National Crime Agency","AO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Human Resources","National Crime Agency","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","National Crime Agency","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","National Crime Agency","AO","Unknown","5","5","[c]","[c]"
"In post","2021","Human Resources","National Crime Agency","EO","Heterosexual / straight","30","30","30890","28840"
"In post","2021","Human Resources","National Crime Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","National Crime Agency","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","National Crime Agency","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","National Crime Agency","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","National Crime Agency","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","National Crime Agency","G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Human Resources","National Crime Agency","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","National Crime Agency","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","National Crime Agency","HEO","Heterosexual / straight","60","55","39480","39800"
"In post","2021","Human Resources","National Crime Agency","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","National Crime Agency","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","National Crime Agency","HEO","Unknown","5","5","[c]","[c]"
"In post","2021","Human Resources","National Crime Agency","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","National Crime Agency","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","National Crime Agency","SEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Human Resources","National Crime Agency","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","National Crime Agency","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","National Crime Agency","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Northern Ireland Office","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Northern Ireland Office","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Northern Ireland Office","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Northern Ireland Office","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Northern Ireland Office","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Northern Ireland Office","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Northern Ireland Office","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Northern Ireland Office","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Northern Ireland Office","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Office for Standards in Education","AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Human Resources","Office for Standards in Education","AO","LGBO","5","5","[c]","[c]"
"In post","2021","Human Resources","Office for Standards in Education","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Office for Standards in Education","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Human Resources","Office for Standards in Education","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Office for Standards in Education","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Office for Standards in Education","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Office for Standards in Education","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Office for Standards in Education","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Office for Standards in Education","G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Human Resources","Office for Standards in Education","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Office for Standards in Education","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Office for Standards in Education","HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Human Resources","Office for Standards in Education","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Office for Standards in Education","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Office for Standards in Education","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Office for Standards in Education","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Office for Standards in Education","SEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Human Resources","Office for Standards in Education","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Office for Standards in Education","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Office of Gas and Electricity Markets","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Office of Gas and Electricity Markets","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Office of Gas and Electricity Markets","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Office of Gas and Electricity Markets","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Office of Gas and Electricity Markets","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Office of Gas and Electricity Markets","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Office of Gas and Electricity Markets","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Office of Gas and Electricity Markets","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Office of Gas and Electricity Markets","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Office of Gas and Electricity Markets","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Office of Gas and Electricity Markets","G7","Unknown","5","5","[c]","[c]"
"In post","2021","Human Resources","Office of Gas and Electricity Markets","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Office of Gas and Electricity Markets","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Office of Gas and Electricity Markets","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Office of Gas and Electricity Markets","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Office of Gas and Electricity Markets","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Office of Gas and Electricity Markets","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Office of Gas and Electricity Markets","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Office of Gas and Electricity Markets","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Office of Qualifications and Examinations Regulation","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Office of Qualifications and Examinations Regulation","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Office of Qualifications and Examinations Regulation","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Office of Qualifications and Examinations Regulation","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Office of Qualifications and Examinations Regulation","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Office of Qualifications and Examinations Regulation","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Office of Qualifications and Examinations Regulation","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Office of Qualifications and Examinations Regulation","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Office of Rail and Road","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Office of Rail and Road","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Office of Rail and Road","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Office of Rail and Road","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Office of Rail and Road","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Office of Rail and Road","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Office of Rail and Road","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Office of Rail and Road","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Office of Rail and Road","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Office of Rail and Road","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Office of Rail and Road","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Office of Rail and Road","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Office of Rail and Road","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Other Cabinet Office Agencies","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Human Resources","Other Cabinet Office Agencies","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Other Cabinet Office Agencies","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Other Cabinet Office Agencies","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Other Cabinet Office Agencies","G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Human Resources","Other Cabinet Office Agencies","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Other Cabinet Office Agencies","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Other Cabinet Office Agencies","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Other Cabinet Office Agencies","HEO","Heterosexual / straight","15","10","[c]","[c]"
"In post","2021","Human Resources","Other Cabinet Office Agencies","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Other Cabinet Office Agencies","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Other Cabinet Office Agencies","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Other Cabinet Office Agencies","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Other Cabinet Office Agencies","SEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Human Resources","Other Cabinet Office Agencies","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Other Cabinet Office Agencies","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Scotland Office","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Scotland Office","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Scotland Office","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Scotland Office","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Scotland Office","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Scotland Office","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Scotland Office","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Scotland Office","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Scotland Office","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Scottish Government","AA","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Human Resources","Scottish Government","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Scottish Government","AA","Unknown","25","25","[c]","[c]"
"In post","2021","Human Resources","Scottish Government","AO","Heterosexual / straight","25","20","[c]","[c]"
"In post","2021","Human Resources","Scottish Government","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Scottish Government","AO","Undeclared","5","5","[c]","[c]"
"In post","2021","Human Resources","Scottish Government","AO","Unknown","20","15","[c]","[c]"
"In post","2021","Human Resources","Scottish Government","EO","Heterosexual / straight","40","35","30370","30080"
"In post","2021","Human Resources","Scottish Government","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Scottish Government","EO","Undeclared","10","5","[c]","[c]"
"In post","2021","Human Resources","Scottish Government","EO","Unknown","20","20","[c]","[c]"
"In post","2021","Human Resources","Scottish Government","G6","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Human Resources","Scottish Government","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Scottish Government","G7","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Human Resources","Scottish Government","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Scottish Government","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Scottish Government","HEO","Heterosexual / straight","55","55","36530","36780"
"In post","2021","Human Resources","Scottish Government","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Scottish Government","HEO","Undeclared","10","10","[c]","[c]"
"In post","2021","Human Resources","Scottish Government","HEO","Unknown","20","20","[c]","[c]"
"In post","2021","Human Resources","Scottish Government","SEO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Human Resources","Scottish Government","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Scottish Government","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Scottish Government","SEO","Unknown","5","5","[c]","[c]"
"In post","2021","Human Resources","The National Archives","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","The National Archives","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","The National Archives","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","The National Archives","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","The National Archives","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Human Resources","The National Archives","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","The National Archives","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","The National Archives","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","The National Archives","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","The National Archives","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","The National Archives","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","The National Archives","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","The National Archives","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","The National Archives","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","The National Archives","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","The National Archives","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","The National Archives","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","The National Archives","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","UK Export Finance","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","UK Export Finance","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","UK Export Finance","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","UK Export Finance","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","UK Export Finance","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","UK Export Finance","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Human Resources","UK Export Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","UK Export Finance","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","UK Export Finance","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","UK Export Finance","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","UK Export Finance","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","UK Export Finance","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","UK Export Finance","HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Human Resources","UK Export Finance","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","UK Export Finance","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","UK Export Finance","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
