"Status","Year","Age","Organisation","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","30-39","Ministry of Housing, Communities and Local Government (excl. agencies)","Human Resources","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Housing, Communities and Local Government (excl. agencies)","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Housing, Communities and Local Government (excl. agencies)","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Housing, Communities and Local Government (excl. agencies)","Planning","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Housing, Communities and Local Government (excl. agencies)","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Housing, Communities and Local Government (excl. agencies)","Policy","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Housing, Communities and Local Government (excl. agencies)","Policy","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Housing, Communities and Local Government (excl. agencies)","Policy","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Housing, Communities and Local Government (excl. agencies)","Policy","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Housing, Communities and Local Government (excl. agencies)","Project Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Justice (excl. agencies)","Commercial","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Justice (excl. agencies)","Communications","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Justice (excl. agencies)","Digital, Data and Technology","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Justice (excl. agencies)","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Justice (excl. agencies)","Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Justice (excl. agencies)","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Justice (excl. agencies)","Human Resources","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Justice (excl. agencies)","Legal","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Justice (excl. agencies)","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Justice (excl. agencies)","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Justice (excl. agencies)","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Justice (excl. agencies)","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Justice (excl. agencies)","Operational Delivery","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Justice (excl. agencies)","Operational Research","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Justice (excl. agencies)","Policy","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Justice (excl. agencies)","Policy","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Justice (excl. agencies)","Policy","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Justice (excl. agencies)","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","National Crime Agency","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","National Crime Agency","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","National Crime Agency","Human Resources","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","National Crime Agency","Human Resources","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","National Crime Agency","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","National Crime Agency","Operational Delivery","EO","10","[c]","35210","34140"
"Leaver CS","2021","30-39","National Crime Agency","Operational Delivery","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","National Crime Agency","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","National Records of Scotland","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","National Records of Scotland","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","National Savings and Investments","Other","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","National Savings and Investments","Other","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","National Savings and Investments","Other","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","National Savings and Investments","Security","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Northern Ireland Office","Human Resources","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Northern Ireland Office","Property","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office for Budget Responsibility","Economics","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office for Standards in Education, Children's Services and Skills","Commercial","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office for Standards in Education, Children's Services and Skills","Finance","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office for Standards in Education, Children's Services and Skills","Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office for Standards in Education, Children's Services and Skills","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office for Standards in Education, Children's Services and Skills","Legal","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office for Standards in Education, Children's Services and Skills","Operational Delivery","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office for Standards in Education, Children's Services and Skills","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office for Standards in Education, Children's Services and Skills","Other","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office for Standards in Education, Children's Services and Skills","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office for Standards in Education, Children's Services and Skills","Policy","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office for Standards in Education, Children's Services and Skills","Social Research","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office for Standards in Education, Children's Services and Skills","Statistics","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of Gas and Electricity Markets","Economics","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of Gas and Electricity Markets","Economics","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of Gas and Electricity Markets","Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of Gas and Electricity Markets","Human Resources","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of Gas and Electricity Markets","Legal","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of Gas and Electricity Markets","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of Gas and Electricity Markets","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of Gas and Electricity Markets","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of Gas and Electricity Markets","Other","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of Gas and Electricity Markets","Other","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of Gas and Electricity Markets","Other","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of Gas and Electricity Markets","Other","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of Gas and Electricity Markets","Other","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of Gas and Electricity Markets","Policy","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of Qualifications and Examinations Regulation","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of Qualifications and Examinations Regulation","Operational Research","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of Rail and Road","Communications","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of Rail and Road","Human Resources","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of Rail and Road","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of Rail and Road","Property","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of the Public Guardian","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of the Public Guardian","Legal","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of the Public Guardian","Operational Delivery","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of the Public Guardian","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of the Public Guardian","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of the Public Guardian","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Planning Inspectorate","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Planning Inspectorate","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Planning Inspectorate","Planning Inspectors","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Planning Inspectorate","Planning Inspectors","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Planning Inspectorate","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Public Health England","Commercial","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Public Health England","Communications","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Public Health England","Communications","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Public Health England","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Public Health England","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Public Health England","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Public Health England","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Public Health England","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Public Health England","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Public Health England","Human Resources","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Public Health England","Human Resources","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Public Health England","Knowledge and Information Management","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Public Health England","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Public Health England","Knowledge and Information Management","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Public Health England","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Public Health England","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Public Health England","Knowledge and Information Management","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Public Health England","Medicine","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Public Health England","Medicine","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Public Health England","Medicine","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Public Health England","Medicine","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Public Health England","Medicine","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Public Health England","Operational Delivery","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Public Health England","Operational Delivery","EO","15","[c]","25700","25010"
"Leaver CS","2021","30-39","Public Health England","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Public Health England","Operational Delivery","G7","15","[c]","52480","52610"
"Leaver CS","2021","30-39","Public Health England","Operational Delivery","HEO","15","[c]","31750","32330"
"Leaver CS","2021","30-39","Public Health England","Operational Delivery","SEO","15","[c]","39990","40250"
"Leaver CS","2021","30-39","Public Health England","Property","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Public Health England","Science and Engineering","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Public Health England","Science and Engineering","AO","20","[c]","20860","20230"
"Leaver CS","2021","30-39","Public Health England","Science and Engineering","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Public Health England","Science and Engineering","G7","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Public Health England","Science and Engineering","HEO","20","[c]","31420","31770"
"Leaver CS","2021","30-39","Public Health England","Science and Engineering","SEO","25","[c]","39210","38890"
"Leaver CS","2021","30-39","Registers of Scotland","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Registers of Scotland","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Registers of Scotland","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Registers of Scotland","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Royal Fleet Auxiliary","Other","Unknown","25","[c]","27020","29880"
"Leaver CS","2021","30-39","Rural Payments Agency","Operational Delivery","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Rural Payments Agency","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Rural Payments Agency","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scotland Office (incl. Office of the Advocate General for Scotland)","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scottish Courts and Tribunals Service","Operational Delivery","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scottish Courts and Tribunals Service","Operational Delivery","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scottish Courts and Tribunals Service","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scottish Courts and Tribunals Service","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scottish Courts and Tribunals Service","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scottish Forestry","Unknown","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scottish Forestry","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scottish Forestry","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scottish Government (excl. agencies)","Unknown","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scottish Government (excl. agencies)","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scottish Government (excl. agencies)","Unknown","EO","10","[c]","27970","27660"
"Leaver CS","2021","30-39","Scottish Government (excl. agencies)","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scottish Government (excl. agencies)","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scottish Government (excl. agencies)","Unknown","HEO","15","[c]","33390","33620"
"Leaver CS","2021","30-39","Scottish Government (excl. agencies)","Unknown","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scottish Prison Service","Human Resources","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scottish Prison Service","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scottish Prison Service","Human Resources","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scottish Prison Service","Operational Delivery","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scottish Prison Service","Operational Delivery","AO","15","[c]","22510","21890"
"Leaver CS","2021","30-39","Scottish Prison Service","Operational Delivery","EO","20","[c]","31520","33650"
"Leaver CS","2021","30-39","Scottish Prison Service","Other","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scottish Prison Service","Other","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scottish Prison Service","Other","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scottish Prison Service","Psychology","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scottish Public Pensions Agency","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scottish Public Pensions Agency","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Serious Fraud Office","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Serious Fraud Office","Counter Fraud","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Serious Fraud Office","Counter Fraud","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Serious Fraud Office","Counter Fraud","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Serious Fraud Office","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Serious Fraud Office","Legal","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Serious Fraud Office","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Social Security Scotland","Unknown","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Social Security Scotland","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Social Security Scotland","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Social Security Scotland","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Standards and Testing Agency","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Standards and Testing Agency","Policy","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Student Awards Agency for Scotland","Unknown","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Student Awards Agency for Scotland","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Submarine Delivery Agency","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Submarine Delivery Agency","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Submarine Delivery Agency","Science and Engineering","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","The National Archives","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","The National Archives","Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","The National Archives","Operational Delivery","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","The National Archives","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","The National Archives","Other","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","The National Archives","Other","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","The National Archives","Other","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Transport Scotland","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Transport Scotland","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Transport Scotland","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","UK Export Finance","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","UK Export Finance","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","UK Export Finance","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","UK Export Finance","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","UK Hydrographic Office","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","UK Hydrographic Office","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","UK Hydrographic Office","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","UK Hydrographic Office","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","UK Hydrographic Office","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","UK Hydrographic Office","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","UK Intellectual Property Office","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","UK Intellectual Property Office","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","UK Intellectual Property Office","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","UK Intellectual Property Office","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","UK Intellectual Property Office","Science and Engineering","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","UK Supreme Court","Legal","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","UK Supreme Court","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","United Kingdom Statistics Authority","Commercial","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","United Kingdom Statistics Authority","Communications","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","United Kingdom Statistics Authority","Communications","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","United Kingdom Statistics Authority","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","United Kingdom Statistics Authority","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","United Kingdom Statistics Authority","Operational Delivery","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","United Kingdom Statistics Authority","Operational Delivery","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","United Kingdom Statistics Authority","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","United Kingdom Statistics Authority","Operational Delivery","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","United Kingdom Statistics Authority","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","United Kingdom Statistics Authority","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","United Kingdom Statistics Authority","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","United Kingdom Statistics Authority","Operational Research","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","United Kingdom Statistics Authority","Project Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","United Kingdom Statistics Authority","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","United Kingdom Statistics Authority","Social Research","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","United Kingdom Statistics Authority","Social Research","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","United Kingdom Statistics Authority","Statistics","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","United Kingdom Statistics Authority","Statistics","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Valuation Office Agency","Operational Delivery","AA","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Valuation Office Agency","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Valuation Office Agency","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Valuation Office Agency","Property","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Valuation Office Agency","Property","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Valuation Office Agency","Property","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Vehicle Certification Agency","Science and Engineering","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Vehicle Certification Agency","Science and Engineering","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Veterinary Medicines Directorate","Science and Engineering","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Veterinary Medicines Directorate","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Veterinary Medicines Directorate","Veterinarian","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Wales Office","Policy","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Water Services Regulation Authority","Communications","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Water Services Regulation Authority","Communications","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Water Services Regulation Authority","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Water Services Regulation Authority","Economics","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Water Services Regulation Authority","Economics","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Water Services Regulation Authority","Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Water Services Regulation Authority","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Water Services Regulation Authority","Human Resources","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Water Services Regulation Authority","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Water Services Regulation Authority","Policy","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Water Services Regulation Authority","Policy","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Welsh Government (excl. agencies)","Communications","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Welsh Government (excl. agencies)","Legal","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Welsh Government (excl. agencies)","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Welsh Government (excl. agencies)","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Welsh Government (excl. agencies)","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Welsh Government (excl. agencies)","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Welsh Government (excl. agencies)","Other","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Welsh Government (excl. agencies)","Other","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Welsh Government (excl. agencies)","Planning","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Welsh Government (excl. agencies)","Policy","AO","[c]","[c]","[c]","[c]"
